id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,League,Season
12030,Tasos Douvikas,32,846,7,5.597069129347801,1,1.1894508870318532,26,8,2,0,F S,Celta Vigo,7,5.597069129347801,6.697281435132027,0.6971121802926064,La_liga,2023
1189,Lucas Boyé,31,2613,6,7.1452496172860265,3,3.2088521169498563,56,27,8,1,F M S,Granada,6,7.1452496172860265,10.558177180588245,3.42706776317209,La_liga,2023
2304,Leo Baptistao,32,1869,6,5.837608506903052,0,1.8269870448857546,47,19,6,1,F M S,Almeria,6,5.837608506903052,10.266108710318804,3.071513507515192,La_liga,2023
2518,Marcos Llorente,37,2580,6,4.876857055351138,4,6.641838442534208,30,26,5,0,D F M S,Atletico Madrid,6,4.876857055351138,19.585022961720824,10.337015140801668,La_liga,2023
7071,Álvaro García,32,2537,6,7.1121873166412115,1,3.6980624217540026,45,40,6,1,F M S,Rayo Vallecano,6,7.1121873166412115,11.993901647627354,1.8538533048704267,La_liga,2023
8014,Abdón Prats,34,1218,6,4.045267624780536,1,2.3391423150897026,33,14,4,0,F S,Mallorca,6,4.045267624780536,5.668141694739461,1.2052582316100597,La_liga,2023
8026,Raphinha,28,1385,6,7.7319870218634605,9,6.221527995541692,59,40,4,1,F M S,Barcelona,5,6.988709412515163,14.769633650779724,7.721641294658184,La_liga,2023
8042,Raul García,35,1328,6,5.832890957593918,1,1.2678657453507185,33,10,4,0,F S,Osasuna,6,5.832890957593918,7.1756522208452225,1.3460570983588696,La_liga,2023
8978,Luis Suárez,15,922,6,5.410993490368128,0,0.6992363482713699,40,8,3,0,F M S,Almeria,5,4.667715843766928,5.6103093065321445,0.5050557218492031,La_liga,2023
10143,Bryan Zaragoza,21,1651,6,3.4969893489032984,2,3.2957579903304577,33,22,5,0,F M S,Granada,5,2.753711733967066,8.612707426771522,3.226908627897501,La_liga,2023
11743,Kirian Rodríguez,37,3232,6,1.8378973649814725,2,1.9102027527987957,43,37,8,0,M S,Las Palmas,6,1.8378973649814725,11.23528541252017,8.897437009960413,La_liga,2023
12190,Arda Güler,10,365,6,1.991128913126886,0,0.1776059940457344,15,2,1,0,F M S,Real Madrid,6,1.991128913126886,4.972774624824524,3.295796275138855,La_liga,2023
314,Ilkay Gündogan,36,3014,5,7.261162165552378,9,10.576679192483425,43,97,5,0,M S,Barcelona,4,5.774606849998236,30.591652281582355,20.01150991767645,La_liga,2023
555,Memphis Depay,23,870,5,6.286115247756243,1,2.1676864326000214,39,12,2,0,F S,Atletico Madrid,5,6.286115247756243,9.110113620758057,1.083245625719428,La_liga,2023
5304,Mikel Merino,32,2476,5,3.8174224365502596,3,2.5781697425991297,30,19,10,0,M S,Real Sociedad,5,3.8174224365502596,11.67240933328867,6.87834064848721,La_liga,2023
5706,Dodi Lukebakio,23,1122,5,6.540482584387064,1,0.6361335068941116,42,13,0,0,F M S,Sevilla,5,6.540482584387064,9.135638374835253,3.597939668223262,La_liga,2023
6227,Brais Méndez,32,2435,5,4.253141248598695,6,5.089708650484681,66,40,7,0,F M S,Real Sociedad,5,4.253141248598695,12.606009811162949,7.558188047260046,La_liga,2023
6920,Chris Ramos,38,2752,5,10.751682560890913,1,1.7786291632801294,78,18,5,0,F M S,Cadiz,5,10.751682560890913,11.691351497545838,2.073237329721451,La_liga,2023
7009,Jaime Mata,36,1891,5,5.709469351917505,1,1.5407152902334929,34,18,8,1,F M S,Getafe,5,5.709469351917505,7.414690779522061,1.9643178265541792,La_liga,2023
7350,Yangel Herrera,29,2164,5,6.0530829429626465,0,2.1153405918739736,52,18,9,0,D M S,Girona,5,6.0530829429626465,18.590083649381995,13.715097695589066,La_liga,2023
7529,Iván Martín,36,2801,5,3.2572554741054773,4,3.426012462005019,19,29,5,0,F M S,Girona,5,3.2572554741054773,23.63595617376268,18.003766800742596,La_liga,2023
7870,Luis Rioja,37,2576,5,5.841826934367418,4,5.503333631902933,57,41,4,0,F M S,Alaves,2,2.86871649697423,11.749913413077593,7.45725760422647,La_liga,2023
8045,Eric Garcia,32,2700,5,3.5638513937592506,0,0.3726290613412857,17,10,4,0,D S,"Barcelona,Girona",5,3.5638513937592506,19.98190453276038,19.82159387692809,La_liga,2023
9211,Nico Williams,31,2336,5,6.556464571505785,11,7.37903618440032,56,46,4,1,M S,Athletic Club,5,6.556464571505785,20.137821784242988,8.772917037829757,La_liga,2023
10870,Williot Swedberg,15,421,5,2.655545361340046,0,0.21273024752736092,12,3,1,0,F S,Celta Vigo,5,2.655545361340046,3.393190272152424,0.6375101953744888,La_liga,2023
11527,Lamine Yamal,37,2186,5,5.792876272462308,5,6.7015321627259254,58,39,3,0,D F M S,Barcelona,5,5.792876272462308,22.475352063775063,12.034275501966476,La_liga,2023
1109,Lucas Ocampos,35,2934,4,6.91489348327741,3,5.845869053155184,64,36,9,0,D F M S,Sevilla,3,6.1716159037314355,16.757698979228735,7.750453559681773,La_liga,2023
2260,Daniel Carvajal,28,2191,4,2.5843210201710463,3,2.846800524741411,18,21,3,1,D S,Real Madrid,4,2.5843210201710463,17.779699720442295,13.596170537173748,La_liga,2023
4226,Darwin Machís,21,789,4,1.6609838381409645,0,0.7223969530314207,21,11,0,1,M S,Cadiz,3,0.9177062064409256,1.6214497294276953,0.4944714903831482,La_liga,2023
5159,Marc Cardona,26,692,4,3.4303562538698316,1,1.046162724494934,22,8,4,0,F S,Las Palmas,3,2.6870786445215344,4.098069593310356,1.0499781053513288,La_liga,2023
6076,Nemanja Maksimovic,38,3381,4,5.083175158128142,0,1.093019516672939,34,21,4,0,F M,Getafe,4,5.083175158128142,8.056125676259398,2.8436265839263797,La_liga,2023
6917,Rubén Alcaraz,37,3256,4,3.218607753980905,1,1.4706367831677198,49,21,14,0,M,Cadiz,1,1.7320524961687624,9.142522914335132,7.632076874375343,La_liga,2023
7308,Ander Barrenetxea,29,1459,4,4.389514604583383,1,1.0995194213464856,37,13,1,0,F M S,Real Sociedad,4,4.389514604583383,9.233631463721395,4.014798982068896,La_liga,2023
7526,Martín Zubimendi,31,2647,4,2.6000347044318914,1,1.4402537755668163,22,16,5,0,M S,Real Sociedad,4,2.6000347044318914,9.632920825853944,7.485700702294707,La_liga,2023
7779,Oihan Sancet,30,2041,4,7.619544181972742,5,5.002125304192305,42,42,3,2,M S,Athletic Club,4,6.876266572624445,19.383669286966324,8.901302080601454,La_liga,2023
8935,Pedri,24,1482,4,3.1283660791814327,2,4.8382852748036385,15,37,3,0,F M S,Barcelona,4,3.1283660791814327,17.99414351582527,12.402524460107088,La_liga,2023
9812,Isi Palazón,37,2854,4,6.335625420324504,1,2.2257266398519278,72,36,7,0,F M S,Rayo Vallecano,2,4.849070153199136,10.12043279223144,5.024445602670312,La_liga,2023
10322,Javier Guerra,36,2512,4,2.65656166523695,1,1.3363869152963161,42,12,3,1,F M S,Valencia,4,2.65656166523695,10.262043055146933,6.620698370039463,La_liga,2023
10943,Samuel Lino,34,2109,4,6.0498463828116655,5,5.474011484533548,54,34,1,0,D M S,Atletico Madrid,4,6.0498463828116655,18.711061470210552,9.383106797933578,La_liga,2023
11395,Iker Muñoz,28,1857,4,1.4409738574177027,0,0.12078124517574906,23,5,5,0,M S,Osasuna,4,1.4409738574177027,4.938536483794451,4.333449829369783,La_liga,2023
12305,Isaac Romero,14,1079,4,9.279214672744274,4,2.405117738991976,42,11,2,0,F,Sevilla,4,9.279214672744274,9.81811036914587,0.5587532091885805,La_liga,2023
897,Juanmi,17,902,3,2.3942705281078815,1,1.3814822752028704,14,11,3,0,F S,Cadiz,3,2.3942705281078815,3.8427638644352555,0.4586437502875924,La_liga,2023
1055,Aleix García,37,3211,3,1.654544435441494,6,6.332581764552742,39,57,4,1,M S,Girona,3,1.654544435441494,27.95874883979559,26.101257706061006,La_liga,2023
1145,Rodrigo de Paul,34,2138,3,2.4136575758457184,5,5.956038564443588,30,40,7,0,M S,Atletico Madrid,3,2.4136575758457184,18.401144174858928,12.855113858357072,La_liga,2023
1450,Umar Sadiq,26,1084,3,4.327728940173984,1,1.3044183999300003,33,10,4,0,F S,Real Sociedad,3,4.327728940173984,5.5899777337908745,0.7982677100226283,La_liga,2023
1857,David López,25,2004,3,2.560835152864456,0,0.17799224704504013,16,3,4,0,D M,Girona,3,2.560835152864456,11.615245217457414,11.584674993529916,La_liga,2023
2104,Sergi Roberto,14,861,3,1.7566438242793083,2,0.92743831127882,10,10,4,0,D M S,Barcelona,3,1.7566438242793083,7.062162987887859,5.1875479854643345,La_liga,2023
2106,Munir,38,2529,3,5.857398867607117,2,1.977289479225874,43,24,2,0,F M S,Las Palmas,3,5.114121228456497,6.820673560723662,1.9331548307090998,La_liga,2023
2166,Adrián Embarba,36,2525,3,4.703754590824246,2,4.46298486366868,64,53,5,0,F M S,Almeria,2,3.960476951673627,9.753230541944504,4.130155490711331,La_liga,2023
2183,Rubén García,30,1565,3,2.8549397652968764,2,3.8173990715295076,28,32,1,0,F M S,Osasuna,3,2.8549397652968764,7.513364969752729,2.6561790024861693,La_liga,2023
2198,Moi Gómez,28,2034,3,2.794319991953671,0,1.1854128642007709,19,24,3,0,F M S,Osasuna,3,2.794319991953671,9.092681156471372,5.7657966474071145,La_liga,2023
2229,Yuri,27,1927,3,0.930156422778964,1,2.338234329596162,18,14,5,0,D S,Athletic Club,3,0.930156422778964,8.477914944291115,7.352592485025525,La_liga,2023
2246,Sergio Ramos,28,2520,3,2.3632020680233836,0,0.11446426436305046,28,4,7,1,D,Sevilla,3,2.3632020680233836,7.144621841609478,6.970444522798061,La_liga,2023
2253,Lucas Vázquez,29,1385,3,1.4752543810755014,5,5.109131463803351,11,29,0,0,D S,Real Madrid,3,1.4752543810755014,13.438542291522026,9.925284247845411,La_liga,2023
2335,Pablo Fornals,15,1180,3,2.7575502321124077,2,2.4938491079956293,17,23,2,0,M S,Real Betis,3,2.7575502321124077,6.276711612939835,2.003740269690752,La_liga,2023
2378,Daniel Parejo,33,2602,3,2.7543703578412533,5,3.7632319228723645,12,35,4,0,M S,Villarreal,0,0.5245375297963619,13.774897009134293,12.096920046955347,La_liga,2023
2584,Raíllo,26,2200,3,1.0896789133548737,2,1.9462018422782421,29,8,4,1,D S,Mallorca,3,1.0896789133548737,3.3288030233234167,2.4110382981598377,La_liga,2023
3749,Jonathan Bamba,27,2024,3,3.7532255817204714,2,4.27307846210897,41,39,0,0,F M S,Celta Vigo,3,3.7532255817204714,11.568410554900765,5.41610742919147,La_liga,2023
5073,Florian Lejeune,37,3330,3,2.7786948457360268,1,1.1222076853737235,64,9,5,0,D,Rayo Vallecano,3,2.7786948457360268,6.015694395639002,5.366033425554633,La_liga,2023
5074,Kike García,33,1422,3,10.353893613442779,2,1.8036036575213075,57,18,3,0,F S,Alaves,3,9.610615974292159,11.454374939203262,1.9085751418024302,La_liga,2023
5077,Mikel Vesga,27,1529,3,2.68631455861032,1,1.3270403016358614,19,7,2,0,M S,Athletic Club,1,1.1997593399137259,5.111013642512262,3.481826763600111,La_liga,2023
5179,Jon Guridi,36,2758,3,4.945392818190157,4,4.210919074714184,36,32,2,0,F M S,Alaves,3,4.945392818190157,15.953632154501975,9.553089398890734,La_liga,2023
5682,Gonçalo Guedes,17,947,3,2.451155014336109,2,1.9316470362246037,25,18,0,0,F M S,Villarreal,3,2.451155014336109,5.377200864255428,1.6393129080533981,La_liga,2023
6170,André Silva,19,717,3,2.9928668327629566,0,0.3096608091145754,16,5,1,0,F S,Real Sociedad,2,2.2495892234146595,2.7100992649793625,0.6770922802388668,La_liga,2023
6533,Anthony Lozano,19,844,3,4.719658374786377,0,0.9141268488019705,27,9,2,0,F S,"Almeria,Getafe",3,4.719658374786377,4.992544200271368,0.7519851960241795,La_liga,2023
6560,Aurelien Tchouameni,27,1989,3,1.1284832786768675,1,1.016305934637785,27,10,6,0,D M S,Real Madrid,3,1.1284832786768675,14.34218283277005,13.378327887505293,La_liga,2023
7528,Sergio Camello,31,1686,3,4.553138293325901,1,1.6020972728729248,34,20,3,0,F S,Rayo Vallecano,3,4.553138293325901,9.425828685984015,3.8848830573260784,La_liga,2023
8002,Rodrigo Riquelme,34,1502,3,3.1890832781791687,5,4.1543308813124895,36,28,1,0,D F M S,Atletico Madrid,3,3.1890832781791687,10.4628825802356,4.837257476523519,La_liga,2023
8319,Ricard Sánchez,33,2317,3,0.6868337672203779,0,1.7101847026497126,14,23,7,0,D S,Granada,3,0.6868337672203779,4.334156412631273,2.659800657071173,La_liga,2023
8429,Luka Romero,13,418,3,1.3589543215930462,0,0.06087877228856087,8,2,2,0,M S,Almeria,3,1.3589543215930462,2.419142585247755,1.0623113885521889,La_liga,2023
8489,Jorge Cuenca,29,1943,3,1.5723481718450785,1,0.25786859914660454,19,6,7,0,D S,Villarreal,3,1.5723481718450785,5.850654125213623,5.564333848655224,La_liga,2023
9694,Diego López,36,2717,3,4.588101631961763,6,5.838031250052154,40,40,2,0,F M S,Valencia,3,4.588101631961763,11.753942198120058,2.9665117785334587,La_liga,2023
9970,Antonio Sánchez,29,1484,3,2.4565886091440916,1,0.9946272429078817,23,12,3,0,D F M S,Mallorca,3,2.4565886091440916,4.210118742659688,1.4729171246290207,La_liga,2023
10334,Kike Salas,23,1607,3,1.0458727329969406,0,0.24737947713583708,16,5,9,0,D S,Sevilla,3,1.0458727329969406,3.0582334231585264,2.7417275570333004,La_liga,2023
10399,Juan Latasa,33,1557,3,5.340842031873763,0,1.2214664816856384,45,19,5,1,F S,Getafe,3,5.340842031873763,6.516679762862623,1.124325681477785,La_liga,2023
10975,Largie Ramazani,29,1561,3,5.039075307548046,5,5.374200887046754,40,25,7,2,F M S,Almeria,3,5.039075307548046,10.195076782256365,2.574905341491103,La_liga,2023
11340,Cyle Larin,35,1834,3,8.655439012683928,2,0.6739965248852968,69,10,8,0,F S,Mallorca,3,8.655439012683928,9.256140869110823,1.6772314738482237,La_liga,2023
11826,Carlos Benavídez,29,1084,3,1.0416047144681215,1,0.4492913717404008,14,6,5,0,M S,Alaves,3,1.0416047144681215,4.363672302104533,3.6337609300389886,La_liga,2023
12041,Roman Yaremchuk,25,930,3,4.171886486001313,0,0.21250762417912483,18,6,2,0,F S,Valencia,3,4.171886486001313,4.6312211221084,0.36611662339419127,La_liga,2023
12160,Alberto Moleiro,28,1817,3,1.8872323706746101,3,2.46946167293936,33,27,2,0,F M S,Las Palmas,3,1.8872323706746101,5.9564906693995,2.778646009042859,La_liga,2023
200,Andreas Christensen,30,2071,2,0.7326760925352573,2,1.1259709149599075,11,6,4,0,D M S,Barcelona,2,0.7326760925352573,11.990120647475123,11.355757901445031,La_liga,2023
451,Matija Nastasic,26,2251,2,1.3440532181411982,0,0.33977702632546425,8,5,8,0,D S,Mallorca,2,1.3440532181411982,3.4352134186774492,2.651814231649041,La_liga,2023
608,Alberto Moreno,27,1507,2,1.2026363052427769,2,1.7425644844770432,17,16,1,2,D M S,Villarreal,2,1.2026363052427769,8.26783012598753,5.657957712188363,La_liga,2023
644,Erik Lamela,13,443,2,1.7779102623462677,0,1.3970007188618183,9,12,3,0,M S,Sevilla,2,1.7779102623462677,3.96923715993762,1.8970173737034202,La_liga,2023
2070,Carlos Fernández,10,407,2,1.4206017851829529,1,0.437736451625824,9,2,2,0,F S,Real Sociedad,1,0.6773241832852364,0.8234930839389563,0.05050634406507015,La_liga,2023
2094,Ivan Rakitic,18,1438,2,1.0803361106663942,1,3.3129946729168296,32,49,6,0,M S,Sevilla,2,1.0803361106663942,4.866999372839928,3.6569386990740895,La_liga,2023
2110,Rubén Duarte,28,1882,2,0.778625306673348,1,1.6660432200878859,15,17,7,0,D S,Alaves,2,0.778625306673348,4.890459792688489,4.110139857977629,La_liga,2023
2168,Bebé,19,157,2,1.548812891356647,0,0.26590096205472946,16,3,1,0,S,Rayo Vallecano,1,0.8055352820083499,1.5149233266711235,0.8059836337342858,La_liga,2023
2250,Luka Modric,32,1673,2,1.234472492709756,6,7.648128478787839,25,55,2,0,M S,Real Madrid,2,1.234472492709756,17.069808715954423,14.450822414830327,La_liga,2023
2358,Jonathan Viera,21,1569,2,3.419524535536766,4,3.984316235408187,26,45,2,1,F M S,"Almeria,Las Palmas",0,1.9330972284078598,9.009981509298086,5.22716449201107,La_liga,2023
2379,João Cancelo,32,2522,2,2.178373849950731,4,6.667653251439333,31,35,7,0,D M S,Barcelona,2,2.178373849950731,20.926805324852467,15.549591969698668,La_liga,2023
2401,Muniain,20,567,2,2.1089497916400433,0,0.8693453073501587,13,13,1,0,M S,Athletic Club,2,2.1089497916400433,4.539409592747688,2.5994030721485615,La_liga,2023
2566,Roger,24,1464,2,2.6313201300799847,3,3.441865175962448,36,12,3,0,F S,Cadiz,2,2.6313201300799847,5.9593222085386515,1.5697756428271532,La_liga,2023
2589,Rafa Mir,15,350,2,1.5057746144011617,0,0.26190922409296036,15,5,1,0,F S,Sevilla,2,1.5057746144011617,1.8723724344745278,0.12510723806917667,La_liga,2023
2594,Sergio Akieme,19,1681,2,1.317646473646164,0,2.537110412493348,9,17,2,0,D M,Almeria,2,1.317646473646164,7.0690084751695395,4.766819188371301,La_liga,2023
2621,Sergi Darder,36,2130,2,1.7865178659558296,5,5.888831946998835,32,51,4,0,M S,Mallorca,2,1.7865178659558296,7.913182632997632,3.5740005373954773,La_liga,2023
3059,Axel Witsel,35,2762,2,1.1863595861941576,0,0.39385178312659264,6,3,5,0,D S,Atletico Madrid,2,1.1863595861941576,14.694162927567959,14.316268928349018,La_liga,2023
4168,Javi Muñoz,37,2659,2,3.1554005797952414,3,1.6818826254457235,38,24,6,0,M S,Las Palmas,2,3.1554005797952414,9.510037542320788,5.553472641855478,La_liga,2023
5086,Marc Roca,26,2023,2,1.066370977088809,2,1.9638910461217165,20,19,5,0,M S,Real Betis,2,1.066370977088809,10.028404958546162,8.13139932602644,La_liga,2023
5173,Asier Villalibre,18,456,2,2.615739949978888,1,1.1547473296523094,12,9,0,0,F S,Athletic Club,2,2.615739949978888,3.5155712459236383,0.42102622240781784,La_liga,2023
6241,Federico Valverde,37,2931,2,4.201607981696725,7,6.22173410281539,56,49,2,0,M S,Real Madrid,2,4.201607981696725,27.96735017001629,20.866584636271,La_liga,2023
6427,Aitor Ruibal,18,1040,2,1.2375148171558976,1,1.127075096592307,13,10,5,0,D M S,Real Betis,2,1.2375148171558976,4.722409792244434,3.3653818890452385,La_liga,2023
6470,José Arnáiz,26,922,2,1.793456044048071,1,2.62796001508832,29,14,3,0,F M S,Osasuna,2,1.793456044048071,3.397945187985897,1.706015819683671,La_liga,2023
6955,Ezequiel Ávila,23,1177,2,2.7618715008720756,3,1.9776590215042233,36,23,5,3,F M S,"Osasuna,Real Betis",2,2.7618715008720756,7.255484355613589,3.985528225079179,La_liga,2023
7070,Santiago Comesaña,27,1645,2,2.165256801992655,0,1.4374671690165997,17,12,6,2,M S,Villarreal,2,2.165256801992655,7.749161342158914,5.8644063249230385,La_liga,2023
7246,Valery Fernández,27,405,2,0.948156202211976,0,0.7140233628451824,5,6,1,0,M S,Girona,2,0.948156202211976,5.432346967048943,4.0496402168646455,La_liga,2023
7276,Robin Le Normand,29,2484,2,0.8448614859953523,0,0.11429490707814693,9,3,13,0,D S,Real Sociedad,2,0.8448614859953523,7.548361234366894,7.5338910184800625,La_liga,2023
7432,Reinildo,16,713,2,1.2540149614214897,1,0.6998050753027201,5,5,2,0,D S,Atletico Madrid,2,1.2540149614214897,3.7925765346735716,2.960359640419483,La_liga,2023
7781,Frenkie de Jong,20,1641,2,1.0600792113691568,0,2.509486421942711,7,21,7,0,D M,Barcelona,2,1.0600792113691568,17.80471708625555,15.505143828690052,La_liga,2023
7841,Dani Rodríguez,36,2672,2,1.548793044872582,4,5.381772861815989,27,50,8,0,F M S,Mallorca,2,1.548793044872582,8.062609313055873,4.183748701587319,La_liga,2023
7882,Sheraldo Becker,15,769,2,1.9461984522640705,2,1.6168914884328842,21,8,1,0,F M S,Real Sociedad,2,1.9461984522640705,3.5689502712339163,0.4457260128110647,La_liga,2023
8107,Jorge De Frutos,36,1499,2,4.203992499038577,0,1.2770522255450487,29,17,1,0,M S,Rayo Vallecano,2,4.203992499038577,7.655280977487564,2.874981191009283,La_liga,2023
8142,Edgar González,31,2541,2,1.9409231208264828,0,0.300341859459877,13,7,5,1,D M S,Almeria,2,1.9409231208264828,5.982757529243827,5.704114023596048,La_liga,2023
8267,Guido Rodríguez,24,1865,2,0.7606446947902441,0,0.7604827135801315,18,4,6,0,M S,Real Betis,2,0.7606446947902441,6.565757455304265,5.561212830245495,La_liga,2023
8417,Álex Baena,34,2665,2,6.942582780495286,14,10.450773367658257,73,84,11,1,F M S,Villarreal,2,6.1993051785975695,18.36723465844989,7.157092597335577,La_liga,2023
8424,Aimar Oroz,33,2370,2,2.920883681625128,1,2.4306202111765742,25,26,3,0,M S,Osasuna,1,2.1776060722768307,11.14612780790776,7.546972875483334,La_liga,2023
8513,Miguel Gutiérrez,35,3058,2,2.810915406793356,7,9.733721763826907,35,42,4,0,D,Girona,2,2.810915406793356,25.91285879164934,19.389349835924804,La_liga,2023
8963,Nahuel Molina,30,1845,2,1.3038488682359457,3,2.7496361136436462,12,19,4,1,D S,Atletico Madrid,2,1.3038488682359457,13.15212426148355,10.882931523025036,La_liga,2023
9011,Óscar Mingueza,38,2998,2,2.3126691011711955,2,5.042737593874335,28,49,4,0,D F M S,Celta Vigo,2,2.3126691011711955,16.73545361869037,13.703091602772474,La_liga,2023
9324,Facundo Pellistri,15,1242,2,2.189263768494129,1,0.9153640922158957,17,18,0,1,F M S,Granada,2,2.189263768494129,3.3937868252396584,1.4023651368916035,La_liga,2023
9958,Yerson Mosquera,16,1231,2,1.1751275416463614,1,0.29248617216944695,10,5,4,0,D S,Villarreal,2,1.1751275416463614,5.195367939770222,5.021152634173632,La_liga,2023
10121,Ilias Akhomach,31,1517,2,2.8520439928397536,2,2.783080594614148,30,20,4,0,F M S,Villarreal,2,2.8520439928397536,7.819413809105754,3.0658173207193613,La_liga,2023
10412,Gastón Álvarez,35,2628,2,1.4335118364542723,0,0.7242664946243167,14,7,7,0,D S,Getafe,2,1.4335118364542723,4.232770146802068,3.5136727215722203,La_liga,2023
11057,André Almeida,18,991,2,0.5475282277911901,1,1.376497931778431,10,13,0,0,F M S,Valencia,2,0.5475282277911901,3.805688476189971,2.962751304730773,La_liga,2023
11531,Unai Gómez,25,839,2,1.7401139978319407,0,0.8440086068585515,16,12,1,0,M S,Athletic Club,2,1.7401139978319407,3.611395625397563,1.5755526795983315,La_liga,2023
11742,Álex Suárez,32,2589,2,2.2428878135979176,0,0.22742279060184956,7,6,7,0,D S,Las Palmas,2,2.2428878135979176,2.811455954797566,2.659366096369922,La_liga,2023
11746,Pejiño,17,489,2,1.2113106455653906,0,0.35786951892077923,17,9,0,0,F M S,Las Palmas,2,1.2113106455653906,2.024031599983573,0.5163136906921864,La_liga,2023
11747,Juan Herzog,4,290,2,0.6798617094755173,0,0,3,0,1,0,D S,Las Palmas,2,0.6798617094755173,0.25865158438682556,0.25865158438682556,La_liga,2023
12081,Assane Diao,18,1093,2,3.3369423635303974,0,0.5736600309610367,21,11,4,0,F M S,Real Betis,2,3.3369423635303974,4.840794697403908,2.2125620525330305,La_liga,2023
12294,Carlos Vicente,18,1125,2,2.099360242486,4,4.537976810708642,15,33,1,0,M S,Alaves,2,2.099360242486,5.820134531706572,0.6914112120866776,La_liga,2023
12299,Bruno Méndez,17,1339,2,0.39777528773993254,0,0.1248152693733573,8,4,4,0,D S,Granada,2,0.39777528773993254,1.7927039675414562,1.6345273982733488,La_liga,2023
12302,Vitor Roque,14,298,2,2.888690084218979,0,0.060693223029375076,13,1,2,1,F S,Barcelona,2,2.888690084218979,2.972983691841364,0.02360038459300995,La_liga,2023
548,Daley Blind,34,2971,1,2.129695435985923,2,1.2106527229771018,16,17,6,0,D S,Girona,1,2.129695435985923,24.09246441349387,23.502674881368876,La_liga,2023
572,Etienne Capoue,32,1407,1,1.3830535123124719,1,0.9349249545484781,14,9,8,0,M S,Villarreal,1,1.3830535123124719,7.873502869158983,6.262989364564419,La_liga,2023
695,Bertrand Traoré,11,568,1,1.030176293104887,0,0.4050034135580063,20,5,4,0,M S,Villarreal,1,1.030176293104887,3.7249467335641384,2.3592448234558105,La_liga,2023
696,Falcao,22,330,1,2.7179346177726984,0,0.47535512410104275,17,4,3,0,F S,Rayo Vallecano,0,1.9746569897979498,1.6436348035931587,0.18408090434968472,La_liga,2023
1003,Pablo Maffeo,22,1467,1,1.0679006753489375,2,0.7505094222724438,10,10,3,0,D S,Mallorca,1,1.0679006753489375,4.110106518492103,2.8312632646411657,La_liga,2023
1078,Sergi Canos,27,1245,1,3.1207109168171883,2,2.454174777492881,43,12,1,0,M S,Valencia,1,3.1207109168171883,6.818596877157688,2.015315644443035,La_liga,2023
1129,Suso,29,1512,1,1.3368166759610176,4,5.227224212139845,26,40,5,1,F M S,Sevilla,1,1.3368166759610176,8.484955254942179,5.2473676316440105,La_liga,2023
1680,Luis Hernández,9,721,1,0.9484918117523193,0,0.34133440256118774,1,6,4,0,D S,Cadiz,1,0.9484918117523193,1.1536532118916512,0.8123188018798828,La_liga,2023
1822,Antonio Rüdiger,33,2704,1,1.827603718265891,0,1.1107329986989498,19,5,7,0,D S,Real Madrid,1,1.827603718265891,18.69485248811543,17.799246959388256,La_liga,2023
2130,Dani García,17,717,1,1.0434326827526093,0,0.16071078181266785,6,2,4,0,M S,Athletic Club,1,1.0434326827526093,2.9731606133282185,1.9294682443141937,La_liga,2023
2143,Germán Pezzella,32,2794,1,2.0016124481335282,0,0.6059935558587313,23,4,7,0,D,Real Betis,1,2.0016124481335282,6.906882889568806,6.8436340764164925,La_liga,2023
2266,Saúl Ñíguez,34,1321,1,1.5367445535957813,4,3.2573720682412386,16,13,8,1,M S,Atletico Madrid,1,1.5367445535957813,7.874309295788407,3.5373192578554153,La_liga,2023
2369,Toni Kroos,33,2152,1,1.7282002866268158,8,6.074183616787195,35,62,3,0,M S,Real Madrid,1,1.7282002866268158,19.829758189618587,18.521783612668514,La_liga,2023
2400,Raúl García,20,359,1,0.8854227997362614,0,0,10,0,3,0,F S,Athletic Club,1,0.8854227997362614,0.6820256561040878,0.06210348382592201,La_liga,2023
2437,Gonzalo Escalante,26,1790,1,1.5264770975336432,2,1.464338380843401,15,11,2,1,M S,Cadiz,1,1.5264770975336432,3.7781250420957804,3.0274629313498735,La_liga,2023
2452,De Marcos,28,2261,1,0.9442514274269342,5,3.225184014067054,5,21,5,0,D S,Athletic Club,1,0.9442514274269342,12.379830218851566,10.082095950841904,La_liga,2023
2505,José Gayá,24,1823,1,0.6903985943645239,2,2.948830856010318,10,24,3,0,D S,Valencia,1,0.6903985943645239,8.297749947756529,6.486939322203398,La_liga,2023
2521,Alfonso,19,1122,1,0.7673241011798382,3,3.281064536422491,9,20,4,1,D M S,Villarreal,1,0.7673241011798382,5.181222092360258,2.8333430299535394,La_liga,2023
2537,Sandro Ramírez,27,1843,1,4.187466069124639,3,3.5517972512170672,51,31,2,0,F M S,Las Palmas,1,3.4441884150728583,6.363823507912457,2.0989825716242194,La_liga,2023
2624,Djibril Sow,24,1499,1,1.6027095206081867,1,1.044075457379222,18,15,6,0,M S,Sevilla,1,1.6027095206081867,6.618328319862485,4.244942573830485,La_liga,2023
3237,Aissa Mandi,16,1110,1,0.7814082130789757,0,0.42930101603269577,4,2,3,0,D S,Villarreal,1,0.7814082130789757,4.181226946413517,3.7342914566397667,La_liga,2023
3667,Nabil Fekir,19,1052,1,2.299122029915452,2,2.2748832907527685,27,30,1,0,F M S,Real Betis,1,2.299122029915452,4.824952717870474,2.524621143937111,La_liga,2023
