match_id,league,season,match_datetime_utc,match_date,match_weekday,home_team_id,home_team_name,away_team_id,away_team_name,home_goals,away_goals,total_goals,goal_difference,home_xg,away_xg,xg_difference,match_outcome,match_outcome_code,outcome_label,outcome_id,home_win_flag,draw_flag,away_win_flag,home_points_actual,away_points_actual,forecast_home_win,forecast_draw,forecast_away_win,market_home_edge,market_expected_points_home,market_expected_points_away,market_entropy,market_logit_home,market_max_prob,away_goal_diff_last_10,away_goal_diff_last_3,away_goal_diff_last_5,away_goals_against_last_10,away_goals_against_last_3,away_goals_against_last_5,away_goals_for_last_10,away_goals_for_last_3,away_goals_for_last_5,away_match_number,away_matches_played,away_points_last_10,away_points_last_3,away_points_last_5,away_points_pct_last_10,away_points_pct_last_3,away_points_pct_last_5,away_rest_days_capped,away_rest_days_prev,away_rest_reset_flag,away_xg_against_last_10,away_xg_against_last_3,away_xg_against_last_5,away_xg_diff_last_10,away_xg_diff_last_3,away_xg_diff_last_5,away_xg_for_last_10,away_xg_for_last_3,away_xg_for_last_5,form_diff_last5,form_pct_diff_last5,home_goal_diff_last_10,home_goal_diff_last_3,home_goal_diff_last_5,home_goals_against_last_10,home_goals_against_last_3,home_goals_against_last_5,home_goals_for_last_10,home_goals_for_last_3,home_goals_for_last_5,home_match_number,home_matches_played,home_points_last_10,home_points_last_3,home_points_last_5,home_points_pct_last_10,home_points_pct_last_3,home_points_pct_last_5,home_rest_days_capped,home_rest_days_prev,home_rest_reset_flag,home_xg_against_last_10,home_xg_against_last_3,home_xg_against_last_5,home_xg_diff_last_10,home_xg_diff_last_3,home_xg_diff_last_5,home_xg_for_last_10,home_xg_for_last_3,home_xg_for_last_5,rest_diff,rest_reset_flag_pair,season_phase_away,season_phase_home,xg_diff_last5,is_result
18202,EPL,2022,2022-08-05 19:00:00,2022-08-05,Friday,78,Crystal Palace,83,Arsenal,0,2,2,-2,1.20637,1.43601,-0.22964,Away Win,A,A,0,0,0,1,0,3,0.2864,0.2912,0.4224,-0.136,1.1503999999999999,1.5583999999999998,1.0813967064978427,-0.3885632973055612,0.4224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,True
18203,EPL,2022,2022-08-06 11:30:00,2022-08-06,Saturday,228,Fulham,87,Liverpool,2,2,4,0,1.26822,2.34111,-1.07289,Draw,D,D,1,0,1,0,1,1,0.1225,0.2133,0.6642,-0.5417000000000001,0.5808,2.2058999999999997,0.8585388138949865,-1.6904722789578646,0.6642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,True
18204,EPL,2022,2022-08-06 14:00:00,2022-08-06,Saturday,73,Bournemouth,71,Aston Villa,2,0,2,2,0.588341,0.488895,0.099446,Home Win,H,H,2,1,0,0,3,0,0.32130000000000003,0.43970000000000004,0.23900000000000002,0.08230000000000001,1.4036000000000002,1.1567,1.0681613673462471,0.2959117141903021,0.43970000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,True
18205,EPL,2022,2022-08-06 14:00:00,2022-08-06,Saturday,245,Leeds,229,Wolverhampton Wanderers,2,1,3,1,0.88917,1.10119,-0.21202,Home Win,H,H,2,1,0,0,3,0,0.2798,0.3166,0.4036,-0.12380000000000002,1.156,1.5274,1.0867012796577968,-0.36634922624807315,0.4036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,True
18206,EPL,2022,2022-08-06 14:00:00,2022-08-06,Saturday,86,Newcastle United,249,Nottingham Forest,2,0,2,2,1.8591,0.235825,1.623275,Home Win,H,H,2,1,0,0,3,0,0.8023,0.1695,0.0282,0.7741,2.5764000000000005,0.2541,0.5782005359140034,3.3481606248155424,0.8023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,True
18207,EPL,2022,2022-08-06 14:00:00,2022-08-06,Saturday,82,Tottenham,74,Southampton,4,1,5,3,1.6172,0.386546,1.230654,Home Win,H,H,2,1,0,0,3,0,0.7002,0.2209,0.0789,0.6213000000000001,2.3215,0.4576,0.7834851375454088,2.1831847806687366,0.7002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,True
18208,EPL,2022,2022-08-06 16:30:00,2022-08-06,Saturday,72,Everton,80,Chelsea,0,1,1,-1,0.541983,1.92315,-1.381167,Away Win,A,A,0,0,0,1,0,3,0.06,0.1717,0.7683,-0.7082999999999999,0.3517,2.4766,0.6738458312363135,-2.5498357196514885,0.7683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,True
18209,EPL,2022,2022-08-07 13:00:00,2022-08-07,Sunday,89,Manchester United,220,Brighton,1,2,3,-1,1.42103,1.7289,-0.30787,Away Win,A,A,0,0,0,1,0,3,0.281,0.269,0.45,-0.16899999999999998,1.112,1.6190000000000002,1.0692388435424953,-0.4708929134306196,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,True
18210,EPL,2022,2022-08-07 13:00:00,2022-08-07,Sunday,75,Leicester,244,Brentford,2,2,4,0,0.455695,0.931067,-0.475372,Draw,D,D,1,0,1,0,1,1,0.1615,0.3491,0.4894,-0.32789999999999997,0.8336000000000001,1.8173,1.0115597101723677,-1.10867500834586,0.4894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,True
18211,EPL,2022,2022-08-07 15:30:00,2022-08-07,Sunday,81,West Ham,88,Manchester City,0,2,2,-2,0.246188,2.58739,-2.341202,Away Win,A,A,0,0,0,1,0,3,0.0083,0.0551,0.9366,-0.9283,0.08,2.8649,0.2608289613133954,-4.726000781946889,0.9366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,True
18212,EPL,2022,2022-08-13 11:30:00,2022-08-13,Saturday,71,Aston Villa,72,Everton,2,1,3,1,2.66696,1.37507,1.29189,Home Win,H,H,2,1,0,0,3,0,0.7131,0.1861,0.1008,0.6123,2.3254,0.4885,0.7853422419692402,1.9564833073969896,0.7131,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.92315,1.92315,1.92315,-1.381167,-1.381167,-1.381167,0.541983,0.541983,0.541983,0.0,0.0,-2.0,-2.0,-2.0,2.0,2.0,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.588341,0.588341,0.588341,-0.09944599999999998,-0.09944599999999998,-0.09944599999999998,0.488895,0.488895,0.488895,0.0,0,0.02631578947368421,0.02631578947368421,1.281721,True
18213,EPL,2022,2022-08-13 14:00:00,2022-08-13,Saturday,220,Brighton,86,Newcastle United,0,0,0,0,1.60835,0.183952,1.424398,Draw,D,D,1,0,1,0,1,1,0.791,0.1797,0.0293,0.7617,2.5527,0.2676,0.5973386760144727,3.2957104517446325,0.791,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1,1,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0,0.235825,0.235825,0.235825,1.623275,1.623275,1.623275,1.8591,1.8591,1.8591,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0,1.42103,1.42103,1.42103,0.3078700000000001,0.3078700000000001,0.3078700000000001,1.7289,1.7289,1.7289,0.0,0,0.02631578947368421,0.02631578947368421,-1.315405,True
18214,EPL,2022,2022-08-13 14:00:00,2022-08-13,Saturday,88,Manchester City,73,Bournemouth,4,0,4,4,1.69064,0.123946,1.566694,Home Win,H,H,2,1,0,0,3,0,0.8105,0.1721,0.0174,0.7931,2.6035999999999997,0.2243,0.5436224568472402,3.8411811349552476,0.8105,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1,1,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0,0.488895,0.488895,0.488895,0.09944599999999998,0.09944599999999998,0.09944599999999998,0.588341,0.588341,0.588341,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1,1,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0,0.246188,0.246188,0.246188,2.341202,2.341202,2.341202,2.58739,2.58739,2.58739,0.0,0,0.02631578947368421,0.02631578947368421,2.241756,True
18215,EPL,2022,2022-08-13 14:00:00,2022-08-13,Saturday,74,Southampton,245,Leeds,2,2,4,0,1.40906,1.99694,-0.58788,Draw,D,D,1,0,1,0,1,1,0.2126,0.2674,0.52,-0.3074,0.9052,1.8274000000000001,1.0219226159787014,-0.8944163456676254,0.52,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0,1.10119,1.10119,1.10119,-0.21201999999999988,-0.21201999999999988,-0.21201999999999988,0.88917,0.88917,0.88917,-3.0,-1.0,-3.0,-3.0,-3.0,4.0,4.0,4.0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6172,1.6172,1.6172,-1.230654,-1.230654,-1.230654,0.386546,0.386546,0.386546,0.0,0,0.02631578947368421,0.02631578947368421,-1.018634,True
18216,EPL,2022,2022-08-13 14:00:00,2022-08-13,Saturday,229,Wolverhampton Wanderers,228,Fulham,0,0,0,0,0.975375,1.08813,-0.112755,Draw,D,D,1,0,1,0,1,1,0.2638,0.3644,0.3718,-0.10800000000000004,1.1558,1.4798000000000002,1.087251951937004,-0.34316483500412953,0.3718,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0,2.34111,2.34111,2.34111,-1.0728900000000001,-1.0728900000000001,-1.0728900000000001,1.26822,1.26822,1.26822,-1.0,-0.3333333333333333,-1.0,-1.0,-1.0,2.0,2.0,2.0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.88917,0.88917,0.88917,0.21201999999999988,0.21201999999999988,0.21201999999999988,1.10119,1.10119,1.10119,0.0,0,0.02631578947368421,0.02631578947368421,1.28491,True
