match_id,league,season,match_datetime_utc,match_date,match_weekday,home_team_id,home_team_name,away_team_id,away_team_name,home_goals,away_goals,total_goals,goal_difference,home_xg,away_xg,xg_difference,match_outcome,match_outcome_code,outcome_label,outcome_id,home_win_flag,draw_flag,away_win_flag,home_points_actual,away_points_actual,forecast_home_win,forecast_draw,forecast_away_win,market_home_edge,market_expected_points_home,market_expected_points_away,market_entropy,market_logit_home,market_max_prob,away_goal_diff_last_10,away_goal_diff_last_3,away_goal_diff_last_5,away_goals_against_last_10,away_goals_against_last_3,away_goals_against_last_5,away_goals_for_last_10,away_goals_for_last_3,away_goals_for_last_5,away_match_number,away_matches_played,away_points_last_10,away_points_last_3,away_points_last_5,away_points_pct_last_10,away_points_pct_last_3,away_points_pct_last_5,away_rest_days_capped,away_rest_days_prev,away_rest_reset_flag,away_xg_against_last_10,away_xg_against_last_3,away_xg_against_last_5,away_xg_diff_last_10,away_xg_diff_last_3,away_xg_diff_last_5,away_xg_for_last_10,away_xg_for_last_3,away_xg_for_last_5,form_diff_last5,form_pct_diff_last5,home_goal_diff_last_10,home_goal_diff_last_3,home_goal_diff_last_5,home_goals_against_last_10,home_goals_against_last_3,home_goals_against_last_5,home_goals_for_last_10,home_goals_for_last_3,home_goals_for_last_5,home_match_number,home_matches_played,home_points_last_10,home_points_last_3,home_points_last_5,home_points_pct_last_10,home_points_pct_last_3,home_points_pct_last_5,home_rest_days_capped,home_rest_days_prev,home_rest_reset_flag,home_xg_against_last_10,home_xg_against_last_3,home_xg_against_last_5,home_xg_diff_last_10,home_xg_diff_last_3,home_xg_diff_last_5,home_xg_for_last_10,home_xg_for_last_3,home_xg_for_last_5,rest_diff,rest_reset_flag_pair,season_phase_away,season_phase_home,xg_diff_last5,is_result
18217,EPL,2022,2022-08-13 14:00:00,2022-08-13,Saturday,83,Arsenal,75,Leicester,4,2,6,2,3.0107,0.690679,2.320021,Home Win,H,H,2,1,0,0,3,0,0.8878,0.0853,0.0269,0.8609,2.7487000000000004,0.16599999999999998,0.41288926495107703,3.496620205792141,0.8878,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0,0.931067,0.931067,0.931067,-0.47537199999999996,-0.47537199999999996,-0.47537199999999996,0.455695,0.455695,0.455695,2.0,0.6666666666666667,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1,1,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0,1.20637,1.20637,1.20637,0.22964000000000007,0.22964000000000007,0.22964000000000007,1.43601,1.43601,1.43601,0.0,0,0.02631578947368421,0.02631578947368421,0.705012,True
18218,EPL,2022,2022-08-13 16:30:00,2022-08-13,Saturday,244,Brentford,89,Manchester United,4,0,4,4,1.38785,0.896038,0.491812,Home Win,H,H,2,1,0,0,3,0,0.4929,0.2947,0.2124,0.28049999999999997,1.7733999999999999,0.9319,1.0378332049846508,0.8418350243435483,0.4929,-1.0,-1.0,-1.0,2.0,2.0,2.0,1.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.7289,1.7289,1.7289,-0.3078700000000001,-0.3078700000000001,-0.3078700000000001,1.42103,1.42103,1.42103,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0,0.455695,0.455695,0.455695,0.47537199999999996,0.47537199999999996,0.47537199999999996,0.931067,0.931067,0.931067,0.0,0,0.02631578947368421,0.02631578947368421,0.783242,True
18219,EPL,2022,2022-08-14 13:00:00,2022-08-14,Sunday,249,Nottingham Forest,81,West Ham,1,0,1,1,1.9717,2.08634,-0.11464,Home Win,H,H,2,1,0,0,3,0,0.3469,0.2571,0.396,-0.04910000000000003,1.2978,1.4451,1.0833169898719,-0.13237765727877665,0.396,-2.0,-2.0,-2.0,2.0,2.0,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.58739,2.58739,2.58739,-2.341202,-2.341202,-2.341202,0.246188,0.246188,0.246188,0.0,0.0,-2.0,-2.0,-2.0,2.0,2.0,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8591,1.8591,1.8591,-1.623275,-1.623275,-1.623275,0.235825,0.235825,0.235825,0.0,0,0.02631578947368421,0.02631578947368421,0.717927,True
18220,EPL,2022,2022-08-14 15:30:00,2022-08-14,Sunday,80,Chelsea,82,Tottenham,2,2,4,0,1.83945,1.58708,0.25237,Draw,D,D,1,0,1,0,1,1,0.4329,0.2553,0.3118,0.12109999999999999,1.554,1.1907,1.074379687425993,0.3281447978242586,0.4329,3.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,1,1,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0,0.386546,0.386546,0.386546,1.230654,1.230654,1.230654,1.6172,1.6172,1.6172,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0,0.541983,0.541983,0.541983,1.381167,1.381167,1.381167,1.92315,1.92315,1.92315,0.0,0,0.02631578947368421,0.02631578947368421,0.15051300000000012,True
18221,EPL,2022,2022-08-15 19:00:00,2022-08-15,Monday,87,Liverpool,78,Crystal Palace,1,1,2,0,2.23596,1.64468,0.59128,Draw,D,D,1,0,1,0,1,1,0.5129,0.231,0.2561,0.25680000000000003,1.7697,0.9993,1.0297993340563696,0.6945129011897432,0.5129,-2.0,-2.0,-2.0,2.0,2.0,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.43601,1.43601,1.43601,-0.22964000000000007,-0.22964000000000007,-0.22964000000000007,1.20637,1.20637,1.20637,1.0,0.3333333333333333,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0,1.26822,1.26822,1.26822,1.0728900000000001,1.0728900000000001,1.0728900000000001,2.34111,2.34111,2.34111,0.0,0,0.02631578947368421,0.02631578947368421,1.3025300000000002,True
18222,EPL,2022,2022-08-20 11:30:00,2022-08-20,Saturday,82,Tottenham,229,Wolverhampton Wanderers,1,0,1,1,1.46608,0.686123,0.779957,Home Win,H,H,2,1,0,0,3,0,0.5930000000000001,0.25650000000000006,0.15050000000000002,0.44250000000000006,2.0355000000000003,0.7080000000000002,0.9438950537333755,1.371231314808795,0.5930000000000001,-1.0,-1.0,-1.0,2.0,2.0,2.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,7.0,7.0,0,1.9773,1.9773,1.9773,0.09926499999999983,0.09926499999999983,0.09926499999999983,2.076565,2.076565,2.076565,3.0,0.5,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,2,2,4.0,4.0,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,8.0625,8.0625,0,2.225996,2.225996,2.225996,0.9782839999999999,0.9782839999999999,0.9782839999999999,3.20428,3.20428,3.20428,1.0625,0,0.05263157894736842,0.05263157894736842,0.8790190000000001,True
18223,EPL,2022,2022-08-20 14:00:00,2022-08-20,Saturday,78,Crystal Palace,71,Aston Villa,3,1,4,2,2.91137,0.803828,2.107542,Home Win,H,H,2,1,0,0,3,0,0.865,0.0964,0.0386,0.8264,2.6914,0.2122,0.47657471977845856,3.1094772304610943,0.865,-1.0,-1.0,-1.0,3.0,3.0,3.0,2.0,2.0,2.0,2,2,3.0,3.0,3.0,0.5,0.5,0.5,6.895833333333333,6.895833333333333,0,1.963411,1.963411,1.963411,1.192444,1.192444,1.192444,3.155855,3.155855,3.155855,-2.0,-0.33333333333333337,-2.0,-2.0,-2.0,3.0,3.0,3.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,10.0,10.0,0,3.67197,3.67197,3.67197,-0.8209200000000001,-0.8209200000000001,-0.8209200000000001,2.85105,2.85105,2.85105,3.104166666666667,0,0.05263157894736842,0.05263157894736842,-2.013364,True
18224,EPL,2022,2022-08-20 14:00:00,2022-08-20,Saturday,72,Everton,249,Nottingham Forest,1,1,2,0,1.43408,0.918315,0.515765,Draw,D,D,1,0,1,0,1,1,0.5009,0.2717,0.2274,0.2735,1.7744,0.9539,1.0371266998620103,0.7896958990471354,0.5009,-1.0,-1.0,-1.0,2.0,2.0,2.0,1.0,1.0,1.0,2,2,3.0,3.0,3.0,0.5,0.5,0.5,7.958333333333333,7.958333333333333,0,3.9454399999999996,3.9454399999999996,3.9454399999999996,-1.7379149999999999,-1.7379149999999999,-1.7379149999999999,2.207525,2.207525,2.207525,-3.0,-0.5,-2.0,-2.0,-2.0,3.0,3.0,3.0,1.0,1.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,6.791666666666667,6.791666666666667,0,4.59011,4.59011,4.59011,-2.673057,-2.673057,-2.673057,1.9170530000000001,1.9170530000000001,1.9170530000000001,-1.166666666666666,0,0.05263157894736842,0.05263157894736842,-0.9351420000000001,True
18225,EPL,2022,2022-08-20 14:00:00,2022-08-20,Saturday,228,Fulham,244,Brentford,3,2,5,1,2.89934,1.59352,1.30582,Home Win,H,H,2,1,0,0,3,0,0.7051000000000001,0.18160000000000004,0.11330000000000001,0.5918000000000001,2.2969000000000004,0.5215000000000001,0.8029085091331332,1.8283004686910342,0.7051000000000001,4.0,4.0,4.0,2.0,2.0,2.0,6.0,6.0,6.0,2,2,4.0,4.0,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,6.145833333333333,6.145833333333333,0,1.351733,1.351733,1.351733,0.967184,0.967184,0.967184,2.318917,2.318917,2.318917,-2.0,-0.3333333333333333,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,7.104166666666667,7.104166666666667,0,3.316485,3.316485,3.316485,-0.9601350000000001,-0.9601350000000001,-0.9601350000000001,2.35635,2.35635,2.35635,0.9583333333333339,0,0.05263157894736842,0.05263157894736842,-1.9273190000000002,True
18226,EPL,2022,2022-08-20 14:00:00,2022-08-20,Saturday,75,Leicester,74,Southampton,1,2,3,-1,0.242948,1.24155,-0.998602,Away Win,A,A,0,0,0,1,0,3,0.0592,0.2702,0.6706,-0.6113999999999999,0.4478,2.282,0.7888903338231545,-2.4272512921421683,0.6706,-3.0,-3.0,-3.0,6.0,6.0,6.0,3.0,3.0,3.0,2,2,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,7.0,7.0,0,3.61414,3.61414,3.61414,-1.8185339999999999,-1.8185339999999999,-1.8185339999999999,1.795606,1.795606,1.795606,0.0,0.0,-2.0,-2.0,-2.0,6.0,6.0,6.0,4.0,4.0,4.0,2,2,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,6.041666666666667,6.041666666666667,0,3.941767,3.941767,3.941767,-2.795393,-2.795393,-2.795393,1.146374,1.146374,1.146374,-0.958333333333333,0,0.05263157894736842,0.05263157894736842,-0.9768589999999999,True
18227,EPL,2022,2022-08-20 16:30:00,2022-08-20,Saturday,73,Bournemouth,83,Arsenal,0,3,3,-3,0.211335,1.71081,-1.499475,Away Win,A,A,0,0,0,1,0,3,0.0283,0.1571,0.8146,-0.7863,0.242,2.6008999999999998,0.5586989068283927,-3.35983539056512,0.8146,4.0,4.0,4.0,2.0,2.0,2.0,6.0,6.0,6.0,2,2,6.0,6.0,6.0,1.0,1.0,1.0,7.791666666666667,7.791666666666667,0,1.897049,1.897049,1.897049,2.5496609999999995,2.5496609999999995,2.5496609999999995,4.4467099999999995,4.4467099999999995,4.4467099999999995,-3.0,-0.5,-2.0,-2.0,-2.0,4.0,4.0,4.0,2.0,2.0,2.0,2,2,3.0,3.0,3.0,0.5,0.5,0.5,7.0,7.0,0,2.179535,2.179535,2.179535,-1.467248,-1.467248,-1.467248,0.712287,0.712287,0.712287,-0.791666666666667,0,0.05263157894736842,0.05263157894736842,-4.016909,True
18228,EPL,2022,2022-08-21 13:00:00,2022-08-21,Sunday,245,Leeds,80,Chelsea,3,0,3,3,2.20971,0.692492,1.517218,Home Win,H,H,2,1,0,0,3,0,0.8405,0.1271,0.0324,0.8081,2.6486,0.2243,0.5193422891655288,3.255838530050387,0.8405,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2,2,4.0,4.0,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,7.958333333333333,7.958333333333333,0,2.129063,2.129063,2.129063,1.633537,1.633537,1.633537,3.7626,3.7626,3.7626,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,2,2,4.0,4.0,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,7.0,7.0,0,2.51025,2.51025,2.51025,0.3758600000000001,0.3758600000000001,0.3758600000000001,2.88611,2.88611,2.88611,-0.958333333333333,0,0.05263157894736842,0.05263157894736842,-1.257677,True
