match_id,league,season,match_datetime_utc,match_date,match_time,is_result,home_team_id,home_team_name,home_team_short,away_team_id,away_team_name,away_team_short,home_goals,away_goals,total_goals,goal_difference,home_xg,away_xg,xg_difference,forecast_home_win,forecast_draw,forecast_away_win,match_outcome,match_outcome_code,home_win_flag,draw_flag,away_win_flag,match_datetime,home_points_last_3,home_points_last_5,home_goal_diff_last_5,home_goal_diff_last_10,home_xg_diff_last_5,home_goals_for_last_5,home_avg_rest_days,home_rest_days_prev,away_points_last_3,away_points_last_5,away_goal_diff_last_5,away_goal_diff_last_10,away_xg_diff_last_5,away_goals_for_last_5,away_avg_rest_days,away_rest_days_prev,form_diff_last5,rest_diff
18212,EPL,2022,2022-08-13 11:30:00,2022-08-13,11:30:00,True,71,Aston Villa,AVL,72,Everton,EVE,2,1,3,1,2.66696,1.37507,1.29189,0.7131,0.1861,0.1008,Home Win,H,1,0,0,2022-08-13 11:30:00,0.0,0.0,-2.0,-2.0,-0.09944599999999998,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.381167,0.0,0.0,0.0,0.0,0.0
18213,EPL,2022,2022-08-13 14:00:00,2022-08-13,14:00:00,True,220,Brighton,BRI,86,Newcastle United,NEW,0,0,0,0,1.60835,0.183952,1.424398,0.791,0.1797,0.0293,Draw,D,0,1,0,2022-08-13 14:00:00,3.0,3.0,1.0,1.0,0.3078700000000001,2.0,0.0,0.0,3.0,3.0,2.0,2.0,1.623275,2.0,0.0,0.0,0.0,0.0
18214,EPL,2022,2022-08-13 14:00:00,2022-08-13,14:00:00,True,88,Manchester City,MCI,73,Bournemouth,BOU,4,0,4,4,1.69064,0.123946,1.566694,0.8105,0.1721,0.0174,Home Win,H,1,0,0,2022-08-13 14:00:00,3.0,3.0,2.0,2.0,2.341202,2.0,0.0,0.0,3.0,3.0,2.0,2.0,0.09944599999999998,2.0,0.0,0.0,0.0,0.0
18215,EPL,2022,2022-08-13 14:00:00,2022-08-13,14:00:00,True,74,Southampton,SOU,245,Leeds,LED,2,2,4,0,1.40906,1.99694,-0.58788,0.2126,0.2674,0.52,Draw,D,0,1,0,2022-08-13 14:00:00,0.0,0.0,-3.0,-3.0,-1.230654,1.0,0.0,0.0,3.0,3.0,1.0,1.0,-0.21201999999999988,2.0,0.0,0.0,-3.0,0.0
18216,EPL,2022,2022-08-13 14:00:00,2022-08-13,14:00:00,True,229,Wolverhampton Wanderers,WOL,228,Fulham,FLH,0,0,0,0,0.975375,1.08813,-0.112755,0.2638,0.3644,0.3718,Draw,D,0,1,0,2022-08-13 14:00:00,0.0,0.0,-1.0,-1.0,0.21201999999999988,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0728900000000001,2.0,0.0,0.0,-1.0,0.0
18217,EPL,2022,2022-08-13 14:00:00,2022-08-13,14:00:00,True,83,Arsenal,ARS,75,Leicester,LEI,4,2,6,2,3.0107,0.690679,2.320021,0.8878,0.0853,0.0269,Home Win,H,1,0,0,2022-08-13 14:00:00,3.0,3.0,2.0,2.0,0.22964000000000007,2.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.47537199999999996,2.0,0.0,0.0,2.0,0.0
18218,EPL,2022,2022-08-13 16:30:00,2022-08-13,16:30:00,True,244,Brentford,BRE,89,Manchester United,MUN,4,0,4,4,1.38785,0.896038,0.491812,0.4929,0.2947,0.2124,Home Win,H,1,0,0,2022-08-13 16:30:00,1.0,1.0,0.0,0.0,0.47537199999999996,2.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.3078700000000001,1.0,0.0,0.0,1.0,0.0
18219,EPL,2022,2022-08-14 13:00:00,2022-08-14,13:00:00,True,249,Nottingham Forest,NOT,81,West Ham,WHU,1,0,1,1,1.9717,2.08634,-0.11464,0.3469,0.2571,0.396,Home Win,H,1,0,0,2022-08-14 13:00:00,0.0,0.0,-2.0,-2.0,-1.623275,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.341202,0.0,0.0,0.0,0.0,0.0
18220,EPL,2022,2022-08-14 15:30:00,2022-08-14,15:30:00,True,80,Chelsea,CHE,82,Tottenham,TOT,2,2,4,0,1.83945,1.58708,0.25237,0.4329,0.2553,0.3118,Draw,D,0,1,0,2022-08-14 15:30:00,3.0,3.0,1.0,1.0,1.381167,1.0,0.0,0.0,3.0,3.0,3.0,3.0,1.230654,4.0,0.0,0.0,0.0,0.0
18221,EPL,2022,2022-08-15 19:00:00,2022-08-15,19:00:00,True,87,Liverpool,LIV,78,Crystal Palace,CRY,1,1,2,0,2.23596,1.64468,0.59128,0.5129,0.231,0.2561,Draw,D,0,1,0,2022-08-15 19:00:00,1.0,1.0,0.0,0.0,1.0728900000000001,2.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-0.22964000000000007,0.0,0.0,0.0,1.0,0.0
18222,EPL,2022,2022-08-20 11:30:00,2022-08-20,11:30:00,True,82,Tottenham,TOT,229,Wolverhampton Wanderers,WOL,1,0,1,1,1.46608,0.686123,0.779957,0.593,0.2565,0.1505,Home Win,H,1,0,0,2022-08-20 11:30:00,4.0,4.0,3.0,3.0,0.9782839999999999,6.0,8.0625,8.0625,1.0,1.0,-1.0,-1.0,0.09926499999999983,1.0,7.0,7.0,3.0,1.0625
18223,EPL,2022,2022-08-20 14:00:00,2022-08-20,14:00:00,True,78,Crystal Palace,CRY,71,Aston Villa,AVL,3,1,4,2,2.91137,0.803828,2.107542,0.865,0.0964,0.0386,Home Win,H,1,0,0,2022-08-20 14:00:00,1.0,1.0,-2.0,-2.0,-0.8209200000000001,1.0,10.0,10.0,3.0,3.0,-1.0,-1.0,1.192444,2.0,6.895833333333333,6.895833333333333,-2.0,3.104166666666667
18224,EPL,2022,2022-08-20 14:00:00,2022-08-20,14:00:00,True,72,Everton,EVE,249,Nottingham Forest,NOT,1,1,2,0,1.43408,0.918315,0.515765,0.5009,0.2717,0.2274,Draw,D,0,1,0,2022-08-20 14:00:00,0.0,0.0,-2.0,-2.0,-2.673057,1.0,6.791666666666667,6.791666666666667,3.0,3.0,-1.0,-1.0,-1.7379149999999999,1.0,7.958333333333333,7.958333333333333,-3.0,-1.166666666666666
18225,EPL,2022,2022-08-20 14:00:00,2022-08-20,14:00:00,True,228,Fulham,FLH,244,Brentford,BRE,3,2,5,1,2.89934,1.59352,1.30582,0.7051,0.1816,0.1133,Home Win,H,1,0,0,2022-08-20 14:00:00,2.0,2.0,0.0,0.0,-0.9601350000000001,2.0,7.104166666666667,7.104166666666667,4.0,4.0,4.0,4.0,0.967184,6.0,6.145833333333333,6.145833333333333,-2.0,0.9583333333333339
18226,EPL,2022,2022-08-20 14:00:00,2022-08-20,14:00:00,True,75,Leicester,LEI,74,Southampton,SOU,1,2,3,-1,0.242948,1.24155,-0.998602,0.0592,0.2702,0.6706,Away Win,A,0,0,1,2022-08-20 14:00:00,1.0,1.0,-2.0,-2.0,-2.795393,4.0,6.041666666666667,6.041666666666667,1.0,1.0,-3.0,-3.0,-1.8185339999999999,3.0,7.0,7.0,0.0,-0.958333333333333
18227,EPL,2022,2022-08-20 16:30:00,2022-08-20,16:30:00,True,73,Bournemouth,BOU,83,Arsenal,ARS,0,3,3,-3,0.211335,1.71081,-1.499475,0.0283,0.1571,0.8146,Away Win,A,0,0,1,2022-08-20 16:30:00,3.0,3.0,-2.0,-2.0,-1.467248,2.0,7.0,7.0,6.0,6.0,4.0,4.0,2.5496609999999995,6.0,7.791666666666667,7.791666666666667,-3.0,-0.791666666666667
18228,EPL,2022,2022-08-21 13:00:00,2022-08-21,13:00:00,True,245,Leeds,LED,80,Chelsea,CHE,3,0,3,3,2.20971,0.692492,1.517218,0.8405,0.1271,0.0324,Home Win,H,1,0,0,2022-08-21 13:00:00,4.0,4.0,1.0,1.0,0.3758600000000001,4.0,7.0,7.0,4.0,4.0,1.0,1.0,1.633537,3.0,7.958333333333333,7.958333333333333,0.0,-0.958333333333333
18229,EPL,2022,2022-08-21 13:00:00,2022-08-21,13:00:00,True,81,West Ham,WHU,220,Brighton,BRI,0,2,2,-2,0.768634,1.82645,-1.057816,0.1043,0.2129,0.6828,Away Win,A,0,0,1,2022-08-21 13:00:00,0.0,0.0,-3.0,-3.0,-2.2265620000000004,0.0,6.895833333333333,6.895833333333333,4.0,4.0,1.0,1.0,1.7322680000000001,2.0,6.041666666666667,6.041666666666667,-4.0,0.8541666666666661
18230,EPL,2022,2022-08-21 15:30:00,2022-08-21,15:30:00,True,86,Newcastle United,NEW,88,Manchester City,MCI,3,3,6,0,2.2127,3.67382,-1.46112,0.1483,0.1574,0.6943,Draw,D,0,1,0,2022-08-21 15:30:00,4.0,4.0,2.0,2.0,0.19887699999999997,2.0,7.0,7.0,6.0,6.0,6.0,6.0,3.907896,6.0,5.9375,5.9375,-2.0,1.0625
18231,EPL,2022,2022-08-22 19:00:00,2022-08-22,19:00:00,True,89,Manchester United,MUN,87,Liverpool,LIV,2,1,3,1,2.01764,1.52301,0.49463,0.4942,0.2493,0.2565,Home Win,H,1,0,0,2022-08-22 19:00:00,0.0,0.0,-5.0,-5.0,-0.7996820000000001,1.0,6.145833333333333,6.145833333333333,2.0,2.0,0.0,0.0,1.6641700000000001,3.0,9.3125,9.3125,-2.0,-3.166666666666667
18232,EPL,2022,2022-08-27 11:30:00,2022-08-27,11:30:00,True,74,Southampton,SOU,89,Manchester United,MUN,0,1,1,-1,1.35887,1.34359,0.01528,0.3237,0.3356,0.3407,Away Win,A,0,0,1,2022-08-27 11:30:00,4.0,4.0,-2.0,-2.0,-0.8199319999999999,5.0,7.0,7.0,3.0,3.0,-4.0,-4.0,-0.305052,3.0,7.625,9.104166666666666,1.0,-2.104166666666666
18233,EPL,2022,2022-08-27 14:00:00,2022-08-27,14:00:00,True,244,Brentford,BRE,72,Everton,EVE,1,1,2,0,2.28391,1.65465,0.62926,0.5416,0.2321,0.2263,Draw,D,0,1,0,2022-08-27 14:00:00,4.0,4.0,3.0,3.0,-0.33863599999999994,8.0,6.520833333333333,6.895833333333333,1.0,1.0,-2.0,-2.0,-2.157292,2.0,6.947916666666667,7.104166666666667,3.0,-0.20833333333333393
18234,EPL,2022,2022-08-27 14:00:00,2022-08-27,14:00:00,True,220,Brighton,BRI,245,Leeds,LED,1,0,1,1,1.60986,1.14874,0.46112,0.4733,0.2893,0.2374,Home Win,H,1,0,0,2022-08-27 14:00:00,7.0,7.0,3.0,3.0,2.7900840000000002,4.0,7.0,7.958333333333333,7.0,7.0,4.0,4.0,1.8930779999999998,7.0,7.479166666666666,7.958333333333333,0.0,0.0
18235,EPL,2022,2022-08-27 14:00:00,2022-08-27,14:00:00,True,80,Chelsea,CHE,75,Leicester,LEI,2,1,3,1,1.74916,1.96023,-0.21107,0.3295,0.2616,0.4089,Home Win,H,1,0,0,2022-08-27 14:00:00,4.0,4.0,-2.0,-2.0,0.11631900000000028,3.0,7.427083333333333,6.895833333333333,1.0,1.0,-3.0,-3.0,-3.793995,5.0,6.520833333333334,7.0,3.0,-0.10416666666666696
18236,EPL,2022,2022-08-27 14:00:00,2022-08-27,14:00:00,True,87,Liverpool,LIV,73,Bournemouth,BOU,9,0,9,9,4.86035,0.180991,4.679359,0.9985,0.0014,0.0001,Home Win,H,1,0,0,2022-08-27 14:00:00,2.0,2.0,-1.0,-1.0,1.16954,4.0,8.15625,7.0,3.0,3.0,-5.0,-5.0,-2.966723,2.0,7.052083333333334,7.104166666666667,-1.0,-0.10416666666666696
18237,EPL,2022,2022-08-27 14:00:00,2022-08-27,14:00:00,True,88,Manchester City,MCI,78,Crystal Palace,CRY,4,2,6,2,2.3853,0.091976,2.293324,0.9376,0.057,0.0054,Home Win,H,1,0,0,2022-08-27 14:00:00,7.0,7.0,6.0,6.0,5.369016,9.0,7.0,8.0625,4.0,4.0,0.0,0.0,1.2866219999999995,4.0,7.395833333333334,4.791666666666667,3.0,3.270833333333333
18238,EPL,2022,2022-08-27 16:30:00,2022-08-27,16:30:00,True,83,Arsenal,ARS,228,Fulham,FLH,2,1,3,1,2.47427,0.926007,1.548263,0.7576,0.165,0.0774,Home Win,H,1,0,0,2022-08-27 16:30:00,9.0,9.0,7.0,7.0,4.049135999999999,9.0,7.447916666666667,7.104166666666667,5.0,5.0,1.0,1.0,0.3456849999999999,5.0,7.052083333333334,7.0,4.0,0.10416666666666696
18240,EPL,2022,2022-08-28 13:00:00,2022-08-28,13:00:00,True,229,Wolverhampton Wanderers,WOL,86,Newcastle United,NEW,1,1,2,0,1.13248,1.93362,-0.80114,0.1904,0.2345,0.5751,Draw,D,0,1,0,2022-08-28 13:00:00,1.0,1.0,-2.0,-2.0,-0.6806920000000002,1.0,6.947916666666666,6.895833333333333,5.0,5.0,2.0,2.0,-1.2622430000000002,5.0,7.53125,8.0625,-4.0,-1.166666666666667
18239,EPL,2022,2022-08-28 13:00:00,2022-08-28,13:00:00,True,71,Aston Villa,AVL,81,West Ham,WHU,0,1,1,-1,0.304555,0.334589,-0.030034,0.1929,0.5741,0.233,Away Win,A,0,0,1,2022-08-28 13:00:00,3.0,3.0,-3.0,-3.0,-0.9150979999999995,3.0,7.0,7.104166666666667,0.0,0.0,-5.0,-5.0,-3.2843780000000002,0.0,6.947916666666666,7.0,3.0,0.10416666666666696
18241,EPL,2022,2022-08-28 15:30:00,2022-08-28,15:30:00,True,249,Nottingham Forest,NOT,82,Tottenham,TOT,0,2,2,-2,0.801369,2.44473,-1.643361,0.0753,0.1383,0.7864,Away Win,A,0,0,1,2022-08-28 15:30:00,4.0,4.0,-1.0,-1.0,-2.25368,2.0,7.0,6.041666666666667,7.0,7.0,4.0,4.0,1.758241,7.0,6.947916666666666,5.833333333333333,-3.0,0.20833333333333393
18242,EPL,2022,2022-08-30 18:30:00,2022-08-30,18:30:00,True,228,Fulham,FLH,220,Brighton,BRI,2,1,3,1,1.07093,1.75359,-0.68266,0.1682,0.2629,0.5689,Home Win,H,1,0,0,2022-08-30 18:30:00,4.0,5.0,0.0,0.0,-1.2025780000000004,6.0,7.0694444444444455,7.104166666666667,7.0,10.0,4.0,4.0,3.251204,5.0,6.680555555555556,6.041666666666667,-5.0,1.0625
18243,EPL,2022,2022-08-30 18:30:00,2022-08-30,18:30:00,True,78,Crystal Palace,CRY,244,Brentford,BRE,1,1,2,0,0.777363,1.61808,-0.840717,0.1616,0.2398,0.5986,Draw,D,0,1,0,2022-08-30 18:30:00,4.0,4.0,-2.0,-2.0,-1.0067020000000007,6.0,7.263888888888889,7.0,4.0,5.0,3.0,3.0,0.2906240000000002,9.0,6.6805555555555545,7.0,-1.0,0.0
18244,EPL,2022,2022-08-30 18:45:00,2022-08-30,18:45:00,True,74,Southampton,SOU,80,Chelsea,CHE,2,1,3,1,1.44086,1.5047,-0.06384,0.3329,0.2916,0.3755,Home Win,H,1,0,0,2022-08-30 18:45:00,4.0,4.0,-3.0,-3.0,-0.8046519999999999,5.0,6.965277777777778,6.895833333333333,4.0,7.0,-1.0,-1.0,-0.09475099999999959,5.0,6.965277777777778,6.041666666666667,-3.0,0.8541666666666661
18245,EPL,2022,2022-08-30 19:00:00,2022-08-30,19:00:00,True,245,Leeds,LED,72,Everton,EVE,1,1,2,0,1.04551,1.17189,-0.12638,0.3025,0.3131,0.3844,Draw,D,0,1,0,2022-08-30 19:00:00,4.0,7.0,3.0,3.0,1.4319579999999998,7.0,7.0,6.041666666666667,2.0,2.0,-2.0,-2.0,-2.7865520000000004,3.0,6.965277777777779,7.0,5.0,-0.958333333333333
18246,EPL,2022,2022-08-31 18:30:00,2022-08-31,18:30:00,True,88,Manchester City,MCI,249,Nottingham Forest,NOT,6,0,6,6,3.83759,0.729752,3.107838,0.9435,0.0444,0.0121,Home Win,H,1,0,0,2022-08-31 18:30:00,7.0,10.0,8.0,8.0,7.66234,13.0,6.645833333333333,5.9375,4.0,4.0,-3.0,-3.0,-3.8970409999999998,2.0,7.354166666666667,8.0625,6.0,-2.125
18247,EPL,2022,2022-08-31 18:30:00,2022-08-31,18:30:00,True,83,Arsenal,ARS,71,Aston Villa,AVL,2,1,3,1,2.79971,0.297168,2.502542,0.9316,0.0579,0.0105,Home Win,H,1,0,0,2022-08-31 18:30:00,9.0,12.0,8.0,8.0,5.597398999999999,11.0,7.298611111111112,7.0,3.0,3.0,-4.0,-4.0,-0.9451319999999995,3.0,7.319444444444444,7.958333333333333,9.0,-0.958333333333333
18248,EPL,2022,2022-08-31 18:30:00,2022-08-31,18:30:00,True,73,Bournemouth,BOU,229,Wolverhampton Wanderers,WOL,0,0,0,0,0.362035,1.53246,-1.170425,0.0649,0.2238,0.7113,Draw,D,0,1,0,2022-08-31 18:30:00,0.0,3.0,-14.0,-14.0,-7.646082000000001,2.0,7.0,6.895833333333333,2.0,2.0,-2.0,-2.0,-1.4818320000000003,2.0,7.319444444444444,8.0625,1.0,-1.166666666666667
18249,EPL,2022,2022-08-31 18:45:00,2022-08-31,18:45:00,True,81,West Ham,WHU,82,Tottenham,TOT,1,1,2,0,1.52267,0.723285,0.799385,0.5865,0.2581,0.1554,Draw,D,0,1,0,2022-08-31 18:45:00,3.0,3.0,-4.0,-4.0,-3.254344,1.0,6.965277777777778,7.0,7.0,10.0,6.0,6.0,3.4016019999999996,9.0,7.354166666666667,8.166666666666666,-7.0,-1.166666666666666
18250,EPL,2022,2022-08-31 19:00:00,2022-08-31,19:00:00,True,87,Liverpool,LIV,86,Newcastle United,NEW,2,1,3,1,1.76119,0.643546,1.117644,0.6785,0.2216,0.0999,Home Win,H,1,0,0,2022-08-31 19:00:00,4.0,5.0,8.0,8.0,5.848899000000001,13.0,7.034722222222222,4.791666666666667,3.0,6.0,2.0,2.0,-0.46110300000000026,6.0,7.319444444444444,6.895833333333333,-1.0,-2.104166666666666
18251,EPL,2022,2022-09-01 19:00:00,2022-09-01,19:00:00,True,75,Leicester,LEI,89,Manchester United,MUN,0,1,1,-1,0.615266,1.09969,-0.484424,0.1672,0.3399,0.4929,Away Win,A,0,0,1,2022-09-01 19:00:00,0.0,1.0,-4.0,-4.0,-3.582925,6.0,6.680555555555556,7.0,6.0,6.0,-3.0,-3.0,-0.32033199999999995,4.0,6.645833333333333,4.6875,-5.0,2.3125
18252,EPL,2022,2022-09-03 11:30:00,2022-09-03,11:30:00,True,72,Everton,EVE,87,Liverpool,LIV,0,0,0,0,1.39169,1.38617,0.00552,0.373,0.2708,0.3562,Draw,D,0,1,0,2022-09-03 11:30:00,3.0,3.0,-2.0,-2.0,-2.660172,4.0,6.026041666666667,3.2083333333333335,6.0,8.0,9.0,9.0,6.966543000000001,15.0,6.328125,4.208333333333333,-5.0,-0.9999999999999996
18257,EPL,2022,2022-09-03 14:00:00,2022-09-03,14:00:00,True,244,Brentford,BRE,245,Leeds,LED,5,2,7,3,2.7485,1.796,0.9525,0.6119,0.2192,0.1689,Home Win,H,1,0,0,2022-09-03 14:00:00,2.0,6.0,3.0,3.0,1.1313410000000002,10.0,5.807291666666666,3.1875,4.0,8.0,3.0,3.0,1.3055779999999997,8.0,6.052083333333333,3.2083333333333335,-2.0,-0.02083333333333348
18256,EPL,2022,2022-09-03 14:00:00,2022-09-03,14:00:00,True,229,Wolverhampton Wanderers,WOL,74,Southampton,SOU,1,0,1,1,1.10039,1.20838,-0.10799,0.3189,0.3149,0.3662,Home Win,H,1,0,0,2022-09-03 14:00:00,2.0,3.0,-2.0,-2.0,-0.31140700000000043,2.0,6.296875,3.2291666666666665,6.0,7.0,-2.0,-2.0,-0.8684919999999998,7.0,6.049479166666667,3.3020833333333335,-4.0,-0.07291666666666696
18260,EPL,2022,2022-09-03 14:00:00,2022-09-03,14:00:00,True,80,Chelsea,CHE,81,West Ham,WHU,2,1,3,1,0.707333,1.4196,-0.712267,0.1001,0.2892,0.6107,Home Win,H,1,0,0,2022-09-03 14:00:00,3.0,7.0,-2.0,-2.0,-0.03091099999999969,6.0,6.0234375,3.1979166666666665,4.0,4.0,-4.0,-4.0,-2.454959,2.0,6.033854166666667,3.2395833333333335,3.0,-0.04166666666666696
18254,EPL,2022,2022-09-03 14:00:00,2022-09-03,14:00:00,True,249,Nottingham Forest,NOT,73,Bournemouth,BOU,2,3,5,-1,1.32895,0.905041,0.423909,0.488,0.3058,0.2062,Away Win,A,0,0,1,2022-09-03 14:00:00,1.0,4.0,-9.0,-9.0,-7.004879,2.0,6.296875,3.125,1.0,4.0,-14.0,-14.0,-8.816507000000001,2.0,6.296875,4.1875,0.0,-1.0625
18253,EPL,2022,2022-09-03 14:00:00,2022-09-03,14:00:00,True,86,Newcastle United,NEW,78,Crystal Palace,CRY,0,0,0,0,2.90672,0.920595,1.986125,0.8161,0.1241,0.0598,Draw,D,0,1,0,2022-09-03 14:00:00,2.0,6.0,1.0,1.0,-1.5787470000000003,7.0,6.302083333333333,3.25,4.0,5.0,-2.0,-2.0,-1.8474190000000006,7.0,6.244791666666667,3.1875,1.0,0.0625
18255,EPL,2022,2022-09-03 14:00:00,2022-09-03,14:00:00,True,82,Tottenham,TOT,228,Fulham,FLH,2,1,3,1,2.67823,0.381556,2.296674,0.9103,0.072,0.0177,Home Win,H,1,0,0,2022-09-03 14:00:00,7.0,11.0,6.0,6.0,2.6022169999999996,10.0,6.299479166666667,3.1354166666666665,6.0,8.0,1.0,1.0,-1.8852380000000002,8.0,6.072916666666667,3.0833333333333335,3.0,0.05208333333333304
18258,EPL,2022,2022-09-03 16:30:00,2022-09-03,16:30:00,True,71,Aston Villa,AVL,88,Manchester City,MCI,1,1,2,0,0.279392,1.92143,-1.642038,0.029,0.1347,0.8363,Draw,D,0,1,0,2022-09-03 16:30:00,0.0,3.0,-5.0,-5.0,-3.4476739999999997,4.0,6.296875,3.2291666666666665,7.0,13.0,14.0,14.0,10.770178000000001,19.0,6.03125,4.1875,-10.0,-0.9583333333333335
18259,EPL,2022,2022-09-04 13:00:00,2022-09-04,13:00:00,True,220,Brighton,BRI,75,Leicester,LEI,5,2,7,3,2.73166,1.06549,1.66617,0.7719,0.1533,0.0748,Home Win,H,1,0,0,2022-09-04 13:00:00,6.0,10.0,3.0,3.0,3.933864,6.0,5.807291666666667,3.1875,0.0,1.0,-5.0,-5.0,-4.067349,6.0,6.3125,5.208333333333333,9.0,-2.020833333333333
18261,EPL,2022,2022-09-04 15:30:00,2022-09-04,15:30:00,True,89,Manchester United,MUN,83,Arsenal,ARS,3,1,4,2,2.02904,1.42238,0.60666,0.5287,0.2353,0.236,Home Win,H,1,0,0,2022-09-04 15:30:00,9.0,9.0,-2.0,-2.0,0.16409200000000013,5.0,6.3125,5.3125,9.0,15.0,9.0,9.0,8.099941,13.0,6.494791666666667,4.083333333333333,-6.0,1.229166666666667
18272,EPL,2022,2022-09-16 19:00:00,2022-09-16,19:00:00,True,71,Aston Villa,AVL,74,Southampton,SOU,1,0,1,1,1.34365,0.218302,1.125348,0.7544,0.2115,0.0341,Home Win,H,1,0,0,2022-09-16 19:00:00,1.0,4.0,-3.0,-5.0,-4.990266,5.0,5.620833333333333,2.9166666666666665,3.0,7.0,0.0,-3.0,0.4701520000000001,6.0,5.6,3.8020833333333335,-3.0,-0.885416666666667
