id,isResult,side,h,a,goals,xG,datetime
29614,False,h,"{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-10-24 18:45:00
29622,False,h,"{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-10-29 19:05:00
29632,False,a,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-02 12:00:00
29644,False,h,"{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-09 12:00:00
29649,False,a,"{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-23 12:00:00
29662,False,h,"{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'id': '275', 'title': 'Auxerre', 'short_title': 'AUX'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-30 12:00:00
29666,False,a,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-07 12:00:00
29676,False,h,"{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-14 12:00:00
29689,False,a,"{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-04 12:00:00
29695,False,a,"{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-18 12:00:00
