id,isResult,h,a,goals,xG,datetime,forecast
18593,True,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '264', 'title': 'Salernitana', 'short_title': 'SAL'}","{'h': '0', 'a': '0'}","{'h': '1.42871', 'a': '1.50184'}",2022-08-20 16:30:00,"{'w': '0.3289', 'd': '0.2857', 'l': '0.3854'}"
18594,True,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '260', 'title': 'Spezia', 'short_title': 'SPE'}","{'h': '3', 'a': '0'}","{'h': '2.62744', 'a': '0.482897'}",2022-08-20 18:45:00,"{'w': '0.88', 'd': '0.1028', 'l': '0.0172'}"
18595,True,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'h': '1', 'a': '0'}","{'h': '0.803483', 'a': '0.703764'}",2022-08-20 18:45:00,"{'w': '0.328', 'd': '0.3889', 'l': '0.2831'}"
18596,True,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '271', 'title': 'Monza', 'short_title': 'MON'}","{'h': '4', 'a': '0'}","{'h': '3.26352', 'a': '0.121476'}",2022-08-21 16:30:00,"{'w': '0.9714', 'd': '0.0258', 'l': '0.0028'}"
18597,True,"{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '0', 'a': '0'}","{'h': '0.757409', 'a': '0.796219'}",2022-08-21 16:30:00,"{'w': '0.3121', 'd': '0.3622', 'l': '0.3257'}"
18598,True,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '1', 'a': '1'}","{'h': '1.13475', 'a': '2.46808'}",2022-08-21 18:45:00,"{'w': '0.1057', 'd': '0.1741', 'l': '0.7202'}"
18599,True,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '1', 'a': '1'}","{'h': '0.538424', 'a': '1.53637'}",2022-08-21 18:45:00,"{'w': '0.1075', 'd': '0.2423', 'l': '0.6502'}"
18600,True,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '272', 'title': 'Cremonese', 'short_title': 'CRE'}","{'h': '1', 'a': '0'}","{'h': '2.91426', 'a': '0.508942'}",2022-08-22 16:30:00,"{'w': '0.8954', 'd': '0.0788', 'l': '0.0258'}"
18601,True,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '0', 'a': '0'}","{'h': '0.948831', 'a': '0.807606'}",2022-08-22 18:45:00,"{'w': '0.3646', 'd': '0.3653', 'l': '0.2701'}"
18602,True,"{'id': '271', 'title': 'Monza', 'short_title': 'MON'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '1', 'a': '2'}","{'h': '0.988468', 'a': '2.26189'}",2022-08-26 16:30:00,"{'w': '0.1124', 'd': '0.1814', 'l': '0.7062'}"
18603,True,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'h': '3', 'a': '1'}","{'h': '0.997005', 'a': '1.62842'}",2022-08-26 18:45:00,"{'w': '0.208', 'd': '0.251', 'l': '0.541'}"
18604,True,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '1', 'a': '1'}","{'h': '0.633345', 'a': '0.963959'}",2022-08-27 16:30:00,"{'w': '0.1976', 'd': '0.3383', 'l': '0.4641'}"
18605,True,"{'id': '272', 'title': 'Cremonese', 'short_title': 'CRE'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '1', 'a': '2'}","{'h': '0.815757', 'a': '2.71403'}",2022-08-27 16:30:00,"{'w': '0.0553', 'd': '0.1107', 'l': '0.834'}"
18606,True,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': '2', 'a': '0'}","{'h': '2.83694', 'a': '0.505259'}",2022-08-27 18:45:00,"{'w': '0.8999', 'd': '0.0794', 'l': '0.0207'}"
18607,True,"{'id': '260', 'title': 'Spezia', 'short_title': 'SPE'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '2', 'a': '2'}","{'h': '1.17548', 'a': '2.83921'}",2022-08-27 18:45:00,"{'w': '0.0665', 'd': '0.1463', 'l': '0.7872'}"
18608,True,"{'id': '264', 'title': 'Salernitana', 'short_title': 'SAL'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '4', 'a': '0'}","{'h': '1.76461', 'a': '1.66897'}",2022-08-28 16:30:00,"{'w': '0.3988', 'd': '0.2708', 'l': '0.3304'}"
18609,True,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '0', 'a': '1'}","{'h': '0.369511', 'a': '0.843159'}",2022-08-28 16:30:00,"{'w': '0.1489', 'd': '0.3892', 'l': '0.4619'}"
18610,True,"{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'h': '1', 'a': '1'}","{'h': '0.813378', 'a': '0.37813'}",2022-08-28 18:45:00,"{'w': '0.4444', 'd': '0.3959', 'l': '0.1597'}"
18611,True,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '0', 'a': '0'}","{'h': '0.381649', 'a': '1.68549'}",2022-08-28 18:45:00,"{'w': '0.063', 'd': '0.192', 'l': '0.745'}"
18612,True,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '0', 'a': '0'}","{'h': '1.06304', 'a': '0.914316'}",2022-08-30 16:30:00,"{'w': '0.3999', 'd': '0.3495', 'l': '0.2506'}"
18613,True,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '271', 'title': 'Monza', 'short_title': 'MON'}","{'h': '3', 'a': '0'}","{'h': '2.67127', 'a': '0.560728'}",2022-08-30 18:45:00,"{'w': '0.8767', 'd': '0.0909', 'l': '0.0324'}"
18614,True,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '272', 'title': 'Cremonese', 'short_title': 'CRE'}","{'h': '3', 'a': '1'}","{'h': '2.79797', 'a': '1.06761'}",2022-08-30 18:45:00,"{'w': '0.8077', 'd': '0.1325', 'l': '0.0598'}"
18615,True,"{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '1', 'a': '1'}","{'h': '0.778503', 'a': '0.589249'}",2022-08-31 16:30:00,"{'w': '0.3704', 'd': '0.3831', 'l': '0.2465'}"
18616,True,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': '1', 'a': '1'}","{'h': '0.740992', 'a': '1.61049'}",2022-08-31 16:30:00,"{'w': '0.143', 'd': '0.2517', 'l': '0.6053'}"
18617,True,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '1', 'a': '0'}","{'h': '0.879492', 'a': '0.44345'}",2022-08-31 16:30:00,"{'w': '0.4821', 'd': '0.3581', 'l': '0.1598'}"
18618,True,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'h': '1', 'a': '1'}","{'h': '2.00236', 'a': '1.02186'}",2022-08-31 18:45:00,"{'w': '0.6369', 'd': '0.2421', 'l': '0.121'}"
18619,True,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '260', 'title': 'Spezia', 'short_title': 'SPE'}","{'h': '2', 'a': '0'}","{'h': '1.76503', 'a': '0.175145'}",2022-08-31 18:45:00,"{'w': '0.8243', 'd': '0.1539', 'l': '0.0218'}"
18620,True,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '3', 'a': '1'}","{'h': '2.86971', 'a': '0.398647'}",2022-09-01 18:45:00,"{'w': '0.9378', 'd': '0.0519', 'l': '0.0103'}"
18621,True,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '264', 'title': 'Salernitana', 'short_title': 'SAL'}","{'h': '1', 'a': '1'}","{'h': '1.96131', 'a': '1.19651'}",2022-09-01 18:45:00,"{'w': '0.5762', 'd': '0.2496', 'l': '0.1742'}"
18622,True,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '1', 'a': '1'}","{'h': '1.83258', 'a': '1.07522'}",2022-09-03 13:00:00,"{'w': '0.5681', 'd': '0.3296', 'l': '0.1023'}"
18623,True,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'h': '3', 'a': '2'}","{'h': '1.63731', 'a': '2.07688'}",2022-09-03 16:00:00,"{'w': '0.277', 'd': '0.2344', 'l': '0.4886'}"
18624,True,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '1', 'a': '2'}","{'h': '0.299785', 'a': '2.0197'}",2022-09-03 18:45:00,"{'w': '0.036', 'd': '0.1354', 'l': '0.8286'}"
18625,True,"{'id': '272', 'title': 'Cremonese', 'short_title': 'CRE'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '0', 'a': '0'}","{'h': '0.417337', 'a': '1.70824'}",2022-09-04 10:30:00,"{'w': '0.0727', 'd': '0.198', 'l': '0.7293'}"
18626,True,"{'id': '260', 'title': 'Spezia', 'short_title': 'SPE'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': '2', 'a': '2'}","{'h': '1.06255', 'a': '1.02319'}",2022-09-04 13:00:00,"{'w': '0.3371', 'd': '0.3229', 'l': '0.34'}"
18627,True,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '2', 'a': '1'}","{'h': '2.3433', 'a': '0.798714'}",2022-09-04 16:00:00,"{'w': '0.7571', 'd': '0.1616', 'l': '0.0813'}"
18628,True,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '4', 'a': '0'}","{'h': '1.28199', 'a': '0.862157'}",2022-09-04 18:45:00,"{'w': '0.4837', 'd': '0.3033', 'l': '0.213'}"
18629,True,"{'id': '271', 'title': 'Monza', 'short_title': 'MON'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '0', 'a': '2'}","{'h': '0.943464', 'a': '1.94986'}",2022-09-05 16:30:00,"{'w': '0.1227', 'd': '0.2314', 'l': '0.6459'}"
18630,True,"{'id': '264', 'title': 'Salernitana', 'short_title': 'SAL'}","{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'h': '2', 'a': '2'}","{'h': '1.80811', 'a': '0.984719'}",2022-09-05 16:30:00,"{'w': '0.602', 'd': '0.2434', 'l': '0.1546'}"
18631,True,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'h': '1', 'a': '0'}","{'h': '1.0247', 'a': '0.451427'}",2022-09-05 18:45:00,"{'w': '0.5165', 'd': '0.3367', 'l': '0.1468'}"
18639,True,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '260', 'title': 'Spezia', 'short_title': 'SPE'}","{'h': '1', 'a': '0'}","{'h': '1.94628', 'a': '0.664499'}",2022-09-10 13:00:00,"{'w': '0.6932', 'd': '0.2014', 'l': '0.1054'}"
18635,True,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '1', 'a': '0'}","{'h': '1.53614', 'a': '0.594956'}",2022-09-10 16:00:00,"{'w': '0.6418', 'd': '0.2479', 'l': '0.1103'}"
18640,True,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '1', 'a': '2'}","{'h': '0.923014', 'a': '1.6646'}",2022-09-10 18:45:00,"{'w': '0.1525', 'd': '0.2744', 'l': '0.5731'}"
18632,True,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '272', 'title': 'Cremonese', 'short_title': 'CRE'}","{'h': '1', 'a': '1'}","{'h': '0.636633', 'a': '0.620155'}",2022-09-11 10:30:00,"{'w': '0.2913', 'd': '0.4175', 'l': '0.2912'}"
18633,True,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '2', 'a': '1'}","{'h': '1.25233', 'a': '1.17879'}",2022-09-11 13:00:00,"{'w': '0.3649', 'd': '0.3026', 'l': '0.3325'}"
18638,True,"{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'id': '271', 'title': 'Monza', 'short_title': 'MON'}","{'h': '1', 'a': '1'}","{'h': '1.46903', 'a': '0.0823778'}",2022-09-11 13:00:00,"{'w': '0.801', 'd': '0.1842', 'l': '0.0148'}"
18641,True,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '1', 'a': '3'}","{'h': '0.349641', 'a': '2.21222'}",2022-09-11 13:00:00,"{'w': '0.0295', 'd': '0.114', 'l': '0.8565'}"
18637,True,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '2', 'a': '0'}","{'h': '1.84525', 'a': '0.40445'}",2022-09-11 16:00:00,"{'w': '0.777', 'd': '0.1737', 'l': '0.0493'}"
18636,True,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '264', 'title': 'Salernitana', 'short_title': 'SAL'}","{'h': '2', 'a': '2'}","{'h': '1.83929', 'a': '2.07448'}",2022-09-11 18:45:00,"{'w': '0.2606', 'd': '0.3026', 'l': '0.4368'}"
18634,True,"{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '1', 'a': '2'}","{'h': '1.15196', 'a': '3.83699'}",2022-09-12 18:45:00,"{'w': '0.0325', 'd': '0.0665', 'l': '0.901'}"
18648,True,"{'id': '264', 'title': 'Salernitana', 'short_title': 'SAL'}","{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'h': '1', 'a': '2'}","{'h': '1.08144', 'a': '1.30867'}",2022-09-16 18:45:00,"{'w': '0.2856', 'd': '0.2991', 'l': '0.4153'}"
18642,True,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'h': '0', 'a': '1'}","{'h': '1.7821', 'a': '1.66438'}",2022-09-17 13:00:00,"{'w': '0.3972', 'd': '0.2643', 'l': '0.3385'}"
18649,True,"{'id': '260', 'title': 'Spezia', 'short_title': 'SPE'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '2', 'a': '1'}","{'h': '1.02757', 'a': '1.01245'}",2022-09-17 16:00:00,"{'w': '0.3482', 'd': '0.3229', 'l': '0.3289'}"
18650,True,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '0', 'a': '1'}","{'h': '0.672322', 'a': '0.480221'}",2022-09-17 18:45:00,"{'w': '0.3557', 'd': '0.4149', 'l': '0.2294'}"
18651,True,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'h': '3', 'a': '1'}","{'h': '1.29565', 'a': '0.991896'}",2022-09-18 10:30:00,"{'w': '0.4433', 'd': '0.2888', 'l': '0.2679'}"
18643,True,"{'id': '272', 'title': 'Cremonese', 'short_title': 'CRE'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': '0', 'a': '4'}","{'h': '0.992274', 'a': '3.61789'}",2022-09-18 13:00:00,"{'w': '0.0257', 'd': '0.068', 'l': '0.9063'}"
18644,True,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '2', 'a': '0'}","{'h': '2.8313', 'a': '0.608308'}",2022-09-18 13:00:00,"{'w': '0.9058', 'd': '0.0743', 'l': '0.0199'}"
18646,True,"{'id': '271', 'title': 'Monza', 'short_title': 'MON'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '1', 'a': '0'}","{'h': '2.52643', 'a': '1.20518'}",2022-09-18 13:00:00,"{'w': '0.7032', 'd': '0.1818', 'l': '0.115'}"
18647,True,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '0', 'a': '1'}","{'h': '3.28059', 'a': '0.144998'}",2022-09-18 16:00:00,"{'w': '0.9729', 'd': '0.0242', 'l': '0.0029'}"
18645,True,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '1', 'a': '2'}","{'h': '2.2547', 'a': '1.17973'}",2022-09-18 18:45:00,"{'w': '0.639', 'd': '0.2188', 'l': '0.1422'}"
18659,True,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '3', 'a': '1'}","{'h': '1.18491', 'a': '0.741608'}",2022-10-01 13:00:00,"{'w': '0.466', 'd': '0.3135', 'l': '0.2205'}"
18655,True,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '1', 'a': '2'}","{'h': '0.76194', 'a': '1.03755'}",2022-10-01 16:00:00,"{'w': '0.2475', 'd': '0.3227', 'l': '0.4298'}"
18653,True,"{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '1', 'a': '3'}","{'h': '1.01178', 'a': '2.6069'}",2022-10-01 18:45:00,"{'w': '0.0912', 'd': '0.1547', 'l': '0.7541'}"
18657,True,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '260', 'title': 'Spezia', 'short_title': 'SPE'}","{'h': '4', 'a': '0'}","{'h': '3.03467', 'a': '0.852447'}",2022-10-02 10:30:00,"{'w': '0.8787', 'd': '0.0889', 'l': '0.0324'}"
18658,True,"{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'id': '272', 'title': 'Cremonese', 'short_title': 'CRE'}","{'h': '1', 'a': '1'}","{'h': '0.945844', 'a': '1.55939'}",2022-10-02 13:00:00,"{'w': '0.1436', 'd': '0.3423', 'l': '0.5141'}"
18660,True,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '271', 'title': 'Monza', 'short_title': 'MON'}","{'h': '0', 'a': '3'}","{'h': '0.0814991', 'a': '1.2288'}",2022-10-02 13:00:00,"{'w': '0.0151', 'd': '0.2166', 'l': '0.7683'}"
18661,True,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '264', 'title': 'Salernitana', 'short_title': 'SAL'}","{'h': '5', 'a': '0'}","{'h': '3.21976', 'a': '0.568495'}",2022-10-02 13:00:00,"{'w': '0.9244', 'd': '0.0606', 'l': '0.015'}"
18652,True,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '1', 'a': '0'}","{'h': '1.64453', 'a': '0.638248'}",2022-10-02 16:00:00,"{'w': '0.6575', 'd': '0.2293', 'l': '0.1132'}"
18656,True,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': '3', 'a': '0'}","{'h': '2.51162', 'a': '0.330255'}",2022-10-02 18:45:00,"{'w': '0.8953', 'd': '0.0829', 'l': '0.0218'}"
18654,True,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '1', 'a': '2'}","{'h': '0.284674', 'a': '2.17728'}",2022-10-03 18:45:00,"{'w': '0.0246', 'd': '0.1159', 'l': '0.8595'}"
18669,True,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'h': '1', 'a': '2'}","{'h': '1.10218', 'a': '2.81804'}",2022-10-08 13:00:00,"{'w': '0.0798', 'd': '0.1366', 'l': '0.7836'}"
18665,True,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '2', 'a': '0'}","{'h': '2.30469', 'a': '0.673421'}",2022-10-08 16:00:00,"{'w': '0.8024', 'd': '0.1391', 'l': '0.0585'}"
18662,True,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '1', 'a': '1'}","{'h': '0.669175', 'a': '0.823033'}",2022-10-08 18:45:00,"{'w': '0.2578', 'd': '0.3697', 'l': '0.3725'}"
18670,True,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'h': '1', 'a': '1'}","{'h': '2.73808', 'a': '0.14731'}",2022-10-09 10:30:00,"{'w': '0.9404', 'd': '0.0533', 'l': '0.0063'}"
18666,True,"{'id': '271', 'title': 'Monza', 'short_title': 'MON'}","{'id': '260', 'title': 'Spezia', 'short_title': 'SPE'}","{'h': '2', 'a': '0'}","{'h': '0.763016', 'a': '0.534751'}",2022-10-09 13:00:00,"{'w': '0.3937', 'd': '0.3831', 'l': '0.2232'}"
18668,True,"{'id': '264', 'title': 'Salernitana', 'short_title': 'SAL'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '2', 'a': '1'}","{'h': '0.975817', 'a': '0.947745'}",2022-10-09 13:00:00,"{'w': '0.3157', 'd': '0.3579', 'l': '0.3264'}"
18671,True,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '2', 'a': '2'}","{'h': '1.11402', 'a': '1.97537'}",2022-10-09 13:00:00,"{'w': '0.1404', 'd': '0.2412', 'l': '0.6184'}"
18663,True,"{'id': '272', 'title': 'Cremonese', 'short_title': 'CRE'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '1', 'a': '4'}","{'h': '0.762438', 'a': '4.47078'}",2022-10-09 16:00:00,"{'w': '0.0046', 'd': '0.0188', 'l': '0.9766'}"
18667,True,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'h': '2', 'a': '1'}","{'h': '3.61927', 'a': '0.326132'}",2022-10-09 18:45:00,"{'w': '0.9703', 'd': '0.0253', 'l': '0.0044'}"
18664,True,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': '0', 'a': '4'}","{'h': '2.60463', 'a': '2.19633'}",2022-10-10 18:45:00,"{'w': '0.4646', 'd': '0.2139', 'l': '0.3215'}"
