match_id,season,date_str,date_parsed,home_team,home_short,away_team,away_short,home_goals,away_goals,home_xg,away_xg,is_result
30323,2025,2025-11-29 17:30:00,2025-11-29T17:30:00+00:00,Bayer Leverkusen,LEV,Borussia Dortmund,DOR,,,,,False
30328,2025,2025-11-30 14:30:00,2025-11-30T14:30:00+00:00,Hamburger SV,HAM,VfB Stuttgart,STU,,,,,False
30326,2025,2025-11-30 16:30:00,2025-11-30T16:30:00+00:00,Eintracht Frankfurt,EIN,Wolfsburg,WOL,,,,,False
30327,2025,2025-11-30 18:30:00,2025-11-30T18:30:00+00:00,Freiburg,FRE,Mainz 05,MAI,,,,,False
30332,2025,2025-12-06 12:30:00,2025-12-06T12:30:00+00:00,VfB Stuttgart,STU,Bayern Munich,BAY,,,,,False
30333,2025,2025-12-06 12:30:00,2025-12-06T12:30:00+00:00,Wolfsburg,WOL,Union Berlin,UNI,,,,,False
30334,2025,2025-12-06 12:30:00,2025-12-06T12:30:00+00:00,Augsburg,AUG,Bayer Leverkusen,LEV,,,,,False
30335,2025,2025-12-06 12:30:00,2025-12-06T12:30:00+00:00,Borussia Dortmund,DOR,Hoffenheim,HOF,,,,,False
30336,2025,2025-12-06 12:30:00,2025-12-06T12:30:00+00:00,FC Cologne,COL,St. Pauli,SPA,,,,,False
30337,2025,2025-12-06 12:30:00,2025-12-06T12:30:00+00:00,Hamburger SV,HAM,Werder Bremen,WER,,,,,False
30338,2025,2025-12-06 12:30:00,2025-12-06T12:30:00+00:00,FC Heidenheim,HEI,Freiburg,FRE,,,,,False
30339,2025,2025-12-06 12:30:00,2025-12-06T12:30:00+00:00,Mainz 05,MAI,Borussia M.Gladbach,BMG,,,,,False
30340,2025,2025-12-06 12:30:00,2025-12-06T12:30:00+00:00,RasenBallsport Leipzig,RBL,Eintracht Frankfurt,EIN,,,,,False
30341,2025,2025-12-13 12:30:00,2025-12-13T12:30:00+00:00,Bayer Leverkusen,LEV,FC Cologne,COL,,,,,False
30342,2025,2025-12-13 12:30:00,2025-12-13T12:30:00+00:00,Bayern Munich,BAY,Mainz 05,MAI,,,,,False
30343,2025,2025-12-13 12:30:00,2025-12-13T12:30:00+00:00,Borussia M.Gladbach,BMG,Wolfsburg,WOL,,,,,False
30344,2025,2025-12-13 12:30:00,2025-12-13T12:30:00+00:00,Eintracht Frankfurt,EIN,Augsburg,AUG,,,,,False
30345,2025,2025-12-13 12:30:00,2025-12-13T12:30:00+00:00,Freiburg,FRE,Borussia Dortmund,DOR,,,,,False
30346,2025,2025-12-13 12:30:00,2025-12-13T12:30:00+00:00,Hoffenheim,HOF,Hamburger SV,HAM,,,,,False
30347,2025,2025-12-13 12:30:00,2025-12-13T12:30:00+00:00,St. Pauli,SPA,FC Heidenheim,HEI,,,,,False
30348,2025,2025-12-13 12:30:00,2025-12-13T12:30:00+00:00,Union Berlin,UNI,RasenBallsport Leipzig,RBL,,,,,False
30349,2025,2025-12-13 12:30:00,2025-12-13T12:30:00+00:00,Werder Bremen,WER,VfB Stuttgart,STU,,,,,False
30350,2025,2025-12-20 12:30:00,2025-12-20T12:30:00+00:00,Augsburg,AUG,Werder Bremen,WER,,,,,False
30351,2025,2025-12-20 12:30:00,2025-12-20T12:30:00+00:00,Borussia Dortmund,DOR,Borussia M.Gladbach,BMG,,,,,False
30352,2025,2025-12-20 12:30:00,2025-12-20T12:30:00+00:00,FC Cologne,COL,Union Berlin,UNI,,,,,False
30353,2025,2025-12-20 12:30:00,2025-12-20T12:30:00+00:00,Hamburger SV,HAM,Eintracht Frankfurt,EIN,,,,,False
30354,2025,2025-12-20 12:30:00,2025-12-20T12:30:00+00:00,FC Heidenheim,HEI,Bayern Munich,BAY,,,,,False
30355,2025,2025-12-20 12:30:00,2025-12-20T12:30:00+00:00,Mainz 05,MAI,St. Pauli,SPA,,,,,False
30356,2025,2025-12-20 12:30:00,2025-12-20T12:30:00+00:00,RasenBallsport Leipzig,RBL,Bayer Leverkusen,LEV,,,,,False
30357,2025,2025-12-20 12:30:00,2025-12-20T12:30:00+00:00,VfB Stuttgart,STU,Hoffenheim,HOF,,,,,False
30358,2025,2025-12-20 12:30:00,2025-12-20T12:30:00+00:00,Wolfsburg,WOL,Freiburg,FRE,,,,,False
30359,2025,2026-01-10 12:30:00,2026-01-10T12:30:00+00:00,Bayer Leverkusen,LEV,VfB Stuttgart,STU,,,,,False
30360,2025,2026-01-10 12:30:00,2026-01-10T12:30:00+00:00,Bayern Munich,BAY,Wolfsburg,WOL,,,,,False
30361,2025,2026-01-10 12:30:00,2026-01-10T12:30:00+00:00,Borussia M.Gladbach,BMG,Augsburg,AUG,,,,,False
30362,2025,2026-01-10 12:30:00,2026-01-10T12:30:00+00:00,Eintracht Frankfurt,EIN,Borussia Dortmund,DOR,,,,,False
30363,2025,2026-01-10 12:30:00,2026-01-10T12:30:00+00:00,Freiburg,FRE,Hamburger SV,HAM,,,,,False
30364,2025,2026-01-10 12:30:00,2026-01-10T12:30:00+00:00,FC Heidenheim,HEI,FC Cologne,COL,,,,,False
30365,2025,2026-01-10 12:30:00,2026-01-10T12:30:00+00:00,St. Pauli,SPA,RasenBallsport Leipzig,RBL,,,,,False
30366,2025,2026-01-10 12:30:00,2026-01-10T12:30:00+00:00,Union Berlin,UNI,Mainz 05,MAI,,,,,False
30367,2025,2026-01-10 12:30:00,2026-01-10T12:30:00+00:00,Werder Bremen,WER,Hoffenheim,HOF,,,,,False
30368,2025,2026-01-14 12:30:00,2026-01-14T12:30:00+00:00,Augsburg,AUG,Union Berlin,UNI,,,,,False
30369,2025,2026-01-14 12:30:00,2026-01-14T12:30:00+00:00,Borussia Dortmund,DOR,Werder Bremen,WER,,,,,False
30370,2025,2026-01-14 12:30:00,2026-01-14T12:30:00+00:00,FC Cologne,COL,Bayern Munich,BAY,,,,,False
30371,2025,2026-01-14 12:30:00,2026-01-14T12:30:00+00:00,Hamburger SV,HAM,Bayer Leverkusen,LEV,,,,,False
30372,2025,2026-01-14 12:30:00,2026-01-14T12:30:00+00:00,Hoffenheim,HOF,Borussia M.Gladbach,BMG,,,,,False
30373,2025,2026-01-14 12:30:00,2026-01-14T12:30:00+00:00,Mainz 05,MAI,FC Heidenheim,HEI,,,,,False
30374,2025,2026-01-14 12:30:00,2026-01-14T12:30:00+00:00,RasenBallsport Leipzig,RBL,Freiburg,FRE,,,,,False
30375,2025,2026-01-14 12:30:00,2026-01-14T12:30:00+00:00,VfB Stuttgart,STU,Eintracht Frankfurt,EIN,,,,,False
30376,2025,2026-01-14 12:30:00,2026-01-14T12:30:00+00:00,Wolfsburg,WOL,St. Pauli,SPA,,,,,False
30377,2025,2026-01-17 12:30:00,2026-01-17T12:30:00+00:00,Augsburg,AUG,Freiburg,FRE,,,,,False
30378,2025,2026-01-17 12:30:00,2026-01-17T12:30:00+00:00,Borussia Dortmund,DOR,St. Pauli,SPA,,,,,False
30379,2025,2026-01-17 12:30:00,2026-01-17T12:30:00+00:00,FC Cologne,COL,Mainz 05,MAI,,,,,False
30380,2025,2026-01-17 12:30:00,2026-01-17T12:30:00+00:00,Hamburger SV,HAM,Borussia M.Gladbach,BMG,,,,,False
30381,2025,2026-01-17 12:30:00,2026-01-17T12:30:00+00:00,Hoffenheim,HOF,Bayer Leverkusen,LEV,,,,,False
30382,2025,2026-01-17 12:30:00,2026-01-17T12:30:00+00:00,RasenBallsport Leipzig,RBL,Bayern Munich,BAY,,,,,False
30383,2025,2026-01-17 12:30:00,2026-01-17T12:30:00+00:00,VfB Stuttgart,STU,Union Berlin,UNI,,,,,False
30384,2025,2026-01-17 12:30:00,2026-01-17T12:30:00+00:00,Werder Bremen,WER,Eintracht Frankfurt,EIN,,,,,False
30385,2025,2026-01-17 12:30:00,2026-01-17T12:30:00+00:00,Wolfsburg,WOL,FC Heidenheim,HEI,,,,,False
30386,2025,2026-01-24 12:30:00,2026-01-24T12:30:00+00:00,Bayer Leverkusen,LEV,Werder Bremen,WER,,,,,False
30387,2025,2026-01-24 12:30:00,2026-01-24T12:30:00+00:00,Bayern Munich,BAY,Augsburg,AUG,,,,,False
30388,2025,2026-01-24 12:30:00,2026-01-24T12:30:00+00:00,Borussia M.Gladbach,BMG,VfB Stuttgart,STU,,,,,False
30389,2025,2026-01-24 12:30:00,2026-01-24T12:30:00+00:00,Eintracht Frankfurt,EIN,Hoffenheim,HOF,,,,,False
30390,2025,2026-01-24 12:30:00,2026-01-24T12:30:00+00:00,Freiburg,FRE,FC Cologne,COL,,,,,False
30391,2025,2026-01-24 12:30:00,2026-01-24T12:30:00+00:00,FC Heidenheim,HEI,RasenBallsport Leipzig,RBL,,,,,False
30392,2025,2026-01-24 12:30:00,2026-01-24T12:30:00+00:00,Mainz 05,MAI,Wolfsburg,WOL,,,,,False
30393,2025,2026-01-24 12:30:00,2026-01-24T12:30:00+00:00,St. Pauli,SPA,Hamburger SV,HAM,,,,,False
30394,2025,2026-01-24 12:30:00,2026-01-24T12:30:00+00:00,Union Berlin,UNI,Borussia Dortmund,DOR,,,,,False
30395,2025,2026-01-31 12:30:00,2026-01-31T12:30:00+00:00,Augsburg,AUG,St. Pauli,SPA,,,,,False
30396,2025,2026-01-31 12:30:00,2026-01-31T12:30:00+00:00,Borussia Dortmund,DOR,FC Heidenheim,HEI,,,,,False
30397,2025,2026-01-31 12:30:00,2026-01-31T12:30:00+00:00,Eintracht Frankfurt,EIN,Bayer Leverkusen,LEV,,,,,False
30398,2025,2026-01-31 12:30:00,2026-01-31T12:30:00+00:00,FC Cologne,COL,Wolfsburg,WOL,,,,,False
30399,2025,2026-01-31 12:30:00,2026-01-31T12:30:00+00:00,Hamburger SV,HAM,Bayern Munich,BAY,,,,,False
30400,2025,2026-01-31 12:30:00,2026-01-31T12:30:00+00:00,Hoffenheim,HOF,Union Berlin,UNI,,,,,False
30401,2025,2026-01-31 12:30:00,2026-01-31T12:30:00+00:00,RasenBallsport Leipzig,RBL,Mainz 05,MAI,,,,,False
30402,2025,2026-01-31 12:30:00,2026-01-31T12:30:00+00:00,VfB Stuttgart,STU,Freiburg,FRE,,,,,False
30403,2025,2026-01-31 12:30:00,2026-01-31T12:30:00+00:00,Werder Bremen,WER,Borussia M.Gladbach,BMG,,,,,False
30404,2025,2026-02-07 12:30:00,2026-02-07T12:30:00+00:00,Bayern Munich,BAY,Hoffenheim,HOF,,,,,False
30405,2025,2026-02-07 12:30:00,2026-02-07T12:30:00+00:00,Borussia M.Gladbach,BMG,Bayer Leverkusen,LEV,,,,,False
30406,2025,2026-02-07 12:30:00,2026-02-07T12:30:00+00:00,FC Cologne,COL,RasenBallsport Leipzig,RBL,,,,,False
30407,2025,2026-02-07 12:30:00,2026-02-07T12:30:00+00:00,Freiburg,FRE,Werder Bremen,WER,,,,,False
30408,2025,2026-02-07 12:30:00,2026-02-07T12:30:00+00:00,FC Heidenheim,HEI,Hamburger SV,HAM,,,,,False
30409,2025,2026-02-07 12:30:00,2026-02-07T12:30:00+00:00,Mainz 05,MAI,Augsburg,AUG,,,,,False
30410,2025,2026-02-07 12:30:00,2026-02-07T12:30:00+00:00,St. Pauli,SPA,VfB Stuttgart,STU,,,,,False
30411,2025,2026-02-07 12:30:00,2026-02-07T12:30:00+00:00,Union Berlin,UNI,Eintracht Frankfurt,EIN,,,,,False
30412,2025,2026-02-07 12:30:00,2026-02-07T12:30:00+00:00,Wolfsburg,WOL,Borussia Dortmund,DOR,,,,,False
30413,2025,2026-02-14 12:30:00,2026-02-14T12:30:00+00:00,Augsburg,AUG,FC Heidenheim,HEI,,,,,False
30414,2025,2026-02-14 12:30:00,2026-02-14T12:30:00+00:00,Bayer Leverkusen,LEV,St. Pauli,SPA,,,,,False
30415,2025,2026-02-14 12:30:00,2026-02-14T12:30:00+00:00,Borussia Dortmund,DOR,Mainz 05,MAI,,,,,False
30416,2025,2026-02-14 12:30:00,2026-02-14T12:30:00+00:00,Eintracht Frankfurt,EIN,Borussia M.Gladbach,BMG,,,,,False
30417,2025,2026-02-14 12:30:00,2026-02-14T12:30:00+00:00,Hamburger SV,HAM,Union Berlin,UNI,,,,,False
30418,2025,2026-02-14 12:30:00,2026-02-14T12:30:00+00:00,Hoffenheim,HOF,Freiburg,FRE,,,,,False
30419,2025,2026-02-14 12:30:00,2026-02-14T12:30:00+00:00,RasenBallsport Leipzig,RBL,Wolfsburg,WOL,,,,,False
30420,2025,2026-02-14 12:30:00,2026-02-14T12:30:00+00:00,VfB Stuttgart,STU,FC Cologne,COL,,,,,False
30421,2025,2026-02-14 12:30:00,2026-02-14T12:30:00+00:00,Werder Bremen,WER,Bayern Munich,BAY,,,,,False
30422,2025,2026-02-21 12:30:00,2026-02-21T12:30:00+00:00,Bayern Munich,BAY,Eintracht Frankfurt,EIN,,,,,False
30423,2025,2026-02-21 12:30:00,2026-02-21T12:30:00+00:00,FC Cologne,COL,Hoffenheim,HOF,,,,,False
30424,2025,2026-02-21 12:30:00,2026-02-21T12:30:00+00:00,Freiburg,FRE,Borussia M.Gladbach,BMG,,,,,False
30425,2025,2026-02-21 12:30:00,2026-02-21T12:30:00+00:00,FC Heidenheim,HEI,VfB Stuttgart,STU,,,,,False
30426,2025,2026-02-21 12:30:00,2026-02-21T12:30:00+00:00,Mainz 05,MAI,Hamburger SV,HAM,,,,,False
30427,2025,2026-02-21 12:30:00,2026-02-21T12:30:00+00:00,RasenBallsport Leipzig,RBL,Borussia Dortmund,DOR,,,,,False
30428,2025,2026-02-21 12:30:00,2026-02-21T12:30:00+00:00,St. Pauli,SPA,Werder Bremen,WER,,,,,False
30429,2025,2026-02-21 12:30:00,2026-02-21T12:30:00+00:00,Union Berlin,UNI,Bayer Leverkusen,LEV,,,,,False
30430,2025,2026-02-21 12:30:00,2026-02-21T12:30:00+00:00,Wolfsburg,WOL,Augsburg,AUG,,,,,False
30431,2025,2026-02-28 12:30:00,2026-02-28T12:30:00+00:00,Augsburg,AUG,FC Cologne,COL,,,,,False
30432,2025,2026-02-28 12:30:00,2026-02-28T12:30:00+00:00,Bayer Leverkusen,LEV,Mainz 05,MAI,,,,,False
30433,2025,2026-02-28 12:30:00,2026-02-28T12:30:00+00:00,Borussia M.Gladbach,BMG,Union Berlin,UNI,,,,,False
30434,2025,2026-02-28 12:30:00,2026-02-28T12:30:00+00:00,Borussia Dortmund,DOR,Bayern Munich,BAY,,,,,False
30435,2025,2026-02-28 12:30:00,2026-02-28T12:30:00+00:00,Eintracht Frankfurt,EIN,Freiburg,FRE,,,,,False
30436,2025,2026-02-28 12:30:00,2026-02-28T12:30:00+00:00,Hamburger SV,HAM,RasenBallsport Leipzig,RBL,,,,,False
30437,2025,2026-02-28 12:30:00,2026-02-28T12:30:00+00:00,Hoffenheim,HOF,St. Pauli,SPA,,,,,False
30438,2025,2026-02-28 12:30:00,2026-02-28T12:30:00+00:00,VfB Stuttgart,STU,Wolfsburg,WOL,,,,,False
30439,2025,2026-02-28 12:30:00,2026-02-28T12:30:00+00:00,Werder Bremen,WER,FC Heidenheim,HEI,,,,,False
30440,2025,2026-03-07 12:30:00,2026-03-07T12:30:00+00:00,Bayern Munich,BAY,Borussia M.Gladbach,BMG,,,,,False
30441,2025,2026-03-07 12:30:00,2026-03-07T12:30:00+00:00,FC Cologne,COL,Borussia Dortmund,DOR,,,,,False
30442,2025,2026-03-07 12:30:00,2026-03-07T12:30:00+00:00,Freiburg,FRE,Bayer Leverkusen,LEV,,,,,False
30443,2025,2026-03-07 12:30:00,2026-03-07T12:30:00+00:00,FC Heidenheim,HEI,Hoffenheim,HOF,,,,,False
30444,2025,2026-03-07 12:30:00,2026-03-07T12:30:00+00:00,Mainz 05,MAI,VfB Stuttgart,STU,,,,,False
30445,2025,2026-03-07 12:30:00,2026-03-07T12:30:00+00:00,RasenBallsport Leipzig,RBL,Augsburg,AUG,,,,,False
30446,2025,2026-03-07 12:30:00,2026-03-07T12:30:00+00:00,St. Pauli,SPA,Eintracht Frankfurt,EIN,,,,,False
30447,2025,2026-03-07 12:30:00,2026-03-07T12:30:00+00:00,Union Berlin,UNI,Werder Bremen,WER,,,,,False
30448,2025,2026-03-07 12:30:00,2026-03-07T12:30:00+00:00,Wolfsburg,WOL,Hamburger SV,HAM,,,,,False
30449,2025,2026-03-14 12:30:00,2026-03-14T12:30:00+00:00,Bayer Leverkusen,LEV,Bayern Munich,BAY,,,,,False
30450,2025,2026-03-14 12:30:00,2026-03-14T12:30:00+00:00,Borussia M.Gladbach,BMG,St. Pauli,SPA,,,,,False
30451,2025,2026-03-14 12:30:00,2026-03-14T12:30:00+00:00,Borussia Dortmund,DOR,Augsburg,AUG,,,,,False
30452,2025,2026-03-14 12:30:00,2026-03-14T12:30:00+00:00,Eintracht Frankfurt,EIN,FC Heidenheim,HEI,,,,,False
30453,2025,2026-03-14 12:30:00,2026-03-14T12:30:00+00:00,Freiburg,FRE,Union Berlin,UNI,,,,,False
30454,2025,2026-03-14 12:30:00,2026-03-14T12:30:00+00:00,Hamburger SV,HAM,FC Cologne,COL,,,,,False
30455,2025,2026-03-14 12:30:00,2026-03-14T12:30:00+00:00,Hoffenheim,HOF,Wolfsburg,WOL,,,,,False
30456,2025,2026-03-14 12:30:00,2026-03-14T12:30:00+00:00,VfB Stuttgart,STU,RasenBallsport Leipzig,RBL,,,,,False
30457,2025,2026-03-14 12:30:00,2026-03-14T12:30:00+00:00,Werder Bremen,WER,Mainz 05,MAI,,,,,False
30458,2025,2026-03-21 12:30:00,2026-03-21T12:30:00+00:00,Augsburg,AUG,VfB Stuttgart,STU,,,,,False
30459,2025,2026-03-21 12:30:00,2026-03-21T12:30:00+00:00,Bayern Munich,BAY,Union Berlin,UNI,,,,,False
30460,2025,2026-03-21 12:30:00,2026-03-21T12:30:00+00:00,Borussia Dortmund,DOR,Hamburger SV,HAM,,,,,False
30461,2025,2026-03-21 12:30:00,2026-03-21T12:30:00+00:00,FC Cologne,COL,Borussia M.Gladbach,BMG,,,,,False
30462,2025,2026-03-21 12:30:00,2026-03-21T12:30:00+00:00,FC Heidenheim,HEI,Bayer Leverkusen,LEV,,,,,False
30463,2025,2026-03-21 12:30:00,2026-03-21T12:30:00+00:00,Mainz 05,MAI,Eintracht Frankfurt,EIN,,,,,False
30464,2025,2026-03-21 12:30:00,2026-03-21T12:30:00+00:00,RasenBallsport Leipzig,RBL,Hoffenheim,HOF,,,,,False
30465,2025,2026-03-21 12:30:00,2026-03-21T12:30:00+00:00,St. Pauli,SPA,Freiburg,FRE,,,,,False
30466,2025,2026-03-21 12:30:00,2026-03-21T12:30:00+00:00,Wolfsburg,WOL,Werder Bremen,WER,,,,,False
30467,2025,2026-04-04 12:30:00,2026-04-04T12:30:00+00:00,Bayer Leverkusen,LEV,Wolfsburg,WOL,,,,,False
30468,2025,2026-04-04 12:30:00,2026-04-04T12:30:00+00:00,Borussia M.Gladbach,BMG,FC Heidenheim,HEI,,,,,False
30469,2025,2026-04-04 12:30:00,2026-04-04T12:30:00+00:00,Eintracht Frankfurt,EIN,FC Cologne,COL,,,,,False
30470,2025,2026-04-04 12:30:00,2026-04-04T12:30:00+00:00,Freiburg,FRE,Bayern Munich,BAY,,,,,False
30471,2025,2026-04-04 12:30:00,2026-04-04T12:30:00+00:00,Hamburger SV,HAM,Augsburg,AUG,,,,,False
30472,2025,2026-04-04 12:30:00,2026-04-04T12:30:00+00:00,Hoffenheim,HOF,Mainz 05,MAI,,,,,False
30473,2025,2026-04-04 12:30:00,2026-04-04T12:30:00+00:00,VfB Stuttgart,STU,Borussia Dortmund,DOR,,,,,False
30474,2025,2026-04-04 12:30:00,2026-04-04T12:30:00+00:00,Union Berlin,UNI,St. Pauli,SPA,,,,,False
30475,2025,2026-04-04 12:30:00,2026-04-04T12:30:00+00:00,Werder Bremen,WER,RasenBallsport Leipzig,RBL,,,,,False
30476,2025,2026-04-11 12:30:00,2026-04-11T12:30:00+00:00,Augsburg,AUG,Hoffenheim,HOF,,,,,False
30477,2025,2026-04-11 12:30:00,2026-04-11T12:30:00+00:00,Borussia Dortmund,DOR,Bayer Leverkusen,LEV,,,,,False
30478,2025,2026-04-11 12:30:00,2026-04-11T12:30:00+00:00,FC Cologne,COL,Werder Bremen,WER,,,,,False
30479,2025,2026-04-11 12:30:00,2026-04-11T12:30:00+00:00,FC Heidenheim,HEI,Union Berlin,UNI,,,,,False
30480,2025,2026-04-11 12:30:00,2026-04-11T12:30:00+00:00,Mainz 05,MAI,Freiburg,FRE,,,,,False
30481,2025,2026-04-11 12:30:00,2026-04-11T12:30:00+00:00,RasenBallsport Leipzig,RBL,Borussia M.Gladbach,BMG,,,,,False
30482,2025,2026-04-11 12:30:00,2026-04-11T12:30:00+00:00,St. Pauli,SPA,Bayern Munich,BAY,,,,,False
30483,2025,2026-04-11 12:30:00,2026-04-11T12:30:00+00:00,VfB Stuttgart,STU,Hamburger SV,HAM,,,,,False
30484,2025,2026-04-11 12:30:00,2026-04-11T12:30:00+00:00,Wolfsburg,WOL,Eintracht Frankfurt,EIN,,,,,False
30485,2025,2026-04-18 12:30:00,2026-04-18T12:30:00+00:00,Bayer Leverkusen,LEV,Augsburg,AUG,,,,,False
30486,2025,2026-04-18 12:30:00,2026-04-18T12:30:00+00:00,Bayern Munich,BAY,VfB Stuttgart,STU,,,,,False
30487,2025,2026-04-18 12:30:00,2026-04-18T12:30:00+00:00,Borussia M.Gladbach,BMG,Mainz 05,MAI,,,,,False
30488,2025,2026-04-18 12:30:00,2026-04-18T12:30:00+00:00,Eintracht Frankfurt,EIN,RasenBallsport Leipzig,RBL,,,,,False
30489,2025,2026-04-18 12:30:00,2026-04-18T12:30:00+00:00,Freiburg,FRE,FC Heidenheim,HEI,,,,,False
30490,2025,2026-04-18 12:30:00,2026-04-18T12:30:00+00:00,Hoffenheim,HOF,Borussia Dortmund,DOR,,,,,False
30491,2025,2026-04-18 12:30:00,2026-04-18T12:30:00+00:00,St. Pauli,SPA,FC Cologne,COL,,,,,False
30492,2025,2026-04-18 12:30:00,2026-04-18T12:30:00+00:00,Union Berlin,UNI,Wolfsburg,WOL,,,,,False
30493,2025,2026-04-18 12:30:00,2026-04-18T12:30:00+00:00,Werder Bremen,WER,Hamburger SV,HAM,,,,,False
30494,2025,2026-04-25 12:30:00,2026-04-25T12:30:00+00:00,Augsburg,AUG,Eintracht Frankfurt,EIN,,,,,False
30495,2025,2026-04-25 12:30:00,2026-04-25T12:30:00+00:00,Borussia Dortmund,DOR,Freiburg,FRE,,,,,False
30496,2025,2026-04-25 12:30:00,2026-04-25T12:30:00+00:00,FC Cologne,COL,Bayer Leverkusen,LEV,,,,,False
30497,2025,2026-04-25 12:30:00,2026-04-25T12:30:00+00:00,Hamburger SV,HAM,Hoffenheim,HOF,,,,,False
30498,2025,2026-04-25 12:30:00,2026-04-25T12:30:00+00:00,FC Heidenheim,HEI,St. Pauli,SPA,,,,,False
30499,2025,2026-04-25 12:30:00,2026-04-25T12:30:00+00:00,Mainz 05,MAI,Bayern Munich,BAY,,,,,False
30500,2025,2026-04-25 12:30:00,2026-04-25T12:30:00+00:00,RasenBallsport Leipzig,RBL,Union Berlin,UNI,,,,,False
30501,2025,2026-04-25 12:30:00,2026-04-25T12:30:00+00:00,VfB Stuttgart,STU,Werder Bremen,WER,,,,,False
30502,2025,2026-04-25 12:30:00,2026-04-25T12:30:00+00:00,Wolfsburg,WOL,Borussia M.Gladbach,BMG,,,,,False
30503,2025,2026-05-02 12:30:00,2026-05-02T12:30:00+00:00,Bayer Leverkusen,LEV,RasenBallsport Leipzig,RBL,,,,,False
30504,2025,2026-05-02 12:30:00,2026-05-02T12:30:00+00:00,Bayern Munich,BAY,FC Heidenheim,HEI,,,,,False
30505,2025,2026-05-02 12:30:00,2026-05-02T12:30:00+00:00,Borussia M.Gladbach,BMG,Borussia Dortmund,DOR,,,,,False
30506,2025,2026-05-02 12:30:00,2026-05-02T12:30:00+00:00,Eintracht Frankfurt,EIN,Hamburger SV,HAM,,,,,False
30507,2025,2026-05-02 12:30:00,2026-05-02T12:30:00+00:00,Freiburg,FRE,Wolfsburg,WOL,,,,,False
30508,2025,2026-05-02 12:30:00,2026-05-02T12:30:00+00:00,Hoffenheim,HOF,VfB Stuttgart,STU,,,,,False
30509,2025,2026-05-02 12:30:00,2026-05-02T12:30:00+00:00,St. Pauli,SPA,Mainz 05,MAI,,,,,False
30510,2025,2026-05-02 12:30:00,2026-05-02T12:30:00+00:00,Union Berlin,UNI,FC Cologne,COL,,,,,False
30511,2025,2026-05-02 12:30:00,2026-05-02T12:30:00+00:00,Werder Bremen,WER,Augsburg,AUG,,,,,False
30512,2025,2026-05-09 12:30:00,2026-05-09T12:30:00+00:00,Augsburg,AUG,Borussia M.Gladbach,BMG,,,,,False
30513,2025,2026-05-09 12:30:00,2026-05-09T12:30:00+00:00,Borussia Dortmund,DOR,Eintracht Frankfurt,EIN,,,,,False
30514,2025,2026-05-09 12:30:00,2026-05-09T12:30:00+00:00,FC Cologne,COL,FC Heidenheim,HEI,,,,,False
30515,2025,2026-05-09 12:30:00,2026-05-09T12:30:00+00:00,Hamburger SV,HAM,Freiburg,FRE,,,,,False
30516,2025,2026-05-09 12:30:00,2026-05-09T12:30:00+00:00,Hoffenheim,HOF,Werder Bremen,WER,,,,,False
30517,2025,2026-05-09 12:30:00,2026-05-09T12:30:00+00:00,Mainz 05,MAI,Union Berlin,UNI,,,,,False
30518,2025,2026-05-09 12:30:00,2026-05-09T12:30:00+00:00,RasenBallsport Leipzig,RBL,St. Pauli,SPA,,,,,False
30519,2025,2026-05-09 12:30:00,2026-05-09T12:30:00+00:00,VfB Stuttgart,STU,Bayer Leverkusen,LEV,,,,,False
