id,isResult,side,h,a,goals,xG,datetime,forecast,result
22281,True,a,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '5', 'a': '1'}","{'h': '4.32208', 'a': '1.486'}",2023-08-12 16:30:00,"{'w': 0.8386467007200593, 'd': 0.08697963270652609, 'l': 0.07432630806204402}",l
22292,True,h,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '4', 'a': '0'}","{'h': '3.24336', 'a': '0.721465'}",2023-08-20 13:00:00,"{'w': 0.852945084257316, 'd': 0.09717111784027617, 'l': 0.04988207331769941}",w
22302,True,a,"{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '1', 'a': '3'}","{'h': '0.630605', 'a': '2.83691'}",2023-08-27 13:00:00,"{'w': 0.05653634810223593, 'd': 0.11751677705377768, 'l': 0.8259465377397385}",w
21933,True,a,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '3', 'a': '0'}","{'h': '2.73138', 'a': '0.615503'}",2023-09-03 13:00:00,"{'w': 0.816192259562657, 'd': 0.1243960156310287, 'l': 0.059411514296529834}",l
21938,True,h,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '3', 'a': '1'}","{'h': '2.31518', 'a': '1.11696'}",2023-09-16 14:00:00,"{'w': 0.6415846608278876, 'd': 0.18823120872596646, 'l': 0.17018410450412594}",w
21947,True,a,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '0', 'a': '1'}","{'h': '1.19716', 'a': '1.13479'}",2023-09-24 13:00:00,"{'w': 0.3747119324800734, 'd': 0.28120179514019206, 'l': 0.3440862723742605}",w
21955,True,h,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'h': '6', 'a': '1'}","{'h': '1.90746', 'a': '1.72819'}",2023-09-30 11:30:00,"{'w': 0.42742568495552874, 'd': 0.21733688896248785, 'l': 0.3552374234516109}",w
21974,True,a,"{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '1', 'a': '1'}","{'h': '1.76232', 'a': '1.81618'}",2023-10-08 13:00:00,"{'w': 0.379065840718558, 'd': 0.22000004822440636, 'l': 0.40093410925153794}",d
21976,True,h,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '4', 'a': '1'}","{'h': '2.34143', 'a': '0.659622'}",2023-10-22 15:30:00,"{'w': 0.7509713246845321, 'd': 0.16181927551568748, 'l': 0.08720936981909111}",w
21987,True,h,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '256', 'title': 'Luton', 'short_title': 'LUT'}","{'h': '3', 'a': '1'}","{'h': '3.07654', 'a': '0.453117'}",2023-10-29 14:00:00,"{'w': 0.8828194097645494, 'd': 0.0868324804923813, 'l': 0.030347198386968737}",w
