id,isResult,side,h,a,goals,xG,datetime,forecast,result
27744,True,h,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '287', 'title': 'Holstein Kiel', 'short_title': 'KIE'}","{'h': '3', 'a': '2'}","{'h': '3.73706', 'a': '1.97238'}",2024-08-24 13:30:00,"{'w': 0.7009045141922908, 'd': 0.13282876040560176, 'l': 0.16625756441770895}",w
27756,True,a,"{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '3', 'a': '1'}","{'h': '2.68507', 'a': '0.832386'}",2024-08-31 13:30:00,"{'w': 0.7652421054713706, 'd': 0.1436680119839887, 'l': 0.09108971251906998}",l
27761,True,h,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': '1', 'a': '4'}","{'h': '1.06356', 'a': '3.41829'}",2024-09-14 13:30:00,"{'w': 0.07739441666373048, 'd': 0.10890349688548061, 'l': 0.8136988601575321}",l
27770,True,a,"{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '2', 'a': '1'}","{'h': '1.21587', 'a': '0.378776'}",2024-09-21 13:30:00,"{'w': 0.5770131004732475, 'd': 0.3077913366557877, 'l': 0.1151955628663627}",l
27786,True,h,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'h': '3', 'a': '4'}","{'h': '1.78654', 'a': '4.06917'}",2024-09-29 15:30:00,"{'w': 0.11818408199287492, 'd': 0.11094768595554519, 'l': 0.7708440439695406}",l
27795,True,a,"{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '1', 'a': '1'}","{'h': '1.72567', 'a': '0.893468'}",2024-10-06 17:30:00,"{'w': 0.5704005512680967, 'd': 0.23669667170090403, 'l': 0.19290277648440174}",d
27799,True,h,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '268', 'title': 'Bochum', 'short_title': 'BOC'}","{'h': '3', 'a': '1'}","{'h': '2.46268', 'a': '2.3454'}",2024-10-19 13:30:00,"{'w': 0.42715979425892836, 'd': 0.18717935225598295, 'l': 0.38566076571527214}",w
27807,True,a,"{'id': '280', 'title': 'FC Heidenheim', 'short_title': 'HEI'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '0', 'a': '0'}","{'h': '1.57817', 'a': '0.692793'}",2024-10-27 18:30:00,"{'w': 0.5866741814765261, 'd': 0.2509198705333321, 'l': 0.16240594782599865}",d
27818,True,h,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '288', 'title': 'St. Pauli', 'short_title': 'SPA'}","{'h': '0', 'a': '2'}","{'h': '0.746379', 'a': '1.1155'}",2024-11-02 14:30:00,"{'w': 0.24401172050270387, 'd': 0.3143003738829951, 'l': 0.44168790561290855}",l
27827,True,a,"{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '0', 'a': '0'}","{'h': '0.970329', 'a': '0.415649'}",2024-11-10 14:30:00,"{'w': 0.4837281561219863, 'd': 0.36157720395427917, 'l': 0.15469463992353796}",d
27837,True,h,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'h': '4', 'a': '3'}","{'h': '2.60143', 'a': '1.72976'}",2024-11-23 14:30:00,"{'w': 0.5666245442750532, 'd': 0.1834759862553617, 'l': 0.2498993546077212}",w
27847,True,a,"{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '2', 'a': '0'}","{'h': '2.62793', 'a': '0.814599'}",2024-12-01 16:30:00,"{'w': 0.7606828464412149, 'd': 0.14708169141132202, 'l': 0.09223533231258771}",l
27852,True,h,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'h': '1', 'a': '1'}","{'h': '1.49449', 'a': '1.53138'}",2024-12-08 16:30:00,"{'w': 0.37103366263519566, 'd': 0.24177057233928687, 'l': 0.3871957648379775}",d
27860,True,a,"{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '1', 'a': '1'}","{'h': '0.433347', 'a': '1.31436'}",2024-12-15 16:30:00,"{'w': 0.12183209063806184, 'd': 0.28842978559011084, 'l': 0.5897381237583244}",d
27872,True,h,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'h': '1', 'a': '2'}","{'h': '3.7229', 'a': '0.490494'}",2024-12-21 14:30:00,"{'w': 0.9231454820027447, 'd': 0.05695908649262832, 'l': 0.01988666698648565}",l
27879,True,h,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'h': '0', 'a': '1'}","{'h': '1.18042', 'a': '1.49127'}",2025-01-11 14:30:00,"{'w': 0.3002721527247342, 'd': 0.25610730896249184, 'l': 0.44362053823361597}",l
27888,True,a,"{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '5', 'a': '0'}","{'h': '3.80458', 'a': '0.222965'}",2025-01-15 19:30:00,"{'w': 0.9569931631310662, 'd': 0.036456964697779426, 'l': 0.006538615448660366}",l
27903,True,a,"{'id': '287', 'title': 'Holstein Kiel', 'short_title': 'KIE'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '1', 'a': '3'}","{'h': '0.908525', 'a': '0.905544'}",2025-01-18 14:30:00,"{'w': 0.3371533399712438, 'd': 0.32731767699410247, 'l': 0.33552898303450224}",w
27906,True,h,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'h': '2', 'a': '2'}","{'h': '2.32141', 'a': '2.30325'}",2025-01-26 14:30:00,"{'w': 0.40759361764971436, 'd': 0.19135951704379192, 'l': 0.4010468141809523}",d
27916,True,a,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '3', 'a': '1'}","{'h': '1.35418', 'a': '1.94944'}",2025-02-02 16:30:00,"{'w': 0.26625785881597785, 'd': 0.22002543565110014, 'l': 0.5137167027490118}",l
27925,True,h,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'h': '0', 'a': '4'}","{'h': '0.881646', 'a': '3.86589'}",2025-02-08 14:30:00,"{'w': 0.04252384082043803, 'd': 0.07529818038724934, 'l': 0.8821644574139674}",l
27935,True,a,"{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '1', 'a': '3'}","{'h': '0.85665', 'a': '1.91874'}",2025-02-16 14:30:00,"{'w': 0.16134099049642267, 'd': 0.21539678966833956, 'l': 0.6232622175940947}",w
27943,True,h,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'h': '1', 'a': '1'}","{'h': '0.705815', 'a': '3.67099'}",2025-02-23 18:30:00,"{'w': 0.03502240929153056, 'd': 0.07337686558559853, 'l': 0.8915932770730174}",d
27957,True,a,"{'id': '268', 'title': 'Bochum', 'short_title': 'BOC'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '0', 'a': '1'}","{'h': '1.4452', 'a': '0.525952'}",2025-03-01 14:30:00,"{'w': 0.5987742052060716, 'd': 0.26707869789841804, 'l': 0.13414709684589132}",w
27962,True,h,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '280', 'title': 'FC Heidenheim', 'short_title': 'HEI'}","{'h': '1', 'a': '1'}","{'h': '1.78028', 'a': '2.31324'}",2025-03-09 16:30:00,"{'w': 0.3000382976053424, 'd': 0.19833202371808611, 'l': 0.5016296521850332}",d
27975,True,a,"{'id': '288', 'title': 'St. Pauli', 'short_title': 'SPA'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '1', 'a': '0'}","{'h': '1.43518', 'a': '0.196271'}",2025-03-14 19:30:00,"{'w': 0.696759373494258, 'd': 0.25476028177917115, 'l': 0.04848034468144954}",l
27983,True,h,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'h': '1', 'a': '1'}","{'h': '1.94509', 'a': '0.688621'}",2025-03-29 14:30:00,"{'w': 0.6712996082057048, 'd': 0.205423737802661, 'l': 0.12327665130831426}",d
27985,True,a,"{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '3', 'a': '1'}","{'h': '1.40121', 'a': '1.18624'}",2025-04-05 13:30:00,"{'w': 0.4189532160626031, 'd': 0.2628353801197943, 'l': 0.31821140378182033}",l
27998,True,h,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'h': '2', 'a': '0'}","{'h': '1.42393', 'a': '0.969601'}",2025-04-12 13:30:00,"{'w': 0.47523318965952616, 'd': 0.26816442237219046, 'l': 0.25660238792756945}",w
28007,True,a,"{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '3', 'a': '2'}","{'h': '1.54968', 'a': '1.94701'}",2025-04-19 13:30:00,"{'w': 0.30956472726849854, 'd': 0.21871729764185877, 'l': 0.47171797224292383}",l
28016,True,h,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'h': '2', 'a': '3'}","{'h': '1.19025', 'a': '2.41526'}",2025-04-26 13:30:00,"{'w': 0.17301897716100262, 'd': 0.1829904780218651, 'l': 0.6439905002153511}",l
28027,True,a,"{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '4', 'a': '4'}","{'h': '1.91833', 'a': '1.91093'}",2025-05-03 13:30:00,"{'w': 0.3954545382047228, 'd': 0.21200364835466068, 'l': 0.3925418090823484}",d
