match_id,season,match_datetime_utc,match_outcome_code,outcome_id,forecast_home_win,forecast_draw,forecast_away_win,market_home_edge,market_expected_points_home,market_expected_points_away,market_entropy,market_logit_home,market_max_prob,match_day_index,match_day_of_year_norm,match_weekday_index,match_weekday_Friday,match_weekday_Monday,match_weekday_Saturday,match_weekday_Sunday,match_weekday_Thursday,match_weekday_Tuesday,match_weekday_Wednesday
18258,2022,2022-09-03 16:30:00,D,1,0.029,0.1347,0.8363,-0.8073,0.2217,2.6436,0.5222106907323016,-3.361691570401006,0.8363,29.0,0.6721311475409836,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18259,2022,2022-09-04 13:00:00,H,2,0.7719,0.1533,0.0748,0.6971,2.4690000000000003,0.3777,0.6812892932694505,2.3340371229753765,0.7719,30.0,0.674863387978142,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18261,2022,2022-09-04 15:30:00,H,2,0.5287,0.2353,0.236,0.2926999999999999,1.8214,0.9433,1.018178641104313,0.8065893582157945,0.5287,30.0,0.674863387978142,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18272,2022,2022-09-16 19:00:00,H,2,0.7544,0.2115,0.0341,0.7202999999999999,2.4747,0.3137999999999999,0.6563915424907661,3.0966253470297764,0.7544,42.0,0.7076502732240437,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18273,2022,2022-09-16 19:00:00,A,0,0.3774,0.2812,0.3414,0.036,1.4134000000000002,1.3054,1.0914154166815089,0.1002508225741097,0.3774,42.0,0.7076502732240437,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18274,2022,2022-09-17 11:30:00,A,0,0.0615,0.2244,0.7141,-0.6526,0.4089,2.3667,0.7472932313552659,-2.451985833742592,0.7141,43.0,0.7103825136612022,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18275,2022,2022-09-17 14:00:00,D,1,0.5126000000000001,0.303,0.1844,0.3282,1.8408,0.8562000000000002,1.0160940965213072,1.0223885028074773,0.5126000000000001,43.0,0.7103825136612022,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18278,2022,2022-09-17 16:30:00,H,2,0.4664,0.2515,0.2821,0.1842999999999999,1.6507,1.0978,1.059873013291914,0.5027820170283319,0.4664,43.0,0.7103825136612022,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18280,2022,2022-09-18 11:00:00,A,0,0.1394,0.2865,0.5741,-0.4347000000000001,0.7047,2.0088,0.9514024019697264,-1.4154560988471676,0.5741,44.0,0.7131147540983607,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18277,2022,2022-09-18 13:15:00,H,2,0.1859,0.4494,0.3647,-0.1788,1.0071,1.5435,1.0400999934071142,-0.6738662030872362,0.4494,44.0,0.7131147540983607,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
