match_id,season,match_datetime_utc,match_outcome_code,outcome_id,momentum_points_last3_delta_season_z,momentum_points_last2_delta_season_z,momentum_points_last8_delta_season_z,momentum_points_pct_last3_delta_season_z,momentum_goal_diff_last3_delta_season_z,momentum_goal_diff_last2_delta_season_z,momentum_goal_diff_last8_delta_season_z,momentum_xg_diff_last3_delta_season_z,momentum_xg_diff_last2_delta_season_z,momentum_xg_diff_last8_delta_season_z,momentum_points_exp_decay_delta_season_z,momentum_xg_exp_decay_delta_season_z,momentum_matches_last14_delta_season_z,momentum_travel_rest_ratio_delta_season_z,momentum_forecast_win_prev_delta_season_z,momentum_forecast_trend_delta_season_z,form_pct_diff_last5_season_z,form_diff_last5_season_z,rest_diff_season_z,fixture_congestion_flag_pair,momentum_fixture_congestion_delta,rest_reset_flag_pair,match_day_index_season_z,match_day_of_year_norm_season_z,match_weekday_index_season_z,match_weekday_Friday,match_weekday_Monday,match_weekday_Saturday,match_weekday_Sunday,match_weekday_Thursday,match_weekday_Tuesday,match_weekday_Wednesday
18212,2022,2022-08-13 11:30:00,H,2,0.07502904,0.047489647,0.028413355,0.07897649,-0.12352562,-0.18907197,-0.08469732,0.40985963,0.5216798,0.20121177,0.0979902,1.0924878,0.0453116,0.28896046,0.66169316,0.26514703,0.054626755,0.04841828,0.01023315,1,0,0,-1.5904201,0.5489906,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18213,2022,2022-08-13 14:00:00,D,1,0.07502904,0.047489647,0.028413355,0.07897649,-0.12352562,-0.18907197,-0.08469732,-0.2394922,-0.32561198,-0.13182323,0.0979902,-0.83313763,0.0453116,0.28896046,-0.64498353,0.26514703,0.054626755,0.04841828,0.01023315,1,0,0,-1.5904201,0.5489906,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18214,2022,2022-08-13 14:00:00,H,2,0.07502904,0.047489647,0.028413355,0.07897649,0.07880082,0.056140825,0.019799376,0.64989436,0.83488363,0.3243191,0.0979902,1.8043007,0.0453116,0.28896046,1.7347273,0.26514703,0.054626755,0.04841828,0.01023315,1,0,0,-1.5904201,0.5489906,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18215,2022,2022-08-13 14:00:00,D,1,-0.77183336,-0.9936296,-0.41530207,-2.4104207,-0.73050493,-0.92471033,-0.39818743,-0.1652914,-0.2287928,-0.09376765,-2.3277228,-0.6130983,0.0453116,0.28896046,-0.27263108,0.26514703,-2.889794,-0.5717709,0.01023315,1,0,0,-1.5904201,0.5489906,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18216,2022,2022-08-13 14:00:00,D,1,-0.20725843,-0.2995501,-0.119491786,-0.75082254,-0.12352562,-0.18907197,-0.08469732,0.41065696,0.5227202,0.2016207,-0.7105808,1.0948522,0.0453116,0.28896046,0.91279745,0.26514703,-0.92684686,-0.15831146,0.01023315,1,0,0,-1.5904201,0.5489906,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18217,2022,2022-08-13 14:00:00,H,2,0.639604,0.74156916,0.32422364,1.7385746,0.4834537,0.5465664,0.22879277,0.26566675,0.33353308,0.12725915,1.7151322,0.66488993,0.0453116,0.28896046,0.86311764,0.26514703,2.017574,0.46187773,0.01023315,1,0,0,-1.5904201,0.5489906,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18218,2022,2022-08-13 16:30:00,H,2,0.3573165,0.3945294,0.1763185,0.9087755,0.28112727,0.3013536,0.12429608,0.28522637,0.35905498,0.13729075,0.9065612,0.7228931,0.0453116,0.28896046,0.7339994,0.26514703,1.0361004,0.25514802,0.01023315,1,0,0,-1.5904201,0.5489906,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18219,2022,2022-08-14 13:00:00,H,2,0.07502904,0.047489647,0.028413355,0.07897649,0.07880082,0.056140825,0.019799376,0.26889586,0.3377465,0.12891527,0.0979902,0.67446566,0.0453116,0.28896046,0.2704034,0.26514703,0.054626755,0.04841828,0.01023315,1,0,0,-1.5797195,0.55832005,0.90739566,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18220,2022,2022-08-14 15:30:00,D,1,0.07502904,0.047489647,0.028413355,0.07897649,-0.32585207,-0.43428475,-0.18919402,0.127027,0.15263216,0.05615456,0.0979902,0.25375956,0.0453116,0.28896046,0.38894624,0.26514703,0.054626755,0.04841828,0.01023315,1,0,0,-1.5797195,0.55832005,0.90739566,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18221,2022,2022-08-15 19:00:00,D,1,0.3573165,0.3945294,0.1763185,0.9087755,0.4834537,0.5465664,0.22879277,0.41506246,0.5284686,0.20388016,0.9065612,1.1079165,0.0453116,0.28896046,1.1506209,0.26514703,1.0361004,0.25514802,0.01023315,1,0,0,-1.5690188,0.56764954,-2.4566078,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18222,2022,2022-08-20 11:30:00,H,2,0.92189145,1.0886089,0.47212878,1.323675,0.8881066,1.036992,0.43778616,0.30917323,0.39030147,0.14957243,1.3108467,0.46803448,0.0453116,0.5075799,0.3395124,-0.2156753,1.5268372,0.6686075,0.34021392,0,0,0,-1.5155158,0.6142969,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18223,2022,2022-08-20 14:00:00,H,2,-0.4895459,-0.6465899,-0.26739693,-0.75082254,-0.12352562,-0.18907197,-0.08469732,-0.41400084,-0.5533156,-0.221324,-0.7105808,-0.6042366,-1.5199982,0.83081836,-0.9024822,-0.7104233,-0.92684686,-0.3650412,0.9742946,0,0,0,-1.5155158,0.6142969,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18224,2022,2022-08-20 14:00:00,D,1,-0.77183336,-0.9936296,-0.41530207,-1.1657221,-0.12352562,-0.18907197,-0.08469732,-0.14441614,-0.2015542,-0.08306129,-1.1148663,-0.20451559,0.0453116,0.040648755,-0.38379574,-0.27234504,-1.4175837,-0.5717709,-0.35209867,0,0,0,-1.5155158,0.6142969,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18225,2022,2022-08-20 14:00:00,H,2,-0.4895459,-0.6465899,-0.26739693,-0.75082254,-0.73050493,-0.92471033,-0.39818743,-0.39248726,-0.5252441,-0.21029027,-0.7105808,-0.5723378,-1.5199982,0.52975637,-0.07637134,0.74055386,-0.92684686,-0.3650412,0.30786285,0,0,0,-1.5155158,0.6142969,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18226,2022,2022-08-20 14:00:00,A,0,0.07502904,0.047489647,0.028413355,0.07897649,0.28112727,0.3013536,0.12429608,-0.15484652,-0.21516404,-0.08841076,0.0979902,-0.21998101,0.0453116,0.042222317,-0.23524827,-0.25377747,0.054626755,0.04841828,-0.28739655,0,0,0,-1.5155158,0.6142969,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18227,2022,2022-08-20 16:30:00,A,0,-0.77183336,-0.9936296,-0.41530207,-1.1657221,-1.1351578,-1.415136,-0.60718083,-0.9149414,-1.2069563,-0.47824284,-1.1148663,-1.3469956,0.0453116,-0.7217355,-1.9191962,-1.2227718,-1.4175837,-0.5717709,-0.23563488,0,0,0,-1.5155158,0.6142969,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18228,2022,2022-08-21 13:00:00,H,2,0.07502904,0.047489647,0.028413355,0.07897649,0.07880082,0.056140825,0.019799376,-0.22505863,-0.3067787,-0.12442064,0.0979902,-0.32408652,0.0453116,-0.7414519,0.43567476,1.3784268,0.054626755,0.04841828,-0.28739655,0,0,0,-1.5048152,0.6236264,0.90739566,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18229,2022,2022-08-21 13:00:00,A,0,-1.0541208,-1.3406694,-0.5632072,-1.5806216,-0.73050493,-0.92471033,-0.39818743,-0.90042,-1.1880084,-0.47079524,-1.5191518,-1.3254644,0.0453116,0.5114544,-0.7499997,0.35547045,-1.9083205,-0.7785007,0.2755118,0,0,0,-1.5048152,0.6236264,0.90739566,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18230,2022,2022-08-21 15:30:00,D,1,-0.4895459,-0.6465899,-0.26739693,-0.75082254,-0.73050493,-0.92471033,-0.39818743,-0.8379605,-1.1065096,-0.43876144,-0.7105808,-1.2328539,-1.5199982,0.5661079,-1.6998181,-0.98603547,-0.92684686,-0.3650412,0.34021392,0,0,0,-1.5048152,0.6236264,0.90739566,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18231,2022,2022-08-22 19:00:00,H,2,-0.4895459,-0.6465899,-0.26739693,-0.75082254,-0.9328314,-1.1699232,-0.5026841,-0.52663505,-0.70028377,-0.27909103,-0.7105808,-0.77124256,0.0453116,-1.0951296,-0.5175868,0.42509878,-0.92684686,-0.3650412,-0.97323895,0,0,0,-1.4941146,0.63295585,-2.4566078,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18232,2022,2022-08-27 11:30:00,A,0,0.3573165,0.3945294,0.1763185,0.35557616,0.4834537,1.036992,0.22879277,-0.039339267,0.23660393,-0.029170202,0.30013296,0.14014056,0.0453116,-0.10337713,0.65529877,0.60593903,0.38178462,0.25514802,-0.64325815,0,0,0,-1.4406116,0.6796033,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18234,2022,2022-08-27 14:00:00,H,2,0.07502904,0.047489647,0.028413355,0.07897649,-0.12352562,-0.18907197,-0.08469732,0.31367046,0.2265596,0.15187895,0.0979902,0.22327727,0.0453116,0.28896046,-0.1663852,-0.5640104,0.054626755,0.04841828,0.01023315,0,0,0,-1.4406116,0.6796033,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18236,2022,2022-08-27 14:00:00,H,2,-0.20725843,0.3945294,-0.119491786,-0.1976232,0.8881066,1.5274175,0.43778616,1.1235725,1.1353731,0.5672558,-0.10415255,1.0951244,0.0453116,0.26527104,0.7826954,-0.25184336,-0.27253112,-0.15831146,-0.022117905,0,0,0,-1.4406116,0.6796033,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18233,2022,2022-08-27 14:00:00,D,1,0.92189145,0.74156916,0.47212878,0.9087755,1.090433,1.036992,0.5422829,0.5441079,0.091169454,0.2700641,0.5022757,0.14161955,1.6106215,-0.65607727,-0.7318002,-1.2428867,1.0361004,0.6686075,-0.05446896,0,0,0,-1.4406116,0.6796033,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18237,2022,2022-08-27 14:00:00,H,2,0.92189145,0.047489647,0.47212878,0.9087755,1.2927594,0.5465664,0.6467796,1.1101037,0.5966604,0.56034803,0.30013296,0.77905834,0.0453116,1.1807952,-0.19835734,-1.1372837,1.0361004,0.6686075,1.0260563,0,0,0,-1.4406116,0.6796033,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18235,2022,2022-08-27 14:00:00,H,2,0.92189145,0.3945294,0.47212878,0.9087755,0.28112727,0.056140825,0.12429608,1.0670791,0.77355635,0.53828186,0.7044185,0.7708517,0.0453116,0.26471624,0.15554963,-0.5719403,1.0361004,0.6686075,-0.022117905,0,0,0,-1.4406116,0.6796033,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18238,2022,2022-08-27 16:30:00,H,2,1.2041789,0.74156916,0.6200339,1.1853752,1.2927594,1.036992,0.6467796,1.0153577,0.88680995,0.51175535,0.9065612,0.8645347,0.0453116,-0.5931741,0.4907652,-0.5210729,1.3632582,0.8753372,0.042584207,0,0,0,-1.4406116,0.6796033,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18239,2022,2022-08-28 13:00:00,A,0,0.92189145,1.0886089,0.47212878,0.9087755,0.4834537,0.5465664,0.22879277,0.68177885,0.14513218,0.34067178,0.7044185,0.38675657,-1.5199982,0.31264988,0.059879158,-0.47523427,1.0361004,0.6686075,0.042584207,0,0,0,-1.429911,0.6889327,0.90739566,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18240,2022,2022-08-28 13:00:00,D,1,-1.0541208,-0.2995501,-0.5632072,-1.0274222,-0.73050493,-0.18907197,-0.39818743,0.23479818,0.7536657,0.11142748,-0.91272354,0.37622064,0.0453116,-0.77765065,0.2268721,-0.18414913,-1.2540047,-0.7785007,-0.35209867,0,0,0,-1.429911,0.6889327,0.90739566,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18241,2022,2022-08-28 15:30:00,A,0,-0.77183336,0.047489647,-0.41530207,-0.75082254,-0.9328314,0.056140825,-0.5026841,-0.9136942,-0.27425724,-0.47760323,-0.91272354,-0.84166855,-1.5199982,0.35058793,-0.6776935,-0.50985503,-0.92684686,-0.5717709,0.074935265,0,0,0,-1.429911,0.6889327,0.90739566,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18242,2022,2022-08-30 18:30:00,H,2,-0.77183336,-0.9936296,-0.7111123,-0.75082254,-0.5281785,-0.67949754,-0.39818743,-0.67894405,-0.47110748,-0.534264,-1.3170091,-0.80632395,0.0453116,0.559388,-0.7522132,-0.5437021,-1.1722152,-0.9852304,0.34021392,0,0,0,-1.4085097,0.7075917,-1.8959405,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18243,2022,2022-08-30 18:30:00,D,1,0.07502904,0.74156916,-0.119491786,0.07897649,-0.5281785,0.3013536,-0.5026841,-0.05869986,0.2636409,-0.12950492,-0.0030811764,-0.4743225,0.0453116,0.28896046,-1.0972663,-2.2258067,-0.19074166,-0.15831146,0.01023315,0,0,0,-1.4085097,0.7075917,-1.8959405,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18244,2022,2022-08-30 18:45:00,H,2,0.07502904,0.047489647,-0.41530207,0.07897649,0.4834537,0.5465664,-0.18919402,0.5649262,0.99813974,-0.05417816,-0.8116522,0.3724709,0.0453116,0.5114544,0.20719694,-0.9804265,-0.68147844,-0.5717709,0.2755118,0,0,0,-1.4085097,0.7075917,-1.8959405,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18245,2022,2022-08-30 19:00:00,D,1,0.639604,0.3945294,0.76793903,0.63217586,0.68578017,0.5465664,0.5422829,0.851818,0.48509896,0.5778025,0.5022757,0.6727017,0.0453116,0.042222317,0.24876072,-0.3702115,1.2814687,1.0820669,-0.28739655,0,0,0,-1.4085097,0.7075917,-1.8959405,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18246,2022,2022-08-31 18:30:00,H,2,0.92189145,1.0886089,0.9158442,0.9087755,1.495086,1.036992,1.1692631,1.9883263,2.032784,1.519138,1.6140609,2.4912746,0.0453116,-0.20680648,2.342198,1.0298983,1.5268372,1.2887967,-0.64972836,0,0,0,-1.3978091,0.71692115,-1.3352733,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18247,2022,2022-08-31 18:30:00,H,2,1.7687539,2.129728,1.3595597,1.7385746,1.6974124,1.7726303,1.2737597,1.6429242,1.7951962,0.87581664,2.220489,1.5216612,0.0453116,0.089711666,1.610282,-0.1435326,2.2629423,1.9089859,-0.28739655,0,0,0,-1.3978091,0.71692115,-1.3352733,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18248,2022,2022-08-31 18:30:00,D,1,-0.4895459,-0.2995501,0.1763185,-0.47422287,-2.9560957,-2.6411998,-1.234161,-1.4236882,-1.3964468,-0.75360096,-0.10415255,-1.5741361,0.0453116,0.0460968,-0.2465615,0.13343343,0.29999515,0.25514802,-0.35209867,0,0,0,-1.3978091,0.71692115,-1.3352733,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18249,2022,2022-08-31 18:45:00,D,1,-1.0541208,-0.9936296,-1.0069226,-1.0274222,-0.9328314,-0.92471033,-1.0251676,-0.6817113,-1.0223656,-0.8166522,-0.91272354,-1.0936128,0.0453116,0.05136728,-1.1395679,0.14000945,-1.6629521,-1.3986899,-0.35209867,0,0,0,-1.3978091,0.71692115,-1.3352733,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18250,2022,2022-08-31 19:00:00,H,2,0.3573165,0.3945294,-0.119491786,0.35557616,1.6974124,2.0178432,0.6467796,1.8046772,1.6840764,0.84599894,0.5022757,1.894859,0.0453116,-0.3600107,1.2627693,0.8747818,-0.19074166,-0.15831146,-0.64325815,0,0,0,-1.3978091,0.71692115,-1.3352733,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18251,2022,2022-09-01 19:00:00,A,0,-1.6186957,-2.0347488,-0.7111123,-1.5806216,-0.32585207,-0.92471033,-0.08469732,-0.6844619,-0.30978176,-0.3815153,-1.6202232,-0.23567545,0.0453116,1.0049121,0.3891922,1.2383964,-1.1722152,-0.9852304,0.7284266,0,0,0,-1.3871086,0.72625065,-0.77460605,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18252,2022,2022-09-03 11:30:00,D,1,-0.77183336,-1.3406694,-0.7111123,-0.75082254,-1.7421372,-2.395987,-1.1296643,-1.2331206,-1.9517585,-1.1976002,-1.1148663,-1.3166776,0.0453116,-1.2117718,-0.50184673,1.18985,-0.92684686,-0.9852304,-0.300337,1,0,0,-1.3657074,0.7449096,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18254,2022,2022-09-03 14:00:00,A,0,0.07502904,-0.2995501,0.028413355,0.07897649,0.8881066,0.3013536,0.5422829,0.6100248,0.46193314,0.26916286,-0.20522393,0.06530436,0.0453116,-1.2629203,0.09160536,0.017579623,0.054626755,0.04841828,-0.31974763,1,0,0,-1.3657074,0.7449096,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18255,2022,2022-09-03 14:00:00,H,2,0.3573165,0.3945294,0.47212878,0.35557616,0.4834537,0.5465664,0.5422829,0.7267227,1.1066899,0.61228985,-0.0030811764,0.73158276,-1.5199982,-0.60101986,0.18998116,-1.1309011,0.64351094,0.6686075,0.026408678,1,-1,0,-1.3657074,0.7449096,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18253,2022,2022-09-03 14:00:00,D,1,-0.4895459,0.047489647,0.1763185,-0.47422287,-0.12352562,0.3013536,0.33328947,-0.09840691,1.0227276,0.07130634,-0.15468824,0.32960495,0.0453116,-0.59110755,0.06971674,-0.9560566,0.2509215,0.25514802,0.029643783,1,0,0,-1.3657074,0.7449096,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18257,2022,2022-09-03 14:00:00,H,2,-0.4895459,0.3945294,-0.26739693,-0.47422287,-0.5281785,0.3013536,0.019799376,-0.1020163,0.77476406,0.014511175,-0.0030811764,0.4685624,0.0453116,-0.65064955,0.9496884,0.24948066,-0.3379627,-0.3650412,0.003762939,1,0,0,-1.3657074,0.7449096,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18260,2022,2022-09-03 14:00:00,H,2,-0.20725843,-0.2995501,0.47212878,-0.1976232,-0.32585207,-0.18907197,0.22879277,-0.26965696,-0.21509552,0.34769478,-0.10415255,-0.03891135,0.0453116,-0.6643958,-0.297471,-0.329595,0.64351094,0.6686075,-0.002707272,1,0,0,-1.3657074,0.7449096,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18256,2022,2022-09-03 14:00:00,H,2,-1.0541208,-0.2995501,-0.5632072,-1.0274222,-0.32585207,0.056140825,0.019799376,-0.25082067,0.23984711,0.10829015,-0.8116522,0.372433,-1.5199982,0.23995368,1.1520966,1.2548364,-0.73055214,-0.7785007,-0.012412589,1,-1,0,-1.3657074,0.7449096,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18258,2022,2022-09-03 16:30:00,D,1,-1.9009832,-2.0347488,-1.450638,-1.8572212,-2.3491166,-2.395987,-1.9656379,-2.786517,-2.4847908,-1.7863315,-1.973973,-2.824972,-1.5199982,-0.26296085,-2.0731544,-0.09904784,-1.9083205,-2.018879,-0.28739655,1,-1,0,-1.3657074,0.7449096,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18259,2022,2022-09-04 13:00:00,H,2,1.7687539,1.0886089,1.3595597,1.7385746,1.090433,0.5465664,0.855773,0.95787674,0.56585723,1.0628666,1.1592396,1.0215794,1.6106215,-1.6433189,1.2094005,0.9175258,1.8212793,1.9089859,-0.61737734,1,1,0,-1.3550067,0.7542391,0.90739566,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18261,2022,2022-09-04 15:30:00,H,2,0.07502904,0.047489647,-0.8590175,0.07897649,-0.32585207,0.056140825,-1.1296643,-1.057356,-1.0649601,-0.98077685,-0.20522393,-1.1441584,1.6106215,-1.240721,-0.8574753,0.22298321,-1.1231416,-1.1919601,0.3919756,1,1,0,-1.3550067,0.7542391,0.90739566,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18272,2022,2022-09-16 19:00:00,H,2,-0.4895459,-0.6465899,-0.41530207,-0.47422287,-0.12352562,-0.18907197,-0.18919402,-0.96923095,-1.2630116,-0.51828986,-0.20522393,-1.0370274,0.0453116,1.1217611,-0.6078467,0.23652205,-0.5342574,-0.5717709,-0.2647508,1,1,0,-1.2265995,0.86619276,-0.2139388,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18273,2022,2022-09-16 19:00:00,A,0,-0.77183336,-0.9936296,-0.5632072,-0.75082254,-1.5398107,-1.6603488,-1.0251676,0.13947685,0.19990203,-0.27078235,-0.58424157,0.58996177,0.0453116,1.0510105,1.378115,1.47668,-0.5342574,-0.5717709,-0.300337,1,1,0,-1.2265995,0.86619276,-0.2139388,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18274,2022,2022-09-17 11:30:00,A,0,-0.4895459,0.047489647,-1.1548277,-0.47422287,-1.3374842,-1.1699232,-1.5476512,-1.6062652,-1.09947,-1.6085712,0.12325804,-1.3446287,0.0453116,1.6351299,-1.0510297,-0.2864641,-0.92684686,-0.9852304,-0.022117905,1,0,0,-1.2158989,0.87552226,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18275,2022,2022-09-17 14:00:00,D,1,-0.4895459,-0.9936296,0.028413355,-0.47422287,1.495086,-0.43428475,1.4827532,2.0754383,0.9070024,1.2740111,-0.73584867,1.5937172,0.0453116,1.7037368,1.7214466,1.3770728,0.054626755,0.04841828,0.003762939,1,0,0,-1.2158989,0.87552226,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18278,2022,2022-09-17 16:30:00,H,2,2.0510414,1.4356487,1.9511802,2.0151742,1.6974124,1.2822047,1.5872499,1.3595757,1.2936214,1.4002706,2.0436141,1.855497,-1.5199982,1.7614166,2.2762861,1.9039272,2.2138689,2.3224454,0.026408678,1,0,0,-1.2158989,0.87552226,0.34672844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
