match_id,season,match_datetime_utc,match_outcome_code,outcome_id,home_goals_for_last_5,home_goals_against_last_5,home_goal_diff_last_5,home_xg_for_last_5,home_xg_against_last_5,home_xg_diff_last_5,home_points_last_5,away_goals_for_last_5,away_goals_against_last_5,away_goal_diff_last_5,away_xg_for_last_5,away_xg_against_last_5,away_xg_diff_last_5,away_points_last_5,form_diff_last5,xg_diff_last5,match_day_index,match_day_of_year_norm,match_weekday_index,match_weekday_Friday,match_weekday_Monday,match_weekday_Saturday,match_weekday_Sunday,match_weekday_Thursday,match_weekday_Tuesday,match_weekday_Wednesday
18236,2022,2022-08-27 14:00:00,H,2,4.0,5.0,-1.0,6.10008,4.93054,1.16954,2.0,2.0,7.0,-5.0,0.923622,3.890345,-2.966723,3.0,-1.0,4.136263,22.0,0.6530054644808743,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18233,2022,2022-08-27 14:00:00,D,1,8.0,5.0,3.0,3.912437,4.251073,-0.3386359999999999,4.0,2.0,4.0,-2.0,3.351133,5.508425,-2.157292,1.0,3.0,1.818656,22.0,0.6530054644808743,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18237,2022,2022-08-27 14:00:00,H,2,9.0,3.0,6.0,7.95185,2.582834,5.369016,7.0,4.0,4.0,0.0,5.76242,4.475798,1.2866219999999997,4.0,3.0,4.082394000000001,22.0,0.6530054644808743,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18235,2022,2022-08-27 14:00:00,H,2,3.0,5.0,-2.0,4.455092,4.338773,0.1163190000000002,4.0,5.0,8.0,-3.0,1.389322,5.183317,-3.793995,1.0,3.0,3.910314,22.0,0.6530054644808743,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18238,2022,2022-08-27 16:30:00,H,2,9.0,2.0,7.0,6.15752,2.108384,4.049135999999999,9.0,5.0,4.0,1.0,5.2556899999999995,4.910005,0.3456849999999999,5.0,4.0,3.703450999999999,22.0,0.6530054644808743,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18239,2022,2022-08-28 13:00:00,A,0,3.0,6.0,-3.0,3.959683,4.874781,-0.9150979999999996,3.0,0.0,5.0,-5.0,3.101162,6.38554,-3.284378,0.0,3.0,2.3692800000000007,23.0,0.6557377049180327,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18240,2022,2022-08-28 13:00:00,D,1,1.0,3.0,-2.0,2.762688,3.4433800000000003,-0.6806920000000002,1.0,5.0,3.0,2.0,4.255751999999999,5.517995,-1.2622430000000002,5.0,-4.0,0.581551,23.0,0.6557377049180327,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18241,2022,2022-08-28 15:30:00,A,0,2.0,3.0,-1.0,3.12584,5.379519999999999,-2.25368,4.0,7.0,3.0,4.0,4.6703600000000005,2.912119,1.758241,7.0,-3.0,-4.011921,23.0,0.6557377049180327,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18242,2022,2022-08-30 18:30:00,H,2,6.0,6.0,0.0,6.181697,7.384275000000001,-1.2025780000000004,5.0,5.0,1.0,4.0,6.77356,3.5223560000000003,3.251204,10.0,-5.0,-4.453782,25.0,0.6612021857923497,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18243,2022,2022-08-30 18:30:00,D,1,6.0,8.0,-2.0,5.8543959999999995,6.861098,-1.0067020000000009,4.0,9.0,6.0,3.0,6.196347,5.905723,0.2906240000000002,5.0,-1.0,-1.2973260000000009,25.0,0.6612021857923497,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18244,2022,2022-08-30 18:45:00,H,2,5.0,8.0,-3.0,4.396026,5.200678,-0.8046519999999999,4.0,5.0,6.0,-1.0,6.204252,6.299003,-0.0947509999999995,7.0,-3.0,-0.7099010000000003,25.0,0.6612021857923497,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18245,2022,2022-08-30 19:00:00,D,1,7.0,4.0,3.0,6.24456,4.812602,1.4319579999999998,7.0,3.0,5.0,-2.0,5.005783,7.792335,-2.7865520000000004,2.0,5.0,4.21851,25.0,0.6612021857923497,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18246,2022,2022-08-31 18:30:00,H,2,13.0,5.0,8.0,10.33715,2.67481,7.66234,10.0,2.0,5.0,-3.0,3.927209,7.824249999999999,-3.897041,4.0,6.0,11.559381,26.0,0.6639344262295082,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18247,2022,2022-08-31 18:30:00,H,2,11.0,3.0,8.0,8.63179,3.0343910000000003,5.597398999999999,12.0,3.0,7.0,-4.0,4.264238,5.20937,-0.9451319999999996,3.0,9.0,6.5425309999999985,26.0,0.6639344262295082,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18248,2022,2022-08-31 18:30:00,D,1,2.0,16.0,-14.0,1.104613,8.750695,-7.646082000000001,3.0,2.0,4.0,-2.0,3.895168,5.377,-1.4818320000000005,2.0,1.0,-6.164250000000001,26.0,0.6639344262295082,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18249,2022,2022-08-31 18:45:00,D,1,1.0,5.0,-4.0,3.435751,6.690095,-3.254344,3.0,9.0,3.0,6.0,7.11509,3.713488,3.4016019999999996,10.0,-7.0,-6.655946,26.0,0.6639344262295082,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18250,2022,2022-08-31 19:00:00,H,2,13.0,5.0,8.0,10.96043,5.111530999999999,5.848899000000001,5.0,6.0,4.0,2.0,6.189372,6.650475,-0.4611030000000002,6.0,-1.0,6.310002000000002,26.0,0.6639344262295082,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18251,2022,2022-09-01 19:00:00,A,0,6.0,10.0,-4.0,3.349552,6.932477,-3.582925,1.0,4.0,7.0,-3.0,5.678298,5.99863,-0.3203319999999999,6.0,-5.0,-3.262593,27.0,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18252,2022,2022-09-03 11:30:00,D,1,4.0,6.0,-2.0,6.177673,8.837845,-2.660172,3.0,15.0,6.0,9.0,12.72162,5.755077,6.966543000000001,8.0,-5.0,-9.626715,29.0,0.6721311475409836,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18254,2022,2022-09-03 14:00:00,A,0,2.0,11.0,-9.0,4.656961,11.66184,-7.004879,4.0,2.0,16.0,-14.0,1.466648,10.283155,-8.816507000000001,4.0,0.0,1.8116280000000016,29.0,0.6721311475409836,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18255,2022,2022-09-03 14:00:00,H,2,10.0,4.0,6.0,7.838375,5.236158,2.6022169999999996,11.0,8.0,7.0,1.0,7.252627,9.137865,-1.885238,8.0,3.0,4.487455,29.0,0.6721311475409836,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18253,2022,2022-09-03 14:00:00,D,1,7.0,6.0,1.0,6.832917999999999,8.411665,-1.5787470000000003,6.0,7.0,9.0,-2.0,6.631759,8.479178000000001,-1.8474190000000008,5.0,1.0,0.2686720000000002,29.0,0.6721311475409836,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18257,2022,2022-09-03 14:00:00,H,2,10.0,7.0,3.0,7.814427,6.683086,1.1313410000000002,6.0,8.0,5.0,3.0,7.29007,5.984492,1.3055779999999997,8.0,-2.0,-0.1742369999999995,29.0,0.6721311475409836,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18260,2022,2022-09-03 14:00:00,H,2,6.0,8.0,-2.0,7.708952,7.739863,-0.0309109999999996,7.0,2.0,6.0,-4.0,4.9584209999999995,7.41338,-2.454959,4.0,3.0,2.4240480000000004,29.0,0.6721311475409836,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18256,2022,2022-09-03 14:00:00,H,2,2.0,4.0,-2.0,5.427628,5.739035,-0.3114070000000004,3.0,7.0,9.0,-2.0,5.836886,6.705378,-0.8684919999999998,7.0,-4.0,0.5570849999999994,29.0,0.6721311475409836,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18258,2022,2022-09-03 16:30:00,D,1,4.0,9.0,-5.0,4.561406,8.00908,-3.4476739999999997,3.0,19.0,5.0,14.0,14.17474,3.4045620000000003,10.770178,13.0,-10.0,-14.217852,29.0,0.6721311475409836,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18259,2022,2022-09-04 13:00:00,H,2,6.0,3.0,3.0,8.52715,4.593286,3.933864,10.0,6.0,11.0,-5.0,3.964818,8.032167,-4.067349,1.0,9.0,8.001213,30.0,0.674863387978142,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18261,2022,2022-09-04 15:30:00,H,2,5.0,7.0,-2.0,6.777988000000001,6.613896,0.1640920000000001,9.0,13.0,4.0,9.0,11.4315,3.331559,8.099941,15.0,-6.0,-7.935848999999999,30.0,0.674863387978142,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18272,2022,2022-09-16 19:00:00,H,2,5.0,8.0,-3.0,4.351902999999999,9.342169,-4.990266,4.0,6.0,6.0,0.0,6.65872,6.188567999999999,0.4701520000000001,7.0,-3.0,-5.460418000000001,42.0,0.7076502732240437,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18273,2022,2022-09-16 19:00:00,A,0,4.0,12.0,-8.0,5.750086,10.707781,-4.957694999999999,4.0,7.0,7.0,0.0,6.365963000000001,9.474985,-3.1090220000000004,7.0,-3.0,-1.848672999999999,42.0,0.7076502732240437,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18274,2022,2022-09-17 11:30:00,A,0,2.0,2.0,0.0,5.426828,6.058244999999999,-0.6314170000000003,6.0,18.0,6.0,12.0,13.508780000000002,3.437766,10.071014000000002,11.0,-5.0,-10.702431000000002,43.0,0.7103825136612022,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18275,2022,2022-09-17 14:00:00,D,1,5.0,6.0,-1.0,7.880538,9.096435,-1.2158970000000004,4.0,3.0,18.0,-15.0,1.783348,11.12321,-9.339862,4.0,0.0,8.123965,43.0,0.7103825136612022,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18278,2022,2022-09-17 16:30:00,H,2,8.0,4.0,4.0,8.899405000000002,5.231168,3.668237,11.0,6.0,14.0,-8.0,4.574612999999999,9.83276,-5.258147,0.0,11.0,8.926384,43.0,0.7103825136612022,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18280,2022,2022-09-18 11:00:00,A,0,13.0,7.0,6.0,9.63186,8.023391,1.608469,8.0,12.0,7.0,5.0,11.41787,4.154229,7.263641,12.0,-4.0,-5.655171999999999,44.0,0.7131147540983607,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18277,2022,2022-09-18 13:15:00,H,2,4.0,5.0,-1.0,7.02738,8.300865,-1.2734849999999998,4.0,3.0,6.0,-3.0,6.131833,5.533323,0.59851,4.0,0.0,-1.8719949999999996,44.0,0.7131147540983607,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18282,2022,2022-10-01 11:30:00,H,2,11.0,5.0,6.0,9.72738,4.00366,5.72372,12.0,12.0,4.0,8.0,9.298515,4.9862079999999995,4.312307,13.0,-1.0,1.4114130000000005,57.0,0.7486338797814208,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18283,2022,2022-10-01 14:00:00,D,1,4.0,15.0,-11.0,2.63635,10.98015,-8.343800000000002,5.0,9.0,10.0,-1.0,8.78412,8.447563,0.3365569999999999,5.0,0.0,-8.680357,57.0,0.7486338797814208,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18285,2022,2022-10-01 14:00:00,A,0,10.0,9.0,1.0,6.627433,9.91502,-3.2875870000000003,9.0,6.0,7.0,-1.0,9.244166,8.465033,0.7791329999999995,4.0,5.0,-4.06672,57.0,0.7486338797814208,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18288,2022,2022-10-01 14:00:00,D,1,13.0,4.0,9.0,11.76668,5.878547,5.888133,8.0,9.0,4.0,5.0,9.52991,4.2377460000000005,5.292164,10.0,-2.0,0.5959690000000002,57.0,0.7486338797814208,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18284,2022,2022-10-01 14:00:00,A,0,7.0,7.0,0.0,6.345984,9.949888,-3.603904,6.0,7.0,9.0,-2.0,6.4931350000000005,8.61748,-2.124345,7.0,-1.0,-1.4795590000000003,57.0,0.7486338797814208,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18290,2022,2022-10-01 14:00:00,A,0,4.0,5.0,-1.0,5.467962,5.535278,-0.0673159999999999,6.0,4.0,3.0,1.0,6.05004,6.289255999999999,-0.2392159999999998,7.0,-1.0,0.1718999999999999,57.0,0.7486338797814208,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18291,2022,2022-10-01 16:30:00,H,2,3.0,6.0,-3.0,4.700844,3.959353,0.7414910000000001,4.0,2.0,5.0,-3.0,4.762448,6.394315000000001,-1.6318670000000002,5.0,-1.0,2.3733580000000005,57.0,0.7486338797814208,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18289,2022,2022-10-02 13:00:00,H,2,17.0,6.0,11.0,13.24234,3.624815,9.617525,11.0,7.0,6.0,1.0,7.385998000000001,6.307376,1.0786220000000004,12.0,-1.0,8.538902999999998,58.0,0.7513661202185792,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18286,2022,2022-10-02 15:30:00,D,1,8.0,9.0,-1.0,8.1969,7.631802,0.5650979999999997,5.0,4.0,7.0,-3.0,3.028593,8.185401,-5.156808,4.0,1.0,5.721906,58.0,0.7513661202185792,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18287,2022,2022-10-03 19:00:00,H,2,6.0,16.0,-10.0,5.4784239999999995,8.808250000000001,-3.3298260000000006,0.0,5.0,15.0,-10.0,5.193796,9.971041,-4.777245,1.0,-1.0,1.4474189999999991,59.0,0.7540983606557377,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18293,2022,2022-10-08 14:00:00,H,2,4.0,12.0,-8.0,3.1831430000000003,10.31534,-7.132197000000001,6.0,9.0,14.0,-5.0,6.485175999999999,8.78839,-2.3032140000000005,3.0,3.0,-4.828983,64.0,0.76775956284153,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18295,2022,2022-10-08 14:00:00,H,2,7.0,8.0,-1.0,5.908745,7.74027,-1.8315249999999996,9.0,2.0,6.0,-4.0,4.652313,5.967574999999999,-1.3152620000000002,5.0,4.0,-0.5162629999999995,64.0,0.76775956284153,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18298,2022,2022-10-08 14:00:00,H,2,20.0,6.0,14.0,12.57955,3.125465,9.454085,13.0,3.0,6.0,-3.0,6.1860219999999995,7.29212,-1.1060979999999998,3.0,10.0,10.560183,64.0,0.76775956284153,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18299,2022,2022-10-08 14:00:00,H,2,7.0,5.0,2.0,11.703446,5.474914,6.2285319999999995,6.0,7.0,7.0,0.0,8.236600000000001,6.306351,1.930249,6.0,0.0,4.298283,64.0,0.76775956284153,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18294,2022,2022-10-08 16:30:00,A,0,12.0,7.0,5.0,10.28723,6.205294,4.081936,10.0,12.0,7.0,5.0,9.335135,6.784115,2.5510199999999994,10.0,0.0,1.5309160000000004,64.0,0.76775956284153,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18296,2022,2022-10-09 13:00:00,H,2,7.0,8.0,-1.0,5.411174,8.968988,-3.5578140000000005,5.0,6.0,7.0,-1.0,6.4985859999999995,8.119192,-1.6206060000000002,5.0,0.0,-1.9372080000000005,65.0,0.7704918032786885,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18301,2022,2022-10-09 13:00:00,H,2,5.0,4.0,1.0,4.97155,2.7088909999999995,2.262659,7.0,8.0,11.0,-3.0,4.4117939999999995,12.99348,-8.581686000000001,6.0,1.0,10.844345,65.0,0.7704918032786885,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18292,2022,2022-10-09 15:30:00,H,2,11.0,6.0,5.0,10.5006,5.295025,5.205575,12.0,15.0,6.0,9.0,11.68222,6.599537,5.082682999999999,8.0,4.0,0.1228920000000002,65.0,0.7704918032786885,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18297,2022,2022-10-09 18:00:00,A,0,5.0,3.0,2.0,6.61575,7.330551,-0.714801,9.0,10.0,8.0,2.0,8.20331,7.930555999999999,0.2727540000000006,12.0,-3.0,-0.9875550000000006,65.0,0.7704918032786885,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18300,2022,2022-10-10 19:00:00,D,1,4.0,18.0,-14.0,5.497171,9.786661,-4.28949,0.0,3.0,4.0,-1.0,4.121214999999999,5.572657,-1.451442,5.0,-5.0,-2.8380479999999997,66.0,0.773224043715847,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18303,2022,2022-10-14 19:00:00,H,2,7.0,11.0,-4.0,7.08735,7.0980110000000005,-0.0106610000000002,5.0,10.0,8.0,2.0,9.360515,6.208301,3.152214,7.0,-2.0,-3.162875,70.0,0.7841530054644809,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18306,2022,2022-10-15 11:30:00,D,1,9.0,14.0,-5.0,5.706196,8.18814,-2.4819440000000004,3.0,6.0,8.0,-2.0,4.151744,9.2308,-5.0790560000000005,5.0,-2.0,2.597112,71.0,0.7868852459016393,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18304,2022,2022-10-15 14:00:00,D,1,8.0,12.0,-4.0,4.035634999999999,13.95597,-9.920335,6.0,6.0,4.0,2.0,4.151062,6.63624,-2.485177999999999,9.0,-3.0,-7.435157,71.0,0.7868852459016393,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
