feature,baseline_accuracy,baseline_logloss,loo_accuracy,loo_logloss,accuracy_drop,logloss_increase,mean_abs_shap,shap_rank,accuracy_drop_rank
home_shots_for_avg5,0.4666666666666667,1.0507179498672485,0.46,1.0533922910690308,0.006666666666666654,0.0026743412017822266,0.013928720218790436,31.0,5.0
home_xg_diff_exp_decay,0.4666666666666667,1.0507179498672485,0.47333333333333333,1.0515706539154053,-0.006666666666666654,0.0008527040481567383,0.01181830886011012,32.0,7.0
home_xg_diff_std5,0.4666666666666667,1.0507179498672485,0.46,1.057565689086914,0.006666666666666654,0.006847739219665527,0.01133867389202869,33.0,5.0
away_goals_against_avg5,0.4666666666666667,1.0507179498672485,0.47333333333333333,1.0503562688827515,-0.006666666666666654,-0.0003616809844970703,0.010178621415818472,34.0,7.0
away_xg_diff_exp_decay,0.4666666666666667,1.0507179498672485,0.4666666666666667,1.0468860864639282,0.0,-0.0038318634033203125,0.009746308629758038,35.0,6.0
log_xg_ratio_avg5,0.4666666666666667,1.0507179498672485,0.4666666666666667,1.0458347797393799,0.0,-0.004883170127868652,0.0084544394870431,36.0,6.0
goal_diff_std_gap5,0.4666666666666667,1.0507179498672485,0.4666666666666667,1.0516455173492432,0.0,0.0009275674819946289,0.008359937321363633,37.0,6.0
home_goals_for_avg5,0.4666666666666667,1.0507179498672485,0.46,1.048133134841919,0.006666666666666654,-0.00258481502532959,0.007953698763033996,38.0,5.0
home_recent_games_frac,0.4666666666666667,1.0507179498672485,0.47333333333333333,1.0486993789672852,-0.006666666666666654,-0.002018570899963379,0.0070241422299709595,39.0,7.0
shot_diff_std_gap5,0.4666666666666667,1.0507179498672485,0.46,1.0487709045410156,0.006666666666666654,-0.0019470453262329102,0.006937214842335221,40.0,5.0
away_shot_diff_std5,0.4666666666666667,1.0507179498672485,0.47333333333333333,1.0525460243225098,-0.006666666666666654,0.0018280744552612305,0.006424525407660336,41.0,7.0
away_shots_for_avg5,0.4666666666666667,1.0507179498672485,0.4666666666666667,1.0512456893920898,0.0,0.0005277395248413086,0.004451070821217983,42.0,6.0
away_recent_games_frac,0.4666666666666667,1.0507179498672485,0.4666666666666667,1.0507179498672485,0.0,0.0,0.000823927807994187,43.0,6.0
elo_expectation_gap,0.4666666666666667,1.0507179498672485,0.4666666666666667,1.0507179498672485,0.0,0.0,0.0,44.0,6.0
