player_id,player_name,season,team,position,games,time,goals,assists,xG,xA,shots,key_passes,yellow,red,npg,npxG,xGChain,xGBuildup
3657,Kevin N&#039;Doram,2023,,MC,11,947,0,1,0.0854087555781006,0.3503229506313801,3,4,2,0,0,0.0854087555781006,1.1843273052945733,0.8385350639000535
3657,Kevin N&#039;Doram,2023,,DMC,7,601,0,1,0.1535976789891719,0.1788982413709163,3,3,2,0,0,0.1535976789891719,0.7181845530867577,0.6325290873646736
3657,Kevin N&#039;Doram,2023,,Sub,5,63,0,0,0.0439554937183856,0.0,1,0,0,0,0,0.0439554937183856,0.0602377839386463,0.0162822920829057
3657,Kevin N&#039;Doram,2021,,MC,15,1085,0,0,1.2989366762340069,0.2429002979770302,6,10,5,0,0,1.2989366762340069,2.6299177166074514,2.46090551558882
3657,Kevin N&#039;Doram,2021,,DC,1,90,0,0,0.0,0.0,0,0,0,0,0,0.0,0.5903040170669556,0.5903040170669556
3657,Kevin N&#039;Doram,2021,,Sub,3,70,0,0,0.0713272988796234,0.1254539936780929,1,1,0,0,0,0.0713272988796234,0.1967819929122924,0.0
3657,Kevin N&#039;Doram,2020,,MC,4,264,0,0,0.0,0.0,0,0,0,0,0,0.0,0.3975616134703159,0.3975616134703159
3657,Kevin N&#039;Doram,2020,,Sub,2,47,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0176915004849433,0.0176915004849433
3657,Kevin N&#039;Doram,2019,,MC,18,1544,0,0,0.1459013111889362,0.2944373954087496,8,7,2,0,0,0.1459013111889362,2.565523097291589,2.3012809129431844
3657,Kevin N&#039;Doram,2019,,DMC,1,90,0,0,0.0380215011537075,0.0,1,0,0,0,0,0.0380215011537075,0.0368071012198925,0.0368071012198925
3657,Kevin N&#039;Doram,2019,,Sub,1,9,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
3657,Kevin N&#039;Doram,2018,,DC,2,180,0,0,0.0775600969791412,0.0,1,0,2,0,0,0.0775600969791412,0.68368199467659,0.68368199467659
3657,Kevin N&#039;Doram,2018,,Sub,2,12,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
3657,Kevin N&#039;Doram,2017,,DMC,5,441,0,0,0.3370623867958784,0.0586598999798297,3,2,2,0,0,0.3370623867958784,1.0554516054689884,0.9702359065413476
3657,Kevin N&#039;Doram,2017,,Sub,4,96,0,0,0.0,0.0,0,0,0,0,0,0.0,0.4173919856548309,0.4173919856548309
3657,Kevin N&#039;Doram,2017,,MC,1,90,0,0,0.0,0.0,0,0,1,0,0,0.0,0.021901000291109,0.021901000291109
3657,Kevin N&#039;Doram,2017,,DC,1,90,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0486804991960525,0.0486804991960525
3657,Kevin N&#039;Doram,2016,,MC,3,270,0,0,0.0126414000988006,0.0,1,0,0,0,0,0.0126414000988006,0.1952726021409034,0.1952726021409034
3657,Kevin N&#039;Doram,2016,,Sub,2,47,0,1,0.0,0.0286717005074024,0,1,0,0,0,0.0,0.8027756996452808,0.7741039991378784
