player_id,player_name,season,team,position,games,time,goals,assists,xG,xA,shots,key_passes,yellow,red,npg,npxG,xGChain,xGBuildup
1126,M&#039;Baye Niang,2023,,FW,5,355,0,0,1.0030084811151028,0.205967366695404,11,5,0,0,0,1.0030084811151028,0.8477834463119507,0.1271156370639801
1126,M&#039;Baye Niang,2023,,Sub,9,337,6,1,4.774556323885918,0.7291072122752666,13,3,1,0,2,1.729361055418849,2.66859438829124,0.8203412778675556
1126,M&#039;Baye Niang,2022,,FW,17,1295,4,0,4.469852086156607,0.6040116362273693,29,5,2,1,1,2.1895663179457188,2.6055320911109447,0.5106196030974388
1126,M&#039;Baye Niang,2022,,Sub,13,185,2,0,1.6812405437231064,0.1019642353057861,8,3,0,1,2,1.6812405437231064,2.224898725748062,0.5351554900407791
1126,M&#039;Baye Niang,2021,,FW,7,506,2,1,1.5855660941451788,0.5347264893352985,9,4,0,0,2,1.5855660941451788,2.3035616539418697,0.2632046081125736
1126,M&#039;Baye Niang,2021,,Sub,15,239,1,0,1.323875905945897,0.8061309829354286,17,4,3,0,1,1.323875905945897,1.807294128462672,0.1638128031045198
1126,M&#039;Baye Niang,2020,,FW,4,311,1,0,0.2892294004559517,0.0152930999174714,5,1,0,0,1,0.2892294004559517,0.5815479010343552,0.3389421943575144
1126,M&#039;Baye Niang,2020,,Sub,5,109,0,0,0.8816665932536125,0.0,6,0,0,0,0,0.8816665932536125,0.3691474944353103,0.0
1126,M&#039;Baye Niang,2019,,FW,23,1989,8,0,7.772488225251436,0.4745668042451143,64,10,2,0,8,6.252298209816217,7.469808898866177,1.467103198170662
1126,M&#039;Baye Niang,2019,,ML,1,90,1,0,0.1176719963550567,0.0,1,0,0,0,1,0.1176719963550567,0.2061280012130737,0.0884556025266647
1126,M&#039;Baye Niang,2019,,Sub,2,58,0,0,0.0667001008987426,0.0,1,0,0,0,0,0.0667001008987426,0.0667001008987426,0.0
1126,M&#039;Baye Niang,2018,,FW,14,1188,7,3,6.378963395953178,1.7803204879164696,41,6,4,0,6,5.61886739730835,6.391459621489048,0.6836336981505156
1126,M&#039;Baye Niang,2018,,Sub,10,225,2,1,1.506745584309101,0.0789164016023278,15,3,0,0,1,0.7466505989432335,0.8235162943601608,0.0741330981254577
1126,M&#039;Baye Niang,2018,,ML,3,206,1,0,0.5615590242668986,0.0800243988633155,3,1,1,0,1,0.5615590242668986,0.2037584036588668,0.1117630004882812
1126,M&#039;Baye Niang,2018,,AML,2,180,1,0,0.2759646996855736,0.0842064023017883,6,1,0,0,1,0.2759646996855736,0.5214717015624046,0.1766009926795959
1126,M&#039;Baye Niang,2017,,AML,8,626,1,1,1.7306526042521,0.4334087073802948,12,10,1,0,1,1.7306526042521,2.1832417994737625,0.507265405729413
1126,M&#039;Baye Niang,2017,,FW,6,464,2,0,2.339590169489384,0.1409257985651493,25,4,2,0,2,2.339590169489384,2.4681359454989438,0.1354505028575658
1126,M&#039;Baye Niang,2017,,FWL,3,233,1,0,0.6730365976691246,0.2427199929952621,7,4,0,0,1,0.6730365976691246,0.7855257168412209,0.0139116002246737
1126,M&#039;Baye Niang,2017,,Sub,8,156,0,0,0.100365400314331,0.0132034001871943,4,1,2,0,0,0.100365400314331,0.1771274004131555,0.0947176963090896
1126,M&#039;Baye Niang,2017,,FWR,1,78,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0
1126,M&#039;Baye Niang,2016,,FWL,14,1142,3,1,5.2923873513937,1.5727380886673927,38,13,0,1,2,3.008612707257271,5.715027838945389,2.024390480481088
