player_id,player_name,season,team,position,games,time,goals,assists,xG,xA,shots,key_passes,yellow,red,npg,npxG,xGChain,xGBuildup
497,Francis Coquelin,2025,,MC,1,75,0,0,0.0226553026586771,0.0,1,0,0,0,0,0.0226553026586771,0.0226553026586771,0.0
497,Francis Coquelin,2025,,DMC,1,59,0,0,0.0182303301990032,0.0,1,0,1,0,0,0.0182303301990032,0.1672189831733703,0.1672189831733703
497,Francis Coquelin,2025,,Sub,2,18,0,0,0.0187252685427665,0.0,1,0,0,0,0,0.0187252685427665,0.0403184462338686,0.021593177691102
497,Francis Coquelin,2024,,MC,3,186,1,0,0.3523448035120964,0.0599332703277468,5,2,1,0,1,0.3523448035120964,0.4427832290530205,0.1622485164552927
497,Francis Coquelin,2024,,Sub,3,41,0,1,0.7002015709877014,0.8149773962795734,2,2,0,0,0,0.7002015709877014,2.0134808607399464,0.4983018934726715
497,Francis Coquelin,2023,,MC,10,766,0,0,0.1641912348568439,0.0949985831975936,3,1,3,0,0,0.1641912348568439,2.4198169857263565,2.2723463997244835
497,Francis Coquelin,2023,,Sub,7,144,0,0,0.0,0.0,0,0,1,0,0,0.0,1.9992600046098232,1.9992600046098232
497,Francis Coquelin,2022,,ML,4,264,0,0,0.0709792971611023,0.6054389923810959,1,2,1,0,0,0.0709792971611023,0.5495188012719154,0.0284174997359514
497,Francis Coquelin,2022,,MC,3,243,0,0,0.3594880104064941,0.0,1,0,0,0,0,0.3594880104064941,0.617290198802948,0.257802203297615
497,Francis Coquelin,2022,,Sub,7,116,1,0,0.3258622959256172,0.6288238018751144,4,4,1,0,1,0.3258622959256172,1.9063729494810104,1.0915946923196316
497,Francis Coquelin,2022,,DMC,1,88,0,0,0.0,0.0,0,0,0,0,0,0.0,0.079007402062416,0.079007402062416
497,Francis Coquelin,2022,,MR,1,35,0,0,0.0215124990791082,0.0,1,0,0,0,0,0.0215124990791082,0.0215124990791082,0.0215124990791082
497,Francis Coquelin,2021,,MC,4,258,0,1,0.0662496015429496,0.1403439976274967,2,2,1,0,0,0.0662496015429496,1.9147835597395897,1.7235545590519905
497,Francis Coquelin,2021,,Sub,12,237,0,0,0.0,0.2510567083954811,0,4,2,0,0,0.0,1.4817112404853106,1.346377531066537
497,Francis Coquelin,2021,,ML,3,220,2,0,0.1177135035395622,0.1496033035218715,2,3,0,0,2,0.1177135035395622,0.5989132970571518,0.4841991849243641
497,Francis Coquelin,2021,,AMC,1,90,0,0,0.0711181014776229,0.1363829970359802,1,1,0,0,0,0.0711181014776229,0.8456310033798218,0.6381300091743469
497,Francis Coquelin,2020,,MC,7,451,0,0,0.1394296027719974,0.1353892013430595,3,2,2,0,0,0.1394296027719974,2.4091985262930398,2.1693555675446987
497,Francis Coquelin,2020,,Sub,15,266,0,0,0.0671155974268913,0.5618166103959084,1,2,2,0,0,0.0671155974268913,0.9100031033158302,0.3779721036553383
497,Francis Coquelin,2019,,MC,17,1461,0,0,0.1620044028386473,0.0424221996217966,6,2,4,1,0,0.1620044028386473,6.410884624347091,6.351038339547813
497,Francis Coquelin,2019,,MR,3,268,0,0,0.2060832977294922,0.0985335018485784,3,4,0,0,0,0.2060832977294922,0.3612412959337234,0.1324955988675356
497,Francis Coquelin,2019,,Sub,5,93,0,0,0.0,0.0,0,0,1,0,0,0.0,0.0781126990914344,0.0781126990914344
497,Francis Coquelin,2019,,DMC,1,87,0,0,0.0,0.0,0,0,1,0,0,0.0,0.8482049703598022,0.8482049703598022
497,Francis Coquelin,2018,,MC,19,1510,0,1,0.2125378204509616,1.1054318128153682,8,15,4,0,0,0.2125378204509616,5.034442201256752,4.494945555925369
497,Francis Coquelin,2018,,Sub,6,167,0,0,0.0968867987394332,0.0705363973975181,1,2,1,0,0,0.0968867987394332,1.150334583595395,1.0946525800973177
497,Francis Coquelin,2018,,ML,1,90,0,0,0.0,0.1039720028638839,0,1,0,0,0,0.0,0.1395439952611923,0.0355723015964031
497,Francis Coquelin,2017,,MC,4,353,1,0,0.0532682985067367,0.0377308018505573,2,1,2,0,1,0.0532682985067367,0.6014590933918953,0.549026895314455
497,Francis Coquelin,2017,,DC,2,147,0,0,0.0,0.0,0,0,0,0,0,0.0,0.2105122059583664,0.2105122059583664
497,Francis Coquelin,2017,,Sub,8,130,0,0,0.2113351970911026,0.5104960203170776,2,1,0,0,0,0.2113351970911026,0.8959095031023026,0.6845743060112
497,Francis Coquelin,2017,,ML,1,90,0,0,0.0,0.0217831991612911,0,1,0,0,0,0.0,0.0238090995699167,0.0238090995699167
497,Francis Coquelin,2017,,MR,1,90,0,0,0.0903846994042396,0.0,1,0,0,0,0,0.0903846994042396,0.0903846994042396,0.0
497,Francis Coquelin,2016,,DMC,20,1535,0,0,0.6748901922255754,0.6194368014112115,11,13,5,0,0,0.6748901922255754,7.302768435329199,6.5323075242340565
497,Francis Coquelin,2016,,MC,2,166,0,0,0.0342219993472099,0.0334611982107162,2,1,0,0,0,0.0342219993472099,1.3897420093417168,1.3555200099945068
497,Francis Coquelin,2016,,Sub,7,98,0,0,0.063095599412918,0.0199768003076314,1,1,0,0,0,0.063095599412918,0.6586339846253395,0.5955383852124214
497,Francis Coquelin,2015,,DMC,21,1604,0,0,0.1550964033231139,0.3483756929636001,8,6,4,1,0,0.1550964033231139,10.524381808936596,10.192182030528784
497,Francis Coquelin,2015,,Sub,5,48,0,0,0.0,0.0,0,0,1,0,0,0.0,0.1495294049382209,0.1495294049382209
