player_id,player_name,season,team,position,games,time,goals,assists,xG,xA,shots,key_passes,yellow,red,npg,npxG,xGChain,xGBuildup
1502,Marco D&#039;Alessandro,2022,,DML,2,139,0,0,0.079919196665287,0.0,1,0,0,0,0,0.079919196665287,0.124779999256134,0.0448604002594947
1502,Marco D&#039;Alessandro,2022,,Sub,5,72,0,0,0.1134365983307361,0.1218329966068267,2,2,1,0,0,0.1134365983307361,0.8288419991731644,0.640416394919157
1502,Marco D&#039;Alessandro,2022,,ML,1,67,0,0,0.0198407005518674,0.0136767998337745,1,1,1,0,0,0.0198407005518674,0.0335174985229969,0.0
1502,Marco D&#039;Alessandro,2019,,DMR,4,283,0,0,0.0,0.5113023109734058,0,2,0,1,0,0.0,0.6548413075506687,0.6127880066633224
1502,Marco D&#039;Alessandro,2019,,MR,3,223,1,0,0.4755862038582563,0.1096222996711731,3,4,0,0,1,0.4755862038582563,0.7767686061561108,0.2312471009790897
1502,Marco D&#039;Alessandro,2019,,Sub,5,133,1,0,0.1780778020620346,0.3854838125407696,2,5,0,0,1,0.1780778020620346,0.6384510099887848,0.3485163152217865
1502,Marco D&#039;Alessandro,2019,,ML,1,66,0,0,0.0,0.1376139968633651,0,2,0,0,0,0.0,0.5584480166435242,0.5584480166435242
1502,Marco D&#039;Alessandro,2019,,FWR,1,60,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0320587009191513,0.0320587009191513
1502,Marco D&#039;Alessandro,2019,,DML,1,26,0,0,0.0142257995903491,0.0,1,0,0,0,0,0.0142257995903491,0.0,0.0
1502,Marco D&#039;Alessandro,2018,,DML,12,993,0,1,0.2610271973535418,0.6631505936384201,7,16,3,0,0,0.2610271973535418,1.8422315753996368,1.28672700189054
1502,Marco D&#039;Alessandro,2018,,Sub,8,182,0,0,0.7847815938293934,0.0251447893679142,4,2,0,0,0,0.7847815938293934,1.0836658887565136,0.312465701252222
1502,Marco D&#039;Alessandro,2018,,DMR,2,166,0,0,0.0,0.0,0,0,0,0,0,0.0,0.1325979977846145,0.1325979977846145
1502,Marco D&#039;Alessandro,2018,,DL,1,90,0,0,0.0,0.0814978033304214,0,2,0,0,0,0.0,0.0814978033304214,0.0675316005945205
1502,Marco D&#039;Alessandro,2018,,AMC,1,69,0,1,0.0,0.7209140062332153,0,1,0,0,0,0.0,0.7303079962730408,0.009393960237503
1502,Marco D&#039;Alessandro,2017,,ML,7,544,1,0,1.5213241130113602,0.4576420001685619,11,11,0,0,1,1.5213241130113602,2.5681749880313878,0.6750101037323475
1502,Marco D&#039;Alessandro,2017,,FWL,2,156,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0660760030150413,0.0660760030150413
1502,Marco D&#039;Alessandro,2017,,Sub,4,107,0,1,0.0645214999094605,0.2640619948506355,2,3,0,0,0,0.0645214999094605,0.2720142975449562,0.1680715009570121
1502,Marco D&#039;Alessandro,2017,,MR,1,90,0,0,0.0595761984586715,0.3479759991168976,1,1,1,0,0,0.0595761984586715,0.4987139999866485,0.4391379952430725
1502,Marco D&#039;Alessandro,2017,,DMR,1,90,0,0,0.0314932018518447,0.1722200065851211,1,3,0,0,0,0.0314932018518447,0.2403769940137863,0.1276790052652359
1502,Marco D&#039;Alessandro,2017,,AMR,1,62,0,0,0.0673606023192405,0.0,1,0,0,0,0,0.0673606023192405,0.1518349945545196,0.0844746008515358
1502,Marco D&#039;Alessandro,2016,,Sub,20,432,1,1,0.8970909211784601,1.0935983136296272,4,14,1,0,1,0.8970909211784601,3.101924803107977,1.4498369693756104
1502,Marco D&#039;Alessandro,2016,,DMR,1,90,0,0,0.0,0.0525500997900962,0,2,0,0,0,0.0,0.238314002752304,0.1857639998197555
1502,Marco D&#039;Alessandro,2016,,FWR,1,90,0,0,0.1446850001811981,0.1316889971494674,2,3,0,0,0,0.1446850001811981,0.3692879974842071,0.0929133966565132
1502,Marco D&#039;Alessandro,2016,,AML,1,66,0,0,0.7366359829902649,0.0,4,0,0,0,0,0.7366359829902649,0.7507780194282532,0.0141420997679233
1502,Marco D&#039;Alessandro,2016,,AMC,1,47,0,0,0.1303820013999939,0.0,1,0,1,0,0,0.1303820013999939,0.1303820013999939,0.0
1502,Marco D&#039;Alessandro,2015,,FWR,7,597,2,0,1.233705997467041,1.7533210068941116,6,8,1,0,2,1.233705997467041,3.1432068049907684,0.156179903075099
1502,Marco D&#039;Alessandro,2015,,Sub,12,246,0,1,0.1614628061652183,0.1436241008341312,2,4,1,0,0,0.1614628061652183,0.3294957056641578,0.059141400270164
1502,Marco D&#039;Alessandro,2015,,AMR,3,225,1,0,0.4178063124418258,0.1105204001069068,3,2,1,0,1,0.4178063124418258,0.7617587000131607,0.3228709995746612
1502,Marco D&#039;Alessandro,2015,,FWL,1,90,0,1,0.0819379016757011,0.4921840131282806,2,1,0,0,0,0.0819379016757011,0.6387519836425781,0.0646298006176948
1502,Marco D&#039;Alessandro,2014,,Sub,16,426,0,0,0.3731440957635641,0.2872621994465589,3,4,4,0,0,0.3731440957635641,0.9144247770309448,0.4181146956980228
1502,Marco D&#039;Alessandro,2014,,ML,4,224,0,0,0.218986801803112,0.3993431963026523,5,2,2,0,0,0.218986801803112,1.012815210968256,0.3944840133190155
1502,Marco D&#039;Alessandro,2014,,FWR,3,181,0,1,0.2934040129184723,0.3601050078868866,1,1,0,0,0,0.2934040129184723,0.8262669816613197,0.1727582961320877
1502,Marco D&#039;Alessandro,2014,,MR,1,70,0,0,0.1071010008454322,0.0,2,0,0,0,0,0.1071010008454322,0.3002580106258392,0.2356739938259124
1502,Marco D&#039;Alessandro,2014,,MC,1,68,0,0,0.0,0.0,0,0,0,0,0,0.0,0.057081401348114,0.057081401348114
