player_id,player_name,season,team,position,games,time,goals,assists,xG,xA,shots,key_passes,yellow,red,npg,npxG,xGChain,xGBuildup
6851,Conor Coady,2024,Leicester,Sub,22,1710,1,0,0.6421074867248535,0.0701530873775482,2,1,3,0,1,0.6421074867248535,5.112960673868656,4.499962247908115
6851,Conor Coady,2022,Everton,DC,24,2096,1,1,0.6148279123008251,0.4616532074287534,4,4,2,0,1,0.6148279123008251,2.696392798796296,2.2494612988084555
6851,Conor Coady,2021,Wolverhampton Wanderers,DC,38,3369,4,0,2.326475059613585,0.0783219002187252,12,3,4,0,4,2.326475059613585,5.348749686963856,5.322400999255478
6851,Conor Coady,2020,Wolverhampton Wanderers,DC,37,3305,1,0,1.4450342124328015,0.1962377950549125,7,3,5,0,1,1.4450342124328015,5.043202399276197,4.874850797466934
6851,Conor Coady,2019,Wolverhampton Wanderers,DC,38,3420,0,0,0.0,0.5321239102631807,0,5,5,0,0,0.0,9.53374547045678,9.087925267405808
6851,Conor Coady,2018,Wolverhampton Wanderers,DC,38,3420,0,0,0.0,0.0134864998981356,0,2,5,0,0,0.0,6.792535844258964,6.779048862867057
