player_id,player_name,season,team,position,games,time,goals,assists,xG,xA,shots,key_passes,yellow,red,npg,npxG,xGChain,xGBuildup
1126,M&#039;Baye Niang,2023,Empoli,Sub,14,692,6,1,5.77756480500102,0.9350745789706708,24,8,1,0,2,2.732369536533952,3.5163778346031904,0.9474569149315356
1126,M&#039;Baye Niang,2022,Auxerre,Sub,30,1480,6,0,6.151092629879713,0.7059758715331554,37,8,2,2,3,3.870806861668825,4.830430816859007,1.045775093138218
1126,M&#039;Baye Niang,2021,Bordeaux,Sub,22,745,3,1,2.909442000091076,1.3408574722707272,26,8,3,0,3,2.909442000091076,4.110855782404542,0.4270174112170934
1126,M&#039;Baye Niang,2020,Rennes,FW,9,420,1,0,1.1708959937095642,0.0152930999174714,11,1,0,0,1,1.1708959937095642,0.9506953954696656,0.3389421943575144
1126,M&#039;Baye Niang,2019,Rennes,FW,26,2137,9,0,7.956860322505236,0.4745668042451143,66,10,2,0,9,6.436670307070017,7.742637000977993,1.5555588006973269
1126,M&#039;Baye Niang,2018,Rennes,Sub,29,1799,11,4,8.723232704214752,2.0234676906839013,65,11,5,0,9,7.203041720204055,7.94020602107048,1.0461307894438503
1126,M&#039;Baye Niang,2017,Torino,AML,26,1557,4,1,4.843644771724939,0.8302578991279006,48,19,5,0,4,4.843644771724939,5.614030862227082,0.7513452051207423
1126,M&#039;Baye Niang,2016,Watford,AML,16,1278,2,2,1.2735738176852465,1.8515575043857095,32,9,2,0,2,1.2735738176852465,3.639740880578756,1.7139420974999666
1126,M&#039;Baye Niang,2016,AC Milan,FWL,18,1127,3,2,5.139631345868111,1.6520633921027184,35,15,0,1,2,2.855856701731682,5.679199635982513,1.991196478717029
1126,M&#039;Baye Niang,2015,AC Milan,FW,16,1172,5,4,5.480824137106538,3.024933975189924,37,14,1,0,3,3.9582222122699022,8.454583105631173,2.4787554936483502
1126,M&#039;Baye Niang,2014,Genoa,Sub,14,983,5,2,3.81594380736351,2.7034949008375406,35,13,2,0,5,3.81594380736351,7.820626316592097,1.969543805345893
1126,M&#039;Baye Niang,2014,AC Milan,Sub,5,82,0,0,0.3120796009898186,0.0611192993819713,4,1,1,0,0,0.3120796009898186,0.1651109978556633,0.0
