situation_OpenPlay_shots,situation_OpenPlay_goals,situation_OpenPlay_xG,situation_OpenPlay_against_shots,situation_OpenPlay_against_goals,situation_OpenPlay_against_xG,situation_FromCorner_shots,situation_FromCorner_goals,situation_FromCorner_xG,situation_FromCorner_against_shots,situation_FromCorner_against_goals,situation_FromCorner_against_xG,situation_SetPiece_shots,situation_SetPiece_goals,situation_SetPiece_xG,situation_SetPiece_against_shots,situation_SetPiece_against_goals,situation_SetPiece_against_xG,situation_DirectFreekick_shots,situation_DirectFreekick_goals,situation_DirectFreekick_xG,situation_DirectFreekick_against_shots,situation_DirectFreekick_against_goals,situation_DirectFreekick_against_xG,situation_Penalty_shots,situation_Penalty_goals,situation_Penalty_xG,situation_Penalty_against_shots,situation_Penalty_against_goals,situation_Penalty_against_xG,formation_4-2-3-1_stat,formation_4-2-3-1_time,formation_4-2-3-1_shots,formation_4-2-3-1_goals,formation_4-2-3-1_xG,formation_4-2-3-1_against_shots,formation_4-2-3-1_against_goals,formation_4-2-3-1_against_xG,formation_4-3-3_stat,formation_4-3-3_time,formation_4-3-3_shots,formation_4-3-3_goals,formation_4-3-3_xG,formation_4-3-3_against_shots,formation_4-3-3_against_goals,formation_4-3-3_against_xG,formation_3-4-2-1_stat,formation_3-4-2-1_time,formation_3-4-2-1_shots,formation_3-4-2-1_goals,formation_3-4-2-1_xG,formation_3-4-2-1_against_shots,formation_3-4-2-1_against_goals,formation_3-4-2-1_against_xG,formation_3-5-2_stat,formation_3-5-2_time,formation_3-5-2_shots,formation_3-5-2_goals,formation_3-5-2_xG,formation_3-5-2_against_shots,formation_3-5-2_against_goals,formation_3-5-2_against_xG,formation_4-1-2-1-2_stat,formation_4-1-2-1-2_time,formation_4-1-2-1-2_shots,formation_4-1-2-1-2_goals,formation_4-1-2-1-2_xG,formation_4-1-2-1-2_against_shots,formation_4-1-2-1-2_against_goals,formation_4-1-2-1-2_against_xG,formation_4-5-1_stat,formation_4-5-1_time,formation_4-5-1_shots,formation_4-5-1_goals,formation_4-5-1_xG,formation_4-5-1_against_shots,formation_4-5-1_against_goals,formation_4-5-1_against_xG,formation_4-1-3-2_stat,formation_4-1-3-2_time,formation_4-1-3-2_shots,formation_4-1-3-2_goals,formation_4-1-3-2_xG,formation_4-1-3-2_against_shots,formation_4-1-3-2_against_goals,formation_4-1-3-2_against_xG,formation_5-4-1_stat,formation_5-4-1_time,formation_5-4-1_shots,formation_5-4-1_goals,formation_5-4-1_xG,formation_5-4-1_against_shots,formation_5-4-1_against_goals,formation_5-4-1_against_xG,formation_4-3-1-2_stat,formation_4-3-1-2_time,formation_4-3-1-2_shots,formation_4-3-1-2_goals,formation_4-3-1-2_xG,formation_4-3-1-2_against_shots,formation_4-3-1-2_against_goals,formation_4-3-1-2_against_xG,formation_3-4-3_stat,formation_3-4-3_time,formation_3-4-3_shots,formation_3-4-3_goals,formation_3-4-3_xG,formation_3-4-3_against_shots,formation_3-4-3_against_goals,formation_3-4-3_against_xG,formation_5-3-2_stat,formation_5-3-2_time,formation_5-3-2_shots,formation_5-3-2_goals,formation_5-3-2_xG,formation_5-3-2_against_shots,formation_5-3-2_against_goals,formation_5-3-2_against_xG,formation_4-4-1-1_stat,formation_4-4-1-1_time,formation_4-4-1-1_shots,formation_4-4-1-1_goals,formation_4-4-1-1_xG,formation_4-4-1-1_against_shots,formation_4-4-1-1_against_goals,formation_4-4-1-1_against_xG,gameState_Goal diff 0_stat,gameState_Goal diff 0_time,gameState_Goal diff 0_shots,gameState_Goal diff 0_goals,gameState_Goal diff 0_xG,gameState_Goal diff 0_against_shots,gameState_Goal diff 0_against_goals,gameState_Goal diff 0_against_xG,gameState_Goal diff +1_stat,gameState_Goal diff +1_time,gameState_Goal diff +1_shots,gameState_Goal diff +1_goals,gameState_Goal diff +1_xG,gameState_Goal diff +1_against_shots,gameState_Goal diff +1_against_goals,gameState_Goal diff +1_against_xG,gameState_Goal diff < -1_stat,gameState_Goal diff < -1_time,gameState_Goal diff < -1_shots,gameState_Goal diff < -1_goals,gameState_Goal diff < -1_xG,gameState_Goal diff < -1_against_shots,gameState_Goal diff < -1_against_goals,gameState_Goal diff < -1_against_xG,gameState_Goal diff -1_stat,gameState_Goal diff -1_time,gameState_Goal diff -1_shots,gameState_Goal diff -1_goals,gameState_Goal diff -1_xG,gameState_Goal diff -1_against_shots,gameState_Goal diff -1_against_goals,gameState_Goal diff -1_against_xG,gameState_Goal diff > +1_stat,gameState_Goal diff > +1_time,gameState_Goal diff > +1_shots,gameState_Goal diff > +1_goals,gameState_Goal diff > +1_xG,gameState_Goal diff > +1_against_shots,gameState_Goal diff > +1_against_goals,gameState_Goal diff > +1_against_xG,timing_1-15_stat,timing_1-15_shots,timing_1-15_goals,timing_1-15_xG,timing_1-15_against_shots,timing_1-15_against_goals,timing_1-15_against_xG,timing_16-30_stat,timing_16-30_shots,timing_16-30_goals,timing_16-30_xG,timing_16-30_against_shots,timing_16-30_against_goals,timing_16-30_against_xG,timing_31-45_stat,timing_31-45_shots,timing_31-45_goals,timing_31-45_xG,timing_31-45_against_shots,timing_31-45_against_goals,timing_31-45_against_xG,timing_46-60_stat,timing_46-60_shots,timing_46-60_goals,timing_46-60_xG,timing_46-60_against_shots,timing_46-60_against_goals,timing_46-60_against_xG,timing_61-75_stat,timing_61-75_shots,timing_61-75_goals,timing_61-75_xG,timing_61-75_against_shots,timing_61-75_against_goals,timing_61-75_against_xG,timing_76+_stat,timing_76+_shots,timing_76+_goals,timing_76+_xG,timing_76+_against_shots,timing_76+_against_goals,timing_76+_against_xG,shotZone_ownGoals_stat,shotZone_ownGoals_shots,shotZone_ownGoals_goals,shotZone_ownGoals_xG,shotZone_ownGoals_against_shots,shotZone_ownGoals_against_goals,shotZone_ownGoals_against_xG,shotZone_shotOboxTotal_stat,shotZone_shotOboxTotal_shots,shotZone_shotOboxTotal_goals,shotZone_shotOboxTotal_xG,shotZone_shotOboxTotal_against_shots,shotZone_shotOboxTotal_against_goals,shotZone_shotOboxTotal_against_xG,shotZone_shotPenaltyArea_stat,shotZone_shotPenaltyArea_shots,shotZone_shotPenaltyArea_goals,shotZone_shotPenaltyArea_xG,shotZone_shotPenaltyArea_against_shots,shotZone_shotPenaltyArea_against_goals,shotZone_shotPenaltyArea_against_xG,shotZone_shotSixYardBox_stat,shotZone_shotSixYardBox_shots,shotZone_shotSixYardBox_goals,shotZone_shotSixYardBox_xG,shotZone_shotSixYardBox_against_shots,shotZone_shotSixYardBox_against_goals,shotZone_shotSixYardBox_against_xG,attackSpeed_Normal_stat,attackSpeed_Normal_shots,attackSpeed_Normal_goals,attackSpeed_Normal_xG,attackSpeed_Normal_against_shots,attackSpeed_Normal_against_goals,attackSpeed_Normal_against_xG,attackSpeed_Standard_stat,attackSpeed_Standard_shots,attackSpeed_Standard_goals,attackSpeed_Standard_xG,attackSpeed_Standard_against_shots,attackSpeed_Standard_against_goals,attackSpeed_Standard_against_xG,attackSpeed_Fast_stat,attackSpeed_Fast_shots,attackSpeed_Fast_goals,attackSpeed_Fast_xG,attackSpeed_Fast_against_shots,attackSpeed_Fast_against_goals,attackSpeed_Fast_against_xG,attackSpeed_Slow_stat,attackSpeed_Slow_shots,attackSpeed_Slow_goals,attackSpeed_Slow_xG,attackSpeed_Slow_against_shots,attackSpeed_Slow_against_goals,attackSpeed_Slow_against_xG,result_SavedShot_shots,result_SavedShot_goals,result_SavedShot_xG,result_SavedShot_against_shots,result_SavedShot_against_goals,result_SavedShot_against_xG,result_BlockedShot_shots,result_BlockedShot_goals,result_BlockedShot_xG,result_BlockedShot_against_shots,result_BlockedShot_against_goals,result_BlockedShot_against_xG,result_MissedShots_shots,result_MissedShots_goals,result_MissedShots_xG,result_MissedShots_against_shots,result_MissedShots_against_goals,result_MissedShots_against_xG,result_ShotOnPost_shots,result_ShotOnPost_goals,result_ShotOnPost_xG,result_ShotOnPost_against_shots,result_ShotOnPost_against_goals,result_ShotOnPost_against_xG,result_Goal_shots,result_Goal_goals,result_Goal_xG,result_Goal_against_shots,result_Goal_against_goals,result_Goal_against_xG
346,25,35.19657931569964,383,53,54.98172114510089,100,9,8.832663674838841,100,10,8.49492415226996,57,2,4.732808989472687,36,2,3.2637316286563873,18,2,1.1729412842541933,7,0,0.33118070289492607,4,4,3.03110671043396,11,9,8.335382044315338,4-2-3-1,895,168,15,15.15128914359957,138,19,18.30732483090833,4-3-3,821,141,12,18.13983585126698,128,15,15.876070784870535,3-4-2-1,472,56,6,6.754580935463309,77,11,10.000193936750293,3-5-2,381,61,3,4.985359533689916,66,9,10.051797540858388,4-1-2-1-2,188,25,1,1.8942124312743545,24,3,4.781914360821247,4-5-1,97,16,2,2.14401747379452,22,5,3.6494105122983456,4-1-3-2,95,24,1,1.2823664462193847,9,2,1.4357271045446396,5-4-1,88,3,0,0.10664535313844681,18,4,3.3731437511742115,4-3-1-2,82,10,1,0.7779187764972448,14,0,1.0448544826358557,3-4-3,61,19,1,1.643129575997591,13,1,2.3005605041980743,5-3-2,46,2,0,0.08674445375800133,19,3,3.441633330658078,4-4-1-1,29,0,0,0,9,2,1.1443085335195065,Goal diff 0,1594,246,18,24.835789094679058,211,22,29.13891318300739,Goal diff +1,589,89,8,9.410621454007924,104,11,8.504527602810413,Goal diff < -1,477,81,6,7.072371132671833,120,21,20.4574455935508,Goal diff -1,444,71,7,7.014325310476124,75,12,13.473238818347454,Goal diff > +1,151,38,3,4.63299298286438,27,8,3.8328144755214453,1-15,69,4,5.1097774393856525,69,6,8.921266259159893,16-30,72,7,8.652434072457254,64,7,7.321211013011634,31-45,78,7,7.245777069590986,80,14,12.078352713957429,46-60,113,8,10.182807709090412,102,12,15.854020663537085,61-75,82,8,11.117683289572597,93,16,14.726065949071199,76+,111,8,10.657620394602418,129,19,16.506023074500263,ownGoals,1,1,1,4,4,4,shotOboxTotal,198,3,5.360638237558305,149,6,5.764287899248302,shotPenaltyArea,290,32,35.92928420379758,341,44,48.71293821372092,shotSixYardBox,36,6,10.676177533343434,43,20,16.929713560268283,Normal,268,19,25.225892740301788,321,44,44.10253169760108,Standard,179,17,17.76952065899968,154,21,20.42521852813661,Fast,52,4,7.953416394069791,42,6,7.7824037075042725,Slow,26,2,2.0172701813280582,20,3,3.096785739995539,107,0,13.818114843219519,118,0,16.78026596782729,152,0,8.221226993016899,152,0,11.517197459936142,219,0,16.278003700077534,180,0,14.348879388999194,5,0,0.7694109212607145,13,0,0.7425601547583938,42,42,13.879343517124653,74,74,32.01803670171648
