match_id,date,home_team,away_team,home_goals,away_goals,dr_pre,p_home,p_draw,p_away,k_eff,home_elo_post,away_elo_post
19356,2022-08-13 13:30:00,Hertha Berlin,Eintracht Frankfurt,1,1,60.43,0.4141,0.3255,-0.1537,0.975,1499.49,1499.21
19357,2022-08-13 16:30:00,Schalke 04,Borussia M.Gladbach,2,2,59.13,0.4117,0.3269,-0.1502,0.975,1499.49,1500.51
19358,2022-08-14 13:30:00,Mainz 05,Union Berlin,0,0,59.94,0.4132,0.326,-0.1524,0.978,1500.3,1500.51
19359,2022-08-14 15:30:00,Bayern Munich,Wolfsburg,2,0,60.93,0.415,0.325,-0.155,1.046,1501.3,1499.49
19360,2022-08-19 18:30:00,Borussia M.Gladbach,Hertha Berlin,1,0,61.02,0.4152,0.3249,-0.1553,0.669,1500.79,1499.21
19361,2022-08-20 13:30:00,Wolfsburg,Schalke 04,0,0,59.99,0.4133,0.326,-0.1525,0.994,1499.41,1499.57
19362,2022-08-20 13:30:00,Augsburg,Mainz 05,1,2,59.22,0.4118,0.3268,-0.1504,0.671,1499.13,1500.68
19363,2022-08-20 13:30:00,VfB Stuttgart,Freiburg,0,1,59.74,0.4128,0.3262,-0.1518,0.671,1499.62,1500.65
19364,2022-08-20 13:30:00,Borussia Dortmund,Werder Bremen,2,3,60.88,0.4149,0.325,-0.1549,0.671,1500.49,1500.39
19365,2022-08-20 13:30:00,Bayer Leverkusen,Hoffenheim,0,3,59.5,0.4124,0.3265,-0.1512,1.342,1498.57,1500.62
19366,2022-08-20 16:30:00,Union Berlin,RasenBallsport Leipzig,2,1,60.51,0.4142,0.3254,-0.1539,0.671,1500.79,1499.72
19367,2022-08-21 13:30:00,Eintracht Frankfurt,FC Cologne,1,1,58.7,0.4109,0.3273,-0.149,0.997,1499.14,1500.58
19368,2022-08-21 15:30:00,Bochum,Bayern Munich,0,7,58.05,0.4097,0.328,-0.1473,1.563,1498.45,1502.2
19369,2022-08-26 18:30:00,Freiburg,Bochum,1,0,62.2,0.4174,0.3237,-0.1584,0.681,1500.94,1498.17
19370,2022-08-27 13:30:00,RasenBallsport Leipzig,Wolfsburg,2,0,60.31,0.4139,0.3256,-0.1533,1.084,1500.17,1498.95
19371,2022-08-27 13:30:00,Mainz 05,Bayer Leverkusen,0,3,62.11,0.4172,0.3238,-0.1582,1.366,1499.89,1499.37
19372,2022-08-27 13:30:00,Hoffenheim,Augsburg,1,0,61.49,0.4161,0.3244,-0.1565,0.683,1500.91,1498.84
19373,2022-08-27 13:30:00,Hertha Berlin,Borussia Dortmund,0,1,58.72,0.4109,0.3273,-0.1491,0.684,1498.82,1500.88
19374,2022-08-27 13:30:00,Schalke 04,Union Berlin,1,6,58.78,0.411,0.3272,-0.1492,1.589,1498.65,1501.7
19375,2022-08-27 16:30:00,Bayern Munich,Borussia M.Gladbach,1,1,61.41,0.4159,0.3245,-0.1563,1.013,1502.12,1500.87
19376,2022-08-28 13:30:00,FC Cologne,VfB Stuttgart,0,0,60.97,0.4151,0.325,-0.1551,1.016,1500.5,1499.69
19377,2022-08-28 15:30:00,Werder Bremen,Eintracht Frankfurt,3,4,61.25,0.4156,0.3247,-0.1559,0.685,1499.99,1499.54
19378,2022-09-02 18:30:00,Borussia Dortmund,Hoffenheim,1,0,59.97,0.4132,0.326,-0.1524,0.695,1501.17,1500.61
19379,2022-09-03 13:30:00,Bayer Leverkusen,Freiburg,2,3,58.43,0.4104,0.3276,-0.1483,0.698,1498.97,1501.34
19380,2022-09-03 13:30:00,Union Berlin,Bayern Munich,1,1,59.58,0.4125,0.3264,-0.1514,1.033,1501.63,1502.2
19381,2022-09-03 13:30:00,VfB Stuttgart,Schalke 04,1,1,61.04,0.4152,0.3249,-0.1553,1.033,1499.61,1498.74
19382,2022-09-03 13:30:00,Wolfsburg,FC Cologne,2,4,58.45,0.4104,0.3276,-0.1483,1.106,1498.32,1501.14
19383,2022-09-03 13:30:00,Bochum,Werder Bremen,0,2,58.18,0.4099,0.3278,-0.1476,1.106,1497.53,1500.62
19384,2022-09-03 16:30:00,Eintracht Frankfurt,RasenBallsport Leipzig,4,0,59.36,0.4121,0.3266,-0.1508,1.619,1500.22,1499.49
19385,2022-09-04 13:30:00,Augsburg,Hertha Berlin,0,2,60.03,0.4133,0.3259,-0.1526,1.108,1498.2,1499.45
19386,2022-09-04 15:30:00,Borussia M.Gladbach,Mainz 05,0,1,60.98,0.4151,0.3249,-0.1551,0.699,1500.46,1500.3
19387,2022-09-09 18:30:00,Werder Bremen,Augsburg,0,1,62.42,0.4178,0.3234,-0.159,0.708,1500.21,1498.61
19388,2022-09-10 13:30:00,Bayern Munich,VfB Stuttgart,2,2,62.59,0.4181,0.3233,-0.1595,1.053,1502.11,1499.7
19389,2022-09-10 13:30:00,RasenBallsport Leipzig,Borussia Dortmund,3,0,58.31,0.4101,0.3277,-0.148,1.422,1500.09,1500.57
19390,2022-09-10 13:30:00,Hoffenheim,Mainz 05,4,1,60.32,0.4139,0.3256,-0.1534,1.421,1501.21,1499.69
19391,2022-09-10 13:30:00,Eintracht Frankfurt,Wolfsburg,0,1,61.91,0.4168,0.324,-0.1577,0.71,1499.81,1498.73
19392,2022-09-10 13:30:00,Hertha Berlin,Bayer Leverkusen,2,2,60.49,0.4142,0.3254,-0.1538,1.053,1499.37,1499.05
19393,2022-09-10 16:30:00,Schalke 04,Bochum,3,1,61.2,0.4155,0.3247,-0.1558,1.126,1499.21,1497.06
19394,2022-09-11 13:30:00,FC Cologne,Union Berlin,0,1,59.51,0.4124,0.3265,-0.1512,0.713,1500.73,1502.04
19395,2022-09-11 15:30:00,Freiburg,Borussia M.Gladbach,0,0,60.87,0.4149,0.3251,-0.1549,1.056,1501.26,1500.55
19396,2022-09-16 18:30:00,Mainz 05,Hertha Berlin,1,1,60.32,0.4139,0.3256,-0.1534,1.071,1499.61,1499.46
19397,2022-09-17 13:30:00,Borussia Dortmund,Schalke 04,1,0,61.36,0.4158,0.3245,-0.1562,0.724,1500.87,1498.9
19398,2022-09-17 13:30:00,Bayer Leverkusen,Werder Bremen,1,1,58.83,0.4111,0.3272,-0.1494,1.074,1498.97,1500.29
19399,2022-09-17 13:30:00,Augsburg,Bayern Munich,1,0,56.5,0.4068,0.3296,-0.1431,0.725,1498.92,1501.8
19400,2022-09-17 13:30:00,VfB Stuttgart,Eintracht Frankfurt,1,3,59.89,0.4131,0.3261,-0.1522,1.148,1499.04,1500.47
19401,2022-09-17 16:30:00,Borussia M.Gladbach,RasenBallsport Leipzig,3,0,60.45,0.4141,0.3255,-0.1537,1.448,1501.16,1499.48
19402,2022-09-18 13:30:00,Union Berlin,Wolfsburg,2,0,63.31,0.4195,0.3225,-0.1614,1.15,1502.52,1498.24
19403,2022-09-18 15:30:00,Bochum,FC Cologne,1,1,56.33,0.4065,0.3297,-0.1427,1.076,1496.98,1500.81
19404,2022-09-18 17:30:00,Hoffenheim,Freiburg,0,0,59.96,0.4132,0.326,-0.1524,1.076,1501.13,1501.34
19405,2022-09-30 18:30:00,Bayern Munich,Bayer Leverkusen,4,0,62.84,0.4186,0.323,-0.1602,1.741,1502.54,1498.23
19406,2022-10-01 13:30:00,RasenBallsport Leipzig,Bochum,4,0,62.5,0.4179,0.3234,-0.1593,1.746,1500.21,1496.25
19407,2022-10-01 13:30:00,Freiburg,Mainz 05,2,1,61.73,0.4165,0.3242,-0.1572,0.752,1501.65,1499.3
19408,2022-10-01 13:30:00,FC Cologne,Borussia Dortmund,3,2,59.93,0.4132,0.326,-0.1523,0.753,1501.12,1500.55
19409,2022-10-01 13:30:00,Eintracht Frankfurt,Union Berlin,2,0,57.95,0.4095,0.3281,-0.147,1.194,1500.98,1502.01
19410,2022-10-01 13:30:00,Wolfsburg,VfB Stuttgart,3,2,59.21,0.4118,0.3268,-0.1504,0.753,1498.56,1498.72
19413,2022-10-01 16:30:00,Werder Bremen,Borussia M.Gladbach,5,1,59.13,0.4117,0.3268,-0.1502,1.748,1501.04,1500.42
19411,2022-10-02 13:30:00,Hertha Berlin,Hoffenheim,1,1,58.32,0.4102,0.3277,-0.148,1.119,1499.37,1501.21
19412,2022-10-02 15:30:00,Schalke 04,Augsburg,2,3,59.98,0.4132,0.326,-0.1525,0.755,1498.47,1499.36
19417,2022-10-07 18:30:00,Hoffenheim,Werder Bremen,1,2,60.18,0.4136,0.3258,-0.153,0.765,1500.77,1501.48
19415,2022-10-08 13:30:00,Bayer Leverkusen,Schalke 04,4,0,59.77,0.4128,0.3262,-0.1519,1.782,1498.99,1497.71
19416,2022-10-08 13:30:00,Mainz 05,RasenBallsport Leipzig,1,1,59.08,0.4116,0.3269,-0.1501,1.137,1499.21,1500.3
19419,2022-10-08 13:30:00,Bochum,Eintracht Frankfurt,3,0,55.26,0.4045,0.3308,-0.1398,1.538,1496.91,1500.32
19420,2022-10-08 13:30:00,Augsburg,Wolfsburg,1,1,60.79,0.4148,0.3251,-0.1547,1.137,1499.27,1498.65
19414,2022-10-08 16:30:00,Borussia Dortmund,Bayern Munich,2,2,58.02,0.4096,0.328,-0.1472,1.137,1500.47,1502.62
19418,2022-10-09 13:30:00,Borussia M.Gladbach,FC Cologne,5,2,59.29,0.412,0.3267,-0.1506,1.539,1501.07,1500.47
19422,2022-10-09 15:30:00,Hertha Berlin,Freiburg,2,2,57.72,0.409,0.3283,-0.1464,1.14,1499.29,1501.74
19421,2022-10-09 17:30:00,VfB Stuttgart,Union Berlin,0,1,56.71,0.4072,0.3294,-0.1437,0.77,1498.28,1502.45
19430,2022-10-14 18:30:00,Schalke 04,Hoffenheim,0,3,56.94,0.4076,0.3291,-0.1443,1.562,1496.82,1501.67
19427,2022-10-15 13:30:00,Eintracht Frankfurt,Bayer Leverkusen,5,1,61.33,0.4158,0.3246,-0.1561,1.815,1501.09,1498.22
19428,2022-10-15 13:30:00,Wolfsburg,Borussia M.Gladbach,2,2,57.58,0.4088,0.3285,-0.146,1.159,1498.57,1501.16
19429,2022-10-15 13:30:00,VfB Stuttgart,Bochum,4,1,61.37,0.4158,0.3245,-0.1562,1.563,1498.94,1496.25
19431,2022-10-15 13:30:00,Werder Bremen,Mainz 05,0,2,62.27,0.4175,0.3236,-0.1586,1.238,1500.76,1499.93
19424,2022-10-15 16:30:00,RasenBallsport Leipzig,Hertha Berlin,3,2,61.01,0.4152,0.3249,-0.1552,0.782,1500.63,1498.96
19426,2022-10-16 13:30:00,FC Cologne,Augsburg,3,2,61.2,0.4155,0.3247,-0.1557,0.784,1500.8,1498.94
19425,2022-10-16 15:30:00,Union Berlin,Borussia Dortmund,2,0,61.98,0.417,0.3239,-0.1578,1.242,1502.97,1499.95
19423,2022-10-16 17:30:00,Bayern Munich,Freiburg,5,0,60.88,0.4149,0.325,-0.1549,1.82,1503.39,1500.97
19435,2022-10-21 18:30:00,Mainz 05,FC Cologne,5,0,59.13,0.4117,0.3269,-0.1502,1.847,1500.71,1500.02
19432,2022-10-22 13:30:00,Borussia Dortmund,VfB Stuttgart,5,0,61.01,0.4152,0.3249,-0.1552,1.85,1500.73,1498.15
19433,2022-10-22 13:30:00,Bayer Leverkusen,Wolfsburg,2,2,59.66,0.4126,0.3263,-0.1516,1.182,1498.14,1498.66
19434,2022-10-22 13:30:00,Freiburg,Werder Bremen,2,0,60.21,0.4137,0.3257,-0.1531,1.263,1501.5,1500.23
19436,2022-10-22 13:30:00,Hoffenheim,Bayern Munich,0,2,58.28,0.4101,0.3277,-0.1479,1.265,1500.94,1504.11
19439,2022-10-22 13:30:00,Augsburg,RasenBallsport Leipzig,3,3,58.31,0.4101,0.3277,-0.148,1.182,1498.85,1500.72
19437,2022-10-22 16:30:00,Borussia M.Gladbach,Eintracht Frankfurt,1,3,60.07,0.4134,0.3259,-0.1527,1.264,1500.43,1501.82
19438,2022-10-23 13:30:00,Bochum,Union Berlin,2,1,53.27,0.4008,0.3329,-0.1345,0.802,1496.59,1502.63
19440,2022-10-23 15:30:00,Hertha Berlin,Schalke 04,2,1,62.14,0.4173,0.3237,-0.1583,0.799,1499.3,1496.48
19449,2022-10-28 18:30:00,Werder Bremen,Hertha Berlin,1,0,60.93,0.415,0.325,-0.155,0.81,1500.57,1498.95
19441,2022-10-29 13:30:00,Bayern Munich,Mainz 05,6,2,63.4,0.4196,0.3224,-0.1617,1.884,1504.9,1499.92
19442,2022-10-29 13:30:00,RasenBallsport Leipzig,Bayer Leverkusen,2,0,62.58,0.4181,0.3233,-0.1595,1.287,1501.26,1497.59
19446,2022-10-29 13:30:00,Wolfsburg,Bochum,4,0,62.06,0.4171,0.3238,-0.1581,1.885,1499.45,1495.8
19447,2022-10-29 13:30:00,VfB Stuttgart,Augsburg,2,1,59.3,0.412,0.3267,-0.1506,0.813,1498.5,1498.51
19445,2022-10-29 16:30:00,Eintracht Frankfurt,Borussia Dortmund,1,2,61.09,0.4153,0.3248,-0.1554,0.812,1501.35,1501.2
19443,2022-10-30 14:30:00,Union Berlin,Borussia M.Gladbach,2,1,62.2,0.4174,0.3237,-0.1584,0.814,1502.97,1500.08
19448,2022-10-30 16:30:00,Schalke 04,Freiburg,0,2,54.98,0.404,0.3311,-0.1391,1.294,1495.75,1502.24
19444,2022-10-30 18:30:00,FC Cologne,Hoffenheim,1,1,59.08,0.4116,0.3269,-0.15,1.208,1499.93,1501.03
19453,2022-11-04 18:30:00,Borussia M.Gladbach,VfB Stuttgart,3,1,61.59,0.4162,0.3243,-0.1568,1.308,1500.64,1497.95
19451,2022-11-05 14:30:00,Mainz 05,Wolfsburg,0,3,60.47,0.4142,0.3255,-0.1538,1.656,1498.97,1500.41
19452,2022-11-05 14:30:00,Hoffenheim,RasenBallsport Leipzig,1,3,59.77,0.4129,0.3262,-0.1519,1.313,1500.27,1502.01
19454,2022-11-05 14:30:00,Augsburg,Eintracht Frankfurt,1,2,57.16,0.408,0.3289,-0.1449,0.829,1498.03,1501.82
19455,2022-11-05 14:30:00,Hertha Berlin,Bayern Munich,2,3,54.05,0.4023,0.3321,-0.1366,0.831,1498.48,1505.38
19457,2022-11-05 14:30:00,Borussia Dortmund,Bochum,3,0,65.4,0.4234,0.3204,-0.1671,1.653,1501.89,1495.11
19456,2022-11-05 17:30:00,Werder Bremen,Schalke 04,2,1,64.82,0.4223,0.321,-0.1655,0.827,1500.91,1495.4
19458,2022-11-06 14:30:00,Bayer Leverkusen,Union Berlin,5,0,54.63,0.4033,0.3315,-0.1381,1.933,1498.43,1502.14
19450,2022-11-06 16:30:00,Freiburg,FC Cologne,2,0,62.31,0.4176,0.3236,-0.1588,1.315,1502.79,1499.37
19464,2022-11-08 17:30:00,Wolfsburg,Borussia Dortmund,2,0,58.52,0.4105,0.3275,-0.1485,1.325,1500.97,1501.32
19459,2022-11-08 19:30:00,Bayern Munich,Werder Bremen,6,1,64.46,0.4216,0.3213,-0.1646,1.941,1506.19,1500.1
19465,2022-11-08 19:30:00,Bochum,Borussia M.Gladbach,2,1,54.48,0.403,0.3316,-0.1377,0.84,1495.47,1500.27
19466,2022-11-08 19:30:00,VfB Stuttgart,Hertha Berlin,2,1,59.47,0.4123,0.3265,-0.1511,0.838,1498.3,1498.13
19462,2022-11-09 17:30:00,FC Cologne,Bayer Leverkusen,1,2,60.95,0.415,0.325,-0.1551,0.837,1498.89,1498.91
19460,2022-11-09 19:30:00,RasenBallsport Leipzig,Freiburg,3,1,59.22,0.4118,0.3268,-0.1504,1.332,1502.58,1502.23
19461,2022-11-09 19:30:00,Union Berlin,Augsburg,2,2,64.1,0.4209,0.3217,-0.1636,1.245,1502.03,1498.13
19463,2022-11-09 19:30:00,Eintracht Frankfurt,Hoffenheim,4,2,61.55,0.4162,0.3244,-0.1567,1.33,1502.38,1499.71
19467,2022-11-09 19:30:00,Schalke 04,Mainz 05,1,0,56.44,0.4067,0.3296,-0.143,0.841,1495.76,1498.61
19472,2022-11-11 19:30:00,Borussia M.Gladbach,Borussia Dortmund,4,2,58.95,0.4113,0.327,-0.1497,1.339,1500.84,1500.75
19468,2022-11-12 14:30:00,Bayer Leverkusen,VfB Stuttgart,2,0,60.61,0.4144,0.3253,-0.1542,1.338,1499.48,1497.74
19471,2022-11-12 14:30:00,Hoffenheim,Wolfsburg,1,2,58.74,0.4109,0.3273,-0.1491,0.845,1499.23,1501.46
19473,2022-11-12 14:30:00,Augsburg,Bochum,0,1,62.66,0.4182,0.3232,-0.1597,0.843,1497.65,1495.96
19474,2022-11-12 14:30:00,Hertha Berlin,FC Cologne,2,0,59.24,0.4119,0.3267,-0.1505,1.339,1498.69,1498.32
19476,2022-11-12 14:30:00,Werder Bremen,RasenBallsport Leipzig,1,2,57.52,0.4087,0.3285,-0.1459,0.845,1499.62,1503.06
19475,2022-11-12 17:30:00,Schalke 04,Bayern Munich,0,2,49.58,0.394,0.3367,-0.1247,1.345,1495.01,1506.94
19470,2022-11-13 14:30:00,Mainz 05,Eintracht Frankfurt,1,1,56.22,0.4063,0.3298,-0.1424,1.255,1498.52,1502.47
19469,2022-11-13 16:30:00,Freiburg,Union Berlin,4,1,60.2,0.4136,0.3258,-0.153,1.693,1502.95,1501.32
19478,2023-01-20 19:30:00,RasenBallsport Leipzig,Bayern Munich,1,1,56.12,0.4061,0.33,-0.1421,1.516,1502.96,1507.05
19479,2023-01-21 14:30:00,Union Berlin,Hoffenheim,3,1,62.09,0.4172,0.3238,-0.1581,1.62,1502.0,1498.55
19482,2023-01-21 14:30:00,Eintracht Frankfurt,Schalke 04,3,0,67.46,0.4272,0.3182,-0.1727,2.039,1503.31,1494.16
19483,2023-01-21 14:30:00,Wolfsburg,Freiburg,6,0,58.51,0.4105,0.3275,-0.1485,2.377,1502.47,1501.93
19484,2023-01-21 14:30:00,Bochum,Hertha Berlin,3,1,57.27,0.4082,0.3288,-0.1452,1.623,1496.66,1498.0
19485,2023-01-21 14:30:00,VfB Stuttgart,Mainz 05,1,1,59.22,0.4118,0.3268,-0.1504,1.516,1497.62,1498.63
19480,2023-01-21 17:30:00,FC Cologne,Werder Bremen,7,1,58.7,0.4109,0.3273,-0.149,2.377,1499.33,1498.61
19477,2023-01-22 14:30:00,Borussia Dortmund,Augsburg,4,3,63.11,0.4191,0.3227,-0.1609,1.024,1501.18,1497.22
19481,2023-01-22 16:30:00,Borussia M.Gladbach,Bayer Leverkusen,2,3,61.37,0.4158,0.3245,-0.1562,1.025,1500.25,1500.07
19493,2023-01-24 17:30:00,Schalke 04,RasenBallsport Leipzig,1,6,51.21,0.397,0.335,-0.129,2.404,1492.81,1504.31
19486,2023-01-24 19:30:00,Bayern Munich,FC Cologne,1,1,67.72,0.4277,0.3179,-0.1734,1.533,1506.92,1499.47
19490,2023-01-24 19:30:00,Hoffenheim,VfB Stuttgart,2,2,60.92,0.415,0.325,-0.155,1.533,1498.43,1497.74
19492,2023-01-24 19:30:00,Hertha Berlin,Wolfsburg,0,5,55.53,0.405,0.3306,-0.1405,2.406,1496.63,1503.84
19489,2023-01-25 17:30:00,Mainz 05,Borussia Dortmund,1,2,57.45,0.4085,0.3286,-0.1457,1.035,1498.04,1501.78
19487,2023-01-25 19:30:00,Bayer Leverkusen,Bochum,2,0,63.41,0.4196,0.3224,-0.1617,1.641,1500.76,1495.97
19488,2023-01-25 19:30:00,Freiburg,Eintracht Frankfurt,1,1,58.62,0.4107,0.3274,-0.1488,1.537,1501.82,1503.43
19491,2023-01-25 19:30:00,Augsburg,Borussia M.Gladbach,1,0,56.97,0.4076,0.3291,-0.1444,1.038,1497.66,1499.81
19494,2023-01-25 19:30:00,Werder Bremen,Union Berlin,1,2,56.61,0.407,0.3295,-0.1434,1.039,1498.01,1502.59
19497,2023-01-27 19:30:00,RasenBallsport Leipzig,VfB Stuttgart,2,1,66.57,0.4256,0.3191,-0.1703,1.04,1504.74,1497.31
19498,2023-01-28 14:30:00,Freiburg,Augsburg,3,1,64.16,0.421,0.3216,-0.1637,1.65,1502.51,1496.97
19499,2023-01-28 14:30:00,Mainz 05,Bochum,5,2,62.07,0.4171,0.3238,-0.1581,2.084,1498.91,1495.09
19500,2023-01-28 14:30:00,Hoffenheim,Borussia M.Gladbach,1,4,58.62,0.4107,0.3274,-0.1488,2.087,1497.23,1501.0
19501,2023-01-28 14:30:00,Hertha Berlin,Union Berlin,0,2,54.04,0.4022,0.3321,-0.1366,1.657,1495.69,1503.53
19503,2023-01-28 14:30:00,Werder Bremen,Wolfsburg,2,1,54.17,0.4025,0.332,-0.1369,1.045,1498.46,1503.39
19495,2023-01-28 17:30:00,Bayern Munich,Eintracht Frankfurt,1,1,63.49,0.4198,0.3223,-0.1619,1.545,1506.79,1503.55
19502,2023-01-29 14:30:00,Schalke 04,FC Cologne,0,0,53.34,0.4009,0.3328,-0.1347,1.55,1492.7,1499.57
19496,2023-01-29 16:30:00,Bayer Leverkusen,Borussia Dortmund,0,2,58.98,0.4114,0.327,-0.1498,1.658,1499.8,1502.73
19511,2023-02-03 19:30:00,Augsburg,Bayer Leverkusen,1,0,57.17,0.408,0.3289,-0.1449,1.064,1497.43,1499.35
19504,2023-02-04 14:30:00,Borussia Dortmund,Freiburg,5,1,60.22,0.4137,0.3257,-0.1531,2.468,1503.78,1501.46
19505,2023-02-04 14:30:00,Union Berlin,Mainz 05,2,1,64.62,0.4219,0.3212,-0.165,1.061,1503.98,1498.47
19506,2023-02-04 14:30:00,FC Cologne,RasenBallsport Leipzig,0,0,54.82,0.4037,0.3313,-0.1387,1.575,1499.46,1504.85
19508,2023-02-04 14:30:00,Eintracht Frankfurt,Hertha Berlin,3,0,67.87,0.428,0.3178,-0.1738,2.119,1504.43,1494.81
19510,2023-02-04 14:30:00,Bochum,Hoffenheim,5,2,57.86,0.4093,0.3282,-0.1468,2.128,1496.0,1496.32
19507,2023-02-04 17:30:00,Borussia M.Gladbach,Schalke 04,0,0,68.3,0.4288,0.3173,-0.175,1.575,1500.87,1492.84
19512,2023-02-05 14:30:00,VfB Stuttgart,Werder Bremen,0,2,58.85,0.4111,0.3271,-0.1494,1.69,1496.34,1499.44
19509,2023-02-05 16:30:00,Wolfsburg,Bayern Munich,2,4,56.6,0.407,0.3295,-0.1434,1.692,1502.42,1507.76
19520,2023-02-10 19:30:00,Schalke 04,Wolfsburg,0,0,50.42,0.3956,0.3358,-0.1269,1.606,1492.74,1502.52
19513,2023-02-11 14:30:00,Bayern Munich,Bochum,3,0,71.76,0.4353,0.3137,-0.1844,2.156,1508.64,1495.12
19515,2023-02-11 14:30:00,Freiburg,VfB Stuttgart,2,1,65.13,0.4229,0.3206,-0.1663,1.081,1501.91,1495.89
19517,2023-02-11 14:30:00,Mainz 05,Augsburg,3,1,61.05,0.4152,0.3249,-0.1553,1.717,1499.2,1496.7
19518,2023-02-11 14:30:00,Hoffenheim,Bayer Leverkusen,1,3,56.97,0.4077,0.3291,-0.1444,1.72,1495.34,1500.33
19521,2023-02-11 14:30:00,Werder Bremen,Borussia Dortmund,0,2,55.66,0.4052,0.3304,-0.1409,1.721,1498.45,1504.76
19514,2023-02-11 17:30:00,RasenBallsport Leipzig,Union Berlin,1,2,60.88,0.4149,0.325,-0.1549,1.083,1504.23,1504.6
19519,2023-02-12 14:30:00,Hertha Berlin,Borussia M.Gladbach,4,1,53.94,0.4021,0.3322,-0.1363,2.179,1495.75,1499.93
19516,2023-02-12 16:30:00,FC Cologne,Eintracht Frankfurt,3,0,55.03,0.4041,0.3311,-0.1392,2.178,1500.4,1503.49
19529,2023-02-17 19:30:00,Augsburg,Hoffenheim,1,0,61.36,0.4158,0.3245,-0.1562,1.104,1497.17,1494.87
19525,2023-02-18 14:30:00,Borussia M.Gladbach,Bayern Munich,3,2,51.29,0.3972,0.3349,-0.1292,1.109,1500.41,1508.16
19527,2023-02-18 14:30:00,Wolfsburg,RasenBallsport Leipzig,0,3,58.3,0.4101,0.3277,-0.1479,2.211,1501.25,1505.5
19528,2023-02-18 14:30:00,Bochum,Freiburg,0,2,53.21,0.4007,0.3329,-0.1343,1.756,1494.12,1502.91
19530,2023-02-18 14:30:00,VfB Stuttgart,FC Cologne,3,0,55.49,0.4049,0.3306,-0.1404,2.213,1496.84,1499.45
19526,2023-02-18 17:30:00,Eintracht Frankfurt,Werder Bremen,2,0,65.04,0.4227,0.3207,-0.1661,1.747,1504.22,1497.73
19524,2023-02-19 14:30:00,Union Berlin,Schalke 04,0,0,71.86,0.4355,0.3136,-0.1846,1.641,1504.45,1492.89
19522,2023-02-19 16:30:00,Borussia Dortmund,Hertha Berlin,4,1,69.0,0.4301,0.3166,-0.1769,2.206,1505.66,1494.84
19523,2023-02-19 18:30:00,Bayer Leverkusen,Mainz 05,2,3,61.14,0.4154,0.3248,-0.1556,1.107,1499.69,1499.84
19535,2023-02-24 19:30:00,Mainz 05,Borussia M.Gladbach,4,0,59.43,0.4122,0.3265,-0.151,2.615,1500.95,1499.3
19532,2023-02-25 14:30:00,RasenBallsport Leipzig,Eintracht Frankfurt,2,1,61.28,0.4157,0.3246,-0.156,1.125,1505.97,1503.75
19534,2023-02-25 14:30:00,FC Cologne,Wolfsburg,0,2,58.19,0.4099,0.3278,-0.1477,1.786,1498.42,1502.28
19536,2023-02-25 14:30:00,Hoffenheim,Borussia Dortmund,0,1,49.21,0.3933,0.337,-0.1237,1.131,1494.24,1506.3
19537,2023-02-25 14:30:00,Hertha Berlin,Augsburg,2,0,57.68,0.409,0.3284,-0.1463,1.786,1495.61,1496.4
19539,2023-02-25 14:30:00,Werder Bremen,Bochum,3,0,63.6,0.42,0.3222,-0.1622,2.248,1498.67,1493.18
19538,2023-02-25 17:30:00,Schalke 04,VfB Stuttgart,2,1,56.05,0.4059,0.33,-0.1419,1.128,1493.37,1496.36
