id,isResult,side,h,a,goals,xG,datetime,forecast,result
26982,True,a,"{'id': '147', 'title': 'Athletic Club', 'short_title': 'ATH'}","{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'h': '1', 'a': '1'}","{'h': '0.290195', 'a': '0.537517'}",2024-08-15 17:00:00,"{'w': 0.15835163188704485, 'd': 0.5079259560932485, 'l': 0.3337224120197066}",d
26996,True,h,"{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'id': '145', 'title': 'Rayo Vallecano', 'short_title': 'RVL'}","{'h': '0', 'a': '0'}","{'h': '0.512723', 'a': '0.161076'}",2024-08-24 19:30:00,"{'w': 0.35453040971264105, 'd': 0.5527459653133889, 'l': 0.09272362497396971}",d
27020,True,h,"{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'id': '140', 'title': 'Real Sociedad', 'short_title': 'SOC'}","{'h': '0', 'a': '0'}","{'h': '0.547095', 'a': '0.0209183'}",2024-09-01 17:15:00,"{'w': 0.4147997918649417, 'd': 0.5731535743694548, 'l': 0.012046633765603483}",d
27029,True,a,"{'id': '138', 'title': 'Sevilla', 'short_title': 'SEV'}","{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'h': '1', 'a': '0'}","{'h': '1.64801', 'a': '0.971555'}",2024-09-14 16:30:00,"{'w': 0.532276443865597, 'd': 0.24532365747590937, 'l': 0.22239989836381344}",l
27007,True,a,"{'id': '153', 'title': 'Real Betis', 'short_title': 'BET'}","{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'h': '2', 'a': '1'}","{'h': '3.06176', 'a': '0.864309'}",2024-09-18 17:00:00,"{'w': 0.8081869623638722, 'd': 0.1184578080143907, 'l': 0.0733543701036943}",l
27034,True,h,"{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'id': '159', 'title': 'Leganes', 'short_title': 'LEG'}","{'h': '1', 'a': '1'}","{'h': '1.24276', 'a': '0.783211'}",2024-09-22 12:00:00,"{'w': 0.47096775393264945, 'd': 0.2950401347519435, 'l': 0.23399211130916694}",d
27043,True,a,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'h': '1', 'a': '0'}","{'h': '2.20799', 'a': '0.929851'}",2024-09-25 19:00:00,"{'w': 0.6641035893078768, 'd': 0.1900246941442409, 'l': 0.14587170247431652}",l
27059,True,h,"{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'id': '158', 'title': 'Alaves', 'short_title': 'ALA'}","{'h': '2', 'a': '0'}","{'h': '2.55847', 'a': '0.415348'}",2024-09-28 12:00:00,"{'w': 0.8365734001777234, 'd': 0.12166767349450916, 'l': 0.04175883367415542}",w
27062,True,h,"{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'id': '157', 'title': 'Osasuna', 'short_title': 'OSA'}","{'h': '1', 'a': '1'}","{'h': '1.34832', 'a': '0.247706'}",2024-10-05 14:15:00,"{'w': 0.6571244771647723, 'd': 0.2762666351200849, 'l': 0.06660888769596278}",d
27080,True,a,"{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'h': '1', 'a': '1'}","{'h': '1.14683', 'a': '2.02638'}",2024-10-20 16:30:00,"{'w': 0.21045884967900594, 'd': 0.21262502127152302, 'l': 0.5769161244495257}",d
27082,True,h,"{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'id': '146', 'title': 'Valencia', 'short_title': 'VAL'}","{'h': '1', 'a': '1'}","{'h': '2.97825', 'a': '0.63831'}",2024-10-27 15:15:00,"{'w': 0.8404146210516981, 'd': 0.10803409949181596, 'l': 0.0515506661671716}",d
27094,True,a,"{'id': '152', 'title': 'Celta Vigo', 'short_title': 'CEL'}","{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'h': '1', 'a': '0'}","{'h': '2.12477', 'a': '0.424746'}",2024-11-04 20:00:00,"{'w': 0.7723979384739085, 'd': 0.16621644751014444, 'l': 0.06138560547108286}",l
27104,True,h,"{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'id': '223', 'title': 'Girona', 'short_title': 'GIR'}","{'h': '0', 'a': '1'}","{'h': '0.220796', 'a': '0.521025'}",2024-11-10 17:30:00,"{'w': 0.12430870581071606, 'd': 0.5326292965454023, 'l': 0.3430619976438815}",l
27113,True,h,"{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'id': '231', 'title': 'Real Valladolid', 'short_title': 'VAL'}","{'h': '2', 'a': '0'}","{'h': '0.658487', 'a': '0.729169'}",2024-11-22 20:00:00,"{'w': 0.28632065539931334, 'd': 0.3847140078868963, 'l': 0.32896533671378564}",w
27127,True,a,"{'id': '150', 'title': 'Real Madrid', 'short_title': 'RMA'}","{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'h': '2', 'a': '0'}","{'h': '3.23626', 'a': '0.34657'}",2024-12-01 15:15:00,"{'w': 0.9123040783943575, 'd': 0.06888490896741048, 'l': 0.018809332835250527}",l
27132,True,h,"{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'id': '141', 'title': 'Espanyol', 'short_title': 'ESP'}","{'h': '1', 'a': '0'}","{'h': '0.530268', 'a': '1.17303'}",2024-12-09 20:00:00,"{'w': 0.16722725597565796, 'd': 0.3142188068299882, 'l': 0.5185539371915568}",w
27142,True,a,"{'id': '143', 'title': 'Atletico Madrid', 'short_title': 'ATL'}","{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'h': '1', 'a': '0'}","{'h': '1.85376', 'a': '0.238672'}",2024-12-15 13:00:00,"{'w': 0.7748231477195157, 'd': 0.18432152952424263, 'l': 0.040855321336273204}",l
27155,True,h,"{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'h': '0', 'a': '1'}","{'h': '0.735241', 'a': '2.06274'}",2024-12-21 13:00:00,"{'w': 0.12205126348722509, 'd': 0.19488212225521814, 'l': 0.6830666084534766}",l
27170,True,a,"{'id': '144', 'title': 'Las Palmas', 'short_title': 'LPL'}","{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'h': '1', 'a': '2'}","{'h': '1.62636', 'a': '1.39575'}",2025-01-12 13:00:00,"{'w': 0.43031251584956276, 'd': 0.24026224400277718, 'l': 0.3294252398704236}",w
27177,True,h,"{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': '1', 'a': '1'}","{'h': '1.16921', 'a': '3.50383'}",2025-01-18 20:00:00,"{'w': 0.08438495109942132, 'd': 0.11008355344119698, 'l': 0.8055271761106139}",d
27188,True,a,"{'id': '140', 'title': 'Real Sociedad', 'short_title': 'SOC'}","{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'h': '0', 'a': '3'}","{'h': '1.26074', 'a': '2.01027'}",2025-01-26 15:15:00,"{'w': 0.23702452261516838, 'd': 0.2153509125198152, 'l': 0.5476245607167755}",w
27193,True,h,"{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'id': '138', 'title': 'Sevilla', 'short_title': 'SEV'}","{'h': '0', 'a': '0'}","{'h': '0.922731', 'a': '0.871043'}",2025-02-01 13:00:00,"{'w': 0.34944195550421486, 'd': 0.32940374992892973, 'l': 0.3211542945667168}",d
27204,True,a,"{'id': '158', 'title': 'Alaves', 'short_title': 'ALA'}","{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'h': '0', 'a': '1'}","{'h': '1.25855', 'a': '0.825065'}",2025-02-09 13:00:00,"{'w': 0.4649037777981092, 'd': 0.29142525206675945, 'l': 0.2436709701276921}",w
27213,True,a,"{'id': '223', 'title': 'Girona', 'short_title': 'GIR'}","{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'h': '1', 'a': '2'}","{'h': '1.287', 'a': '0.95535'}",2025-02-14 20:00:00,"{'w': 0.44095615352974354, 'd': 0.28286294569171644, 'l': 0.2761809007682791}",w
27227,True,h,"{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'id': '153', 'title': 'Real Betis', 'short_title': 'BET'}","{'h': '1', 'a': '2'}","{'h': '0.86267', 'a': '2.34571'}",2025-02-23 17:30:00,"{'w': 0.121054691471696, 'd': 0.17418119377190996, 'l': 0.704764084065217}",l
27238,True,a,"{'id': '159', 'title': 'Leganes', 'short_title': 'LEG'}","{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'h': '1', 'a': '0'}","{'h': '0.554524', 'a': '0.585024'}",2025-03-02 13:00:00,"{'w': 0.2739016831520104, 'd': 0.4324910206895386, 'l': 0.2936072961584509}",l
27250,True,h,"{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'id': '143', 'title': 'Atletico Madrid', 'short_title': 'ATL'}","{'h': '2', 'a': '1'}","{'h': '1.39814', 'a': '1.02142'}",2025-03-09 13:00:00,"{'w': 0.45586464835781354, 'd': 0.2692397203625297, 'l': 0.27489563124769995}",w
27258,True,a,"{'id': '157', 'title': 'Osasuna', 'short_title': 'OSA'}","{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'h': '1', 'a': '2'}","{'h': '2.08486', 'a': '0.900928'}",2025-03-16 17:30:00,"{'w': 0.6469401746426958, 'd': 0.2003685148749947, 'l': 0.15269130380973034}",w
