id,isResult,h,a,goals,xG,datetime,forecast
28802,True,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'h': '3', 'a': '2'}","{'h': '4.02237', 'a': '1.32618'}",2025-08-30 14:00:00,"{'w': '0.911', 'd': '0.0655', 'l': '0.0235'}"
28803,True,"{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '0', 'a': '0'}","{'h': '0.6773', 'a': '0.303635'}",2025-08-30 16:30:00,"{'w': '0.408', 'd': '0.4518', 'l': '0.1402'}"
28804,True,"{'id': '249', 'title': 'Nottingham Forest', 'short_title': 'NOT'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '0', 'a': '3'}","{'h': '0.716018', 'a': '2.236'}",2025-08-31 13:00:00,"{'w': '0.0594', 'd': '0.1552', 'l': '0.7854'}"
28805,True,"{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '2', 'a': '1'}","{'h': '2.20864', 'a': '2.13418'}",2025-08-31 13:00:00,"{'w': '0.3828', 'd': '0.2726', 'l': '0.3446'}"
28806,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '1', 'a': '0'}","{'h': '0.481404', 'a': '0.485679'}",2025-08-31 15:30:00,"{'w': '0.2681', 'd': '0.4624', 'l': '0.2695'}"
28807,True,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '0', 'a': '3'}","{'h': '1.20586', 'a': '2.59713'}",2025-08-31 18:00:00,"{'w': '0.0734', 'd': '0.161', 'l': '0.7656'}"
28808,True,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '249', 'title': 'Nottingham Forest', 'short_title': 'NOT'}","{'h': '3', 'a': '0'}","{'h': '2.8817', 'a': '0.293681'}",2025-09-13 11:30:00,"{'w': '0.9419', 'd': '0.048', 'l': '0.0101'}"
28809,True,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'h': '1', 'a': '0'}","{'h': '1.19186', 'a': '0.375942'}",2025-09-13 14:00:00,"{'w': '0.6234', 'd': '0.2851', 'l': '0.0915'}"
28810,True,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'h': '2', 'a': '1'}","{'h': '1.44187', 'a': '0.624923'}",2025-09-13 14:00:00,"{'w': '0.6177', 'd': '0.2664', 'l': '0.1159'}"
28811,True,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'h': '0', 'a': '0'}","{'h': '1.75805', 'a': '0.354129'}",2025-09-13 14:00:00,"{'w': '0.7823', 'd': '0.1686', 'l': '0.0491'}"
28812,True,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '0', 'a': '0'}","{'h': '1.8927', 'a': '0.354327'}",2025-09-13 14:00:00,"{'w': '0.7847', 'd': '0.1658', 'l': '0.0495'}"
28813,True,"{'id': '228', 'title': 'Fulham', 'short_title': 'FLH'}","{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'h': '1', 'a': '0'}","{'h': '1.13979', 'a': '0.830398'}",2025-09-13 14:00:00,"{'w': '0.4371', 'd': '0.3383', 'l': '0.2246'}"
28814,True,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '0', 'a': '3'}","{'h': '0.793248', 'a': '1.51402'}",2025-09-13 16:30:00,"{'w': '0.1696', 'd': '0.2807', 'l': '0.5497'}"
28815,True,"{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '2', 'a': '2'}","{'h': '1.17533', 'a': '0.755999'}",2025-09-13 19:00:00,"{'w': '0.495', 'd': '0.2994', 'l': '0.2056'}"
28816,True,"{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '0', 'a': '1'}","{'h': '0.168041', 'a': '2.79492'}",2025-09-14 13:00:00,"{'w': '0.0037', 'd': '0.0387', 'l': '0.9576'}"
28817,True,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '3', 'a': '0'}","{'h': '1.99725', 'a': '1.51915'}",2025-09-14 15:30:00,"{'w': '0.4799', 'd': '0.2573', 'l': '0.2628'}"
28818,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '2', 'a': '1'}","{'h': '1.06166', 'a': '0.721371'}",2025-09-20 11:30:00,"{'w': '0.4455', 'd': '0.33', 'l': '0.2245'}"
28819,True,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '1', 'a': '2'}","{'h': '0.466365', 'a': '2.33565'}",2025-09-20 14:00:00,"{'w': '0.035', 'd': '0.1161', 'l': '0.8489'}"
28820,True,"{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'h': '1', 'a': '3'}","{'h': '1.5661', 'a': '0.456988'}",2025-09-20 14:00:00,"{'w': '0.6878', 'd': '0.2266', 'l': '0.0856'}"
28821,True,"{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '2', 'a': '2'}","{'h': '1.40466', 'a': '1.19181'}",2025-09-20 14:00:00,"{'w': '0.4028', 'd': '0.3289', 'l': '0.2683'}"
28822,True,"{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'id': '249', 'title': 'Nottingham Forest', 'short_title': 'NOT'}","{'h': '1', 'a': '1'}","{'h': '1.14159', 'a': '0.830779'}",2025-09-20 14:00:00,"{'w': '0.4397', 'd': '0.3168', 'l': '0.2435'}"
28824,True,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '2', 'a': '1'}","{'h': '1.34458', 'a': '0.469843'}",2025-09-20 16:30:00,"{'w': '0.6294', 'd': '0.2748', 'l': '0.0958'}"
28825,True,"{'id': '228', 'title': 'Fulham', 'short_title': 'FLH'}","{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'h': '3', 'a': '1'}","{'h': '1.52431', 'a': '0.826556'}",2025-09-20 19:00:00,"{'w': '0.5643', 'd': '0.2588', 'l': '0.1769'}"
28823,True,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '0', 'a': '0'}","{'h': '0.55066', 'a': '0.153629'}",2025-09-21 13:00:00,"{'w': '0.3942', 'd': '0.5216', 'l': '0.0842'}"
28826,True,"{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '1', 'a': '1'}","{'h': '0.938312', 'a': '0.939354'}",2025-09-21 13:00:00,"{'w': '0.3258', 'd': '0.3463', 'l': '0.3279'}"
28827,True,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '1', 'a': '1'}","{'h': '0.718575', 'a': '1.1227'}",2025-09-21 15:30:00,"{'w': '0.2028', 'd': '0.3221', 'l': '0.4751'}"
28828,True,"{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '3', 'a': '1'}","{'h': '2.78726', 'a': '2.23609'}",2025-09-27 11:30:00,"{'w': '0.5118', 'd': '0.2491', 'l': '0.2391'}"
28829,True,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'h': '1', 'a': '3'}","{'h': '2.02653', 'a': '2.4751'}",2025-09-27 14:00:00,"{'w': '0.2603', 'd': '0.2482', 'l': '0.4915'}"
28830,True,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '2', 'a': '1'}","{'h': '3.53323', 'a': '3.10176'}",2025-09-27 14:00:00,"{'w': '0.4872', 'd': '0.1968', 'l': '0.316'}"
28832,True,"{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'h': '2', 'a': '2'}","{'h': '2.04728', 'a': '1.06033'}",2025-09-27 14:00:00,"{'w': '0.6258', 'd': '0.219', 'l': '0.1552'}"
28833,True,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'h': '5', 'a': '1'}","{'h': '3.22133', 'a': '0.509491'}",2025-09-27 14:00:00,"{'w': '0.9279', 'd': '0.0602', 'l': '0.0119'}"
28834,True,"{'id': '249', 'title': 'Nottingham Forest', 'short_title': 'NOT'}","{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'h': '0', 'a': '1'}","{'h': '1.4203', 'a': '1.94154'}",2025-09-27 16:30:00,"{'w': '0.2527', 'd': '0.2346', 'l': '0.5127'}"
28835,True,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'h': '1', 'a': '1'}","{'h': '0.818711', 'a': '1.15951'}",2025-09-27 19:00:00,"{'w': '0.2181', 'd': '0.3376', 'l': '0.4443'}"
28831,True,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '228', 'title': 'Fulham', 'short_title': 'FLH'}","{'h': '3', 'a': '1'}","{'h': '1.36575', 'a': '0.952612'}",2025-09-28 13:00:00,"{'w': '0.4792', 'd': '0.293', 'l': '0.2278'}"
28836,True,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '1', 'a': '2'}","{'h': '0.739851', 'a': '2.07048'}",2025-09-28 15:30:00,"{'w': '0.0956', 'd': '0.1872', 'l': '0.7172'}"
28837,True,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '1', 'a': '1'}","{'h': '0.909703', 'a': '0.775766'}",2025-09-29 19:00:00,"{'w': '0.3639', 'd': '0.3478', 'l': '0.2883'}"
28838,True,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'id': '228', 'title': 'Fulham', 'short_title': 'FLH'}","{'h': '3', 'a': '1'}","{'h': '1.33458', 'a': '0.84335'}",2025-10-03 19:00:00,"{'w': '0.5037', 'd': '0.2971', 'l': '0.1992'}"
28844,True,"{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '1', 'a': '2'}","{'h': '1.48051', 'a': '0.688198'}",2025-10-04 11:30:00,"{'w': '0.6', 'd': '0.2633', 'l': '0.1367'}"
28839,True,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '2', 'a': '0'}","{'h': '3.0585', 'a': '0.864549'}",2025-10-04 14:00:00,"{'w': '0.8876', 'd': '0.0891', 'l': '0.0233'}"
28845,True,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'h': '2', 'a': '0'}","{'h': '1.9298', 'a': '0.807119'}",2025-10-04 14:00:00,"{'w': '0.6826', 'd': '0.2067', 'l': '0.1107'}"
28842,True,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '2', 'a': '1'}","{'h': '1.23721', 'a': '2.05981'}",2025-10-04 16:30:00,"{'w': '0.1603', 'd': '0.2554', 'l': '0.5843'}"
28840,True,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'h': '2', 'a': '1'}","{'h': '1.73572', 'a': '0.502292'}",2025-10-05 13:00:00,"{'w': '0.7029', 'd': '0.2168', 'l': '0.0803'}"
28843,True,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '2', 'a': '1'}","{'h': '2.13876', 'a': '2.17789'}",2025-10-05 13:00:00,"{'w': '0.3623', 'd': '0.2646', 'l': '0.3731'}"
28846,True,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '249', 'title': 'Nottingham Forest', 'short_title': 'NOT'}","{'h': '2', 'a': '0'}","{'h': '3.81662', 'a': '0.337689'}",2025-10-05 13:00:00,"{'w': '0.9788', 'd': '0.0182', 'l': '0.003'}"
28847,True,"{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'h': '1', 'a': '1'}","{'h': '0.369404', 'a': '1.39158'}",2025-10-05 13:00:00,"{'w': '0.0797', 'd': '0.2474', 'l': '0.6729'}"
28841,True,"{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '0', 'a': '1'}","{'h': '0.693758', 'a': '1.09647'}",2025-10-05 15:30:00,"{'w': '0.2127', 'd': '0.3477', 'l': '0.4396'}"
28854,True,"{'id': '249', 'title': 'Nottingham Forest', 'short_title': 'NOT'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '0', 'a': '3'}","{'h': '2.0555', 'a': '2.5583'}",2025-10-18 11:30:00,"{'w': '0.2761', 'd': '0.2325', 'l': '0.4914'}"
28848,True,"{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '2', 'a': '1'}","{'h': '0.857104', 'a': '1.28313'}",2025-10-18 14:00:00,"{'w': '0.234', 'd': '0.2943', 'l': '0.4717'}"
28849,True,"{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'h': '2', 'a': '0'}","{'h': '0.509647', 'a': '2.33152'}",2025-10-18 14:00:00,"{'w': '0.0318', 'd': '0.1277', 'l': '0.8405'}"
28850,True,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'h': '3', 'a': '3'}","{'h': '4.56284', 'a': '2.0471'}",2025-10-18 14:00:00,"{'w': '0.8893', 'd': '0.0764', 'l': '0.0343'}"
28853,True,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '2', 'a': '0'}","{'h': '2.4799', 'a': '0.794622'}",2025-10-18 14:00:00,"{'w': '0.7871', 'd': '0.157', 'l': '0.0559'}"
28855,True,"{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'h': '2', 'a': '0'}","{'h': '1.02481', 'a': '0.676323'}",2025-10-18 14:00:00,"{'w': '0.4521', 'd': '0.3322', 'l': '0.2157'}"
28851,True,"{'id': '228', 'title': 'Fulham', 'short_title': 'FLH'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '0', 'a': '1'}","{'h': '0.502332', 'a': '2.07823'}",2025-10-18 16:30:00,"{'w': '0.0509', 'd': '0.1423', 'l': '0.8068'}"
28856,True,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '1', 'a': '2'}","{'h': '1.51461', 'a': '0.352231'}",2025-10-19 13:00:00,"{'w': '0.7246', 'd': '0.2099', 'l': '0.0655'}"
28852,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '1', 'a': '2'}","{'h': '2.60972', 'a': '2.53117'}",2025-10-19 15:30:00,"{'w': '0.403', 'd': '0.2349', 'l': '0.3621'}"
28857,True,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'h': '0', 'a': '2'}","{'h': '0.260251', 'a': '3.46635'}",2025-10-20 19:00:00,"{'w': '0.0056', 'd': '0.0286', 'l': '0.9658'}"
