situation_OpenPlay_shots,situation_OpenPlay_goals,situation_OpenPlay_xG,situation_OpenPlay_against_shots,situation_OpenPlay_against_goals,situation_OpenPlay_against_xG,situation_FromCorner_shots,situation_FromCorner_goals,situation_FromCorner_xG,situation_FromCorner_against_shots,situation_FromCorner_against_goals,situation_FromCorner_against_xG,situation_SetPiece_shots,situation_SetPiece_goals,situation_SetPiece_xG,situation_SetPiece_against_shots,situation_SetPiece_against_goals,situation_SetPiece_against_xG,situation_DirectFreekick_shots,situation_DirectFreekick_goals,situation_DirectFreekick_xG,situation_DirectFreekick_against_shots,situation_DirectFreekick_against_goals,situation_DirectFreekick_against_xG,situation_Penalty_shots,situation_Penalty_goals,situation_Penalty_xG,situation_Penalty_against_shots,situation_Penalty_against_goals,situation_Penalty_against_xG,formation_4-3-3_stat,formation_4-3-3_time,formation_4-3-3_shots,formation_4-3-3_goals,formation_4-3-3_xG,formation_4-3-3_against_shots,formation_4-3-3_against_goals,formation_4-3-3_against_xG,formation_3-2-4-1_stat,formation_3-2-4-1_time,formation_3-2-4-1_shots,formation_3-2-4-1_goals,formation_3-2-4-1_xG,formation_3-2-4-1_against_shots,formation_3-2-4-1_against_goals,formation_3-2-4-1_against_xG,formation_4-2-3-1_stat,formation_4-2-3-1_time,formation_4-2-3-1_shots,formation_4-2-3-1_goals,formation_4-2-3-1_xG,formation_4-2-3-1_against_shots,formation_4-2-3-1_against_goals,formation_4-2-3-1_against_xG,formation_3-4-3_stat,formation_3-4-3_time,formation_3-4-3_shots,formation_3-4-3_goals,formation_3-4-3_xG,formation_3-4-3_against_shots,formation_3-4-3_against_goals,formation_3-4-3_against_xG,formation_4-4-2_stat,formation_4-4-2_time,formation_4-4-2_shots,formation_4-4-2_goals,formation_4-4-2_xG,formation_4-4-2_against_shots,formation_4-4-2_against_goals,formation_4-4-2_against_xG,formation_4-1-2-1-2_stat,formation_4-1-2-1-2_time,formation_4-1-2-1-2_shots,formation_4-1-2-1-2_goals,formation_4-1-2-1-2_xG,formation_4-1-2-1-2_against_shots,formation_4-1-2-1-2_against_goals,formation_4-1-2-1-2_against_xG,formation_4-4-1-1_stat,formation_4-4-1-1_time,formation_4-4-1-1_shots,formation_4-4-1-1_goals,formation_4-4-1-1_xG,formation_4-4-1-1_against_shots,formation_4-4-1-1_against_goals,formation_4-4-1-1_against_xG,gameState_Goal diff 0_stat,gameState_Goal diff 0_time,gameState_Goal diff 0_shots,gameState_Goal diff 0_goals,gameState_Goal diff 0_xG,gameState_Goal diff 0_against_shots,gameState_Goal diff 0_against_goals,gameState_Goal diff 0_against_xG,gameState_Goal diff > +1_stat,gameState_Goal diff > +1_time,gameState_Goal diff > +1_shots,gameState_Goal diff > +1_goals,gameState_Goal diff > +1_xG,gameState_Goal diff > +1_against_shots,gameState_Goal diff > +1_against_goals,gameState_Goal diff > +1_against_xG,gameState_Goal diff +1_stat,gameState_Goal diff +1_time,gameState_Goal diff +1_shots,gameState_Goal diff +1_goals,gameState_Goal diff +1_xG,gameState_Goal diff +1_against_shots,gameState_Goal diff +1_against_goals,gameState_Goal diff +1_against_xG,gameState_Goal diff -1_stat,gameState_Goal diff -1_time,gameState_Goal diff -1_shots,gameState_Goal diff -1_goals,gameState_Goal diff -1_xG,gameState_Goal diff -1_against_shots,gameState_Goal diff -1_against_goals,gameState_Goal diff -1_against_xG,gameState_Goal diff < -1_stat,gameState_Goal diff < -1_time,gameState_Goal diff < -1_shots,gameState_Goal diff < -1_goals,gameState_Goal diff < -1_xG,gameState_Goal diff < -1_against_shots,gameState_Goal diff < -1_against_goals,gameState_Goal diff < -1_against_xG,timing_1-15_stat,timing_1-15_shots,timing_1-15_goals,timing_1-15_xG,timing_1-15_against_shots,timing_1-15_against_goals,timing_1-15_against_xG,timing_16-30_stat,timing_16-30_shots,timing_16-30_goals,timing_16-30_xG,timing_16-30_against_shots,timing_16-30_against_goals,timing_16-30_against_xG,timing_31-45_stat,timing_31-45_shots,timing_31-45_goals,timing_31-45_xG,timing_31-45_against_shots,timing_31-45_against_goals,timing_31-45_against_xG,timing_46-60_stat,timing_46-60_shots,timing_46-60_goals,timing_46-60_xG,timing_46-60_against_shots,timing_46-60_against_goals,timing_46-60_against_xG,timing_61-75_stat,timing_61-75_shots,timing_61-75_goals,timing_61-75_xG,timing_61-75_against_shots,timing_61-75_against_goals,timing_61-75_against_xG,timing_76+_stat,timing_76+_shots,timing_76+_goals,timing_76+_xG,timing_76+_against_shots,timing_76+_against_goals,timing_76+_against_xG,shotZone_ownGoals_stat,shotZone_ownGoals_shots,shotZone_ownGoals_goals,shotZone_ownGoals_xG,shotZone_ownGoals_against_shots,shotZone_ownGoals_against_goals,shotZone_ownGoals_against_xG,shotZone_shotOboxTotal_stat,shotZone_shotOboxTotal_shots,shotZone_shotOboxTotal_goals,shotZone_shotOboxTotal_xG,shotZone_shotOboxTotal_against_shots,shotZone_shotOboxTotal_against_goals,shotZone_shotOboxTotal_against_xG,shotZone_shotPenaltyArea_stat,shotZone_shotPenaltyArea_shots,shotZone_shotPenaltyArea_goals,shotZone_shotPenaltyArea_xG,shotZone_shotPenaltyArea_against_shots,shotZone_shotPenaltyArea_against_goals,shotZone_shotPenaltyArea_against_xG,shotZone_shotSixYardBox_stat,shotZone_shotSixYardBox_shots,shotZone_shotSixYardBox_goals,shotZone_shotSixYardBox_xG,shotZone_shotSixYardBox_against_shots,shotZone_shotSixYardBox_against_goals,shotZone_shotSixYardBox_against_xG,attackSpeed_Normal_stat,attackSpeed_Normal_shots,attackSpeed_Normal_goals,attackSpeed_Normal_xG,attackSpeed_Normal_against_shots,attackSpeed_Normal_against_goals,attackSpeed_Normal_against_xG,attackSpeed_Standard_stat,attackSpeed_Standard_shots,attackSpeed_Standard_goals,attackSpeed_Standard_xG,attackSpeed_Standard_against_shots,attackSpeed_Standard_against_goals,attackSpeed_Standard_against_xG,attackSpeed_Slow_stat,attackSpeed_Slow_shots,attackSpeed_Slow_goals,attackSpeed_Slow_xG,attackSpeed_Slow_against_shots,attackSpeed_Slow_against_goals,attackSpeed_Slow_against_xG,attackSpeed_Fast_stat,attackSpeed_Fast_shots,attackSpeed_Fast_goals,attackSpeed_Fast_xG,attackSpeed_Fast_against_shots,attackSpeed_Fast_against_goals,attackSpeed_Fast_against_xG,result_BlockedShot_shots,result_BlockedShot_goals,result_BlockedShot_xG,result_BlockedShot_against_shots,result_BlockedShot_against_goals,result_BlockedShot_against_xG,result_SavedShot_shots,result_SavedShot_goals,result_SavedShot_xG,result_SavedShot_against_shots,result_SavedShot_against_goals,result_SavedShot_against_xG,result_MissedShots_shots,result_MissedShots_goals,result_MissedShots_xG,result_MissedShots_against_shots,result_MissedShots_against_goals,result_MissedShots_against_xG,result_Goal_shots,result_Goal_goals,result_Goal_xG,result_Goal_against_shots,result_Goal_against_goals,result_Goal_against_xG,result_ShotOnPost_shots,result_ShotOnPost_goals,result_ShotOnPost_xG,result_ShotOnPost_against_shots,result_ShotOnPost_against_goals,result_ShotOnPost_against_xG
437,71,64.89775067195296,207,22,23.836744776926935,109,10,10.251045929268003,54,4,5.744144062511623,26,2,3.3270941423252225,19,3,3.03317675832659,20,2,1.4592672176659107,11,1,0.5980788618326187,10,9,7.611689805984497,3,3,2.2835070490837097,4-3-3,1601,292,50,39.90074838325381,134,16,15.721105550415814,3-2-4-1,1115,189,29,32.746120563708246,85,8,8.859046148136258,4-2-3-1,481,65,11,9.277967508882284,41,5,6.071375258266926,3-4-3,194,31,2,3.6550132436677814,13,1,1.1364780440926552,4-4-2,126,14,2,1.4274914199486375,14,3,2.530934755690396,4-1-2-1-2,35,8,0,0.4244867991656065,4,0,0.5645406953990459,4-4-1-1,34,3,0,0.11501984857022762,3,0,0.6121710566803813,Goal diff 0,1634,277,37,36.57189511321485,96,10,14.08192045520991,Goal diff > +1,910,140,26,23.550610596314073,97,11,8.702035503461957,Goal diff +1,793,127,23,20.731955740600824,76,9,9.437415666878223,Goal diff -1,204,45,5,4.860444601625204,24,3,3.2581666838377714,Goal diff < -1,45,13,3,1.8319417154416442,1,0,0.016113199293613434,1-15,107,13,13.152172672562301,29,4,4.582506384700537,16-30,91,14,12.62841999065131,38,4,5.524365804158151,31-45,111,21,16.902275728061795,50,4,5.683483739383519,46-60,101,18,15.388782841153443,51,5,3.7110884888097644,61-75,97,19,15.809320904314518,51,6,5.341001246124506,76+,95,9,13.665875630453229,75,10,10.653205845505,ownGoals,2,2,2,1,1,1,shotOboxTotal,192,13,7.394671709276736,98,5,3.3932852167636156,shotPenaltyArea,359,59,59.33852487616241,161,20,20.617224804125726,shotSixYardBox,49,20,18.81365118175745,34,7,10.485141487792134,Normal,339,54,47.78150521032512,154,15,17.411627764813602,Standard,165,23,22.649097095243633,87,11,11.658906731754541,Slow,71,9,10.599548649042845,25,2,1.6222107531502843,Fast,27,8,6.516696812584996,28,5,4.8029062589630485,171,0,11.124085091985762,98,0,7.0253791669383645,122,0,14.997572973370552,60,0,8.112563939765096,200,0,21.970981983467937,99,0,7.673656203784049,94,94,35.75397891551256,33,33,12.214251744560897,15,0,3.700228802859783,4,0,0.46980045363307
