feature,baseline_accuracy,baseline_logloss,loo_accuracy,loo_logloss,accuracy_drop,logloss_increase,mean_abs_shap,shap_rank,accuracy_drop_rank
market_logit_home,0.56,0.9088354706764221,0.5666666666666667,0.9135962128639221,-0.006666666666666599,0.0047607421875,0.13205763366311765,1.0,4.0
forecast_away_win,0.56,0.9088354706764221,0.54,0.9210206866264343,0.020000000000000018,0.012185215950012207,0.1309160542426806,2.0,1.0
market_home_edge,0.56,0.9088354706764221,0.5533333333333333,0.9166451096534729,0.00666666666666671,0.007809638977050781,0.12324804173747865,3.0,2.0
forecast_draw,0.56,0.9088354706764221,0.5666666666666667,0.926603376865387,-0.006666666666666599,0.017767906188964844,0.08072441166192165,4.0,4.0
elo_mean_pre,0.56,0.9088354706764221,0.5666666666666667,0.9095975756645203,-0.006666666666666599,0.0007621049880981445,0.0791099408821565,5.0,4.0
market_entropy,0.56,0.9088354706764221,0.5666666666666667,0.9126414060592651,-0.006666666666666599,0.0038059353828430176,0.0603233666547322,6.0,4.0
elo_home_pre,0.56,0.9088354706764221,0.5866666666666667,0.9137422442436218,-0.026666666666666616,0.004906773567199707,0.05470595813645501,7.0,7.0
elo_gap_pre,0.56,0.9088354706764221,0.5733333333333334,0.9058089256286621,-0.013333333333333308,-0.0030265450477600098,0.050275663316062945,8.0,5.0
market_max_prob,0.56,0.9088354706764221,0.58,0.9159281253814697,-0.019999999999999907,0.007092654705047607,0.043643945167270576,9.0,6.0
match_day_index,0.56,0.9088354706764221,0.56,0.9095519781112671,0.0,0.0007165074348449707,0.03530690047340596,10.0,3.0
prob_edge,0.56,0.9088354706764221,0.5666666666666667,0.9082841873168945,-0.006666666666666599,-0.0005512833595275879,0.03480594579309691,11.0,4.0
match_day_of_year_norm,0.56,0.9088354706764221,0.5666666666666667,0.9089131951332092,-0.006666666666666599,7.772445678710938e-05,0.0259271410499376,12.0,4.0
forecast_home_win,0.56,0.9088354706764221,0.56,0.9076687693595886,0.0,-0.001166701316833496,0.025395811655120143,13.0,3.0
elo_away_pre,0.56,0.9088354706764221,0.56,0.9102771878242493,0.0,0.0014417171478271484,0.024458993713412865,14.0,3.0
elo_home_expectation,0.56,0.9088354706764221,0.5666666666666667,0.9082682132720947,-0.006666666666666599,-0.0005672574043273926,0.023683359361976748,15.0,4.0
market_vs_elo_edge,0.56,0.9088354706764221,0.5533333333333333,0.9087976217269897,0.00666666666666671,-3.784894943237305e-05,0.013805371271614492,16.0,2.0
match_weekday_index,0.56,0.9088354706764221,0.56,0.9089787006378174,0.0,0.00014322996139526367,0.008557094663146811,17.0,3.0
elo_expectation_gap,0.56,0.9088354706764221,0.56,0.909140944480896,0.0,0.00030547380447387695,0.008409906553871568,18.0,3.0
