feature,baseline_accuracy,baseline_logloss,loo_accuracy,loo_logloss,accuracy_drop,logloss_increase,mean_abs_shap,shap_rank,accuracy_drop_rank
forecast_away_win,0.5666666666666667,0.9032188057899475,0.5666666666666667,0.9247538447380066,0.0,0.021535038948059082,0.14340276277374878,1.0,2.0
market_home_edge,0.5666666666666667,0.9032188057899475,0.56,0.916300356388092,0.006666666666666599,0.013081550598144531,0.12397155870123533,2.0,1.0
market_logit_home,0.5666666666666667,0.9032188057899475,0.5866666666666667,0.9071179032325745,-0.020000000000000018,0.003899097442626953,0.10945501472416413,3.0,5.0
forecast_draw,0.5666666666666667,0.9032188057899475,0.58,0.9271909594535828,-0.013333333333333308,0.023972153663635254,0.08465684501083963,4.0,4.0
elo_mean_pre,0.5666666666666667,0.9032188057899475,0.5733333333333334,0.9017486572265625,-0.00666666666666671,-0.0014701485633850098,0.07238750159103653,5.0,3.0
market_entropy,0.5666666666666667,0.9032188057899475,0.56,0.9098787307739258,0.006666666666666599,0.0066599249839782715,0.06283530031540042,6.0,1.0
elo_home_pre,0.5666666666666667,0.9032188057899475,0.5933333333333334,0.9097049832344055,-0.026666666666666727,0.006486177444458008,0.059551234477131725,7.0,6.0
elo_gap_pre,0.5666666666666667,0.9032188057899475,0.5933333333333334,0.9009749293327332,-0.026666666666666727,-0.0022438764572143555,0.05545861880229528,8.0,6.0
match_day_index,0.5666666666666667,0.9032188057899475,0.58,0.9069828391075134,-0.013333333333333308,0.003764033317565918,0.032790984725596425,9.0,4.0
market_max_prob,0.5666666666666667,0.9032188057899475,0.5866666666666667,0.9033870697021484,-0.020000000000000018,0.00016826391220092773,0.030518970519548733,10.0,5.0
prob_edge,0.5666666666666667,0.9032188057899475,0.5666666666666667,0.9046956300735474,0.0,0.0014768242835998535,0.02985569889934526,11.0,2.0
match_day_of_year_norm,0.5666666666666667,0.9032188057899475,0.5666666666666667,0.9018653631210327,0.0,-0.001353442668914795,0.028202573995542792,12.0,2.0
elo_away_pre,0.5666666666666667,0.9032188057899475,0.5666666666666667,0.9077070951461792,0.0,0.0044882893562316895,0.025067100203620626,13.0,2.0
forecast_home_win,0.5666666666666667,0.9032188057899475,0.56,0.9037805199623108,0.006666666666666599,0.0005617141723632812,0.024230323623322562,14.0,1.0
elo_home_expectation,0.5666666666666667,0.9032188057899475,0.5733333333333334,0.9052636623382568,-0.00666666666666671,0.002044856548309326,0.020855715570830366,15.0,3.0
market_vs_elo_edge,0.5666666666666667,0.9032188057899475,0.5666666666666667,0.9028525948524475,0.0,-0.0003662109375,0.011370477655544851,16.0,2.0
match_weekday_index,0.5666666666666667,0.9032188057899475,0.5666666666666667,0.9050089716911316,0.0,0.001790165901184082,0.009769098975016578,17.0,2.0
elo_expectation_gap,0.5666666666666667,0.9032188057899475,0.5733333333333334,0.9026566743850708,-0.00666666666666671,-0.000562131404876709,0.007989125538755778,18.0,3.0
