id,isResult,side,h,a,goals,xG,datetime,forecast,result
23375,True,a,"{'id': '270', 'title': 'Clermont Foot', 'short_title': 'CLE'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '2', 'a': '4'}","{'h': '1.97981', 'a': '3.40428'}",2023-08-13 13:00:00,"{'w': 0.19866125402607232, 'd': 0.14848793601951826, 'l': 0.6528477335273667}",w
23382,True,h,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'h': '3', 'a': '0'}","{'h': '1.30947', 'a': '0.552621'}",2023-08-20 15:05:00,"{'w': 0.5533133633188112, 'd': 0.2898116769408952, 'l': 0.1568749597274662}",w
23396,True,a,"{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '3', 'a': '3'}","{'h': '0.906833', 'a': '4.95812'}",2023-08-25 19:00:00,"{'w': 0.02019566670907701, 'd': 0.03952030057959755, 'l': 0.9400768059916331}",d
23399,True,h,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'h': '3', 'a': '0'}","{'h': '1.24938', 'a': '0.612432'}",2023-09-02 19:00:00,"{'w': 0.5187110474653873, 'd': 0.299062880522918, 'l': 0.18222607200498855}",w
23411,True,a,"{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '2', 'a': '2'}","{'h': '0.660724', 'a': '1.54062'}",2023-09-17 11:00:00,"{'w': 0.1587117821768679, 'd': 0.25541320017313723, 'l': 0.5858750175315439}",d
23417,True,h,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'h': '0', 'a': '1'}","{'h': '1.80137', 'a': '1.10143'}",2023-09-22 19:00:00,"{'w': 0.5375794140362382, 'd': 0.23123871491783596, 'l': 0.23118187007493848}",l
23429,True,h,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'h': '3', 'a': '2'}","{'h': '1.5165', 'a': '0.908767'}",2023-09-30 19:00:00,"{'w': 0.5146796551041223, 'd': 0.2593747432684556, 'l': 0.2259456015317344}",w
23438,True,a,"{'id': '177', 'title': 'Reims', 'short_title': 'REI'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '1', 'a': '3'}","{'h': '1.99785', 'a': '1.74741'}",2023-10-07 19:00:00,"{'w': 0.4431510218873574, 'd': 0.21307782547407636, 'l': 0.3437711481754417}",w
23446,True,h,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '180', 'title': 'Metz', 'short_title': 'MET'}","{'h': '2', 'a': '1'}","{'h': '1.9731', 'a': '0.720525'}",2023-10-22 15:05:00,"{'w': 0.6688923461969324, 'd': 0.2038718393620285, 'l': 0.12723581120137575}",w
23454,True,a,"{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '2', 'a': '0'}","{'h': '0.667633', 'a': '0.901743'}",2023-10-29 14:00:00,"{'w': 0.2558737376990136, 'd': 0.3536767603776761, 'l': 0.3904495019232396}",l
23466,True,h,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'h': '2', 'a': '0'}","{'h': '1.11674', 'a': '0.73688'}",2023-11-05 16:05:00,"{'w': 0.4445178873788882, 'd': 0.31466933919873646, 'l': 0.2408127734209617}",w
23475,True,a,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '0', 'a': '0'}","{'h': '1.12627', 'a': '0.968375'}",2023-11-11 20:00:00,"{'w': 0.3911428338072101, 'd': 0.29875279715346587, 'l': 0.31010436903754635}",d
23479,True,a,"{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '5', 'a': '2'}","{'h': '2.61317', 'a': '1.52014'}",2023-11-24 20:00:00,"{'w': 0.6105773466484323, 'd': 0.17901644913521, 'l': 0.21040608315731235}",l
23490,True,h,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '166', 'title': 'Montpellier', 'short_title': 'MPL'}","{'h': '2', 'a': '0'}","{'h': '2.46013', 'a': '1.18556'}",2023-12-03 14:00:00,"{'w': 0.6531391473918456, 'd': 0.17943638139481588, 'l': 0.1674244148271431}",w
23499,True,a,"{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '1', 'a': '2'}","{'h': '2.14616', 'a': '1.09728'}",2023-12-09 16:00:00,"{'w': 0.613119682014582, 'd': 0.20150551572435202, 'l': 0.18537479252520944}",w
23509,True,h,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'h': '0', 'a': '1'}","{'h': '1.40268', 'a': '0.739288'}",2023-12-15 20:00:00,"{'w': 0.5280642575797594, 'd': 0.2746403802258496, 'l': 0.19729536216140156}",l
23517,True,a,"{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '1', 'a': '2'}","{'h': '1.58928', 'a': '2.26628'}",2023-12-20 20:00:00,"{'w': 0.26883886121714506, 'd': 0.200647361669184, 'l': 0.5305137572256018}",w
23526,True,h,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '177', 'title': 'Reims', 'short_title': 'REI'}","{'h': '1', 'a': '3'}","{'h': '1.02592', 'a': '1.91585'}",2024-01-13 16:00:00,"{'w': 0.19857839680763578, 'd': 0.2200761164566321, 'l': 0.5813454845383981}",l
23535,True,a,"{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '2', 'a': '2'}","{'h': '3.46234', 'a': '0.372187'}",2024-01-27 20:00:00,"{'w': 0.9231722939346038, 'd': 0.05982662190807872, 'l': 0.016997330523371528}",d
23544,True,h,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'h': '1', 'a': '1'}","{'h': '1.48516', 'a': '0.149171'}",2024-02-04 12:00:00,"{'w': 0.7243453651459679, 'd': 0.24075550909334875, 'l': 0.03489912568871357}",d
23555,True,a,"{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '2', 'a': '3'}","{'h': '2.16459', 'a': '2.06475'}",2024-02-11 19:45:00,"{'w': 0.41845294885863094, 'd': 0.2006114014149598, 'l': 0.38093563296886696}",w
23562,True,h,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'h': '1', 'a': '2'}","{'h': '1.69534', 'a': '1.57778'}",2024-02-18 14:00:00,"{'w': 0.4093937291916679, 'd': 0.23090373796643807, 'l': 0.3597025322474081}",l
