id,isResult,side,h,a,goals,xG,datetime
29252,False,h,"{'id': '145', 'title': 'Rayo Vallecano', 'short_title': 'RVL'}","{'id': '158', 'title': 'Alaves', 'short_title': 'ALA'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-10-26 15:00:00
29267,False,a,"{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'id': '145', 'title': 'Rayo Vallecano', 'short_title': 'RVL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-02 14:00:00
29272,False,h,"{'id': '145', 'title': 'Rayo Vallecano', 'short_title': 'RVL'}","{'id': '150', 'title': 'Real Madrid', 'short_title': 'RMA'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-09 14:00:00
29283,False,a,"{'id': '289', 'title': 'Real Oviedo', 'short_title': 'OVI'}","{'id': '145', 'title': 'Rayo Vallecano', 'short_title': 'RVL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-23 14:00:00
29292,False,h,"{'id': '145', 'title': 'Rayo Vallecano', 'short_title': 'RVL'}","{'id': '146', 'title': 'Valencia', 'short_title': 'VAL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-30 14:00:00
29301,False,a,"{'id': '141', 'title': 'Espanyol', 'short_title': 'ESP'}","{'id': '145', 'title': 'Rayo Vallecano', 'short_title': 'RVL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-07 14:00:00
29313,False,h,"{'id': '145', 'title': 'Rayo Vallecano', 'short_title': 'RVL'}","{'id': '153', 'title': 'Real Betis', 'short_title': 'BET'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-14 14:00:00
29320,False,a,"{'id': '207', 'title': 'Elche', 'short_title': 'ELC'}","{'id': '145', 'title': 'Rayo Vallecano', 'short_title': 'RVL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-21 14:00:00
29335,False,h,"{'id': '145', 'title': 'Rayo Vallecano', 'short_title': 'RVL'}","{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-04 14:00:00
29347,False,h,"{'id': '145', 'title': 'Rayo Vallecano', 'short_title': 'RVL'}","{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-11 14:00:00
