id,isResult,h,a,goals,xG,datetime,forecast
27394,True,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '1', 'a': '1'}","{'h': '1.59603', 'a': '2.65805'}",2024-09-15 10:30:00,"{'w': '0.1815', 'd': '0.1839', 'l': '0.6346'}"
27393,True,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '3', 'a': '2'}","{'h': '2.4507', 'a': '1.96392'}",2024-09-15 13:00:00,"{'w': '0.4864', 'd': '0.2517', 'l': '0.2619'}"
27401,True,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'h': '0', 'a': '0'}","{'h': '0.447368', 'a': '1.6617'}",2024-09-15 13:00:00,"{'w': '0.0604', 'd': '0.2119', 'l': '0.7277'}"
27395,True,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '0', 'a': '4'}","{'h': '0.881581', 'a': '1.42805'}",2024-09-15 16:00:00,"{'w': '0.2099', 'd': '0.2703', 'l': '0.5198'}"
27399,True,"{'id': '271', 'title': 'Monza', 'short_title': 'MON'}","{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'h': '1', 'a': '1'}","{'h': '0.217777', 'a': '1.8081'}",2024-09-15 18:45:00,"{'w': '0.0288', 'd': '0.152', 'l': '0.8192'}"
27400,True,"{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '2', 'a': '3'}","{'h': '0.87968', 'a': '3.08828'}",2024-09-16 16:30:00,"{'w': '0.0226', 'd': '0.0768', 'l': '0.9006'}"
27396,True,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '2', 'a': '1'}","{'h': '1.79243', 'a': '0.533276'}",2024-09-16 18:45:00,"{'w': '0.7489', 'd': '0.1917', 'l': '0.0594'}"
27403,True,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'h': '0', 'a': '2'}","{'h': '1.68655', 'a': '1.02688'}",2024-09-20 16:30:00,"{'w': '0.5334', 'd': '0.2623', 'l': '0.2043'}"
27405,True,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '2', 'a': '3'}","{'h': '0.777792', 'a': '1.96682'}",2024-09-20 18:45:00,"{'w': '0.0919', 'd': '0.2013', 'l': '0.7068'}"
27411,True,"{'id': '265', 'title': 'Venezia', 'short_title': 'VEN'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '2', 'a': '0'}","{'h': '2.33503', 'a': '0.388857'}",2024-09-21 13:00:00,"{'w': '0.8913', 'd': '0.0864', 'l': '0.0223'}"
27407,True,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '0', 'a': '0'}","{'h': '0.419301', 'a': '0.233773'}",2024-09-21 16:00:00,"{'w': '0.2903', 'd': '0.5664', 'l': '0.1433'}"
27408,True,"{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'h': '2', 'a': '2'}","{'h': '1.25857', 'a': '2.054'}",2024-09-21 18:45:00,"{'w': '0.195', 'd': '0.2207', 'l': '0.5843'}"
27404,True,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': '2', 'a': '1'}","{'h': '2.85634', 'a': '1.14467'}",2024-09-22 10:30:00,"{'w': '0.8063', 'd': '0.1289', 'l': '0.0648'}"
27409,True,"{'id': '271', 'title': 'Monza', 'short_title': 'MON'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': '1', 'a': '2'}","{'h': '0.707402', 'a': '1.45302'}",2024-09-22 13:00:00,"{'w': '0.1519', 'd': '0.3003', 'l': '0.5478'}"
27410,True,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '3', 'a': '0'}","{'h': '2.5658', 'a': '0.525078'}",2024-09-22 16:00:00,"{'w': '0.877', 'd': '0.0949', 'l': '0.0281'}"
27406,True,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '1', 'a': '2'}","{'h': '0.941382', 'a': '2.75751'}",2024-09-22 18:45:00,"{'w': '0.0764', 'd': '0.1335', 'l': '0.7901'}"
27402,True,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '286', 'title': 'Como', 'short_title': 'COM'}","{'h': '2', 'a': '3'}","{'h': '1.31694', 'a': '0.579703'}",2024-09-24 18:45:00,"{'w': '0.617', 'd': '0.2652', 'l': '0.1178'}"
27417,True,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'h': '3', 'a': '0'}","{'h': '2.43265', 'a': '0.462274'}",2024-09-27 18:45:00,"{'w': '0.8572', 'd': '0.1087', 'l': '0.0341'}"
27413,True,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'h': '2', 'a': '3'}","{'h': '0.984798', 'a': '2.30465'}",2024-09-28 13:00:00,"{'w': '0.1187', 'd': '0.1843', 'l': '0.697'}"
27416,True,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '0', 'a': '3'}","{'h': '0.385259', 'a': '2.91803'}",2024-09-28 16:00:00,"{'w': '0.0089', 'd': '0.0499', 'l': '0.9412'}"
27412,True,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '1', 'a': '1'}","{'h': '0.176428', 'a': '2.47751'}",2024-09-28 18:45:00,"{'w': '0.0094', 'd': '0.0637', 'l': '0.9269'}"
27421,True,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': '2', 'a': '3'}","{'h': '0.494815', 'a': '2.24735'}",2024-09-29 10:30:00,"{'w': '0.0318', 'd': '0.1139', 'l': '0.8543'}"
27414,True,"{'id': '286', 'title': 'Como', 'short_title': 'COM'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '3', 'a': '2'}","{'h': '2.47493', 'a': '1.5544'}",2024-09-29 13:00:00,"{'w': '0.6066', 'd': '0.2214', 'l': '0.172'}"
27420,True,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '265', 'title': 'Venezia', 'short_title': 'VEN'}","{'h': '2', 'a': '1'}","{'h': '1.99001', 'a': '2.02845'}",2024-09-29 13:00:00,"{'w': '0.3717', 'd': '0.2337', 'l': '0.3946'}"
27415,True,"{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '0', 'a': '0'}","{'h': '0.44778', 'a': '1.25438'}",2024-09-29 16:00:00,"{'w': '0.1228', 'd': '0.2907', 'l': '0.5865'}"
27418,True,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '271', 'title': 'Monza', 'short_title': 'MON'}","{'h': '2', 'a': '0'}","{'h': '1.35886', 'a': '0.298287'}",2024-09-29 18:45:00,"{'w': '0.7012', 'd': '0.2367', 'l': '0.0621'}"
27419,True,"{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '2', 'a': '3'}","{'h': '2.98598', 'a': '3.057'}",2024-09-30 18:45:00,"{'w': '0.3764', 'd': '0.2061', 'l': '0.4175'}"
27430,True,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '286', 'title': 'Como', 'short_title': 'COM'}","{'h': '3', 'a': '1'}","{'h': '1.91407', 'a': '0.638474'}",2024-10-04 16:30:00,"{'w': '0.7341', 'd': '0.2003', 'l': '0.0656'}"
27427,True,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '265', 'title': 'Venezia', 'short_title': 'VEN'}","{'h': '2', 'a': '1'}","{'h': '2.10738', 'a': '1.43755'}",2024-10-04 18:45:00,"{'w': '0.5319', 'd': '0.2313', 'l': '0.2368'}"
27431,True,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'h': '1', 'a': '0'}","{'h': '1.56312', 'a': '0.645952'}",2024-10-05 13:00:00,"{'w': '0.6512', 'd': '0.239', 'l': '0.1098'}"
27422,True,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '5', 'a': '1'}","{'h': '4.0137', 'a': '0.543171'}",2024-10-05 16:00:00,"{'w': '0.9698', 'd': '0.0256', 'l': '0.0046'}"
27428,True,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '3', 'a': '2'}","{'h': '3.44641', 'a': '1.29026'}",2024-10-05 18:45:00,"{'w': '0.8434', 'd': '0.1084', 'l': '0.0482'}"
27429,True,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '1', 'a': '1'}","{'h': '3.21709', 'a': '1.045'}",2024-10-06 10:30:00,"{'w': '0.8737', 'd': '0.0955', 'l': '0.0308'}"
27423,True,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'h': '2', 'a': '1'}","{'h': '2.0459', 'a': '0.912844'}",2024-10-06 13:00:00,"{'w': '0.7026', 'd': '0.2274', 'l': '0.07'}"
27424,True,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'h': '0', 'a': '0'}","{'h': '0.835615', 'a': '1.08533'}",2024-10-06 13:00:00,"{'w': '0.2494', 'd': '0.3239', 'l': '0.4267'}"
27425,True,"{'id': '271', 'title': 'Monza', 'short_title': 'MON'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '1', 'a': '1'}","{'h': '1.11968', 'a': '1.47893'}",2024-10-06 16:00:00,"{'w': '0.2479', 'd': '0.3234', 'l': '0.4287'}"
27426,True,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '2', 'a': '1'}","{'h': '1.94286', 'a': '2.83446'}",2024-10-06 18:45:00,"{'w': '0.1927', 'd': '0.2122', 'l': '0.5951'}"
27434,True,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': '2', 'a': '2'}","{'h': '0.450285', 'a': '1.15682'}",2024-10-19 13:00:00,"{'w': '0.1112', 'd': '0.2878', 'l': '0.601'}"
27436,True,"{'id': '286', 'title': 'Como', 'short_title': 'COM'}","{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'h': '1', 'a': '1'}","{'h': '1.28527', 'a': '0.918205'}",2024-10-19 13:00:00,"{'w': '0.4459', 'd': '0.3236', 'l': '0.2305'}"
27440,True,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '1', 'a': '0'}","{'h': '1.20398', 'a': '0.522785'}",2024-10-19 16:00:00,"{'w': '0.5748', 'd': '0.2922', 'l': '0.133'}"
27438,True,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': '1', 'a': '0'}","{'h': '1.49305', 'a': '0.0648311'}",2024-10-19 18:45:00,"{'w': '0.8025', 'd': '0.1859', 'l': '0.0116'}"
27435,True,"{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '0', 'a': '1'}","{'h': '1.00465', 'a': '1.31758'}",2024-10-20 10:30:00,"{'w': '0.218', 'd': '0.3465', 'l': '0.4355'}"
27433,True,"{'id': '265', 'title': 'Venezia', 'short_title': 'VEN'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '0', 'a': '2'}","{'h': '0.881872', 'a': '1.83371'}",2024-10-20 13:00:00,"{'w': '0.1437', 'd': '0.2339', 'l': '0.6224'}"
27439,True,"{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '0', 'a': '6'}","{'h': '0.223823', 'a': '2.21676'}",2024-10-20 13:00:00,"{'w': '0.0141', 'd': '0.088', 'l': '0.8979'}"
27432,True,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '3', 'a': '2'}","{'h': '1.51181', 'a': '1.23394'}",2024-10-20 16:00:00,"{'w': '0.4248', 'd': '0.274', 'l': '0.3012'}"
27441,True,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'h': '0', 'a': '1'}","{'h': '0.78742', 'a': '0.796917'}",2024-10-20 18:45:00,"{'w': '0.3294', 'd': '0.3494', 'l': '0.3212'}"
27437,True,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '271', 'title': 'Monza', 'short_title': 'MON'}","{'h': '0', 'a': '3'}","{'h': '0.81446', 'a': '1.56377'}",2024-10-21 18:45:00,"{'w': '0.1648', 'd': '0.2553', 'l': '0.5799'}"
27451,True,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '2', 'a': '0'}","{'h': '1.12881', 'a': '0.160634'}",2024-10-25 16:30:00,"{'w': '0.6655', 'd': '0.2906', 'l': '0.0439'}"
27450,True,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '286', 'title': 'Como', 'short_title': 'COM'}","{'h': '1', 'a': '0'}","{'h': '1.56007', 'a': '1.59554'}",2024-10-25 18:30:00,"{'w': '0.3471', 'd': '0.317', 'l': '0.3359'}"
27448,True,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'h': '1', 'a': '0'}","{'h': '2.53236', 'a': '0.57038'}",2024-10-26 13:00:00,"{'w': '0.8775', 'd': '0.097', 'l': '0.0255'}"
27443,True,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '6', 'a': '1'}","{'h': '3.84122', 'a': '0.22446'}",2024-10-26 18:45:00,"{'w': '0.9862', 'd': '0.0128', 'l': '0.001'}"
27449,True,"{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'h': '1', 'a': '1'}","{'h': '1.43623', 'a': '0.14913'}",2024-10-27 11:30:00,"{'w': '0.8188', 'd': '0.1605', 'l': '0.0207'}"
27446,True,"{'id': '271', 'title': 'Monza', 'short_title': 'MON'}","{'id': '265', 'title': 'Venezia', 'short_title': 'VEN'}","{'h': '2', 'a': '2'}","{'h': '0.903007', 'a': '0.459902'}",2024-10-27 14:00:00,"{'w': '0.4629', 'd': '0.3668', 'l': '0.1703'}"
27447,True,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '3', 'a': '0'}","{'h': '2.9799', 'a': '0.261739'}",2024-10-27 14:00:00,"{'w': '0.9528', 'd': '0.0416', 'l': '0.0056'}"
27444,True,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '4', 'a': '4'}","{'h': '2.82542', 'a': '2.36179'}",2024-10-27 17:00:00,"{'w': '0.4828', 'd': '0.2623', 'l': '0.2549'}"
27445,True,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '5', 'a': '1'}","{'h': '4.56893', 'a': '0.657353'}",2024-10-27 19:45:00,"{'w': '0.9896', 'd': '0.009', 'l': '0.0014'}"
27453,True,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': '0', 'a': '2'}","{'h': '1.18569', 'a': '0.872307'}",2024-10-29 17:30:00,"{'w': '0.4374', 'd': '0.3044', 'l': '0.2582'}"
