id,isResult,side,h,a,goals,xG,datetime
29915,False,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-10-26 13:00:00
29927,False,a,"{'id': '286', 'title': 'Como', 'short_title': 'COM'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-10-29 16:30:00
29943,False,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-02 12:00:00
29950,False,a,"{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-09 12:00:00
29954,False,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-23 12:00:00
29967,False,a,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-30 12:00:00
29983,False,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-07 12:00:00
29986,False,a,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-14 12:00:00
30003,False,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-21 12:00:00
30007,False,a,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-28 12:00:00
30023,False,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-03 12:00:00
30029,False,a,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-06 17:45:00
30043,False,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-11 12:00:00
30044,False,a,"{'id': '272', 'title': 'Cremonese', 'short_title': 'CRE'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-18 12:00:00
30063,False,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-25 12:00:00
30065,False,a,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-01 12:00:00
30074,False,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '291', 'title': 'Pisa', 'short_title': 'PIS'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-08 12:00:00
30090,False,a,"{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-15 12:00:00
30103,False,a,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-22 12:00:00
30109,False,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-01 12:00:00
30123,False,a,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-08 12:00:00
30133,False,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-15 12:00:00
30134,False,a,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-22 12:00:00
30153,False,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-04 12:00:00
30163,False,a,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-12 12:00:00
30172,False,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-19 12:00:00
30183,False,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-26 12:00:00
30189,False,a,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-03 12:00:00
30194,False,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '286', 'title': 'Como', 'short_title': 'COM'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-10 12:00:00
30208,False,a,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-17 12:00:00
30223,False,h,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-24 12:00:00
