id,isResult,side,h,a,goals,xG,datetime
30288,False,h,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-10-26 13:30:00
30297,False,a,"{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-01 12:30:00
30305,False,h,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '280', 'title': 'FC Heidenheim', 'short_title': 'HEI'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-08 12:30:00
30322,False,a,"{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-22 12:30:00
30323,False,h,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-29 12:30:00
30334,False,a,"{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-06 12:30:00
30341,False,h,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-13 12:30:00
30356,False,a,"{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-20 12:30:00
30359,False,h,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-10 12:30:00
30371,False,a,"{'id': '118', 'title': 'Hamburger SV', 'short_title': 'HAM'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-14 12:30:00
30381,False,a,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-17 12:30:00
30386,False,h,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-24 12:30:00
30397,False,a,"{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-31 12:30:00
30405,False,a,"{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-07 12:30:00
30414,False,h,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '288', 'title': 'St. Pauli', 'short_title': 'SPA'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-14 12:30:00
30429,False,a,"{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-21 12:30:00
30432,False,h,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-28 12:30:00
30442,False,a,"{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-07 12:30:00
30449,False,h,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-14 12:30:00
