feature,baseline_accuracy,baseline_logloss,loo_accuracy,loo_logloss,accuracy_drop,logloss_increase,mean_abs_shap,shap_rank,accuracy_drop_rank
market_home_edge,0.5666666666666667,0.915216863155365,0.5733333333333334,0.9227854609489441,-0.00666666666666671,0.0075685977935791016,0.14419308020990826,1.0,4.0
forecast_away_win,0.5666666666666667,0.915216863155365,0.5666666666666667,0.9198526740074158,0.0,0.004635810852050781,0.1401495006940812,2.0,3.0
market_logit_home,0.5666666666666667,0.915216863155365,0.5666666666666667,0.9128617644309998,0.0,-0.0023550987243652344,0.11418845465319723,3.0,3.0
forecast_draw,0.5666666666666667,0.915216863155365,0.5533333333333333,0.9449975490570068,0.013333333333333308,0.029780685901641846,0.0844938378894087,4.0,1.0
elo_mean_pre,0.5666666666666667,0.915216863155365,0.5733333333333334,0.9122562408447266,-0.00666666666666671,-0.0029606223106384277,0.08249717863906662,5.0,4.0
market_entropy,0.5666666666666667,0.915216863155365,0.56,0.9165224432945251,0.006666666666666599,0.0013055801391601562,0.06525247801713341,6.0,2.0
elo_gap_pre,0.5666666666666667,0.915216863155365,0.5733333333333334,0.9103928804397583,-0.00666666666666671,-0.0048239827156066895,0.05904110483471951,7.0,4.0
elo_home_pre,0.5666666666666667,0.915216863155365,0.5666666666666667,0.9198703169822693,0.0,0.004653453826904297,0.05397040477981274,8.0,3.0
match_day_index,0.5666666666666667,0.915216863155365,0.56,0.9192472100257874,0.006666666666666599,0.004030346870422363,0.04187010140102618,9.0,2.0
prob_edge,0.5666666666666667,0.915216863155365,0.5666666666666667,0.9146112203598022,0.0,-0.0006056427955627441,0.038306189870560135,10.0,3.0
market_max_prob,0.5666666666666667,0.915216863155365,0.56,0.9178798198699951,0.006666666666666599,0.002662956714630127,0.031887616640849346,11.0,2.0
elo_away_pre,0.5666666666666667,0.915216863155365,0.56,0.916476845741272,0.006666666666666599,0.0012599825859069824,0.03057132891735269,12.0,2.0
forecast_home_win,0.5666666666666667,0.915216863155365,0.5666666666666667,0.9144448637962341,0.0,-0.0007719993591308594,0.026231184966224504,13.0,3.0
elo_home_expectation,0.5666666666666667,0.915216863155365,0.56,0.914944589138031,0.006666666666666599,-0.0002722740173339844,0.02483737581807267,14.0,2.0
match_day_of_year_norm,0.5666666666666667,0.915216863155365,0.5666666666666667,0.9156351685523987,0.0,0.0004183053970336914,0.023431338509433495,15.0,3.0
market_vs_elo_edge,0.5666666666666667,0.915216863155365,0.5733333333333334,0.9131693243980408,-0.00666666666666671,-0.0020475387573242188,0.02037543029638603,16.0,4.0
elo_expectation_gap,0.5666666666666667,0.915216863155365,0.5666666666666667,0.9146234393119812,0.0,-0.0005934238433837891,0.013213574937578383,17.0,3.0
match_weekday_index,0.5666666666666667,0.915216863155365,0.56,0.9154510498046875,0.006666666666666599,0.00023418664932250977,0.007910516654993665,18.0,2.0
