id,isResult,h,a,goals,xG,datetime,forecast
27742,True,"{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': '2', 'a': '3'}","{'h': '1.51665', 'a': '3.23588'}",2024-08-23 18:30:00,"{'w': '0.074', 'd': '0.1487', 'l': '0.7773'}"
27743,True,"{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'id': '268', 'title': 'Bochum', 'short_title': 'BOC'}","{'h': '1', 'a': '0'}","{'h': '0.937134', 'a': '1.31541'}",2024-08-24 13:30:00,"{'w': '0.2301', 'd': '0.2932', 'l': '0.4767'}"
27744,True,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '287', 'title': 'Holstein Kiel', 'short_title': 'KIE'}","{'h': '3', 'a': '2'}","{'h': '3.73706', 'a': '1.97238'}",2024-08-24 13:30:00,"{'w': '0.7519', 'd': '0.1367', 'l': '0.1114'}"
27745,True,"{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'h': '3', 'a': '1'}","{'h': '3.0149', 'a': '0.374185'}",2024-08-24 13:30:00,"{'w': '0.953', 'd': '0.0388', 'l': '0.0082'}"
27746,True,"{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'h': '2', 'a': '2'}","{'h': '1.31571', 'a': '1.54312'}",2024-08-24 13:30:00,"{'w': '0.3003', 'd': '0.2921', 'l': '0.4076'}"
27747,True,"{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'h': '1', 'a': '1'}","{'h': '1.77023', 'a': '0.731569'}",2024-08-24 13:30:00,"{'w': '0.6573', 'd': '0.2246', 'l': '0.1181'}"
27748,True,"{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'h': '2', 'a': '0'}","{'h': '1.9263', 'a': '1.15188'}",2024-08-24 16:30:00,"{'w': '0.5722', 'd': '0.2791', 'l': '0.1487'}"
27749,True,"{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'h': '2', 'a': '3'}","{'h': '2.08125', 'a': '2.17538'}",2024-08-25 13:30:00,"{'w': '0.3596', 'd': '0.2516', 'l': '0.3888'}"
27750,True,"{'id': '288', 'title': 'St. Pauli', 'short_title': 'SPA'}","{'id': '280', 'title': 'FC Heidenheim', 'short_title': 'HEI'}","{'h': '0', 'a': '2'}","{'h': '1.1609', 'a': '1.16833'}",2024-08-25 15:30:00,"{'w': '0.3228', 'd': '0.3254', 'l': '0.3518'}"
27751,True,"{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'id': '288', 'title': 'St. Pauli', 'short_title': 'SPA'}","{'h': '1', 'a': '0'}","{'h': '1.0488', 'a': '0.644857'}",2024-08-30 18:30:00,"{'w': '0.4553', 'd': '0.3344', 'l': '0.2103'}"
27752,True,"{'id': '268', 'title': 'Bochum', 'short_title': 'BOC'}","{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'h': '0', 'a': '2'}","{'h': '0.918629', 'a': '2.66887'}",2024-08-31 13:30:00,"{'w': '0.0496', 'd': '0.1212', 'l': '0.8292'}"
27753,True,"{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'h': '0', 'a': '0'}","{'h': '0.278533', 'a': '0.918302'}",2024-08-31 13:30:00,"{'w': '0.0956', 'd': '0.3589', 'l': '0.5455'}"
27754,True,"{'id': '287', 'title': 'Holstein Kiel', 'short_title': 'KIE'}","{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'h': '0', 'a': '2'}","{'h': '0.89489', 'a': '1.4619'}",2024-08-31 13:30:00,"{'w': '0.2029', 'd': '0.2729', 'l': '0.5242'}"
