id,isResult,side,h,a,goals,xG,datetime,forecast,result
27371,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '286', 'title': 'Como', 'short_title': 'COM'}","{'h': '3', 'a': '0'}","{'h': '1.30582', 'a': '0.171238'}",2024-08-19 18:45:00,"{'w': 0.6702680853367439, 'd': 0.2822852486329267, 'l': 0.04744666601798699}",w
27381,True,a,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '0', 'a': '3'}","{'h': '0.878611', 'a': '1.36151'}",2024-08-26 18:45:00,"{'w': 0.24201101495459545, 'd': 0.2773190255769155, 'l': 0.4806699594465166}",w
27390,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '0', 'a': '0'}","{'h': '0.415282', 'a': '0.382591'}",2024-09-01 18:45:00,"{'w': 0.2493938064567286, 'd': 0.5247209230235869, 'l': 0.22588527051968443}",d
27392,True,a,"{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '0', 'a': '0'}","{'h': '0.601249', 'a': '0.726024'}",2024-09-14 16:00:00,"{'w': 0.2646643707554252, 'd': 0.39422792675656604, 'l': 0.3411077024880055}",d
27407,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '0', 'a': '0'}","{'h': '0.419301', 'a': '0.233773'}",2024-09-21 16:00:00,"{'w': 0.28365513150506516, 'd': 0.5727218191226605, 'l': 0.1436230493722744}",d
27416,True,a,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '0', 'a': '3'}","{'h': '0.385259', 'a': '2.91803'}",2024-09-28 16:00:00,"{'w': 0.02817489592462734, 'd': 0.09126254677386486, 'l': 0.8805620799877684}",w
27429,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '1', 'a': '1'}","{'h': '3.21709', 'a': '1.045'}",2024-10-06 10:30:00,"{'w': 0.7939206686869837, 'd': 0.11975236058160417, 'l': 0.08632540667892463}",d
27438,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': '1', 'a': '0'}","{'h': '1.49305', 'a': '0.0648311'}",2024-10-19 18:45:00,"{'w': 0.753745416944803, 'd': 0.23146388988712946, 'l': 0.014790693090715937}",w
27444,True,a,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '4', 'a': '4'}","{'h': '2.82542', 'a': '2.36179'}",2024-10-27 17:00:00,"{'w': 0.49039490390021934, 'd': 0.17666287563905544, 'l': 0.33294186637303463}",d
27457,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'h': '2', 'a': '2'}","{'h': '2.77649', 'a': '1.45546'}",2024-10-30 19:45:00,"{'w': 0.65186246166844, 'd': 0.16708009671515528, 'l': 0.18105718343704033}",d
27466,True,a,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '0', 'a': '2'}","{'h': '0.573076', 'a': '1.55533'}",2024-11-02 17:00:00,"{'w': 0.13487589643526365, 'd': 0.25123499942798466, 'l': 0.6138891040020132}",w
27480,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '2', 'a': '0'}","{'h': '1.57325', 'a': '0.273931'}",2024-11-09 19:45:00,"{'w': 0.7060319881929692, 'd': 0.23331721961910287, 'l': 0.060650792030577626}",w
27490,True,a,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '0', 'a': '0'}","{'h': '0.306342', 'a': '0.811307'}",2024-11-23 17:00:00,"{'w': 0.13162381249304597, 'd': 0.4135235524377748, 'l': 0.45485263506916374}",d
27492,True,a,"{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '1', 'a': '1'}","{'h': '1.10419', 'a': '1.03998'}",2024-12-01 19:45:00,"{'w': 0.3685166413119399, 'd': 0.2956348125452368, 'l': 0.33584854614109916}",d
27503,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': '2', 'a': '2'}","{'h': '0.856802', 'a': '0.784689'}",2024-12-07 17:00:00,"{'w': 0.34667473028774065, 'd': 0.34750764365205766, 'l': 0.3058176260601582}",d
27514,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '265', 'title': 'Venezia', 'short_title': 'VEN'}","{'h': '2', 'a': '2'}","{'h': '2.18951', 'a': '0.586788'}",2024-12-14 19:45:00,"{'w': 0.7430217384564425, 'd': 0.1719443580976158, 'l': 0.08503389082463088}",d
27528,True,a,"{'id': '271', 'title': 'Monza', 'short_title': 'MON'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '1', 'a': '2'}","{'h': '0.983171', 'a': '2.58556'}",2024-12-22 19:45:00,"{'w': 0.12131343592774779, 'd': 0.16053041771277876, 'l': 0.7181560405396897}",w
27537,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '2', 'a': '2'}","{'h': '1.74742', 'a': '1.02946'}",2024-12-29 17:00:00,"{'w': 0.5421072400472999, 'd': 0.2358088904986152, 'l': 0.22208386880735678}",d
27555,True,a,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '1', 'a': '1'}","{'h': '0.411274', 'a': '0.94701'}",2025-01-11 17:00:00,"{'w': 0.15606238126646937, 'd': 0.3674203085891306, 'l': 0.47651731014426074}",d
27542,True,a,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '1', 'a': '1'}","{'h': '1.5823', 'a': '2.27956'}",2025-01-14 19:45:00,"{'w': 0.2655413633157373, 'd': 0.19985435332907825, 'l': 0.5346042619361007}",d
27568,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '2', 'a': '0'}","{'h': '1.56881', 'a': '1.17816'}",2025-01-18 17:00:00,"{'w': 0.463755681803028, 'd': 0.2500500517233373, 'l': 0.2861942663192189}",w
27577,True,a,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '2', 'a': '1'}","{'h': '2.33562', 'a': '1.02538'}",2025-01-25 17:00:00,"{'w': 0.665947702339871, 'd': 0.18298649249118873, 'l': 0.15106577612833078}",l
27582,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'h': '4', 'a': '1'}","{'h': '2.00759', 'a': '0.94947'}",2025-02-02 11:30:00,"{'w': 0.6194135514134974, 'd': 0.20953038658152315, 'l': 0.17105605793610057}",w
27592,True,a,"{'id': '286', 'title': 'Como', 'short_title': 'COM'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '1', 'a': '2'}","{'h': '0.935692', 'a': '1.32392'}",2025-02-07 17:00:00,"{'w': 0.26418878789506, 'd': 0.27971877551516366, 'l': 0.45609243657473914}",w
27610,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'h': '1', 'a': '0'}","{'h': '1.3662', 'a': '2.08504'}",2025-02-16 19:45:00,"{'w': 0.2489211870872003, 'd': 0.21077357080653703, 'l': 0.5403052354032387}",w
27621,True,a,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '0', 'a': '1'}","{'h': '0.225637', 'a': '2.20526'}",2025-02-23 19:45:00,"{'w': 0.02804687401214138, 'd': 0.13747974088283446, 'l': 0.8344733712552486}",w
27626,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '2', 'a': '0'}","{'h': '1.97535', 'a': '0.269838'}",2025-03-03 19:45:00,"{'w': 0.7877450180032588, 'd': 0.17034215912166153, 'l': 0.041912819586449136}",w
27637,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '0', 'a': '4'}","{'h': '0.940693', 'a': '3.93513'}",2025-03-09 19:45:00,"{'w': 0.04482341105413972, 'd': 0.07564831692183176, 'l': 0.8795117154977041}",l
27644,True,a,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '3', 'a': '0'}","{'h': '0.508254', 'a': '0.597644'}",2025-03-16 17:00:00,"{'w': 0.251187699633147, 'd': 0.4393259093600166, 'l': 0.3094863910068364}",l
27659,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '1', 'a': '0'}","{'h': '1.50908', 'a': '0.263169'}",2025-03-29 17:00:00,"{'w': 0.6940236679191356, 'd': 0.2444493583986047, 'l': 0.061526973592814914}",w
27662,True,a,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '1', 'a': '1'}","{'h': '1.37162', 'a': '0.994645'}",2025-04-06 18:45:00,"{'w': 0.4550499273768665, 'd': 0.2727162381321164, 'l': 0.27223383446647126}",d
27673,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'h': '2', 'a': '1'}","{'h': '1.95569', 'a': '0.940466'}",2025-04-12 18:45:00,"{'w': 0.6105947915423852, 'd': 0.21426921077735522, 'l': 0.175135994797461}",w
27689,True,a,"{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '1', 'a': '0'}","{'h': '0.784847', 'a': '0.777191'}",2025-04-23 16:30:00,"{'w': 0.3229582528432756, 'd': 0.3585055440457674, 'l': 0.3185362031109387}",l
27692,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '271', 'title': 'Monza', 'short_title': 'MON'}","{'h': '2', 'a': '0'}","{'h': '1.14678', 'a': '0.621764'}",2025-04-27 16:00:00,"{'w': 0.4845960984662217, 'd': 0.3156877014345101, 'l': 0.19971620009722704}",w
27702,True,a,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '1', 'a': '1'}","{'h': '0.390379', 'a': '0.681163'}",2025-05-04 18:45:00,"{'w': 0.18477188406460507, 'd': 0.43978544363961747, 'l': 0.37544267229577616}",d
27716,True,a,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '1', 'a': '1'}","{'h': '1.51119', 'a': '1.17931'}",2025-05-10 16:00:00,"{'w': 0.4489568399271876, 'd': 0.25457847997842803, 'l': 0.296464680000213}",d
27731,True,h,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '2', 'a': '0'}","{'h': '2.61362', 'a': '0.358909'}",2025-05-18 18:45:00,"{'w': 0.8548850011193572, 'd': 0.11167958287546384, 'l': 0.0334352947826716}",w
27732,True,a,"{'id': '265', 'title': 'Venezia', 'short_title': 'VEN'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '2', 'a': '3'}","{'h': '1.01327', 'a': '1.66948'}",2025-05-25 18:45:00,"{'w': 0.22945768270201755, 'd': 0.24319116033233595, 'l': 0.5273511566147812}",w
