id,isResult,h,a,goals,xG,datetime,forecast
30224,True,"{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'h': '6', 'a': '0'}","{'h': '3.29885', 'a': '0.52226'}",2025-08-22 18:30:00,"{'w': '0.931', 'd': '0.0516', 'l': '0.0174'}"
30225,True,"{'id': '280', 'title': 'FC Heidenheim', 'short_title': 'HEI'}","{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'h': '1', 'a': '3'}","{'h': '0.783156', 'a': '2.57718'}",2025-08-23 13:30:00,"{'w': '0.0352', 'd': '0.1192', 'l': '0.8456'}"
30226,True,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '1', 'a': '2'}","{'h': '1.05253', 'a': '0.505193'}",2025-08-23 13:30:00,"{'w': '0.5253', 'd': '0.3223', 'l': '0.1524'}"
30227,True,"{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'h': '2', 'a': '1'}","{'h': '0.529421', 'a': '1.80147'}",2025-08-23 13:30:00,"{'w': '0.0878', 'd': '0.2058', 'l': '0.7064'}"
30228,True,"{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'h': '4', 'a': '1'}","{'h': '3.10684', 'a': '0.587822'}",2025-08-23 13:30:00,"{'w': '0.9302', 'd': '0.0577', 'l': '0.0121'}"
30229,True,"{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'h': '1', 'a': '3'}","{'h': '2.27247', 'a': '1.30191'}",2025-08-23 13:30:00,"{'w': '0.6224', 'd': '0.2132', 'l': '0.1644'}"
30230,True,"{'id': '288', 'title': 'St. Pauli', 'short_title': 'SPA'}","{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'h': '3', 'a': '3'}","{'h': '1.46772', 'a': '2.10289'}",2025-08-23 16:30:00,"{'w': '0.1975', 'd': '0.2595', 'l': '0.543'}"
30231,True,"{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'h': '0', 'a': '1'}","{'h': '1.31655', 'a': '1.64676'}",2025-08-24 13:30:00,"{'w': '0.2781', 'd': '0.2585', 'l': '0.4634'}"
30232,True,"{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'id': '118', 'title': 'Hamburger SV', 'short_title': 'HAM'}","{'h': '0', 'a': '0'}","{'h': '1.01717', 'a': '0.285593'}",2025-08-24 15:30:00,"{'w': '0.555', 'd': '0.3531', 'l': '0.0919'}"
30233,True,"{'id': '118', 'title': 'Hamburger SV', 'short_title': 'HAM'}","{'id': '288', 'title': 'St. Pauli', 'short_title': 'SPA'}","{'h': '0', 'a': '2'}","{'h': '0.74111', 'a': '1.85404'}",2025-08-29 18:30:00,"{'w': '0.0991', 'd': '0.2244', 'l': '0.6765'}"
30234,True,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'h': '1', 'a': '3'}","{'h': '1.28178', 'a': '1.82087'}",2025-08-30 13:30:00,"{'w': '0.2139', 'd': '0.2589', 'l': '0.5272'}"
30235,True,"{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'id': '280', 'title': 'FC Heidenheim', 'short_title': 'HEI'}","{'h': '2', 'a': '0'}","{'h': '3.29717', 'a': '0.969982'}",2025-08-30 13:30:00,"{'w': '0.8695', 'd': '0.0922', 'l': '0.0383'}"
30236,True,"{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': '3', 'a': '3'}","{'h': '2.32676', 'a': '2.03733'}",2025-08-30 13:30:00,"{'w': '0.444', 'd': '0.2569', 'l': '0.2991'}"
30237,True,"{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'h': '1', 'a': '0'}","{'h': '0.925105', 'a': '1.60717'}",2025-08-30 13:30:00,"{'w': '0.2025', 'd': '0.2507', 'l': '0.5468'}"
30238,True,"{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'h': '2', 'a': '3'}","{'h': '0.506028', 'a': '3.37523'}",2025-08-30 16:30:00,"{'w': '0.0141', 'd': '0.0541', 'l': '0.9318'}"
30239,True,"{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'h': '1', 'a': '1'}","{'h': '0.616661', 'a': '1.81482'}",2025-08-31 13:30:00,"{'w': '0.0799', 'd': '0.2002', 'l': '0.7199'}"
30240,True,"{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'h': '3', 'a': '0'}","{'h': '1.82606', 'a': '0.971167'}",2025-08-31 15:30:00,"{'w': '0.6009', 'd': '0.2416', 'l': '0.1575'}"
30241,True,"{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'h': '4', 'a': '1'}","{'h': '1.84068', 'a': '0.933072'}",2025-08-31 17:30:00,"{'w': '0.6106', 'd': '0.2263', 'l': '0.1631'}"
30242,True,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'h': '3', 'a': '1'}","{'h': '2.31465', 'a': '0.791863'}",2025-09-12 18:30:00,"{'w': '0.7623', 'd': '0.1666', 'l': '0.0711'}"
30243,True,"{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'h': '3', 'a': '1'}","{'h': '1.6832', 'a': '0.548804'}",2025-09-13 13:30:00,"{'w': '0.7087', 'd': '0.209', 'l': '0.0823'}"
30244,True,"{'id': '280', 'title': 'FC Heidenheim', 'short_title': 'HEI'}","{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'h': '0', 'a': '2'}","{'h': '0.299026', 'a': '2.84999'}",2025-09-13 13:30:00,"{'w': '0.0111', 'd': '0.0609', 'l': '0.928'}"
30245,True,"{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'h': '0', 'a': '1'}","{'h': '0.770276', 'a': '1.5009'}",2025-09-13 13:30:00,"{'w': '0.1684', 'd': '0.2632', 'l': '0.5684'}"
30246,True,"{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'h': '3', 'a': '3'}","{'h': '1.79835', 'a': '1.72631'}",2025-09-13 13:30:00,"{'w': '0.3704', 'd': '0.2796', 'l': '0.35'}"
30247,True,"{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '2', 'a': '4'}","{'h': '3.0814', 'a': '3.34084'}",2025-09-13 13:30:00,"{'w': '0.3139', 'd': '0.2349', 'l': '0.4512'}"
30248,True,"{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'id': '118', 'title': 'Hamburger SV', 'short_title': 'HAM'}","{'h': '5', 'a': '0'}","{'h': '3.03718', 'a': '0.559174'}",2025-09-13 16:30:00,"{'w': '0.9014', 'd': '0.0757', 'l': '0.0229'}"
30249,True,"{'id': '288', 'title': 'St. Pauli', 'short_title': 'SPA'}","{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'h': '2', 'a': '1'}","{'h': '1.95499', 'a': '0.934223'}",2025-09-14 13:30:00,"{'w': '0.6845', 'd': '0.2238', 'l': '0.0917'}"
30250,True,"{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'h': '0', 'a': '4'}","{'h': '1.58932', 'a': '2.24671'}",2025-09-14 15:30:00,"{'w': '0.2262', 'd': '0.2302', 'l': '0.5436'}"
30251,True,"{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'id': '288', 'title': 'St. Pauli', 'short_title': 'SPA'}","{'h': '2', 'a': '0'}","{'h': '2.78829', 'a': '1.05657'}",2025-09-19 18:30:00,"{'w': '0.792', 'd': '0.1413', 'l': '0.0667'}"
30252,True,"{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'h': '0', 'a': '3'}","{'h': '1.27257', 'a': '2.36315'}",2025-09-20 13:30:00,"{'w': '0.1109', 'd': '0.2075', 'l': '0.6816'}"
30253,True,"{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'h': '1', 'a': '4'}","{'h': '0.870451', 'a': '2.57047'}",2025-09-20 13:30:00,"{'w': '0.0719', 'd': '0.1458', 'l': '0.7823'}"
30254,True,"{'id': '118', 'title': 'Hamburger SV', 'short_title': 'HAM'}","{'id': '280', 'title': 'FC Heidenheim', 'short_title': 'HEI'}","{'h': '2', 'a': '1'}","{'h': '3.32157', 'a': '2.63607'}",2025-09-20 13:30:00,"{'w': '0.5427', 'd': '0.1868', 'l': '0.2705'}"
30255,True,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'h': '1', 'a': '4'}","{'h': '1.03716', 'a': '2.7142'}",2025-09-20 13:30:00,"{'w': '0.0715', 'd': '0.1372', 'l': '0.7913'}"
30256,True,"{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'h': '3', 'a': '1'}","{'h': '3.79591', 'a': '1.39264'}",2025-09-20 16:30:00,"{'w': '0.8977', 'd': '0.074', 'l': '0.0283'}"
