id,isResult,h,a,goals,xG,datetime,forecast
23372,True,"{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'id': '177', 'title': 'Reims', 'short_title': 'REI'}","{'h': '2', 'a': '1'}","{'h': '1.5127', 'a': '0.993374'}",2023-08-12 18:00:00,"{'w': '0.5016', 'd': '0.2907', 'l': '0.2077'}"
23377,True,"{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'h': '1', 'a': '1'}","{'h': '1.12141', 'a': '1.53437'}",2023-08-12 18:00:00,"{'w': '0.2388', 'd': '0.2896', 'l': '0.4716'}"
23378,True,"{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'h': '3', 'a': '2'}","{'h': '2.91934', 'a': '0.960002'}",2023-08-12 18:00:00,"{'w': '0.8525', 'd': '0.1051', 'l': '0.0424'}"
23379,True,"{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'h': '0', 'a': '0'}","{'h': '1.36166', 'a': '0.136269'}",2023-08-12 18:00:00,"{'w': '0.7251', 'd': '0.2428', 'l': '0.0321'}"
23374,True,"{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'h': '1', 'a': '2'}","{'h': '1.07028', 'a': '2.06035'}",2023-08-13 13:00:00,"{'w': '0.1251', 'd': '0.2386', 'l': '0.6363'}"
23375,True,"{'id': '270', 'title': 'Clermont Foot', 'short_title': 'CLE'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '2', 'a': '4'}","{'h': '1.97981', 'a': '3.40428'}",2023-08-13 13:00:00,"{'w': '0.0996', 'd': '0.163', 'l': '0.7374'}"
23376,True,"{'id': '166', 'title': 'Montpellier', 'short_title': 'MPL'}","{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'h': '2', 'a': '2'}","{'h': '1.2977', 'a': '1.24958'}",2023-08-13 13:00:00,"{'w': '0.3393', 'd': '0.3524', 'l': '0.3083'}"
23371,True,"{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'id': '180', 'title': 'Metz', 'short_title': 'MET'}","{'h': '5', 'a': '1'}","{'h': '4.67967', 'a': '0.561838'}",2023-08-13 15:05:00,"{'w': '0.9891', 'd': '0.0096', 'l': '0.0013'}"
23373,True,"{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'h': '2', 'a': '1'}","{'h': '1.16184', 'a': '2.05387'}",2023-08-13 18:45:00,"{'w': '0.1635', 'd': '0.2392', 'l': '0.5973'}"
23388,True,"{'id': '180', 'title': 'Metz', 'short_title': 'MET'}","{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'h': '2', 'a': '2'}","{'h': '0.360903', 'a': '1.49349'}",2023-08-18 19:00:00,"{'w': '0.0701', 'd': '0.2334', 'l': '0.6965'}"
23384,True,"{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'id': '166', 'title': 'Montpellier', 'short_title': 'MPL'}","{'h': '1', 'a': '4'}","{'h': '0.641589', 'a': '1.91808'}",2023-08-19 15:00:00,"{'w': '0.0946', 'd': '0.1943', 'l': '0.7111'}"
23380,True,"{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'h': '1', 'a': '1'}","{'h': '1.15991', 'a': '2.00415'}",2023-08-19 19:00:00,"{'w': '0.1513', 'd': '0.2564', 'l': '0.5923'}"
23383,True,"{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'h': '2', 'a': '0'}","{'h': '3.239', 'a': '1.27164'}",2023-08-20 11:00:00,"{'w': '0.8306', 'd': '0.118', 'l': '0.0514'}"
23381,True,"{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'h': '1', 'a': '1'}","{'h': '0.750785', 'a': '2.42649'}",2023-08-20 13:00:00,"{'w': '0.0619', 'd': '0.1494', 'l': '0.7887'}"
23385,True,"{'id': '177', 'title': 'Reims', 'short_title': 'REI'}","{'id': '270', 'title': 'Clermont Foot', 'short_title': 'CLE'}","{'h': '2', 'a': '0'}","{'h': '2.41479', 'a': '0.399613'}",2023-08-20 13:00:00,"{'w': '0.9279', 'd': '0.0603', 'l': '0.0118'}"
23387,True,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'h': '1', 'a': '2'}","{'h': '0.866995', 'a': '1.60466'}",2023-08-20 13:00:00,"{'w': '0.1745', 'd': '0.245', 'l': '0.5805'}"
23382,True,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'h': '3', 'a': '0'}","{'h': '1.30947', 'a': '0.552621'}",2023-08-20 15:05:00,"{'w': '0.5802', 'd': '0.2952', 'l': '0.1246'}"
23386,True,"{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'h': '1', 'a': '1'}","{'h': '1.3445', 'a': '1.62597'}",2023-08-20 18:45:00,"{'w': '0.2663', 'd': '0.2903', 'l': '0.4434'}"
23396,True,"{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '3', 'a': '3'}","{'h': '0.906833', 'a': '4.95812'}",2023-08-25 19:00:00,"{'w': '0.0003', 'd': '0.0058', 'l': '0.9939'}"
