match_id,date,league,season,team,opponent,venue,goals_for,goals_against,xg_for,xg_against,shots_for,shots_against,result
19653,2022-08-07 13:00:00,Ligue_1,2022,Montpellier,Troyes,Home,3,2,1.57764,1.84274,17,15,w
19660,2022-08-13 19:00:00,Ligue_1,2022,Montpellier,Paris Saint Germain,Away,2,5,0.778496,3.3388,8,20,l
19672,2022-08-21 13:00:00,Ligue_1,2022,Montpellier,Auxerre,Home,1,2,0.602982,1.29185,13,7,l
19685,2022-08-28 13:00:00,Ligue_1,2022,Montpellier,Brest,Away,7,0,2.2067,0.163077,14,6,w
19691,2022-08-31 17:00:00,Ligue_1,2022,Montpellier,Ajaccio,Home,2,0,1.82411,0.894201,9,15,w
19702,2022-09-04 11:00:00,Ligue_1,2022,Montpellier,Lille,Home,1,3,0.460323,1.28228,4,26,l
19710,2022-09-11 13:00:00,Ligue_1,2022,Montpellier,Angers,Away,1,2,1.02641,2.91339,7,11,l
19722,2022-09-17 15:00:00,Ligue_1,2022,Montpellier,Strasbourg,Home,2,1,1.8232,0.617378,10,8,w
19736,2022-10-02 13:00:00,Ligue_1,2022,Montpellier,Toulouse,Away,2,4,1.73475,1.92662,23,12,l
19741,2022-10-09 11:00:00,Ligue_1,2022,Montpellier,Monaco,Home,0,2,0.564764,1.43544,11,11,l
19753,2022-10-15 19:00:00,Ligue_1,2022,Montpellier,Lens,Away,0,1,0.305429,2.31045,8,17,l
19762,2022-10-22 15:00:00,Ligue_1,2022,Montpellier,Lyon,Home,1,2,0.807149,2.78494,10,21,l
19777,2022-10-30 14:00:00,Ligue_1,2022,Montpellier,Rennes,Away,0,3,0.975256,1.53875,8,14,l
19780,2022-11-06 14:00:00,Ligue_1,2022,Montpellier,Clermont Foot,Away,1,1,1.22262,3.88422,7,16,d
19791,2022-11-13 14:00:00,Ligue_1,2022,Montpellier,Reims,Home,1,1,2.07463,2.12638,16,17,d
19801,2022-12-29 16:00:00,Ligue_1,2022,Montpellier,Lorient,Away,2,0,1.99935,1.13229,14,12,w
19812,2023-01-02 18:00:00,Ligue_1,2022,Montpellier,Marseille,Home,1,2,1.10931,1.33992,9,18,l
19823,2023-01-11 20:00:00,Ligue_1,2022,Montpellier,Nice,Away,1,6,0.226284,3.47658,4,16,l
19831,2023-01-15 14:00:00,Ligue_1,2022,Montpellier,Nantes,Home,0,3,1.10849,0.903599,11,12,l
19839,2023-01-29 14:00:00,Ligue_1,2022,Montpellier,Auxerre,Away,2,0,0.78685,1.78521,4,16,w
19852,2023-02-01 20:00:00,Ligue_1,2022,Montpellier,Paris Saint Germain,Home,1,3,0.270069,4.0011,6,19,l
19864,2023-02-05 14:00:00,Ligue_1,2022,Montpellier,Strasbourg,Away,0,2,0.613708,1.51625,11,6,l
19873,2023-02-12 14:00:00,Ligue_1,2022,Montpellier,Brest,Home,3,0,3.94905,0.468613,16,11,w
19887,2023-02-19 14:00:00,Ligue_1,2022,Montpellier,Troyes,Away,1,0,1.08483,0.0856634,19,4,w
19895,2023-02-25 20:00:00,Ligue_1,2022,Montpellier,Lens,Home,1,1,0.645251,1.53537,8,18,d
19898,2023-03-05 14:00:00,Ligue_1,2022,Montpellier,Angers,Home,5,0,3.41548,0.955683,15,10,w
19908,2023-03-12 14:00:00,Ligue_1,2022,Montpellier,Ajaccio,Away,1,0,1.27414,0.191981,12,7,w
19919,2023-03-19 14:00:00,Ligue_1,2022,Montpellier,Clermont Foot,Home,2,1,3.01981,1.40585,23,16,w
19934,2023-03-31 19:00:00,Ligue_1,2022,Montpellier,Marseille,Away,1,1,0.849684,1.43396,9,13,d
19942,2023-04-09 13:00:00,Ligue_1,2022,Montpellier,Toulouse,Home,1,2,1.79324,2.20627,15,15,l
19951,2023-04-16 11:00:00,Ligue_1,2022,Montpellier,Lille,Away,1,2,0.515081,2.31737,4,17,l
19963,2023-04-23 15:00:00,Ligue_1,2022,Montpellier,Rennes,Home,1,0,0.748138,1.32781,11,16,w
19968,2023-04-30 11:00:00,Ligue_1,2022,Montpellier,Monaco,Away,4,0,2.11063,1.35206,19,7,w
19984,2023-05-07 15:05:00,Ligue_1,2022,Montpellier,Lyon,Away,4,5,2.30837,3.69552,12,16,l
19990,2023-05-14 13:00:00,Ligue_1,2022,Montpellier,Lorient,Home,1,1,1.20401,0.582419,15,11,d
20001,2023-05-20 15:00:00,Ligue_1,2022,Montpellier,Nantes,Away,3,0,1.7036,0.751273,13,13,w
20011,2023-05-27 19:00:00,Ligue_1,2022,Montpellier,Nice,Home,2,3,1.61612,4.59487,14,23,l
20026,2023-06-03 17:00:00,Ligue_1,2022,Montpellier,Reims,Away,3,1,2.21924,1.84121,16,11,w
