feature,baseline_accuracy,baseline_logloss,loo_accuracy,loo_logloss,accuracy_drop,logloss_increase,mean_abs_shap,shap_rank,accuracy_drop_rank
market_home_edge,0.5666666666666667,0.9095086455345154,0.5733333333333334,0.9294517040252686,-0.00666666666666671,0.019943058490753174,0.12745977587299517,1.0,5.0
forecast_away_win,0.5666666666666667,0.9095086455345154,0.5466666666666666,0.9302465915679932,0.020000000000000018,0.020737946033477783,0.1252940917674465,2.0,1.0
market_logit_home,0.5666666666666667,0.9095086455345154,0.56,0.9140488505363464,0.006666666666666599,0.004540205001831055,0.08706636105072423,3.0,3.0
forecast_draw,0.5666666666666667,0.9095086455345154,0.5533333333333333,0.9319208860397339,0.013333333333333308,0.022412240505218506,0.06981332268979687,4.0,2.0
elo_mean_pre,0.5666666666666667,0.9095086455345154,0.5733333333333334,0.9088946580886841,-0.00666666666666671,-0.0006139874458312988,0.0618195652375848,5.0,5.0
elo_gap_pre,0.5666666666666667,0.9095086455345154,0.5733333333333334,0.9080657958984375,-0.00666666666666671,-0.0014428496360778809,0.053065458992643616,6.0,5.0
market_entropy,0.5666666666666667,0.9095086455345154,0.5666666666666667,0.9142329692840576,0.0,0.004724323749542236,0.050447369941032924,7.0,4.0
elo_home_pre,0.5666666666666667,0.9095086455345154,0.5866666666666667,0.915265679359436,-0.020000000000000018,0.005757033824920654,0.04884817390526619,8.0,6.0
market_max_prob,0.5666666666666667,0.9095086455345154,0.5733333333333334,0.9153404831886292,-0.00666666666666671,0.0058318376541137695,0.04348852106414657,9.0,5.0
prob_edge,0.5666666666666667,0.9095086455345154,0.56,0.9140394926071167,0.006666666666666599,0.004530847072601318,0.03556135978954199,10.0,3.0
match_day_index,0.5666666666666667,0.9095086455345154,0.5533333333333333,0.9129075407981873,0.013333333333333308,0.003398895263671875,0.030705635239998818,11.0,2.0
elo_away_pre,0.5666666666666667,0.9095086455345154,0.5666666666666667,0.9103249311447144,0.0,0.0008162856101989746,0.026511389561619664,12.0,4.0
forecast_home_win,0.5666666666666667,0.9095086455345154,0.5733333333333334,0.9121307134628296,-0.00666666666666671,0.002622067928314209,0.021243133181920806,13.0,5.0
match_day_of_year_norm,0.5666666666666667,0.9095086455345154,0.5666666666666667,0.9092146754264832,0.0,-0.00029397010803222656,0.01714252436963304,14.0,4.0
elo_home_expectation,0.5666666666666667,0.9095086455345154,0.5666666666666667,0.9094738960266113,0.0,-3.4749507904052734e-05,0.015563967261150388,15.0,4.0
elo_expectation_gap,0.5666666666666667,0.9095086455345154,0.5666666666666667,0.9101608395576477,0.0,0.0006521940231323242,0.006839085761680165,16.0,4.0
match_weekday_index,0.5666666666666667,0.9095086455345154,0.5666666666666667,0.9100074172019958,0.0,0.0004987716674804688,0.006683810604787948,17.0,4.0
market_vs_elo_edge,0.5666666666666667,0.9095086455345154,0.5733333333333334,0.9094498753547668,-0.00666666666666671,-5.8770179748535156e-05,0.006259025511828563,18.0,5.0
