id,isResult,side,h,a,goals,xG,datetime
29251,False,a,"{'id': '146', 'title': 'Valencia', 'short_title': 'VAL'}","{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-10-26 15:00:00
29267,False,h,"{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'id': '145', 'title': 'Rayo Vallecano', 'short_title': 'RVL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-02 14:00:00
29271,False,a,"{'id': '141', 'title': 'Espanyol', 'short_title': 'ESP'}","{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-09 14:00:00
29287,False,h,"{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-23 14:00:00
29293,False,a,"{'id': '140', 'title': 'Real Sociedad', 'short_title': 'SOC'}","{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-30 14:00:00
29304,False,h,"{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-07 14:00:00
29311,False,a,"{'id': '151', 'title': 'Levante', 'short_title': 'LEV'}","{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-14 14:00:00
29325,False,h,"{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-21 14:00:00
29330,False,a,"{'id': '207', 'title': 'Elche', 'short_title': 'ELC'}","{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-04 14:00:00
29341,False,h,"{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'id': '158', 'title': 'Alaves', 'short_title': 'ALA'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-11 14:00:00
29352,False,a,"{'id': '153', 'title': 'Real Betis', 'short_title': 'BET'}","{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-18 14:00:00
29367,False,h,"{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'id': '150', 'title': 'Real Madrid', 'short_title': 'RMA'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-25 14:00:00
29370,False,a,"{'id': '157', 'title': 'Osasuna', 'short_title': 'OSA'}","{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-01 14:00:00
29384,False,h,"{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'id': '141', 'title': 'Espanyol', 'short_title': 'ESP'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-08 14:00:00
29389,False,a,"{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-15 14:00:00
29406,False,h,"{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'id': '146', 'title': 'Valencia', 'short_title': 'VAL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-22 14:00:00
29408,False,a,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-01 14:00:00
29424,False,h,"{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'id': '207', 'title': 'Elche', 'short_title': 'ELC'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-08 14:00:00
29428,False,a,"{'id': '158', 'title': 'Alaves', 'short_title': 'ALA'}","{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-15 14:00:00
29438,False,h,"{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'id': '140', 'title': 'Real Sociedad', 'short_title': 'SOC'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-22 14:00:00
29451,False,a,"{'id': '223', 'title': 'Girona', 'short_title': 'GIR'}","{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-05 14:00:00
29458,False,a,"{'id': '147', 'title': 'Athletic Club', 'short_title': 'ATH'}","{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-12 14:00:00
29470,False,h,"{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'id': '152', 'title': 'Celta Vigo', 'short_title': 'CEL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-19 14:00:00
29482,False,a,"{'id': '289', 'title': 'Real Oviedo', 'short_title': 'OVI'}","{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-22 18:00:00
29489,False,h,"{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'id': '151', 'title': 'Levante', 'short_title': 'LEV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-03 14:00:00
29502,False,a,"{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-10 14:00:00
29516,False,h,"{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'id': '138', 'title': 'Sevilla', 'short_title': 'SEV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-13 18:00:00
29526,False,a,"{'id': '145', 'title': 'Rayo Vallecano', 'short_title': 'RVL'}","{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-17 14:00:00
29533,False,h,"{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'id': '143', 'title': 'Atletico Madrid', 'short_title': 'ATL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-24 14:00:00
