id,isResult,side,h,a,goals,xG,datetime,forecast,result
22311,True,h,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '0', 'a': '3'}","{'h': '1.20988', 'a': '1.86438'}",2023-08-20 18:45:00,"{'w': 0.24679994974983105, 'd': 0.22630112476386607, 'l': 0.5268989239502097}",l
22323,True,a,"{'id': '264', 'title': 'Salernitana', 'short_title': 'SAL'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '1', 'a': '1'}","{'h': '0.559371', 'a': '0.548425'}",2023-08-28 16:30:00,"{'w': 0.2837442580830588, 'd': 0.4396497812769137, 'l': 0.2766059606400275}",d
22327,True,h,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '112', 'title': 'Frosinone', 'short_title': 'FRO'}","{'h': '0', 'a': '0'}","{'h': '2.07837', 'a': '2.41709'}",2023-09-02 16:30:00,"{'w': 0.34227009036824485, 'd': 0.19213104993606972, 'l': 0.4655988082581324}",d
22338,True,a,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '0', 'a': '0'}","{'h': '2.2007', 'a': '0.836992'}",2023-09-17 10:30:00,"{'w': 0.6846329980671492, 'd': 0.18628299255123984, 'l': 0.12908399589822556}",d
22349,True,h,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '0', 'a': '2'}","{'h': '2.40063', 'a': '0.281122'}",2023-09-24 13:00:00,"{'w': 0.8467703143404172, 'd': 0.12303614211260545, 'l': 0.030193502276832318}",l
22361,True,a,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '4', 'a': '1'}","{'h': '3.70921', 'a': '0.82191'}",2023-09-27 18:45:00,"{'w': 0.8783043928070497, 'd': 0.07892487525938893, 'l': 0.04276233326730134}",l
22370,True,h,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '2', 'a': '2'}","{'h': '1.53115', 'a': '0.83333'}",2023-10-01 13:00:00,"{'w': 0.5376295526946114, 'd': 0.25807346375930335, 'l': 0.2042969834371184}",d
22376,True,a,"{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '0', 'a': '0'}","{'h': '1.00116', 'a': '1.23968'}",2023-10-06 16:30:00,"{'w': 0.29785636470045174, 'd': 0.2854572442149171, 'l': 0.416686391078306}",d
22393,True,h,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'h': '1', 'a': '1'}","{'h': '2.58184', 'a': '0.808325'}",2023-10-23 16:30:00,"{'w': 0.7551690851512738, 'd': 0.1504561409793112, 'l': 0.09437466995286517}",d
22399,True,a,"{'id': '271', 'title': 'Monza', 'short_title': 'MON'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '1', 'a': '1'}","{'h': '0.40283', 'a': '1.05616'}",2023-10-29 14:00:00,"{'w': 0.13982908619143947, 'd': 0.3424070574130827, 'l': 0.517763856394832}",d
