id,isResult,h,a,goals,xG,datetime,forecast
19683,True,"{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '1', 'a': '1'}","{'h': '2.71556', 'a': '0.237794'}",2022-08-28 18:45:00,"{'w': '0.9482', 'd': '0.0443', 'l': '0.0075'}"
19688,True,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '172', 'title': 'Troyes', 'short_title': 'TRO'}","{'h': '2', 'a': '4'}","{'h': '1.69464', 'a': '2.68434'}",2022-08-31 17:00:00,"{'w': '0.1501', 'd': '0.2166', 'l': '0.6333'}"
19689,True,"{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'id': '177', 'title': 'Reims', 'short_title': 'REI'}","{'h': '2', 'a': '4'}","{'h': '1.43417', 'a': '2.35235'}",2022-08-31 17:00:00,"{'w': '0.1564', 'd': '0.2279', 'l': '0.6157'}"
19691,True,"{'id': '166', 'title': 'Montpellier', 'short_title': 'MPL'}","{'id': '274', 'title': 'Ajaccio', 'short_title': 'AJA'}","{'h': '2', 'a': '0'}","{'h': '1.82411', 'a': '0.894201'}",2022-08-31 17:00:00,"{'w': '0.6483', 'd': '0.2327', 'l': '0.119'}"
19692,True,"{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'id': '275', 'title': 'Auxerre', 'short_title': 'AUX'}","{'h': '2', 'a': '1'}","{'h': '3.33913', 'a': '0.411365'}",2022-08-31 17:00:00,"{'w': '0.9559', 'd': '0.0363', 'l': '0.0078'}"
19695,True,"{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'h': '1', 'a': '1'}","{'h': '0.260394', 'a': '0.582194'}",2022-08-31 17:00:00,"{'w': '0.1378', 'd': '0.4895', 'l': '0.3727'}"
19690,True,"{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'h': '1', 'a': '2'}","{'h': '0.936389', 'a': '1.54373'}",2022-08-31 19:00:00,"{'w': '0.1573', 'd': '0.2649', 'l': '0.5778'}"
19693,True,"{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'id': '270', 'title': 'Clermont Foot', 'short_title': 'CLE'}","{'h': '1', 'a': '0'}","{'h': '2.50885', 'a': '0.164123'}",2022-08-31 19:00:00,"{'w': '0.9378', 'd': '0.0557', 'l': '0.0065'}"
19694,True,"{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'h': '5', 'a': '2'}","{'h': '3.01117', 'a': '1.4489'}",2022-08-31 19:00:00,"{'w': '0.7605', 'd': '0.1558', 'l': '0.0837'}"
19696,True,"{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'h': '3', 'a': '1'}","{'h': '1.44252', 'a': '0.265991'}",2022-08-31 19:00:00,"{'w': '0.7187', 'd': '0.2308', 'l': '0.0505'}"
19697,True,"{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'h': '0', 'a': '3'}","{'h': '0.582625', 'a': '3.93565'}",2022-08-31 19:00:00,"{'w': '0.0101', 'd': '0.038', 'l': '0.9519'}"
19699,True,"{'id': '275', 'title': 'Auxerre', 'short_title': 'AUX'}","{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'h': '0', 'a': '2'}","{'h': '0.623034', 'a': '1.54448'}",2022-09-03 15:00:00,"{'w': '0.1265', 'd': '0.2475', 'l': '0.626'}"
19704,True,"{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'h': '5', 'a': '0'}","{'h': '1.40939', 'a': '0.685045'}",2022-09-03 17:00:00,"{'w': '0.5804', 'd': '0.2695', 'l': '0.1501'}"
19701,True,"{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'h': '0', 'a': '3'}","{'h': '0.414108', 'a': '3.49883'}",2022-09-03 19:00:00,"{'w': '0.0071', 'd': '0.0403', 'l': '0.9526'}"
19702,True,"{'id': '166', 'title': 'Montpellier', 'short_title': 'MPL'}","{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'h': '1', 'a': '3'}","{'h': '0.460323', 'a': '1.28228'}",2022-09-04 11:00:00,"{'w': '0.1276', 'd': '0.3023', 'l': '0.5701'}"
19698,True,"{'id': '274', 'title': 'Ajaccio', 'short_title': 'AJA'}","{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'h': '0', 'a': '1'}","{'h': '0.520351', 'a': '0.509049'}",2022-09-04 13:00:00,"{'w': '0.2673', 'd': '0.4513', 'l': '0.2814'}"
19700,True,"{'id': '270', 'title': 'Clermont Foot', 'short_title': 'CLE'}","{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'h': '2', 'a': '0'}","{'h': '1.50732', 'a': '1.44839'}",2022-09-04 13:00:00,"{'w': '0.3794', 'd': '0.2849', 'l': '0.3357'}"
19705,True,"{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'h': '1', 'a': '1'}","{'h': '0.726914', 'a': '2.65304'}",2022-09-04 13:00:00,"{'w': '0.0316', 'd': '0.0935', 'l': '0.8749'}"
19706,True,"{'id': '177', 'title': 'Reims', 'short_title': 'REI'}","{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'h': '1', 'a': '1'}","{'h': '1.75851', 'a': '2.234'}",2022-09-04 13:00:00,"{'w': '0.2603', 'd': '0.2468', 'l': '0.4929'}"
19707,True,"{'id': '172', 'title': 'Troyes', 'short_title': 'TRO'}","{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'h': '1', 'a': '1'}","{'h': '0.564802', 'a': '2.61037'}",2022-09-04 15:05:00,"{'w': '0.0336', 'd': '0.1058', 'l': '0.8606'}"
19703,True,"{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '0', 'a': '1'}","{'h': '1.12895', 'a': '1.16635'}",2022-09-04 18:45:00,"{'w': '0.3305', 'd': '0.3213', 'l': '0.3482'}"
19661,True,"{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'h': '3', 'a': '1'}","{'h': '1.48762', 'a': '2.29822'}",2022-09-07 19:00:00,"{'w': '0.2017', 'd': '0.2208', 'l': '0.5775'}"
19714,True,"{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'id': '172', 'title': 'Troyes', 'short_title': 'TRO'}","{'h': '1', 'a': '0'}","{'h': '1.44803', 'a': '0.674373'}",2022-09-09 19:00:00,"{'w': '0.5795', 'd': '0.2727', 'l': '0.1478'}"
19713,True,"{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'h': '1', 'a': '0'}","{'h': '2.01269', 'a': '1.34439'}",2022-09-10 15:00:00,"{'w': '0.5215', 'd': '0.2661', 'l': '0.2124'}"
19712,True,"{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'h': '2', 'a': '1'}","{'h': '2.25737', 'a': '0.774912'}",2022-09-10 19:00:00,"{'w': '0.7816', 'd': '0.1536', 'l': '0.0648'}"
19715,True,"{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'id': '270', 'title': 'Clermont Foot', 'short_title': 'CLE'}","{'h': '0', 'a': '0'}","{'h': '2.60466', 'a': '0.959426'}",2022-09-11 11:00:00,"{'w': '0.8124', 'd': '0.1361', 'l': '0.0515'}"
19708,True,"{'id': '274', 'title': 'Ajaccio', 'short_title': 'AJA'}","{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'h': '0', 'a': '1'}","{'h': '0.427838', 'a': '1.0495'}",2022-09-11 13:00:00,"{'w': '0.1409', 'd': '0.3346', 'l': '0.5245'}"
19710,True,"{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'id': '166', 'title': 'Montpellier', 'short_title': 'MPL'}","{'h': '2', 'a': '1'}","{'h': '2.91339', 'a': '1.02641'}",2022-09-11 13:00:00,"{'w': '0.839', 'd': '0.115', 'l': '0.046'}"
19711,True,"{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'h': '3', 'a': '2'}","{'h': '1.30306', 'a': '0.586565'}",2022-09-11 13:00:00,"{'w': '0.5668', 'd': '0.2867', 'l': '0.1465'}"
19717,True,"{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'id': '177', 'title': 'Reims', 'short_title': 'REI'}","{'h': '1', 'a': '0'}","{'h': '2.111', 'a': '0.461404'}",2022-09-11 13:00:00,"{'w': '0.8026', 'd': '0.1472', 'l': '0.0502'}"
19716,True,"{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'id': '275', 'title': 'Auxerre', 'short_title': 'AUX'}","{'h': '5', 'a': '0'}","{'h': '3.73421', 'a': '0.438753'}",2022-09-11 15:05:00,"{'w': '0.9814', 'd': '0.0154', 'l': '0.0032'}"
19709,True,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'h': '2', 'a': '1'}","{'h': '1.64905', 'a': '2.28122'}",2022-09-11 18:45:00,"{'w': '0.2517', 'd': '0.2244', 'l': '0.5239'}"
19718,True,"{'id': '275', 'title': 'Auxerre', 'short_title': 'AUX'}","{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'h': '1', 'a': '3'}","{'h': '2.27316', 'a': '3.48948'}",2022-09-16 19:00:00,"{'w': '0.1555', 'd': '0.1804', 'l': '0.6641'}"
19722,True,"{'id': '166', 'title': 'Montpellier', 'short_title': 'MPL'}","{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'h': '2', 'a': '1'}","{'h': '1.8232', 'a': '0.617378'}",2022-09-17 15:00:00,"{'w': '0.7158', 'd': '0.2012', 'l': '0.083'}"
19721,True,"{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'h': '2', 'a': '1'}","{'h': '1.16749', 'a': '0.882322'}",2022-09-17 19:00:00,"{'w': '0.4346', 'd': '0.3129', 'l': '0.2525'}"
19727,True,"{'id': '177', 'title': 'Reims', 'short_title': 'REI'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '0', 'a': '3'}","{'h': '0.302274', 'a': '2.06526'}",2022-09-18 11:00:00,"{'w': '0.0361', 'd': '0.143', 'l': '0.8209'}"
19719,True,"{'id': '270', 'title': 'Clermont Foot', 'short_title': 'CLE'}","{'id': '172', 'title': 'Troyes', 'short_title': 'TRO'}","{'h': '1', 'a': '3'}","{'h': '1.25973', 'a': '1.3715'}",2022-09-18 13:00:00,"{'w': '0.3222', 'd': '0.2866', 'l': '0.3912'}"
19723,True,"{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'h': '0', 'a': '1'}","{'h': '0.969061', 'a': '2.07917'}",2022-09-18 13:00:00,"{'w': '0.1268', 'd': '0.2121', 'l': '0.6611'}"
19725,True,"{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'h': '1', 'a': '1'}","{'h': '1.05864', 'a': '0.858108'}",2022-09-18 13:00:00,"{'w': '0.4019', 'd': '0.3235', 'l': '0.2746'}"
19726,True,"{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'id': '274', 'title': 'Ajaccio', 'short_title': 'AJA'}","{'h': '0', 'a': '1'}","{'h': '0.721312', 'a': '0.511909'}",2022-09-18 13:00:00,"{'w': '0.3804', 'd': '0.4104', 'l': '0.2092'}"
19720,True,"{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'h': '0', 'a': '0'}","{'h': '0.777656', 'a': '0.967277'}",2022-09-18 15:05:00,"{'w': '0.2668', 'd': '0.3464', 'l': '0.3868'}"
19724,True,"{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'h': '0', 'a': '1'}","{'h': '0.892759', 'a': '1.52633'}",2022-09-18 18:45:00,"{'w': '0.2101', 'd': '0.2559', 'l': '0.534'}"
19731,True,"{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'h': '0', 'a': '3'}","{'h': '1.29217', 'a': '2.3782'}",2022-09-30 19:00:00,"{'w': '0.1523', 'd': '0.1957', 'l': '0.652'}"
19735,True,"{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'h': '1', 'a': '3'}","{'h': '1.15088', 'a': '2.24201'}",2022-10-01 15:00:00,"{'w': '0.1266', 'd': '0.2145', 'l': '0.6589'}"
19733,True,"{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'h': '2', 'a': '1'}","{'h': '0.753307', 'a': '0.685057'}",2022-10-01 19:00:00,"{'w': '0.2952', 'd': '0.3954', 'l': '0.3094'}"
19732,True,"{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'h': '2', 'a': '1'}","{'h': '0.51274', 'a': '1.83189'}",2022-10-02 11:00:00,"{'w': '0.0785', 'd': '0.1991', 'l': '0.7224'}"
19728,True,"{'id': '274', 'title': 'Ajaccio', 'short_title': 'AJA'}","{'id': '270', 'title': 'Clermont Foot', 'short_title': 'CLE'}","{'h': '1', 'a': '3'}","{'h': '1.28297', 'a': '1.29246'}",2022-10-02 13:00:00,"{'w': '0.2996', 'd': '0.4005', 'l': '0.2999'}"
19729,True,"{'id': '275', 'title': 'Auxerre', 'short_title': 'AUX'}","{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'h': '1', 'a': '1'}","{'h': '1.21122', 'a': '0.687048'}",2022-10-02 13:00:00,"{'w': '0.5164', 'd': '0.3357', 'l': '0.1479'}"
19736,True,"{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'id': '166', 'title': 'Montpellier', 'short_title': 'MPL'}","{'h': '4', 'a': '2'}","{'h': '1.92662', 'a': '1.73475'}",2022-10-02 13:00:00,"{'w': '0.4304', 'd': '0.2492', 'l': '0.3204'}"
19737,True,"{'id': '172', 'title': 'Troyes', 'short_title': 'TRO'}","{'id': '177', 'title': 'Reims', 'short_title': 'REI'}","{'h': '2', 'a': '2'}","{'h': '1.74344', 'a': '1.49046'}",2022-10-02 13:00:00,"{'w': '0.4145', 'd': '0.286', 'l': '0.2995'}"
19730,True,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'h': '4', 'a': '1'}","{'h': '2.18299', 'a': '0.406108'}",2022-10-02 15:05:00,"{'w': '0.8564', 'd': '0.1158', 'l': '0.0278'}"
