id,isResult,side,h,a,goals,xG,datetime
30290,False,a,"{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-10-25 16:30:00
30298,False,h,"{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'id': '118', 'title': 'Hamburger SV', 'short_title': 'HAM'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-01 12:30:00
30306,False,a,"{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-08 12:30:00
30317,False,h,"{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-22 12:30:00
30331,False,a,"{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-29 12:30:00
30336,False,h,"{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'id': '288', 'title': 'St. Pauli', 'short_title': 'SPA'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-06 12:30:00
30341,False,a,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-13 12:30:00
30352,False,h,"{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-20 12:30:00
30364,False,a,"{'id': '280', 'title': 'FC Heidenheim', 'short_title': 'HEI'}","{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-10 12:30:00
30370,False,h,"{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-14 12:30:00
