id,isResult,side,h,a,goals,xG,datetime,forecast,result
27369,True,a,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '265', 'title': 'Venezia', 'short_title': 'VEN'}","{'h': '3', 'a': '1'}","{'h': '2.33223', 'a': '0.789649'}",2024-08-18 18:45:00,"{'w': 0.7192513050521078, 'd': 0.17121011302483233, 'l': 0.1095385534191584}",l
27376,True,a,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '265', 'title': 'Venezia', 'short_title': 'VEN'}","{'h': '0', 'a': '0'}","{'h': '0.660213', 'a': '1.01295'}",2024-08-25 16:30:00,"{'w': 0.23356236216171755, 'd': 0.33575526515963083, 'l': 0.4306823726782917}",d
27382,True,h,"{'id': '265', 'title': 'Venezia', 'short_title': 'VEN'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '0', 'a': '1'}","{'h': '0.635612', 'a': '1.80895'}",2024-08-30 16:30:00,"{'w': 0.12458415496227818, 'd': 0.21913986370272, 'l': 0.6562759803093862}",l
27398,True,a,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '265', 'title': 'Venezia', 'short_title': 'VEN'}","{'h': '4', 'a': '0'}","{'h': '2.18898', 'a': '0.263269'}",2024-09-14 18:45:00,"{'w': 0.822879181383251, 'd': 0.14334147519905813, 'l': 0.03377933083593599}",l
27411,True,h,"{'id': '265', 'title': 'Venezia', 'short_title': 'VEN'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '2', 'a': '0'}","{'h': '2.33503', 'a': '0.388857'}",2024-09-21 13:00:00,"{'w': 0.8133088232434366, 'd': 0.14017072817387394, 'l': 0.046520419636497536}",w
27420,True,a,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '265', 'title': 'Venezia', 'short_title': 'VEN'}","{'h': '2', 'a': '1'}","{'h': '1.99001', 'a': '2.02845'}",2024-09-29 13:00:00,"{'w': 0.38937718054899595, 'd': 0.20644960386166072, 'l': 0.40417320730483886}",l
27427,True,a,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '265', 'title': 'Venezia', 'short_title': 'VEN'}","{'h': '2', 'a': '1'}","{'h': '2.10738', 'a': '1.43755'}",2024-10-04 18:45:00,"{'w': 0.5296440666463271, 'd': 0.2096508931125486, 'l': 0.2607050325180348}",l
27433,True,h,"{'id': '265', 'title': 'Venezia', 'short_title': 'VEN'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '0', 'a': '2'}","{'h': '0.881872', 'a': '1.83371'}",2024-10-20 13:00:00,"{'w': 0.17672153129394758, 'd': 0.2250312772437931, 'l': 0.5982471902332461}",l
27446,True,a,"{'id': '271', 'title': 'Monza', 'short_title': 'MON'}","{'id': '265', 'title': 'Venezia', 'short_title': 'VEN'}","{'h': '2', 'a': '2'}","{'h': '0.903007', 'a': '0.459902'}",2024-10-27 14:00:00,"{'w': 0.4461832320499744, 'd': 0.3737524978843486, 'l': 0.18006427006560616}",d
27461,True,h,"{'id': '265', 'title': 'Venezia', 'short_title': 'VEN'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '3', 'a': '2'}","{'h': '2.55368', 'a': '1.30701'}",2024-10-30 17:30:00,"{'w': 0.6439360139039398, 'd': 0.17690475546774248, 'l': 0.17915914012929063}",w
