id,isResult,side,h,a,goals,xG,datetime
29257,False,h,"{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'id': '151', 'title': 'Levante', 'short_title': 'LEV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-10-26 15:00:00
29261,False,a,"{'id': '153', 'title': 'Real Betis', 'short_title': 'BET'}","{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-02 14:00:00
29276,False,h,"{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'id': '142', 'title': 'Getafe', 'short_title': 'GET'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-09 14:00:00
29287,False,a,"{'id': '154', 'title': 'Villarreal', 'short_title': 'VIL'}","{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-23 14:00:00
29291,False,h,"{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'id': '157', 'title': 'Osasuna', 'short_title': 'OSA'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-30 14:00:00
29306,False,a,"{'id': '289', 'title': 'Real Oviedo', 'short_title': 'OVI'}","{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-07 14:00:00
29314,False,h,"{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'id': '207', 'title': 'Elche', 'short_title': 'ELC'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-14 14:00:00
29327,False,a,"{'id': '146', 'title': 'Valencia', 'short_title': 'VAL'}","{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-21 14:00:00
29336,False,h,"{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'id': '223', 'title': 'Girona', 'short_title': 'GIR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-04 14:00:00
29347,False,a,"{'id': '145', 'title': 'Rayo Vallecano', 'short_title': 'RVL'}","{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-11 14:00:00
29349,False,h,"{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'id': '147', 'title': 'Athletic Club', 'short_title': 'ATH'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-18 14:00:00
29360,False,a,"{'id': '143', 'title': 'Atletico Madrid', 'short_title': 'ATL'}","{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-25 14:00:00
29369,False,h,"{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'id': '138', 'title': 'Sevilla', 'short_title': 'SEV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-01 14:00:00
29381,False,a,"{'id': '148', 'title': 'Barcelona', 'short_title': 'BAR'}","{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-08 14:00:00
29396,False,h,"{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'id': '153', 'title': 'Real Betis', 'short_title': 'BET'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-15 14:00:00
29403,False,a,"{'id': '152', 'title': 'Celta Vigo', 'short_title': 'CEL'}","{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-22 14:00:00
29411,False,h,"{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'id': '140', 'title': 'Real Sociedad', 'short_title': 'SOC'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-01 14:00:00
29426,False,a,"{'id': '157', 'title': 'Osasuna', 'short_title': 'OSA'}","{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-08 14:00:00
29435,False,h,"{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'id': '141', 'title': 'Espanyol', 'short_title': 'ESP'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-15 14:00:00
29440,False,a,"{'id': '207', 'title': 'Elche', 'short_title': 'ELC'}","{'id': '239', 'title': 'Mallorca', 'short_title': 'MAL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-22 14:00:00
