id,isResult,side,h,a,goals,xG,datetime,forecast,result
23066,True,a,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'h': '3', 'a': '2'}","{'h': '1.73279', 'a': '1.60393'}",2023-08-19 13:30:00,"{'w': 0.41281936382365997, 'd': 0.2283503168789203, 'l': 0.35883031851560393}",l
23074,True,h,"{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'h': '5', 'a': '1'}","{'h': '2.0934', 'a': '1.18326'}",2023-08-25 18:30:00,"{'w': 0.5826857376565218, 'd': 0.20785337859776762, 'l': 0.20946087670419072}",w
23091,True,a,"{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'h': '0', 'a': '3'}","{'h': '0.17815', 'a': '1.21402'}",2023-09-03 15:30:00,"{'w': 0.053734828717031155, 'd': 0.3052652217247674, 'l': 0.6409999495536964}",w
23093,True,h,"{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'h': '3', 'a': '0'}","{'h': '1.46279', 'a': '1.34046'}",2023-09-16 13:30:00,"{'w': 0.4016592205230019, 'd': 0.2521012438151403, 'l': 0.346239535585635}",w
23103,True,a,"{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'h': '0', 'a': '1'}","{'h': '0.771966', 'a': '1.03744'}",2023-09-23 13:30:00,"{'w': 0.26605440826044713, 'd': 0.32360909623897444, 'l': 0.41033649550006784}",w
23116,True,h,"{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'h': '2', 'a': '2'}","{'h': '0.793383', 'a': '1.95099'}",2023-09-30 16:30:00,"{'w': 0.14445571215709335, 'd': 0.2096126765503287, 'l': 0.6459316084999002}",d
23121,True,h,"{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'id': '268', 'title': 'Bochum', 'short_title': 'BOC'}","{'h': '0', 'a': '0'}","{'h': '2.22631', 'a': '0.741054'}",2023-10-07 13:30:00,"{'w': 0.7121641799573027, 'd': 0.1784296160756055, 'l': 0.10940618830542485}",d
23133,True,a,"{'id': '127', 'title': 'Darmstadt', 'short_title': 'DAR'}","{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'h': '1', 'a': '3'}","{'h': '1.68331', 'a': '1.83161'}",2023-10-21 13:30:00,"{'w': 0.35882033080234393, 'd': 0.22169127712547207, 'l': 0.4194883904702009}",w
23138,True,h,"{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'h': '6', 'a': '0'}","{'h': '4.85886', 'a': '1.32863'}",2023-10-28 16:30:00,"{'w': 0.8963410356289769, 'd': 0.06021431988810174, 'l': 0.04327708337664252}",w
23150,True,a,"{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'h': '2', 'a': '0'}","{'h': '1.49686', 'a': '0.507864'}",2023-11-04 14:30:00,"{'w': 0.6175616300543864, 'd': 0.2582795794633517, 'l': 0.12415879040218035}",l
