id,isResult,h,a,goals,xG,datetime,forecast
29538,True,"{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'h': '1', 'a': '0'}","{'h': '1.31418', 'a': '2.07298'}",2025-08-15 18:45:00,"{'w': '0.2107', 'd': '0.2256', 'l': '0.5637'}"
29539,True,"{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'h': '0', 'a': '1'}","{'h': '1.87447', 'a': '1.615'}",2025-08-16 15:00:00,"{'w': '0.4363', 'd': '0.2606', 'l': '0.3031'}"
29540,True,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'h': '3', 'a': '1'}","{'h': '1.88048', 'a': '0.427494'}",2025-08-16 17:00:00,"{'w': '0.8017', 'd': '0.1577', 'l': '0.0406'}"
29541,True,"{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'h': '0', 'a': '1'}","{'h': '0.95554', 'a': '0.56945'}",2025-08-16 19:05:00,"{'w': '0.4632', 'd': '0.3479', 'l': '0.1889'}"
29542,True,"{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'h': '3', 'a': '3'}","{'h': '1.49573', 'a': '1.84218'}",2025-08-17 13:00:00,"{'w': '0.2749', 'd': '0.2663', 'l': '0.4588'}"
29543,True,"{'id': '275', 'title': 'Auxerre', 'short_title': 'AUX'}","{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'h': '1', 'a': '0'}","{'h': '1.4925', 'a': '1.84516'}",2025-08-17 15:15:00,"{'w': '0.2677', 'd': '0.2851', 'l': '0.4472'}"
29544,True,"{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'h': '1', 'a': '0'}","{'h': '0.82142', 'a': '0.71125'}",2025-08-17 15:15:00,"{'w': '0.3649', 'd': '0.3607', 'l': '0.2744'}"
29545,True,"{'id': '180', 'title': 'Metz', 'short_title': 'MET'}","{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'h': '0', 'a': '1'}","{'h': '0.184483', 'a': '0.731013'}",2025-08-17 15:15:00,"{'w': '0.082', 'd': '0.4286', 'l': '0.4894'}"
29546,True,"{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'h': '0', 'a': '1'}","{'h': '0.124428', 'a': '1.35682'}",2025-08-17 18:45:00,"{'w': '0.0274', 'd': '0.242', 'l': '0.7306'}"
29547,True,"{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'h': '1', 'a': '0'}","{'h': '2.0878', 'a': '0.176876'}",2025-08-22 18:45:00,"{'w': '0.8991', 'd': '0.0898', 'l': '0.0111'}"
29548,True,"{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'h': '5', 'a': '2'}","{'h': '3.337', 'a': '1.05457'}",2025-08-23 15:00:00,"{'w': '0.8786', 'd': '0.0866', 'l': '0.0348'}"
29549,True,"{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'id': '275', 'title': 'Auxerre', 'short_title': 'AUX'}","{'h': '3', 'a': '1'}","{'h': '2.66284', 'a': '2.24407'}",2025-08-23 17:00:00,"{'w': '0.4862', 'd': '0.2319', 'l': '0.2819'}"
29550,True,"{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'id': '180', 'title': 'Metz', 'short_title': 'MET'}","{'h': '3', 'a': '0'}","{'h': '2.35479', 'a': '0.504863'}",2025-08-23 19:05:00,"{'w': '0.8525', 'd': '0.1138', 'l': '0.0337'}"
29551,True,"{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'h': '4', 'a': '0'}","{'h': '3.4466', 'a': '0.0728372'}",2025-08-24 13:00:00,"{'w': '0.9855', 'd': '0.0134', 'l': '0.0011'}"
29552,True,"{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'h': '1', 'a': '0'}","{'h': '1.81743', 'a': '0.425423'}",2025-08-24 15:15:00,"{'w': '0.8133', 'd': '0.1541', 'l': '0.0326'}"
29553,True,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'h': '1', 'a': '2'}","{'h': '2.0398', 'a': '1.29098'}",2025-08-24 15:15:00,"{'w': '0.5641', 'd': '0.2708', 'l': '0.1651'}"
29554,True,"{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'h': '2', 'a': '0'}","{'h': '1.32432', 'a': '0.750148'}",2025-08-24 15:15:00,"{'w': '0.5764', 'd': '0.2937', 'l': '0.1299'}"
29555,True,"{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '1', 'a': '0'}","{'h': '2.41091', 'a': '1.52213'}",2025-08-24 18:45:00,"{'w': '0.5964', 'd': '0.2267', 'l': '0.1769'}"
29556,True,"{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'h': '3', 'a': '1'}","{'h': '4.42054', 'a': '0.963409'}",2025-08-29 18:45:00,"{'w': '0.9492', 'd': '0.0354', 'l': '0.0154'}"
29557,True,"{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'h': '1', 'a': '7'}","{'h': '1.1603', 'a': '3.70255'}",2025-08-30 15:00:00,"{'w': '0.0186', 'd': '0.0702', 'l': '0.9112'}"
29558,True,"{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'id': '275', 'title': 'Auxerre', 'short_title': 'AUX'}","{'h': '1', 'a': '0'}","{'h': '0.418091', 'a': '1.10996'}",2025-08-30 17:00:00,"{'w': '0.1072', 'd': '0.3259', 'l': '0.5669'}"
29559,True,"{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'h': '3', 'a': '6'}","{'h': '2.33006', 'a': '2.49609'}",2025-08-30 19:05:00,"{'w': '0.3283', 'd': '0.2611', 'l': '0.4106'}"
29560,True,"{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'h': '1', 'a': '1'}","{'h': '1.58619', 'a': '1.73758'}",2025-08-31 13:00:00,"{'w': '0.3243', 'd': '0.2811', 'l': '0.3946'}"
29561,True,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'h': '3', 'a': '1'}","{'h': '1.75553', 'a': '0.715595'}",2025-08-31 15:15:00,"{'w': '0.6527', 'd': '0.2389', 'l': '0.1084'}"
29562,True,"{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'id': '180', 'title': 'Metz', 'short_title': 'MET'}","{'h': '3', 'a': '2'}","{'h': '3.39898', 'a': '1.6248'}",2025-08-31 15:15:00,"{'w': '0.7758', 'd': '0.1277', 'l': '0.0965'}"
29563,True,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'h': '3', 'a': '2'}","{'h': '2.35547', 'a': '1.7732'}",2025-08-31 15:15:00,"{'w': '0.5177', 'd': '0.2407', 'l': '0.2416'}"
29564,True,"{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'h': '1', 'a': '0'}","{'h': '3.15727', 'a': '0.896862'}",2025-08-31 18:45:00,"{'w': '0.9176', 'd': '0.0681', 'l': '0.0143'}"
29568,True,"{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'h': '4', 'a': '0'}","{'h': '2.83367', 'a': '0.187377'}",2025-09-12 18:45:00,"{'w': '0.9575', 'd': '0.0384', 'l': '0.0041'}"
29570,True,"{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'h': '1', 'a': '0'}","{'h': '2.34645', 'a': '0.775945'}",2025-09-13 15:00:00,"{'w': '0.7659', 'd': '0.1616', 'l': '0.0725'}"
29565,True,"{'id': '275', 'title': 'Auxerre', 'short_title': 'AUX'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '1', 'a': '2'}","{'h': '0.904229', 'a': '1.62646'}",2025-09-13 19:05:00,"{'w': '0.1822', 'd': '0.2626', 'l': '0.5552'}"
29567,True,"{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'h': '2', 'a': '1'}","{'h': '2.42116', 'a': '1.15678'}",2025-09-14 13:00:00,"{'w': '0.6998', 'd': '0.1988', 'l': '0.1014'}"
29566,True,"{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'h': '1', 'a': '2'}","{'h': '2.60519', 'a': '1.85008'}",2025-09-14 15:15:00,"{'w': '0.5607', 'd': '0.2418', 'l': '0.1975'}"
29569,True,"{'id': '180', 'title': 'Metz', 'short_title': 'MET'}","{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'h': '1', 'a': '1'}","{'h': '1.76271', 'a': '1.98184'}",2025-09-14 15:15:00,"{'w': '0.2847', 'd': '0.3063', 'l': '0.409'}"
29571,True,"{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'h': '2', 'a': '0'}","{'h': '1.05815', 'a': '1.2242'}",2025-09-14 15:15:00,"{'w': '0.2878', 'd': '0.2973', 'l': '0.4149'}"
29573,True,"{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'h': '1', 'a': '0'}","{'h': '1.43354', 'a': '0.524832'}",2025-09-14 15:15:00,"{'w': '0.6606', 'd': '0.2456', 'l': '0.0938'}"
29572,True,"{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'h': '3', 'a': '1'}","{'h': '2.20918', 'a': '1.7381'}",2025-09-14 18:45:00,"{'w': '0.4829', 'd': '0.2548', 'l': '0.2623'}"
29578,True,"{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'h': '1', 'a': '0'}","{'h': '2.20483', 'a': '0.677354'}",2025-09-19 18:45:00,"{'w': '0.7823', 'd': '0.1561', 'l': '0.0616'}"
29581,True,"{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'h': '2', 'a': '2'}","{'h': '2.65629', 'a': '1.44041'}",2025-09-20 15:00:00,"{'w': '0.6845', 'd': '0.1999', 'l': '0.1156'}"
29575,True,"{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'h': '4', 'a': '1'}","{'h': '2.07376', 'a': '2.26393'}",2025-09-20 17:00:00,"{'w': '0.342', 'd': '0.2481', 'l': '0.4099'}"
29577,True,"{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'h': '3', 'a': '0'}","{'h': '3.8174', 'a': '1.89889'}",2025-09-20 19:05:00,"{'w': '0.8008', 'd': '0.121', 'l': '0.0782'}"
29582,True,"{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'h': '2', 'a': '3'}","{'h': '1.9014', 'a': '2.46459'}",2025-09-21 13:00:00,"{'w': '0.2302', 'd': '0.2363', 'l': '0.5335'}"
29574,True,"{'id': '275', 'title': 'Auxerre', 'short_title': 'AUX'}","{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'h': '1', 'a': '0'}","{'h': '0.883373', 'a': '1.50957'}",2025-09-21 15:15:00,"{'w': '0.1478', 'd': '0.3212', 'l': '0.531'}"
29576,True,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'h': '1', 'a': '1'}","{'h': '2.23396', 'a': '1.26993'}",2025-09-21 15:15:00,"{'w': '0.7043', 'd': '0.241', 'l': '0.0547'}"
29580,True,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '180', 'title': 'Metz', 'short_title': 'MET'}","{'h': '5', 'a': '2'}","{'h': '3.497', 'a': '1.91296'}",2025-09-21 15:15:00,"{'w': '0.7381', 'd': '0.1588', 'l': '0.1031'}"
29579,True,"{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'h': '1', 'a': '0'}","{'h': '1.77744', 'a': '0.919565'}",2025-09-22 18:45:00,"{'w': '0.6088', 'd': '0.2395', 'l': '0.1517'}"
29590,True,"{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'h': '1', 'a': '2'}","{'h': '1.0976', 'a': '2.00258'}",2025-09-26 18:45:00,"{'w': '0.1578', 'd': '0.2197', 'l': '0.6225'}"
29585,True,"{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '3', 'a': '1'}","{'h': '2.09364', 'a': '0.894035'}",2025-09-27 15:00:00,"{'w': '0.6808', 'd': '0.2278', 'l': '0.0914'}"
29591,True,"{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'h': '2', 'a': '2'}","{'h': '1.98573', 'a': '1.8303'}",2025-09-27 17:00:00,"{'w': '0.3956', 'd': '0.273', 'l': '0.3314'}"
29588,True,"{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'id': '275', 'title': 'Auxerre', 'short_title': 'AUX'}","{'h': '2', 'a': '0'}","{'h': '2.11672', 'a': '0.73132'}",2025-09-27 19:05:00,"{'w': '0.7351', 'd': '0.175', 'l': '0.0899'}"
29587,True,"{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'h': '1', 'a': '1'}","{'h': '1.36997', 'a': '1.49444'}",2025-09-28 13:00:00,"{'w': '0.3095', 'd': '0.2998', 'l': '0.3907'}"
29583,True,"{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'h': '0', 'a': '2'}","{'h': '0.501827', 'a': '1.34192'}",2025-09-28 15:15:00,"{'w': '0.0957', 'd': '0.2563', 'l': '0.648'}"
29584,True,"{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'h': '0', 'a': '1'}","{'h': '1.65271', 'a': '0.642572'}",2025-09-28 15:15:00,"{'w': '0.6578', 'd': '0.233', 'l': '0.1092'}"
29586,True,"{'id': '180', 'title': 'Metz', 'short_title': 'MET'}","{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'h': '0', 'a': '0'}","{'h': '0.39939', 'a': '0.395921'}",2025-09-28 15:15:00,"{'w': '0.2433', 'd': '0.5192', 'l': '0.2375'}"
29589,True,"{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'h': '0', 'a': '0'}","{'h': '1.57438', 'a': '1.51932'}",2025-09-28 18:45:00,"{'w': '0.3876', 'd': '0.2654', 'l': '0.347'}"
29599,True,"{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'h': '2', 'a': '0'}","{'h': '1.83687', 'a': '0.855852'}",2025-10-03 18:45:00,"{'w': '0.646', 'd': '0.2235', 'l': '0.1305'}"
29597,True,"{'id': '180', 'title': 'Metz', 'short_title': 'MET'}","{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'h': '0', 'a': '3'}","{'h': '0.1529', 'a': '2.67719'}",2025-10-04 15:00:00,"{'w': '0.0063', 'd': '0.0439', 'l': '0.9498'}"
29593,True,"{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'h': '0', 'a': '0'}","{'h': '1.44552', 'a': '0.489862'}",2025-10-04 17:00:00,"{'w': '0.6369', 'd': '0.2555', 'l': '0.1076'}"
29592,True,"{'id': '275', 'title': 'Auxerre', 'short_title': 'AUX'}","{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'h': '1', 'a': '2'}","{'h': '1.27422', 'a': '0.471027'}",2025-10-04 19:05:00,"{'w': '0.6093', 'd': '0.2767', 'l': '0.114'}"
29596,True,"{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'h': '1', 'a': '2'}","{'h': '1.42206', 'a': '1.36525'}",2025-10-05 13:00:00,"{'w': '0.3677', 'd': '0.2792', 'l': '0.3531'}"
29594,True,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'h': '2', 'a': '2'}","{'h': '1.98097', 'a': '1.21285'}",2025-10-05 15:15:00,"{'w': '0.5716', 'd': '0.2617', 'l': '0.1667'}"
29598,True,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'h': '2', 'a': '2'}","{'h': '2.4556', 'a': '1.13121'}",2025-10-05 15:15:00,"{'w': '0.7374', 'd': '0.1881', 'l': '0.0745'}"
29600,True,"{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'h': '5', 'a': '0'}","{'h': '4.2783', 'a': '0.294622'}",2025-10-05 15:15:00,"{'w': '0.9879', 'd': '0.0105', 'l': '0.0016'}"
29595,True,"{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'h': '1', 'a': '1'}","{'h': '0.647492', 'a': '1.71207'}",2025-10-05 18:45:00,"{'w': '0.1092', 'd': '0.2289', 'l': '0.6619'}"
29608,True,"{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'h': '3', 'a': '3'}","{'h': '2.85659', 'a': '1.92082'}",2025-10-17 18:45:00,"{'w': '0.6065', 'd': '0.2102', 'l': '0.1833'}"
29606,True,"{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'h': '3', 'a': '2'}","{'h': '1.16366', 'a': '2.89867'}",2025-10-18 15:00:00,"{'w': '0.0403', 'd': '0.1411', 'l': '0.8186'}"
29601,True,"{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '1', 'a': '1'}","{'h': '1.58102', 'a': '1.65166'}",2025-10-18 17:00:00,"{'w': '0.3289', 'd': '0.299', 'l': '0.3721'}"
29604,True,"{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'h': '6', 'a': '2'}","{'h': '4.20445', 'a': '0.352985'}",2025-10-18 19:05:00,"{'w': '0.9887', 'd': '0.009', 'l': '0.0023'}"
29602,True,"{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'h': '2', 'a': '1'}","{'h': '1.98018', 'a': '0.583966'}",2025-10-19 13:00:00,"{'w': '0.7671', 'd': '0.1682', 'l': '0.0647'}"
29603,True,"{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'h': '3', 'a': '3'}","{'h': '1.5878', 'a': '1.56803'}",2025-10-19 15:15:00,"{'w': '0.3485', 'd': '0.2972', 'l': '0.3543'}"
29607,True,"{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'id': '180', 'title': 'Metz', 'short_title': 'MET'}","{'h': '4', 'a': '0'}","{'h': '2.73037', 'a': '0.119104'}",2025-10-19 15:15:00,"{'w': '0.9589', 'd': '0.0379', 'l': '0.0032'}"
29609,True,"{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'id': '275', 'title': 'Auxerre', 'short_title': 'AUX'}","{'h': '2', 'a': '2'}","{'h': '1.93587', 'a': '1.66634'}",2025-10-19 15:15:00,"{'w': '0.4177', 'd': '0.2685', 'l': '0.3138'}"
29605,True,"{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'h': '0', 'a': '2'}","{'h': '0.772603', 'a': '2.7603'}",2025-10-19 18:45:00,"{'w': '0.0472', 'd': '0.1166', 'l': '0.8362'}"
