id,isResult,h,a,goals,xG,datetime,forecast
23139,True,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'h': '2', 'a': '1'}","{'h': '1.60773', 'a': '1.02333'}",2023-10-29 16:30:00,"{'w': '0.5098', 'd': '0.2733', 'l': '0.2169'}"
23154,True,"{'id': '127', 'title': 'Darmstadt', 'short_title': 'DAR'}","{'id': '268', 'title': 'Bochum', 'short_title': 'BOC'}","{'h': '1', 'a': '2'}","{'h': '0.854923', 'a': '1.56273'}",2023-11-03 19:30:00,"{'w': '0.1718', 'd': '0.2553', 'l': '0.5729'}"
23147,True,"{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'h': '0', 'a': '3'}","{'h': '1.066', 'a': '1.56887'}",2023-11-04 14:30:00,"{'w': '0.1807', 'd': '0.3024', 'l': '0.5169'}"
23148,True,"{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'h': '3', 'a': '3'}","{'h': '3.3903', 'a': '1.92375'}",2023-11-04 14:30:00,"{'w': '0.7389', 'd': '0.1606', 'l': '0.1005'}"
23150,True,"{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'h': '2', 'a': '0'}","{'h': '1.49686', 'a': '0.507864'}",2023-11-04 14:30:00,"{'w': '0.668', 'd': '0.2325', 'l': '0.0995'}"
23151,True,"{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'h': '1', 'a': '1'}","{'h': '2.22618', 'a': '2.54685'}",2023-11-04 14:30:00,"{'w': '0.3083', 'd': '0.2228', 'l': '0.4689'}"
23152,True,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': '2', 'a': '3'}","{'h': '1.27214', 'a': '1.05046'}",2023-11-04 14:30:00,"{'w': '0.4143', 'd': '0.3033', 'l': '0.2824'}"
23146,True,"{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'h': '0', 'a': '4'}","{'h': '1.47623', 'a': '2.86067'}",2023-11-04 17:30:00,"{'w': '0.1214', 'd': '0.1665', 'l': '0.7121'}"
23149,True,"{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'h': '2', 'a': '2'}","{'h': '1.81371', 'a': '1.40324'}",2023-11-05 14:30:00,"{'w': '0.4854', 'd': '0.2568', 'l': '0.2578'}"
23153,True,"{'id': '280', 'title': 'FC Heidenheim', 'short_title': 'HEI'}","{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'h': '2', 'a': '0'}","{'h': '0.78335', 'a': '2.57296'}",2023-11-05 16:30:00,"{'w': '0.0459', 'd': '0.1182', 'l': '0.8359'}"
23158,True,"{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'h': '4', 'a': '0'}","{'h': '2.094', 'a': '0.500797'}",2023-11-10 19:30:00,"{'w': '0.7895', 'd': '0.1535', 'l': '0.057'}"
23155,True,"{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'id': '280', 'title': 'FC Heidenheim', 'short_title': 'HEI'}","{'h': '4', 'a': '2'}","{'h': '2.60786', 'a': '1.04526'}",2023-11-11 14:30:00,"{'w': '0.7493', 'd': '0.1641', 'l': '0.0866'}"
23161,True,"{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '1', 'a': '1'}","{'h': '0.937133', 'a': '0.897413'}",2023-11-11 14:30:00,"{'w': '0.336', 'd': '0.3337', 'l': '0.3303'}"
23162,True,"{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'h': '2', 'a': '1'}","{'h': '4.1718', 'a': '0.7643'}",2023-11-11 14:30:00,"{'w': '0.9776', 'd': '0.0189', 'l': '0.0035'}"
23163,True,"{'id': '127', 'title': 'Darmstadt', 'short_title': 'DAR'}","{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'h': '0', 'a': '0'}","{'h': '0.449952', 'a': '0.624718'}",2023-11-11 14:30:00,"{'w': '0.217', 'd': '0.4467', 'l': '0.3363'}"
23160,True,"{'id': '268', 'title': 'Bochum', 'short_title': 'BOC'}","{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'h': '1', 'a': '1'}","{'h': '5.05629', 'a': '1.07591'}",2023-11-11 17:30:00,"{'w': '0.9742', 'd': '0.02', 'l': '0.0058'}"
23157,True,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'h': '4', 'a': '0'}","{'h': '3.04223', 'a': '0.0283806'}",2023-11-12 14:30:00,"{'w': '0.9745', 'd': '0.0247', 'l': '0.0008'}"
23159,True,"{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'h': '2', 'a': '2'}","{'h': '1.93909', 'a': '2.02339'}",2023-11-12 16:30:00,"{'w': '0.3431', 'd': '0.2704', 'l': '0.3865'}"
