id,isResult,side,h,a,goals,xG,datetime
29611,False,a,"{'id': '275', 'title': 'Auxerre', 'short_title': 'AUX'}","{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-10-26 15:15:00
29619,False,h,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-10-29 17:00:00
29636,False,a,"{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-02 12:00:00
29638,False,h,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-09 12:00:00
29652,False,a,"{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-23 12:00:00
29656,False,h,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-30 12:00:00
29666,False,h,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-07 12:00:00
29679,False,a,"{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-14 12:00:00
29683,False,h,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-04 12:00:00
29697,False,a,"{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-18 12:00:00
29702,False,h,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-25 12:00:00
29710,False,a,"{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-01 12:00:00
29721,False,h,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-08 12:00:00
29727,False,h,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '174', 'title': 'Toulouse', 'short_title': 'TOU'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-15 12:00:00
29740,False,a,"{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-22 12:00:00
29745,False,h,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-01 12:00:00
29755,False,a,"{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-08 12:00:00
29764,False,h,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-15 12:00:00
29778,False,a,"{'id': '290', 'title': 'Paris FC', 'short_title': 'PAR'}","{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-22 12:00:00
29783,False,h,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '275', 'title': 'Auxerre', 'short_title': 'AUX'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-05 12:00:00
29795,False,a,"{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-12 12:00:00
29799,False,a,"{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-19 12:00:00
29810,False,h,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '180', 'title': 'Metz', 'short_title': 'MET'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-26 12:00:00
29818,False,a,"{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-03 12:00:00
29828,False,h,"{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-09 12:00:00
29837,False,a,"{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'id': '282', 'title': 'Le Havre', 'short_title': 'LHV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-16 12:00:00
