id,isResult,side,h,a,goals,xG,datetime,forecast,result
18206,True,h,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '249', 'title': 'Nottingham Forest', 'short_title': 'NOT'}","{'h': '2', 'a': '0'}","{'h': '1.8591', 'a': '0.235825'}",2022-08-06 14:00:00,"{'w': 0.7766102381572216, 'd': 0.18325080360352033, 'l': 0.04013895676402887}",w
18213,True,a,"{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '0', 'a': '0'}","{'h': '1.60835', 'a': '0.183952'}",2022-08-13 14:00:00,"{'w': 0.7416678252052976, 'd': 0.21962667961721993, 'l': 0.03870549496544611}",d
18230,True,h,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '3', 'a': '3'}","{'h': '2.2127', 'a': '3.67382'}",2022-08-21 15:30:00,"{'w': 0.20529913404711259, 'd': 0.14238391542671086, 'l': 0.6523094210544964}",d
18240,True,a,"{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '1', 'a': '1'}","{'h': '1.13248', 'a': '1.93362'}",2022-08-28 13:00:00,"{'w': 0.21969275159122173, 'd': 0.22014543573545348, 'l': 0.5601618101897531}",d
18250,True,a,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '2', 'a': '1'}","{'h': '1.76119', 'a': '0.643546'}",2022-08-31 19:00:00,"{'w': 0.6435382947909185, 'd': 0.22554298137432272, 'l': 0.13091872311698843}",l
18253,True,h,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '0', 'a': '0'}","{'h': '2.90672', 'a': '0.920595'}",2022-09-03 14:00:00,"{'w': 0.7780293041643981, 'd': 0.13273194792579257, 'l': 0.08923829286584724}",d
18275,True,h,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'h': '1', 'a': '1'}","{'h': '1.54758', 'a': '0.976948'}",2022-09-17 14:00:00,"{'w': 0.5058094265272763, 'd': 0.2554275574465684, 'l': 0.23876301590002183}",d
18285,True,a,"{'id': '228', 'title': 'Fulham', 'short_title': 'FLH'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '1', 'a': '4'}","{'h': '0.683701', 'a': '4.67198'}",2022-10-01 14:00:00,"{'w': 0.015469762375772456, 'd': 0.03709185549156348, 'l': 0.9473279630324366}",w
18299,True,h,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'h': '5', 'a': '1'}","{'h': '2.44631', 'a': '1.13466'}",2022-10-08 14:00:00,"{'w': 0.6617187510177599, 'd': 0.17854881325045835, 'l': 0.15973238324701938}",w
18308,True,a,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '0', 'a': '0'}","{'h': '1.41606', 'a': '0.78815'}",2022-10-16 13:00:00,"{'w': 0.518838254468539, 'd': 0.272413010223931, 'l': 0.20874873526995769}",d
18319,True,h,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '1', 'a': '0'}","{'h': '1.13393', 'a': '0.0609567'}",2022-10-19 18:30:00,"{'w': 0.6562854938192817, 'd': 0.3240280958098831, 'l': 0.01968641036909083}",w
18329,True,a,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '1', 'a': '2'}","{'h': '1.56513', 'a': '1.1294'}",2022-10-23 15:30:00,"{'w': 0.47400509520346873, 'd': 0.2514058135934858, 'l': 0.27458909105469115}",w
18341,True,h,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '4', 'a': '0'}","{'h': '4.18808', 'a': '0.270814'}",2022-10-29 14:00:00,"{'w': 0.965091066606616, 'd': 0.02893006331732048, 'l': 0.005945472042491197}",w
18348,True,a,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '1', 'a': '4'}","{'h': '1.65228', 'a': '1.42101'}",2022-11-06 14:00:00,"{'w': 0.4312137102153923, 'd': 0.2379903651568817, 'l': 0.3307959242834071}",w
18357,True,h,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '1', 'a': '0'}","{'h': '1.3601', 'a': '0.359105'}",2022-11-12 17:30:00,"{'w': 0.6253109204593182, 'd': 0.27802311752547143, 'l': 0.09666596199359531}",w
18369,True,a,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '0', 'a': '3'}","{'h': '0.31099', 'a': '1.76382'}",2022-12-26 15:00:00,"{'w': 0.05883155768186167, 'd': 0.20450712222826542, 'l': 0.7366613193576516}",w
18377,True,h,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'h': '0', 'a': '0'}","{'h': '2.78846', 'a': '0.517099'}",2022-12-31 15:00:00,"{'w': 0.8425844112840499, 'd': 0.11197698762460419, 'l': 0.0454383287973592}",d
18382,True,a,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '0', 'a': '0'}","{'h': '0.970637', 'a': '0.959523'}",2023-01-03 19:45:00,"{'w': 0.3453476637062069, 'd': 0.3152111340419849, 'l': 0.3394412022514435}",d
18398,True,h,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '228', 'title': 'Fulham', 'short_title': 'FLH'}","{'h': '1', 'a': '0'}","{'h': '1.96256', 'a': '0.989872'}",2023-01-15 14:00:00,"{'w': 0.6001393737730647, 'd': 0.21493846978715442, 'l': 0.18492215342051313}",w
18404,True,a,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '0', 'a': '0'}","{'h': '0.333154', 'a': '1.44384'}",2023-01-21 17:30:00,"{'w': 0.08329750426692141, 'd': 0.2608318094329317, 'l': 0.6558706862511621}",d
18418,True,h,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '1', 'a': '1'}","{'h': '1.22883', 'a': '1.27831'}",2023-02-04 17:30:00,"{'w': 0.3534771400458439, 'd': 0.2694936629011702, 'l': 0.3770291970384545}",d
18423,True,a,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '1', 'a': '1'}","{'h': '1.54458', 'a': '1.54853'}",2023-02-11 17:30:00,"{'w': 0.37973654341889823, 'd': 0.23881325169475737, 'l': 0.3814502046367281}",d
18438,True,h,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '0', 'a': '2'}","{'h': '1.74852', 'a': '2.16549'}",2023-02-18 17:30:00,"{'w': 0.3164693024900055, 'd': 0.20550284790171003, 'l': 0.4780278380186061}",l
18458,True,a,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '2', 'a': '0'}","{'h': '1.34144', 'a': '0.359809'}",2023-03-04 12:30:00,"{'w': 0.6198712373915712, 'd': 0.28173360633857447, 'l': 0.09839515625197659}",l
18469,True,h,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'h': '2', 'a': '1'}","{'h': '2.45527', 'a': '0.709895'}",2023-03-12 16:30:00,"{'w': 0.7574973488307076, 'd': 0.15476387145559667, 'l': 0.08773872473121269}",w
18479,True,a,"{'id': '249', 'title': 'Nottingham Forest', 'short_title': 'NOT'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '1', 'a': '2'}","{'h': '0.531985', 'a': '2.50027'}",2023-03-17 20:00:00,"{'w': 0.059227362395871105, 'd': 0.13707618338399863, 'l': 0.8036963849722258}",w
18489,True,h,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '2', 'a': '0'}","{'h': '3.33162', 'a': '0.334127'}",2023-04-02 15:30:00,"{'w': 0.9204138922541542, 'd': 0.06304374204428692, 'l': 0.01653998793852242}",w
18268,True,a,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '1', 'a': '5'}","{'h': '0.83342', 'a': '2.84091'}",2023-04-05 19:00:00,"{'w': 0.08165834393975757, 'd': 0.13185225918079718, 'l': 0.7864890538478951}",w
18493,True,a,"{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '1', 'a': '2'}","{'h': '2.06521', 'a': '1.02337'}",2023-04-08 14:00:00,"{'w': 0.6137974688628288, 'd': 0.20642347495740973, 'l': 0.1797790502836937}",w
18502,True,a,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '3', 'a': '0'}","{'h': '1.91802', 'a': '0.425086'}",2023-04-15 11:30:00,"{'w': 0.7353565180649128, 'd': 0.19180425648414037, 'l': 0.07283922322092577}",l
18521,True,h,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '6', 'a': '1'}","{'h': '3.98532', 'a': '0.883001'}",2023-04-23 13:00:00,"{'w': 0.8906670168914388, 'd': 0.07019961301090827, 'l': 0.039114251240267}",w
