id,isResult,h,a,goals,xG,datetime,forecast
19354,True,"{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'h': '2', 'a': '2'}","{'h': '0.704357', 'a': '1.31637'}",2022-08-13 13:30:00,"{'w': '0.1637', 'd': '0.2982', 'l': '0.5381'}"
19355,True,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '268', 'title': 'Bochum', 'short_title': 'BOC'}","{'h': '3', 'a': '2'}","{'h': '2.3761', 'a': '1.47438'}",2022-08-13 13:30:00,"{'w': '0.6027', 'd': '0.2337', 'l': '0.1636'}"
19356,True,"{'id': '122', 'title': 'Hertha Berlin', 'short_title': 'HER'}","{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'h': '1', 'a': '1'}","{'h': '2.06497', 'a': '1.20421'}",2022-08-13 13:30:00,"{'w': '0.5992', 'd': '0.227', 'l': '0.1738'}"
19357,True,"{'id': '124', 'title': 'Schalke 04', 'short_title': 'SCH'}","{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'h': '2', 'a': '2'}","{'h': '1.69324', 'a': '1.41135'}",2022-08-13 16:30:00,"{'w': '0.4403', 'd': '0.2807', 'l': '0.279'}"
19358,True,"{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'h': '0', 'a': '0'}","{'h': '0.648549', 'a': '0.301432'}",2022-08-14 13:30:00,"{'w': '0.3968', 'd': '0.451', 'l': '0.1522'}"
19359,True,"{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'h': '2', 'a': '0'}","{'h': '1.4017', 'a': '0.443318'}",2022-08-14 15:30:00,"{'w': '0.6316', 'd': '0.2627', 'l': '0.1057'}"
19360,True,"{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'id': '122', 'title': 'Hertha Berlin', 'short_title': 'HER'}","{'h': '1', 'a': '0'}","{'h': '2.26575', 'a': '0.967668'}",2022-08-19 18:30:00,"{'w': '0.73', 'd': '0.1772', 'l': '0.0928'}"
19361,True,"{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'id': '124', 'title': 'Schalke 04', 'short_title': 'SCH'}","{'h': '0', 'a': '0'}","{'h': '1.20648', 'a': '1.03296'}",2022-08-20 13:30:00,"{'w': '0.3738', 'd': '0.3272', 'l': '0.299'}"
19362,True,"{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'h': '1', 'a': '2'}","{'h': '0.306368', 'a': '2.04608'}",2022-08-20 13:30:00,"{'w': '0.024', 'd': '0.1138', 'l': '0.8622'}"
19363,True,"{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'h': '0', 'a': '1'}","{'h': '0.766656', 'a': '0.903953'}",2022-08-20 13:30:00,"{'w': '0.2681', 'd': '0.3476', 'l': '0.3843'}"
19364,True,"{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'h': '2', 'a': '3'}","{'h': '0.625547', 'a': '1.20064'}",2022-08-20 13:30:00,"{'w': '0.1825', 'd': '0.3142', 'l': '0.5033'}"
19365,True,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '0', 'a': '3'}","{'h': '1.10143', 'a': '1.30099'}",2022-08-20 13:30:00,"{'w': '0.2906', 'd': '0.2946', 'l': '0.4148'}"
19366,True,"{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'h': '2', 'a': '1'}","{'h': '0.642263', 'a': '0.958767'}",2022-08-20 16:30:00,"{'w': '0.2316', 'd': '0.341', 'l': '0.4274'}"
19367,True,"{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'h': '1', 'a': '1'}","{'h': '0.54009', 'a': '0.236472'}",2022-08-21 13:30:00,"{'w': '0.3533', 'd': '0.5192', 'l': '0.1275'}"
19368,True,"{'id': '268', 'title': 'Bochum', 'short_title': 'BOC'}","{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'h': '0', 'a': '7'}","{'h': '0.747624', 'a': '3.98121'}",2022-08-21 15:30:00,"{'w': '0.0093', 'd': '0.033', 'l': '0.9577'}"
19369,True,"{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'id': '268', 'title': 'Bochum', 'short_title': 'BOC'}","{'h': '1', 'a': '0'}","{'h': '4.40931', 'a': '1.13013'}",2022-08-26 18:30:00,"{'w': '0.959', 'd': '0.032', 'l': '0.009'}"
19370,True,"{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'h': '2', 'a': '0'}","{'h': '3.79244', 'a': '0.520425'}",2022-08-27 13:30:00,"{'w': '0.9696', 'd': '0.0258', 'l': '0.0046'}"
19371,True,"{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': '0', 'a': '3'}","{'h': '1.62032', 'a': '1.40426'}",2022-08-27 13:30:00,"{'w': '0.4137', 'd': '0.2775', 'l': '0.3088'}"
19372,True,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'h': '1', 'a': '0'}","{'h': '2.00234', 'a': '0.458737'}",2022-08-27 13:30:00,"{'w': '0.7803', 'd': '0.164', 'l': '0.0557'}"
19373,True,"{'id': '122', 'title': 'Hertha Berlin', 'short_title': 'HER'}","{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'h': '0', 'a': '1'}","{'h': '0.353045', 'a': '2.97427'}",2022-08-27 13:30:00,"{'w': '0.0149', 'd': '0.0625', 'l': '0.9226'}"
19374,True,"{'id': '124', 'title': 'Schalke 04', 'short_title': 'SCH'}","{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'h': '1', 'a': '6'}","{'h': '1.86616', 'a': '1.0651'}",2022-08-27 13:30:00,"{'w': '0.5948', 'd': '0.2333', 'l': '0.1719'}"
19375,True,"{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'h': '1', 'a': '1'}","{'h': '3.17378', 'a': '0.548057'}",2022-08-27 16:30:00,"{'w': '0.9255', 'd': '0.0592', 'l': '0.0153'}"
19376,True,"{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'h': '0', 'a': '0'}","{'h': '0.385951', 'a': '1.96538'}",2022-08-28 13:30:00,"{'w': '0.0425', 'd': '0.1519', 'l': '0.8056'}"
19377,True,"{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'h': '3', 'a': '4'}","{'h': '1.88918', 'a': '1.87305'}",2022-08-28 15:30:00,"{'w': '0.3719', 'd': '0.2685', 'l': '0.3596'}"
19378,True,"{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '1', 'a': '0'}","{'h': '2.521', 'a': '0.360446'}",2022-09-02 18:30:00,"{'w': '0.8936', 'd': '0.087', 'l': '0.0194'}"
19379,True,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'h': '2', 'a': '3'}","{'h': '1.79727', 'a': '2.35383'}",2022-09-03 13:30:00,"{'w': '0.2025', 'd': '0.2735', 'l': '0.524'}"
19380,True,"{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'h': '1', 'a': '1'}","{'h': '0.443137', 'a': '1.38204'}",2022-09-03 13:30:00,"{'w': '0.0985', 'd': '0.2743', 'l': '0.6272'}"
19381,True,"{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'id': '124', 'title': 'Schalke 04', 'short_title': 'SCH'}","{'h': '1', 'a': '1'}","{'h': '0.706188', 'a': '2.10477'}",2022-09-03 13:30:00,"{'w': '0.0789', 'd': '0.1754', 'l': '0.7457'}"
19382,True,"{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'h': '2', 'a': '4'}","{'h': '0.96728', 'a': '3.08366'}",2022-09-03 13:30:00,"{'w': '0.0456', 'd': '0.1069', 'l': '0.8475'}"
19383,True,"{'id': '268', 'title': 'Bochum', 'short_title': 'BOC'}","{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'h': '0', 'a': '2'}","{'h': '1.22972', 'a': '1.9903'}",2022-09-03 13:30:00,"{'w': '0.189', 'd': '0.2392', 'l': '0.5718'}"
19384,True,"{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'h': '4', 'a': '0'}","{'h': '3.62625', 'a': '0.220403'}",2022-09-03 16:30:00,"{'w': '0.9878', 'd': '0.011', 'l': '0.0012'}"
19385,True,"{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'id': '122', 'title': 'Hertha Berlin', 'short_title': 'HER'}","{'h': '0', 'a': '2'}","{'h': '0.311026', 'a': '2.87153'}",2022-09-04 13:30:00,"{'w': '0.0062', 'd': '0.0407', 'l': '0.9531'}"
19386,True,"{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'h': '0', 'a': '1'}","{'h': '1.70822', 'a': '0.630863'}",2022-09-04 15:30:00,"{'w': '0.6861', 'd': '0.2133', 'l': '0.1006'}"
19387,True,"{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'h': '0', 'a': '1'}","{'h': '1.83702', 'a': '1.7824'}",2022-09-09 18:30:00,"{'w': '0.3673', 'd': '0.2856', 'l': '0.3471'}"
19388,True,"{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'h': '2', 'a': '2'}","{'h': '2.2976', 'a': '1.18754'}",2022-09-10 13:30:00,"{'w': '0.6479', 'd': '0.2219', 'l': '0.1302'}"
19389,True,"{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'h': '3', 'a': '0'}","{'h': '1.70495', 'a': '0.334567'}",2022-09-10 13:30:00,"{'w': '0.7653', 'd': '0.1846', 'l': '0.0501'}"
19390,True,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'h': '4', 'a': '1'}","{'h': '4.64891', 'a': '1.08619'}",2022-09-10 13:30:00,"{'w': '0.9575', 'd': '0.0329', 'l': '0.0096'}"
19391,True,"{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'h': '0', 'a': '1'}","{'h': '0.453438', 'a': '0.969737'}",2022-09-10 13:30:00,"{'w': '0.1536', 'd': '0.3434', 'l': '0.503'}"
19392,True,"{'id': '122', 'title': 'Hertha Berlin', 'short_title': 'HER'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': '2', 'a': '2'}","{'h': '2.35137', 'a': '1.76829'}",2022-09-10 13:30:00,"{'w': '0.5293', 'd': '0.2291', 'l': '0.2416'}"
19393,True,"{'id': '124', 'title': 'Schalke 04', 'short_title': 'SCH'}","{'id': '268', 'title': 'Bochum', 'short_title': 'BOC'}","{'h': '3', 'a': '1'}","{'h': '1.4133', 'a': '1.31293'}",2022-09-10 16:30:00,"{'w': '0.3834', 'd': '0.2777', 'l': '0.3389'}"
19394,True,"{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'h': '0', 'a': '1'}","{'h': '0.878517', 'a': '1.51157'}",2022-09-11 13:30:00,"{'w': '0.1694', 'd': '0.2882', 'l': '0.5424'}"
19395,True,"{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'h': '0', 'a': '0'}","{'h': '0.991055', 'a': '1.37892'}",2022-09-11 15:30:00,"{'w': '0.2409', 'd': '0.2881', 'l': '0.471'}"
19396,True,"{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'id': '122', 'title': 'Hertha Berlin', 'short_title': 'HER'}","{'h': '1', 'a': '1'}","{'h': '0.38983', 'a': '0.437555'}",2022-09-16 18:30:00,"{'w': '0.2205', 'd': '0.5066', 'l': '0.2729'}"
19397,True,"{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'id': '124', 'title': 'Schalke 04', 'short_title': 'SCH'}","{'h': '1', 'a': '0'}","{'h': '2.5349', 'a': '0.0971459'}",2022-09-17 13:30:00,"{'w': '0.9424', 'd': '0.0545', 'l': '0.0031'}"
19398,True,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'h': '1', 'a': '1'}","{'h': '1.82302', 'a': '2.02218'}",2022-09-17 13:30:00,"{'w': '0.3368', 'd': '0.2392', 'l': '0.424'}"
19399,True,"{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'h': '1', 'a': '0'}","{'h': '2.20918', 'a': '1.82063'}",2022-09-17 13:30:00,"{'w': '0.4862', 'd': '0.2262', 'l': '0.2876'}"
19400,True,"{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'h': '1', 'a': '3'}","{'h': '0.773751', 'a': '1.49027'}",2022-09-17 13:30:00,"{'w': '0.1684', 'd': '0.2658', 'l': '0.5658'}"
19401,True,"{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'h': '3', 'a': '0'}","{'h': '2.97746', 'a': '1.25609'}",2022-09-17 16:30:00,"{'w': '0.7545', 'd': '0.1462', 'l': '0.0993'}"
19402,True,"{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'h': '2', 'a': '0'}","{'h': '1.07406', 'a': '0.218049'}",2022-09-18 13:30:00,"{'w': '0.6003', 'd': '0.326', 'l': '0.0737'}"
19403,True,"{'id': '268', 'title': 'Bochum', 'short_title': 'BOC'}","{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'h': '1', 'a': '1'}","{'h': '0.292667', 'a': '1.8077'}",2022-09-18 15:30:00,"{'w': '0.0407', 'd': '0.1716', 'l': '0.7877'}"
19404,True,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'h': '0', 'a': '0'}","{'h': '0.74318', 'a': '0.6761'}",2022-09-18 17:30:00,"{'w': '0.3283', 'd': '0.3846', 'l': '0.2871'}"
19405,True,"{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': '4', 'a': '0'}","{'h': '2.13413', 'a': '0.940717'}",2022-09-30 18:30:00,"{'w': '0.6716', 'd': '0.2046', 'l': '0.1238'}"
19406,True,"{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'id': '268', 'title': 'Bochum', 'short_title': 'BOC'}","{'h': '4', 'a': '0'}","{'h': '4.21544', 'a': '0.146803'}",2022-10-01 13:30:00,"{'w': '0.9958', 'd': '0.004', 'l': '0.0002'}"
19407,True,"{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'h': '2', 'a': '1'}","{'h': '1.97161', 'a': '1.84485'}",2022-10-01 13:30:00,"{'w': '0.4003', 'd': '0.2803', 'l': '0.3194'}"
19408,True,"{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'h': '3', 'a': '2'}","{'h': '2.1489', 'a': '2.46961'}",2022-10-01 13:30:00,"{'w': '0.3333', 'd': '0.2059', 'l': '0.4608'}"
19409,True,"{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'h': '2', 'a': '0'}","{'h': '1.18241', 'a': '0.767128'}",2022-10-01 13:30:00,"{'w': '0.4621', 'd': '0.3223', 'l': '0.2156'}"
19410,True,"{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'h': '3', 'a': '2'}","{'h': '1.75417', 'a': '2.34936'}",2022-10-01 13:30:00,"{'w': '0.2297', 'd': '0.2431', 'l': '0.5272'}"
19413,True,"{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'h': '5', 'a': '1'}","{'h': '3.34501', 'a': '2.27257'}",2022-10-01 16:30:00,"{'w': '0.6382', 'd': '0.1785', 'l': '0.1833'}"
19411,True,"{'id': '122', 'title': 'Hertha Berlin', 'short_title': 'HER'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '1', 'a': '1'}","{'h': '0.958712', 'a': '1.60101'}",2022-10-02 13:30:00,"{'w': '0.1953', 'd': '0.2682', 'l': '0.5365'}"
19412,True,"{'id': '124', 'title': 'Schalke 04', 'short_title': 'SCH'}","{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'h': '2', 'a': '3'}","{'h': '2.0592', 'a': '1.48391'}",2022-10-02 15:30:00,"{'w': '0.524', 'd': '0.2515', 'l': '0.2245'}"
19417,True,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'h': '1', 'a': '2'}","{'h': '1.30088', 'a': '1.43801'}",2022-10-07 18:30:00,"{'w': '0.3032', 'd': '0.3038', 'l': '0.393'}"
19415,True,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '124', 'title': 'Schalke 04', 'short_title': 'SCH'}","{'h': '4', 'a': '0'}","{'h': '2.06947', 'a': '0.139609'}",2022-10-08 13:30:00,"{'w': '0.8871', 'd': '0.1009', 'l': '0.012'}"
19416,True,"{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'id': '136', 'title': 'RasenBallsport Leipzig', 'short_title': 'RBL'}","{'h': '1', 'a': '1'}","{'h': '0.649518', 'a': '1.4696'}",2022-10-08 13:30:00,"{'w': '0.1333', 'd': '0.2592', 'l': '0.6075'}"
19419,True,"{'id': '268', 'title': 'Bochum', 'short_title': 'BOC'}","{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'h': '3', 'a': '0'}","{'h': '0.649959', 'a': '0.78428'}",2022-10-08 13:30:00,"{'w': '0.2598', 'd': '0.3768', 'l': '0.3634'}"
19420,True,"{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'h': '1', 'a': '1'}","{'h': '2.01628', 'a': '2.30655'}",2022-10-08 13:30:00,"{'w': '0.2955', 'd': '0.2622', 'l': '0.4423'}"
19414,True,"{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'h': '2', 'a': '2'}","{'h': '1.42928', 'a': '1.22934'}",2022-10-08 16:30:00,"{'w': '0.4028', 'd': '0.287', 'l': '0.3102'}"
19418,True,"{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'h': '5', 'a': '2'}","{'h': '2.72658', 'a': '1.45617'}",2022-10-09 13:30:00,"{'w': '0.7125', 'd': '0.2007', 'l': '0.0868'}"
19422,True,"{'id': '122', 'title': 'Hertha Berlin', 'short_title': 'HER'}","{'id': '135', 'title': 'Freiburg', 'short_title': 'FRE'}","{'h': '2', 'a': '2'}","{'h': '1.25889', 'a': '1.75899'}",2022-10-09 15:30:00,"{'w': '0.2221', 'd': '0.2835', 'l': '0.4944'}"
19421,True,"{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'id': '240', 'title': 'Union Berlin', 'short_title': 'UNI'}","{'h': '0', 'a': '1'}","{'h': '1.09713', 'a': '0.73441'}",2022-10-09 17:30:00,"{'w': '0.4422', 'd': '0.3368', 'l': '0.221'}"
19430,True,"{'id': '124', 'title': 'Schalke 04', 'short_title': 'SCH'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '0', 'a': '3'}","{'h': '0.697562', 'a': '3.51699'}",2022-10-14 18:30:00,"{'w': '0.0146', 'd': '0.0497', 'l': '0.9357'}"
19427,True,"{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': '5', 'a': '1'}","{'h': '4.35761', 'a': '0.503272'}",2022-10-15 13:30:00,"{'w': '0.9842', 'd': '0.0129', 'l': '0.0029'}"
19428,True,"{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'h': '2', 'a': '2'}","{'h': '1.74427', 'a': '0.895157'}",2022-10-15 13:30:00,"{'w': '0.5922', 'd': '0.2499', 'l': '0.1579'}"
19429,True,"{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'id': '268', 'title': 'Bochum', 'short_title': 'BOC'}","{'h': '4', 'a': '1'}","{'h': '2.40775', 'a': '1.52762'}",2022-10-15 13:30:00,"{'w': '0.591', 'd': '0.2178', 'l': '0.1912'}"
19431,True,"{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'h': '0', 'a': '2'}","{'h': '1.20268', 'a': '1.10835'}",2022-10-15 13:30:00,"{'w': '0.3787', 'd': '0.292', 'l': '0.3293'}"
